 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F390M
 -9.9342 -9.8281 -9.7869 -9.6907 -9.5089 -9.3230 -9.2222 -9.1815 -9.1025 -8.9248
 -8.6775 -8.3780 -8.0498 -7.7168 -7.3806 -6.5277 -5.6812 -4.9806 -4.4085
 -9.6622 -9.4164 -9.2321 -9.0730 -8.9310 -8.8055 -8.6920 -8.5783 -8.4466 -8.2814
 -8.0706 -7.8087 -7.5033 -7.1843 -6.8728 -6.1193 -5.3950 -4.7810 -4.3022 -3.9450
 -9.5144 -9.1743 -8.8889 -8.6609 -8.4926 -8.3563 -8.2182 -8.0690 -7.9109 -7.7433
 -7.5488 -7.3170 -7.0424 -6.7452 -6.4571 -5.7882 -5.1670 -4.6286 -4.2166 -3.9070
 -3.6641
 -9.4908 -9.1018 -8.7573 -8.4544 -8.1937 -7.9754 -7.8008 -7.6536 -7.4954 -7.3105
 -7.1121 -6.9029 -6.6671 -6.3995 -6.1335 -5.5344 -4.9972 -4.5234 -4.1518 -3.8726
 -3.6543 -3.4752
 -9.5502 -9.1241 -8.7407 -8.3947 -8.0834 -7.8061 -7.5621 -7.3495 -7.1660 -6.9960
 -6.8088 -6.6014 -6.3878 -6.1541 -5.9080 -5.3580 -4.8821 -4.4593 -4.1171 -3.8590
 -3.6590 -3.4955 -3.3567 -3.2359
 -9.6842 -9.2271 -8.8100 -8.4295 -8.0829 -7.7673 -7.4810 -7.2230 -6.9913 -6.7831
 -6.5926 -6.4046 -6.2077 -5.9997 -5.7731 -5.2510 -4.8149 -4.4293 -4.1070 -3.8612
 -3.6737 -3.5223 -3.3945 -3.2835 -3.1853 -3.0971 -3.0178 -2.9441 -2.8760 -2.8225
 -9.8776 -9.3992 -8.9549 -8.5436 -8.1650 -7.8184 -7.5010 -7.2098 -6.9443 -6.7027
 -6.4826 -6.2800 -6.0884 -5.9015 -5.7007 -5.2025 -4.7858 -4.4255 -4.1160 -3.8751
 -3.6940 -3.5517 -3.4334 -3.3314 -3.2416 -3.1613 -3.0891 -3.0235 -2.9655 -2.9164
 -2.8776
-10.1146 -9.6212 -9.1584 -8.7237 -8.3176 -7.9421 -7.5960 -7.2774 -6.9840 -6.7148
 -6.4680 -6.2423 -6.0356 -5.8438 -5.6564 -5.1928 -4.7835 -4.4388 -4.1390 -3.8978
 -3.7174 -3.5802 -3.4699 -3.3765 -3.2951 -3.2227 -3.1578 -3.0995 -3.0474 -3.0032
 -2.9713
-10.3731 -9.8716 -9.3956 -8.9461 -8.5200 -8.1197 -7.7476 -7.4032 -7.0853 -6.7917
 -6.5207 -6.2717 -6.0439 -5.8358 -5.6410 -5.1927 -4.7956 -4.4564 -4.1659 -3.9243
 -3.7408 -3.6045 -3.4997 -3.4145 -3.3418 -3.2778 -3.2209 -3.1699 -3.1244 -3.0847
 -3.0535
