 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F210M
 -1.0358 -1.3970 -2.3972 -3.1625 -2.7053 -1.3402 -2.2935 -3.4907 -4.0069 -3.8496
 -3.7644 -3.5648 -3.0469 -2.5286 -2.2475 -2.4050
 -1.6922 -1.7217 -2.0781 -2.3951 -2.2345 -1.5913 -1.9578 -2.4803 -2.7979 -2.8618
 -2.9001 -2.8349 -2.6150 -2.3930 -2.2850 -2.4414 -2.6079 -2.7765 -2.9419
 -2.1007 -2.0110 -2.0327 -2.0964 -2.0872 -1.8977 -1.9431 -2.0602 -2.1921 -2.3051
 -2.3743 -2.3834 -2.3467 -2.3124 -2.3148 -2.4655 -2.6225 -2.7873 -2.9487 -3.1030
 -3.2537
 -2.2613 -2.2649 -2.2610 -2.2664 -2.2632 -2.2595 -2.2494 -2.2304 -2.1895 -2.1793
 -2.1869 -2.2103 -2.2420 -2.2868 -2.3369 -2.4773 -2.6391 -2.8014 -2.9592 -3.1110
 -3.2587 -3.4018 -3.5411
 -2.4804 -2.4271 -2.3837 -2.3588 -2.3442 -2.3373 -2.3319 -2.3230 -2.3075 -2.2893
 -2.2810 -2.2895 -2.3112 -2.3447 -2.3881 -2.5148 -2.6582 -2.8112 -2.9662 -3.1174
 -3.2634 -3.4044 -3.5411 -3.6741 -3.8037
 -2.7121 -2.6169 -2.5407 -2.4859 -2.4515 -2.4322 -2.4220 -2.4146 -2.4063 -2.3947
 -2.3815 -2.3755 -2.3846 -2.4060 -2.4402 -2.5526 -2.6820 -2.8248 -2.9744 -3.1235
 -3.2680 -3.4074 -3.5421 -3.6727 -3.7997 -3.9235
 -2.9565 -2.8343 -2.7320 -2.6477 -2.5852 -2.5442 -2.5197 -2.5052 -2.4950 -2.4856
 -2.4752 -2.4649 -2.4613 -2.4696 -2.4932 -2.5907 -2.7105 -2.8422 -2.9838 -3.1293
 -3.2725 -3.4108 -3.5440 -3.6728 -3.7977 -3.9192 -4.0378 -4.1539 -4.2673 -4.3767
 -3.2137 -3.0793 -2.9576 -2.8474 -2.7549 -2.6846 -2.6357 -2.6048 -2.5853 -2.5715
 -2.5598 -2.5492 -2.5404 -2.5382 -2.5483 -2.6269 -2.7394 -2.8633 -2.9960 -3.1355
 -3.2763 -3.4139 -3.5464 -3.6740 -3.7973 -3.9170 -4.0334 -4.1471 -4.2585 -4.3676
 -4.4732
 -3.4574 -3.3297 -3.2029 -3.0770 -2.9604 -2.8603 -2.7811 -2.7241 -2.6862 -2.6614
 -2.6433 -2.6291 -2.6175 -2.6094 -2.6085 -2.6620 -2.7657 -2.8851 -3.0112 -3.1435
 -3.2801 -3.4162 -3.5484 -3.6756 -3.7981 -3.9164 -4.0313 -4.1431 -4.2522 -4.3592
 -4.4644
 -3.6906 -3.5731 -3.4497 -3.3212 -3.1922 -3.0691 -2.9614 -2.8741 -2.8091 -2.7640
 -2.7329 -2.7104 -2.6934 -2.6806 -2.6744 -2.7007 -2.7907 -2.9060 -3.0291 -3.1560
 -3.2872 -3.4205 -3.5521 -3.6795 -3.8019 -3.9198 -4.0339 -4.1444 -4.2519 -4.3571
 -4.4601
 -3.9154 -3.8021 -3.6834 -3.5600 -3.4274 -3.2958 -3.1689 -3.0552 -2.9610 -2.8888
 -2.8356 -2.7976 -2.7716 -2.7547 -2.7450 -2.7539 -2.8152 -2.9232 -3.0435 -3.1674
 -3.2937 -3.4227 -3.5520 -3.6791 -3.8018 -3.9198 -4.0335 -4.1434 -4.2498 -4.3533
 -4.4563
 -4.1232 -4.0167 -3.9031 -3.7832 -3.6554 -3.5241 -3.3898 -3.2610 -3.1435 -3.0472
 -2.9715 -2.9130 -2.8687 -2.8360 -2.8131 -2.7977 -2.8429 -2.9400 -3.0559 -3.1777
 -3.3014 -3.4264 -3.5524 -3.6778 -3.8005 -3.9191 -4.0332 -4.1431 -4.2491 -4.3518
 -4.4517
 -4.3141 -4.2170 -4.1088 -3.9908 -3.8762 -3.7540 -3.6090 -3.4749 -3.3464 -3.2322
 -3.1335 -3.0490 -2.9777 -2.9245 -2.8786 -2.8322 -2.8738 -2.9564 -3.0663
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F210M
 -2.2223 -2.2528 -2.2652 -2.2418 -2.1429 -1.9208 -1.9738 -2.0384 -2.0912 -2.1398
 -2.2269 -2.2928 -2.2735 -2.2342 -2.2416 -2.4204
 -2.1585 -2.1892 -2.2106 -2.2095 -2.1585 -2.0283 -2.0266 -2.0417 -2.0620 -2.0888
 -2.1368 -2.1831 -2.2035 -2.2207 -2.2603 -2.4359 -2.6094 -2.7765 -2.9387
 -2.1395 -2.1638 -2.1866 -2.1984 -2.1816 -2.1194 -2.0887 -2.0724 -2.0694 -2.0787
 -2.0994 -2.1308 -2.1721 -2.2227 -2.2819 -2.4534 -2.6220 -2.7873 -2.9477 -3.1029
 -3.2535
 -2.1653 -2.1766 -2.1932 -2.2085 -2.2120 -2.1941 -2.1601 -2.1305 -2.1133 -2.1095
 -2.1146 -2.1358 -2.1794 -2.2402 -2.3064 -2.4729 -2.6362 -2.7980 -2.9562 -3.1093
 -3.2572 -3.4008 -3.5398
 -2.2359 -2.2276 -2.2304 -2.2398 -2.2498 -2.2524 -2.2408 -2.2161 -2.1938 -2.1813
 -2.1824 -2.1981 -2.2253 -2.2732 -2.3338 -2.4944 -2.6520 -2.8086 -2.9642 -3.1155
 -3.2615 -3.4027 -3.5395 -3.6726 -3.8024
 -2.3513 -2.3168 -2.2982 -2.2923 -2.2950 -2.2998 -2.3005 -2.2922 -2.2768 -2.2622
 -2.2579 -2.2685 -2.2881 -2.3210 -2.3692 -2.5181 -2.6705 -2.8206 -2.9719 -3.1213
 -3.2659 -3.4054 -3.5402 -3.6710 -3.7982 -3.9223
 -2.5108 -2.4488 -2.4030 -2.3746 -2.3608 -2.3573 -2.3577 -2.3565 -2.3505 -2.3416
 -2.3367 -2.3416 -2.3578 -2.3807 -2.4182 -2.5463 -2.6912 -2.8351 -2.9804 -3.1268
 -3.2701 -3.4085 -3.5419 -3.6709 -3.7960 -3.9177 -4.0365 -4.1527 -4.2662 -4.3755
 -2.7029 -2.6197 -2.5483 -2.4929 -2.4558 -2.4351 -2.4258 -2.4225 -2.4197 -2.4148
 -2.4106 -2.4115 -2.4225 -2.4412 -2.4707 -2.5806 -2.7143 -2.8522 -2.9910 -3.1324
 -3.2737 -3.4115 -3.5441 -3.6719 -3.7954 -3.9153 -4.0320 -4.1458 -4.2573 -4.3665
 -4.4721
 -2.8427 -2.7927 -2.7272 -2.6480 -2.5852 -2.5413 -2.5143 -2.5001 -2.4933 -2.4890
 -2.4849 -2.4828 -2.4867 -2.4998 -2.5214 -2.6161 -2.7389 -2.8708 -3.0004 -3.1395
 -3.2760 -3.4137 -3.5460 -3.6733 -3.7960 -3.9146 -4.0297 -4.1419 -4.2515 -4.3586
 -4.4633
 -3.1272 -3.0057 -2.9085 -2.8334 -2.7495 -2.6808 -2.6312 -2.5986 -2.5796 -2.5692
 -2.5628 -2.5585 -2.5572 -2.5619 -2.5743 -2.6517 -2.7644 -2.8907 -3.0201 -3.1508
 -3.2838 -3.4178 -3.5497 -3.6772 -3.7998 -3.9179 -4.0321 -4.1429 -4.2506 -4.3557
 -4.4589
 -3.3160 -3.2116 -3.1185 -3.0359 -2.9382 -2.8528 -2.7801 -2.7250 -2.6869 -2.6631
 -2.6487 -2.6399 -2.6343 -2.6322 -2.6355 -2.6876 -2.7878 -2.9074 -3.0336 -3.1612
 -3.2896 -3.4196 -3.5495 -3.6768 -3.7996 -3.9178 -4.0317 -4.1417 -4.2483 -4.3520
 -4.4551
 -3.4994 -3.4104 -3.3184 -3.2240 -3.1244 -3.0247 -2.9349 -2.8830 -2.8225 -2.7789
 -2.7495 -2.7307 -2.7185 -2.7106 -2.7067 -2.7300 -2.8128 -2.9237 -3.0456 -3.1709
 -3.2967 -3.4230 -3.5497 -3.6755 -3.7984 -3.9171 -4.0314 -4.1414 -4.2475 -4.3504
 -4.4505
 -3.6776 -3.6021 -3.5081 -3.3977 -3.3081 -3.1966 -3.1325 -3.0415 -2.9644 -2.9228
 -2.8734 -2.8381 -2.8141 -2.7977 -2.7879 -2.7789 -2.8394 -2.9396 -3.0561
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F210M
 -2.2907 -2.2687 -2.1522 -2.0330 -1.9995 -1.9907 -1.9125 -1.8146 -1.7881 -1.8468
 -1.9367 -2.0320 -2.1051 -2.1657 -2.2342 -2.4165
 -2.2106 -2.2224 -2.1819 -2.1266 -2.0932 -2.0624 -2.0052 -1.9458 -1.9214 -1.9399
 -1.9846 -2.0475 -2.1147 -2.1819 -2.2526 -2.4321 -2.6070 -2.7747 -2.9368
 -2.1595 -2.1904 -2.1995 -2.1900 -2.1653 -2.1287 -2.0880 -2.0522 -2.0288 -2.0224
 -2.0370 -2.0749 -2.1326 -2.2005 -2.2713 -2.4478 -2.6195 -2.7855 -2.9460 -3.1014
 -3.2520
 -2.1374 -2.1727 -2.2050 -2.2232 -2.2158 -2.1896 -2.1609 -2.1338 -2.1103 -2.0943
 -2.0939 -2.1142 -2.1588 -2.2215 -2.2903 -2.4636 -2.6322 -2.7958 -2.9544 -3.1075
 -3.2556 -3.3992 -3.5389
 -2.1443 -2.1693 -2.1984 -2.2262 -2.2447 -2.2451 -2.2239 -2.1906 -2.1659 -2.1556
 -2.1553 -2.1654 -2.1933 -2.2449 -2.3096 -2.4795 -2.6451 -2.8056 -2.9620 -3.1135
 -3.2596 -3.4009 -3.5379 -3.6711 -3.8010
 -2.1887 -2.1958 -2.2124 -2.2340 -2.2561 -2.2714 -2.2739 -2.2620 -2.2399 -2.2185
 -2.2122 -2.2216 -2.2400 -2.2761 -2.3319 -2.4957 -2.6585 -2.8156 -2.9691 -3.1190
 -3.2638 -3.4034 -3.5383 -3.6692 -3.7966 -3.9209
 -2.2791 -2.2616 -2.2579 -2.2647 -2.2784 -2.2940 -2.3061 -2.3093 -2.3034 -2.2939
 -2.2863 -2.2879 -2.3013 -2.3247 -2.3655 -2.5134 -2.6728 -2.8267 -2.9765 -3.1240
 -3.2677 -3.4063 -3.5398 -3.6689 -3.7942 -3.9161 -4.0350 -4.1514 -4.2650 -4.3743
 -2.4157 -2.3720 -2.3428 -2.3279 -2.3251 -2.3310 -2.3409 -2.3496 -2.3532 -2.3520
 -2.3513 -2.3559 -2.3685 -2.3866 -2.4163 -2.5379 -2.6884 -2.8390 -2.9850 -3.1290
 -3.2710 -3.4090 -3.5417 -3.6697 -3.7934 -3.9135 -4.0305 -4.1445 -4.2561 -4.3653
 -4.4708
 -2.5867 -2.5229 -2.4694 -2.4292 -2.4044 -2.3930 -2.3919 -2.3965 -2.4021 -2.4058
 -2.4078 -2.4128 -2.4253 -2.4449 -2.4699 -2.5731 -2.7081 -2.8528 -2.9951 -3.1349
 -3.2740 -3.4110 -3.5435 -3.6710 -3.7938 -3.9126 -4.0279 -4.1401 -4.2496 -4.3568
 -4.4621
 -2.7727 -2.6990 -2.6300 -2.5678 -2.5193 -2.4860 -2.4676 -2.4604 -2.4605 -2.4636
 -2.4668 -2.4708 -2.4792 -2.4954 -2.5181 -2.6109 -2.7339 -2.8704 -3.0085 -3.1446
 -3.2800 -3.4149 -3.5470 -3.6747 -3.7974 -3.9157 -4.0302 -4.1411 -4.2490 -4.3544
 -4.4577
 -2.9594 -2.8852 -2.8107 -2.7357 -2.6675 -2.6129 -2.5729 -2.5484 -2.5360 -2.5321
 -2.5327 -2.5352 -2.5397 -2.5491 -2.5654 -2.6448 -2.7582 -2.8868 -3.0204 -3.1532
 -3.2848 -3.4163 -3.5467 -3.6742 -3.7972 -3.9156 -4.0297 -4.1399 -4.2466 -4.3505
 -4.4538
 -3.1441 -3.0712 -2.9953 -2.9182 -2.8418 -2.7700 -2.7104 -2.6656 -2.6356 -2.6184
 -2.6104 -2.6084 -2.6095 -2.6134 -2.6219 -2.6794 -2.7823 -2.9031 -3.0320 -3.1620
 -3.2909 -3.4190 -3.5466 -3.6728 -3.7959 -3.9148 -4.0293 -4.1394 -4.2458 -4.3489
 -4.4491
 -3.3268 -3.2570 -3.1780 -3.1053 -3.0267 -2.9486 -2.8758 -2.8127 -2.7638 -2.7290
 -2.7067 -2.6946 -2.6892 -2.6882 -2.6876 -2.7147 -2.8062 -2.9193 -3.0433
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F210M
 -2.0457 -2.0074 -1.9636 -1.9295 -1.8951 -1.8681 -1.8523 -1.8529 -1.8699 -1.9052
 -1.9560 -2.0174 -2.0833 -2.1541 -2.2301 -2.4112
 -2.1420 -2.1219 -2.0899 -2.0503 -2.0096 -1.9736 -1.9466 -1.9322 -1.9324 -1.9495
 -1.9853 -2.0387 -2.1039 -2.1747 -2.2480 -2.4276 -2.6025 -2.7717 -2.9347
 -2.1799 -2.1838 -2.1697 -2.1420 -2.1067 -2.0703 -2.0383 -2.0145 -2.0021 -2.0041
 -2.0246 -2.0659 -2.1249 -2.1934 -2.2646 -2.4425 -2.6155 -2.7825 -2.9435 -3.0989
 -3.2496
