 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -5.8941 -5.5505 -5.3014 -5.0272 -4.7262 -4.4798 -4.3369 -4.2511 -4.1571 -4.0325
 -3.8930 -3.7430 -3.5933 -3.4532 -3.3195 -3.0200 -2.7725 -2.5812 -2.4286
 -5.5076 -5.1101 -4.8147 -4.5735 -4.3771 -4.2209 -4.0959 -3.9903 -3.8930 -3.7961
 -3.6936 -3.5803 -3.4552 -3.3269 -3.2051 -2.9401 -2.7256 -2.5578 -2.4284 -2.3315
 -5.2475 -4.8294 -4.5108 -4.2791 -4.1215 -4.0025 -3.8937 -3.7927 -3.7015 -3.6181
 -3.5343 -3.4444 -3.3414 -3.2276 -3.1167 -2.8781 -2.6890 -2.5408 -2.4285 -2.3424
 -2.2739
 -5.1138 -4.7084 -4.3897 -4.1440 -3.9594 -3.8246 -3.7303 -3.6583 -3.5826 -3.4985
 -3.4151 -3.3353 -3.2519 -3.1553 -3.0543 -2.8340 -2.6627 -2.5302 -2.4290 -2.3506
 -2.2876 -2.2349
 -5.0193 -4.6384 -4.3330 -4.0904 -3.8992 -3.7504 -3.6358 -3.5467 -3.4761 -3.4122
 -3.3391 -3.2585 -3.1808 -3.0992 -3.0095 -2.8038 -2.6441 -2.5229 -2.4314 -2.3603
 -2.3025 -2.2538 -2.2114 -2.1738
 -4.9203 -4.5736 -4.2906 -4.0602 -3.8723 -3.7190 -3.5946 -3.4936 -3.4097 -3.3367
 -3.2694 -3.2005 -3.1277 -3.0547 -2.9746 -2.7829 -2.6309 -2.5168 -2.4328 -2.3687
 -2.3167 -2.2726 -2.2338 -2.1991 -2.1674 -2.1388 -2.1136 -2.0944 -2.0836 -2.0827
 -4.8042 -4.4952 -4.2401 -4.0285 -3.8509 -3.7008 -3.5733 -3.4652 -3.3735 -3.2936
 -3.2206 -3.1509 -3.0818 -3.0154 -2.9455 -2.7675 -2.6213 -2.5112 -2.4315 -2.3733
 -2.3276 -2.2889 -2.2548 -2.2238 -2.1951 -2.1685 -2.1445 -2.1233 -2.1087 -2.1039
 -2.1092
 -4.6777 -4.4038 -4.1761 -3.9853 -3.8224 -3.6808 -3.5560 -3.4460 -3.3494 -3.2648
 -3.1887 -3.1175 -3.0488 -2.9820 -2.9180 -2.7549 -2.6143 -2.5060 -2.4280 -2.3731
 -2.3328 -2.3003 -2.2718 -2.2458 -2.2214 -2.1982 -2.1764 -2.1567 -2.1402 -2.1296
 -2.1307
 -4.5456 -4.3041 -4.1004 -3.9285 -3.7808 -3.6501 -3.5323 -3.4251 -3.3279 -3.2406
 -3.1622 -3.0903 -3.0223 -2.9565 -2.8938 -2.7407 -2.6072 -2.5010 -2.4229 -2.3687
 -2.3317 -2.3046 -2.2824 -2.2624 -2.2435 -2.2250 -2.2071 -2.1900 -2.1745 -2.1622
 -2.1563
 -4.4229 -4.2108 -4.0254 -3.8675 -3.7320 -3.6119 -3.5024 -3.4007 -3.3062 -3.2190
 -3.1393 -3.0668 -2.9996 -2.9360 -2.8749 -2.7290 -2.6010 -2.4975 -2.4192 -2.3639
 -2.3271 -2.3028 -2.2859 -2.2722 -2.2597 -2.2472 -2.2346 -2.2219 -2.2095 -2.1984
 -2.1882
 -4.3133 -4.1247 -3.9554 -3.8071 -3.6786 -3.5662 -3.4643 -3.3692 -3.2793 -3.1948
 -3.1159 -3.0432 -2.9764 -2.9145 -2.8557 -2.7176 -2.5942 -2.4931 -2.4156 -2.3593
 -2.3212 -2.2972 -2.2830 -2.2743 -2.2680 -2.2620 -2.2558 -2.2488 -2.2412 -2.2336
 -2.2270
 -4.2169 -4.0458 -3.8918 -3.7515 -3.6274 -3.5183 -3.4207 -3.3310 -3.2464 -3.1660
 -3.0898 -3.0184 -2.9521 -2.8911 -2.8362 -2.7065 -2.5868 -2.4878 -2.4121
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -6.8828 -6.3546 -5.8984 -5.5095 -5.1807 -4.8955 -4.6376 -4.3972 -4.1805 -3.9933
 -3.8262 -3.6703 -3.5220 -3.3839 -3.2465 -2.9766 -2.7553 -2.5754 -2.4364
 -6.4838 -5.9579 -5.5024 -5.1193 -4.8020 -4.5393 -4.3177 -4.1199 -3.9460 -3.7950
 -3.6587 -3.5281 -3.3980 -3.2718 -3.1547 -2.9063 -2.7089 -2.5508 -2.4273 -2.3322
 -6.0666 -5.5477 -5.1229 -4.8267 -4.5419 -4.3014 -4.0994 -3.9264 -3.7772 -3.6482
 -3.5331 -3.4237 -3.3118 -3.1967 -3.0869 -2.8548 -2.6748 -2.5332 -2.4224 -2.3361
 -2.2665
 -5.7531 -5.2385 -4.8346 -4.5271 -4.2909 -4.1021 -3.9407 -3.7930 -3.6584 -3.5396
 -3.4356 -3.3409 -3.2469 -3.1457 -3.0431 -2.8221 -2.6530 -2.5226 -2.4217 -2.3429
 -2.2796 -2.2267
 -5.6301 -5.1124 -4.6950 -4.3725 -4.1265 -3.9378 -3.7903 -3.6706 -3.5672 -3.4696
 -3.3701 -3.2779 -3.1927 -3.1068 -3.0137 -2.8019 -2.6395 -2.5166 -2.4232 -2.3510
 -2.2930 -2.2442 -2.2021 -2.1649
 -5.5744 -5.0601 -4.6425 -4.3104 -4.0489 -3.8442 -3.6849 -3.5609 -3.4638 -3.3870
 -3.3152 -3.2356 -3.1537 -3.0734 -2.9906 -2.7891 -2.6310 -2.5125 -2.4244 -2.3582
 -2.3057 -2.2616 -2.2232 -2.1889 -2.1579 -2.1301 -2.1060 -2.0876 -2.0769 -2.0759
 -5.5232 -5.0318 -4.6243 -4.2960 -4.0338 -3.8246 -3.6576 -3.5242 -3.4168 -3.3280
 -3.2520 -3.1840 -3.1157 -3.0447 -2.9698 -2.7800 -2.6250 -2.5090 -2.4241 -2.3624
 -2.3154 -2.2768 -2.2430 -2.2125 -2.1846 -2.1588 -2.1358 -2.1157 -2.1017 -2.0969
 -2.1024
 -5.4554 -4.9952 -4.6091 -4.2926 -4.0354 -3.8267 -3.6561 -3.5158 -3.3999 -3.3033
 -3.2197 -3.1448 -3.0756 -3.0103 -2.9456 -2.7715 -2.6203 -2.5054 -2.4218 -2.3626
 -2.3203 -2.2873 -2.2591 -2.2336 -2.2099 -2.1874 -2.1667 -2.1480 -2.1326 -2.1226
 -2.1238
 -5.3587 -4.9351 -4.5781 -4.2799 -4.0341 -3.8309 -3.6614 -3.5182 -3.3965 -3.2927
 -3.2029 -3.1233 -3.0503 -2.9818 -2.9181 -2.7594 -2.6146 -2.5006 -2.4173 -2.3589
 -2.3193 -2.2913 -2.2691 -2.2496 -2.2312 -2.2134 -2.1965 -2.1804 -2.1661 -2.1548
 -2.1495
 -5.2429 -4.8704 -4.5441 -4.2653 -4.0313 -3.8353 -3.6691 -3.5260 -3.4016 -3.2928
 -3.1973 -3.1130 -3.0370 -2.9666 -2.9007 -2.7479 -2.6103 -2.4978 -2.4137 -2.3544
 -2.3150 -2.2897 -2.2724 -2.2590 -2.2469 -2.2350 -2.2232 -2.2115 -2.2002 -2.1902
 -2.1812
 -5.1208 -4.7972 -4.5039 -4.2460 -4.0244 -3.8354 -3.6732 -3.5318 -3.4069 -3.2956
 -3.1962 -3.1077 -3.0283 -2.9561 -2.8892 -2.7378 -2.6048 -2.4949 -2.4105 -2.3498
 -2.3093 -2.2842 -2.2696 -2.2610 -2.2550 -2.2496 -2.2440 -2.2379 -2.2313 -2.2249
 -2.2193
 -4.9950 -4.7164 -4.4610 -4.2276 -4.0179 -3.8338 -3.6750 -3.5352 -3.4105 -3.2982
 -3.1965 -3.1047 -3.0220 -2.9475 -2.8836 -2.7291 -2.5981 -2.4919 -2.4077
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -7.7327 -7.2856 -6.8648 -6.4640 -6.0843 -5.6939 -5.2583 -4.7845 -4.3836 -4.0676
 -3.8204 -3.6229 -3.4592 -3.3191 -3.1957 -2.9395 -2.7344 -2.5666 -2.4320
 -7.3695 -6.8781 -6.4206 -5.9993 -5.6109 -5.2451 -4.8725 -4.4905 -4.1650 -3.9011
 -3.6883 -3.5129 -3.3632 -3.2321 -3.1157 -2.8753 -2.6884 -2.5394 -2.4197 -2.3246
 -7.0813 -6.5804 -6.1084 -5.6756 -5.2868 -4.9389 -4.6159 -4.2972 -4.0183 -3.7874
 -3.5981 -3.4399 -3.3022 -3.1784 -3.0667 -2.8360 -2.6599 -2.5225 -2.4137 -2.3270
 -2.2576
 -6.7044 -6.2018 -5.7960 -5.4116 -5.0503 -4.7203 -4.4262 -4.1542 -3.9099 -3.7027
 -3.5305 -3.3862 -3.2603 -3.1448 -3.0377 -2.8134 -2.6435 -2.5133 -2.4120 -2.3321
 -2.2680 -2.2149
 -6.3789 -5.8574 -5.4234 -5.0609 -4.7547 -4.4922 -4.2588 -4.0339 -3.8231 -3.6365
 -3.4772 -3.3426 -3.2266 -3.1211 -3.0201 -2.8012 -2.6348 -2.5090 -2.4129 -2.3383
 -2.2792 -2.2304 -2.1884 -2.1518
 -6.2616 -5.6963 -5.2202 -4.8279 -4.5078 -4.2459 -4.0325 -3.8583 -3.7089 -3.5703
 -3.4348 -3.3094 -3.1983 -3.0998 -3.0071 -2.7950 -2.6304 -2.5071 -2.4145 -2.3442
 -2.2899 -2.2456 -2.2075 -2.1739 -2.1438 -2.1172 -2.0944 -2.0771 -2.0670 -2.0656
 -6.2498 -5.6564 -5.1504 -4.7345 -4.3977 -4.1263 -3.9068 -3.7277 -3.5802 -3.4603
 -3.3613 -3.2690 -3.1749 -3.0822 -2.9944 -2.7915 -2.6282 -2.5059 -2.4154 -2.3483
 -2.2981 -2.2587 -2.2253 -2.1957 -2.1686 -2.1441 -2.1225 -2.1043 -2.0911 -2.0863
 -2.0912
 -6.2697 -5.6715 -5.1512 -4.7172 -4.3653 -4.0828 -3.8557 -3.6716 -3.5213 -3.3970
 -3.2930 -3.2057 -3.1298 -3.0557 -2.9796 -2.7886 -2.6269 -2.5046 -2.4148 -2.3496
