 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  R   
 -2.1499 -1.8166 -1.4514 -1.1457 -0.9944 -0.9899 -1.3692 -1.3072 -1.2331 -1.1410
 -1.0378 -0.9660 -0.8459 -0.7254 -0.6142 -0.4013 -0.2501 -0.1557 -0.0984
 -1.8797 -1.6449 -1.4772 -1.3699 -1.3057 -1.2473 -1.1829 -1.1170 -1.0519 -0.9863
 -0.9114 -0.8233 -0.7267 -0.6318 -0.5445 -0.3657 -0.2398 -0.1595 -0.1105 -0.0815
 -1.7504 -1.5349 -1.3596 -1.2232 -1.1246 -1.0627 -1.0274 -0.9900 -0.9373 -0.8734
 -0.8090 -0.7412 -0.6628 -0.5804 -0.5030 -0.3451 -0.2363 -0.1673 -0.1248 -0.0987
 -0.0837
 -1.6490 -1.4567 -1.2937 -1.1575 -1.0470 -0.9621 -0.9003 -0.8579 -0.8255 -0.7847
 -0.7301 -0.6730 -0.6111 -0.5424 -0.4742 -0.3319 -0.2347 -0.1749 -0.1383 -0.1152
 -0.1012 -0.0937
 -1.5414 -1.3775 -1.2350 -1.1101 -1.0012 -0.9095 -0.8359 -0.7782 -0.7320 -0.6932
 -0.6541 -0.6089 -0.5613 -0.5070 -0.4500 -0.3221 -0.2325 -0.1796 -0.1492 -0.1300
 -0.1179 -0.1112 -0.1089 -0.1091
 -1.4237 -1.2869 -1.1675 -1.0597 -0.9608 -0.8713 -0.7935 -0.7292 -0.6764 -0.6309
 -0.5891 -0.5484 -0.5094 -0.4669 -0.4211 -0.3117 -0.2282 -0.1793 -0.1549 -0.1411
 -0.1324 -0.1278 -0.1266 -0.1282 -0.1322 -0.1396 -0.1517 -0.1692 -0.1929 -0.2231
 -1.3026 -1.1865 -1.0879 -0.9983 -0.9137 -0.8329 -0.7577 -0.6910 -0.6347 -0.5871
 -0.5444 -0.5038 -0.4651 -0.4279 -0.3893 -0.2965 -0.2211 -0.1742 -0.1536 -0.1459
 -0.1427 -0.1418 -0.1431 -0.1463 -0.1511 -0.1561 -0.1637 -0.1767 -0.1974 -0.2264
 -0.2602
 -1.1803 -1.0821 -0.9994 -0.9253 -0.8554 -0.7868 -0.7192 -0.6552 -0.5981 -0.5489
 -0.5066 -0.4680 -0.4312 -0.3960 -0.3608 -0.2783 -0.2110 -0.1657 -0.1461 -0.1429
 -0.1460 -0.1506 -0.1561 -0.1625 -0.1695 -0.1772 -0.1845 -0.1941 -0.2089 -0.2314
 -0.2631
 -1.0610 -0.9788 -0.9068 -0.8440 -0.7862 -0.7292 -0.6719 -0.6148 -0.5605 -0.5115
 -0.4691 -0.4323 -0.3987 -0.3668 -0.3350 -0.2594 -0.1980 -0.1556 -0.1352 -0.1334
 -0.1413 -0.1524 -0.1638 -0.1749 -0.1857 -0.1961 -0.2067 -0.2193 -0.2340 -0.2506
 -0.2690
 -0.9446 -0.8766 -0.8171 -0.7614 -0.7114 -0.6641 -0.6167 -0.5683 -0.5202 -0.4742
 -0.4326 -0.3965 -0.3653 -0.3369 -0.3097 -0.2424 -0.1854 -0.1453 -0.1242 -0.1210
 -0.1303 -0.1459 -0.1634 -0.1806 -0.1966 -0.2114 -0.2253 -0.2388 -0.2570 -0.2714
 -0.2831
 -0.8313 -0.7755 -0.7303 -0.6826 -0.6362 -0.5945 -0.5546 -0.5146 -0.4740 -0.4336
 -0.3951 -0.3602 -0.3301 -0.3043 -0.2811 -0.2249 -0.1726 -0.1347 -0.1138 -0.1090
 -0.1172 -0.1339 -0.1554 -0.1783 -0.2004 -0.2208 -0.2396 -0.2570 -0.2734 -0.2896
 -0.3067
 -0.7210 -0.6755 -0.6464 -0.6086 -0.5654 -0.5266 -0.4908 -0.4565 -0.4225 -0.3886
 -0.3551 -0.3234 -0.2947 -0.2703 -0.2492 -0.2069 -0.1596 -0.1238 -0.1040
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  R   
 -2.4526 -2.2014 -1.9362 -1.6936 -1.5087 -1.3851 -1.4075 -1.3015 -1.1978 -1.0929
 -0.9850 -0.8878 -0.7763 -0.6704 -0.5740 -0.3800 -0.2394 -0.1463 -0.0903
 -2.1574 -1.9225 -1.7450 -1.5865 -1.4435 -1.3214 -1.2184 -1.1292 -1.0469 -0.9663
 -0.8826 -0.7926 -0.6984 -0.6076 -0.5241 -0.3532 -0.2313 -0.1512 -0.1021 -0.0720
 -2.0123 -1.7362 -1.5156 -1.3530 -1.2481 -1.1718 -1.0943 -1.0150 -0.9401 -0.8707
 -0.8032 -0.7323 -0.6532 -0.5720 -0.4959 -0.3398 -0.2299 -0.1586 -0.1153 -0.0893
 -0.0741
 -1.9307 -1.6563 -1.4292 -1.2493 -1.1129 -1.0151 -0.9540 -0.9142 -0.8674 -0.8071
 -0.7434 -0.6820 -0.6180 -0.5477 -0.4793 -0.3335 -0.2314 -0.1660 -0.1276 -0.1046
 -0.0907 -0.0835
 -1.8645 -1.6067 -1.3894 -1.2114 -1.0683 -0.9562 -0.8712 -0.8091 -0.7677 -0.7352
 -0.6925 -0.6406 -0.5852 -0.5259 -0.4644 -0.3297 -0.2330 -0.1716 -0.1373 -0.1180
 -0.1063 -0.1001 -0.0982 -0.1003
 -1.7912 -1.5570 -1.3572 -1.1901 -1.0503 -0.9342 -0.8398 -0.7648 -0.7056 -0.6590
 -0.6221 -0.5859 -0.5454 -0.4988 -0.4472 -0.3247 -0.2325 -0.1736 -0.1426 -0.1278
 -0.1198 -0.1157 -0.1151 -0.1175 -0.1225 -0.1304 -0.1422 -0.1598 -0.1868 -0.2177
 -1.7056 -1.4959 -1.3168 -1.1648 -1.0345 -0.9218 -0.8247 -0.7428 -0.6753 -0.6195
 -0.5722 -0.5310 -0.4948 -0.4587 -0.4185 -0.3150 -0.2287 -0.1713 -0.1422 -0.1318
 -0.1289 -0.1288 -0.1308 -0.1348 -0.1404 -0.1479 -0.1579 -0.1714 -0.1908 -0.2204
 -0.2544
 -1.6105 -1.4241 -1.2650 -1.1288 -1.0105 -0.9057 -0.8118 -0.7281 -0.6556 -0.5945
 -0.5424 -0.4968 -0.4564 -0.4195 -0.3843 -0.2966 -0.2204 -0.1652 -0.1366 -0.1290
 -0.1317 -0.1370 -0.1432 -0.1503 -0.1581 -0.1667 -0.1767 -0.1885 -0.2032 -0.2250
 -0.2574
 -1.5087 -1.3434 -1.2017 -1.0803 -0.9745 -0.8794 -0.7920 -0.7113 -0.6381 -0.5735
 -0.5181 -0.4705 -0.4283 -0.3902 -0.3548 -0.2738 -0.2062 -0.1557 -0.1271 -0.1204
 -0.1270 -0.1384 -0.1504 -0.1622 -0.1737 -0.1850 -0.1966 -0.2088 -0.2226 -0.2396
 -0.2630
 -1.4094 -1.2626 -1.1357 -1.0266 -0.9314 -0.8454 -0.7656 -0.6903 -0.6197 -0.5548
 -0.4971 -0.4472 -0.4044 -0.3666 -0.3320 -0.2542 -0.1910 -0.1447 -0.1166 -0.1086
 -0.1163 -0.1319 -0.1498 -0.1675 -0.1841 -0.1997 -0.2146 -0.2291 -0.2437 -0.2596
 -0.2766
 -1.3169 -1.1844 -1.0689 -0.9697 -0.8830 -0.8048 -0.7319 -0.6626 -0.5965 -0.5340
 -0.4762 -0.4245 -0.3801 -0.3424 -0.3093 -0.2365 -0.1763 -0.1327 -0.1060 -0.0967
 -0.1032 -0.1199 -0.1418 -0.1651 -0.1878 -0.2088 -0.2285 -0.2468 -0.2642 -0.2815
 -0.2995
 -1.2332 -1.1128 -1.0068 -0.9140 -0.8333 -0.7610 -0.6938 -0.6298 -0.5684 -0.5095
 -0.4538 -0.4024 -0.3561 -0.3171 -0.2867 -0.2207 -0.1621 -0.1197 -0.0953
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value =  R   
 -2.8675 -2.6620 -2.4568 -2.2541 -2.0550 -1.8564 -1.6548 -1.4521 -1.2656 -1.1034
 -0.9623 -0.8376 -0.7253 -0.6260 -0.5379 -0.3575 -0.2251 -0.1335 -0.0770
 -2.6855 -2.4589 -2.2346 -2.0172 -1.8126 -1.6239 -1.4482 -1.2812 -1.1302 -0.9982
 -0.8815 -0.7750 -0.6758 -0.5854 -0.5042 -0.3390 -0.2202 -0.1395 -0.0892 -0.0595
 -2.4630 -2.2184 -2.0152 -1.8250 -1.6390 -1.4656 -1.3074 -1.1631 -1.0343 -0.9217
 -0.8228 -0.7321 -0.6448 -0.5620 -0.4863 -0.3316 -0.2212 -0.1469 -0.1011 -0.0745
 -0.0595
 -2.3383 -2.0380 -1.7832 -1.5758 -1.4180 -1.3019 -1.1914 -1.0766 -0.9647 -0.8637
 -0.7751 -0.6964 -0.6214 -0.5468 -0.4763 -0.3299 -0.2250 -0.1547 -0.1120 -0.0881
 -0.0747 -0.0680
 -2.2763 -1.9570 -1.6784 -1.4489 -1.2657 -1.1255 -1.0241 -0.9505 -0.8892 -0.8174
 -0.7391 -0.6653 -0.5982 -0.5330 -0.4684 -0.3297 -0.2290 -0.1614 -0.1210 -0.0996
 -0.0885 -0.0832 -0.0822 -0.0853
 -2.2376 -1.9185 -1.6362 -1.4008 -1.2105 -1.0587 -0.9390 -0.8458 -0.7765 -0.7288
 -0.6859 -0.6338 -0.5754 -0.5164 -0.4583 -0.3280 -0.2309 -0.1654 -0.1268 -0.1079
 -0.1001 -0.0973 -0.0977 -0.1012 -0.1074 -0.1159 -0.1290 -0.1494 -0.1772 -0.2076
 -2.1949 -1.8891 -1.6145 -1.3825 -1.1920 -1.0369 -0.9110 -0.8090 -0.7270 -0.6615
 -0.6110 -0.5718 -0.5337 -0.4906 -0.4424 -0.3231 -0.2298 -0.1660 -0.1285 -0.1119
 -0.1078 -0.1088 -0.1120 -0.1171 -0.1241 -0.1330 -0.1447 -0.1597 -0.1806 -0.2109
 -0.2450
 -2.1360 -1.8506 -1.5917 -1.3696 -1.1848 -1.0317 -0.9045 -0.7979 -0.7090 -0.6353
 -0.5739 -0.5228 -0.4813 -0.4459 -0.4101 -0.3121 -0.2251 -0.1630 -0.1260 -0.1107
 -0.1100 -0.1157 -0.1231 -0.1315 -0.1405 -0.1506 -0.1622 -0.1757 -0.1921 -0.2152
 -0.2482
 -2.0580 -1.7954 -1.5564 -1.3487 -1.1733 -1.0262 -0.9017 -0.7949 -0.7026 -0.6234
 -0.5559 -0.4985 -0.4494 -0.4079 -0.3722 -0.2896 -0.2143 -0.1558 -0.1195 -0.1045
 -0.1062 -0.1166 -0.1293 -0.1423 -0.1550 -0.1677 -0.1809 -0.1948 -0.2103 -0.2298
 -0.2535
 -1.9721 -1.7337 -1.5155 -1.3236 -1.1588 -1.0187 -0.8986 -0.7941 -0.7017 -0.6200
 -0.5482 -0.4860 -0.4326 -0.3867 -0.3470 -0.2656 -0.1982 -0.1457 -0.1107 -0.0950
 -0.0969 -0.1103 -0.1282 -0.1468 -0.1646 -0.1815 -0.1979 -0.2139 -0.2302 -0.2478
 -0.2664
 -1.8833 -1.6651 -1.4668 -1.2913 -1.1387 -1.0066 -0.8914 -0.7897 -0.6990 -0.6173
 -0.5437 -0.4782 -0.4212 -0.3722 -0.3299 -0.2456 -0.1809 -0.1323 -0.1000 -0.0840
 -0.0848 -0.0988 -0.1202 -0.1441 -0.1677 -0.1899 -0.2109 -0.2307 -0.2497 -0.2685
 -0.2881
 -1.8009 -1.5966 -1.4147 -1.2537 -1.1136 -0.9906 -0.8811 -0.7827 -0.6936 -0.6126
 -0.5389 -0.4721 -0.4092 -0.3575 -0.3209 -0.2296 -0.1624 -0.1156 -0.0874
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value =  R   
 -3.3947 -3.1985 -3.0133 -2.8271 -2.6331 -2.4039 -2.1111 -1.7590 -1.4365 -1.1725
 -0.9697 -0.8154 -0.6928 -0.5921 -0.5059 -0.3338 -0.2072 -0.1173 -0.0585
 -3.1915 -2.9783 -2.7759 -2.5749 -2.3687 -2.1462 -1.8816 -1.5897 -1.3209 -1.0940
 -0.9126 -0.7708 -0.6577 -0.5635 -0.4825 -0.3208 -0.2040 -0.1228 -0.0701 -0.0390
 -3.0348 -2.8142 -2.6005 -2.3872 -2.1722 -1.9546 -1.7218 -1.4741 -1.2432 -1.0433
 -0.8782 -0.7457 -0.6384 -0.5486 -0.4712 -0.3169 -0.2063 -0.1300 -0.0808 -0.0521
 -0.0371
 -2.8202 -2.5971 -2.4044 -2.2137 -2.0127 -1.8054 -1.5955 -1.3831 -1.1821 -1.0038
