 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.3322 -1.3264 -1.3273 -1.3343 -1.3329 -1.3186 -1.2593 -1.2405 -1.2144 -1.1753
 -1.1226 -1.0636 -1.0030 -0.9371 -0.8735 -0.7580 -0.7072 -0.6999 -0.7094
 -1.3184 -1.2411 -1.1951 -1.1772 -1.1811 -1.1825 -1.1739 -1.1590 -1.1404 -1.1175
 -1.0839 -1.0367 -0.9807 -0.9250 -0.8750 -0.7840 -0.7362 -0.7222 -0.7272 -0.7432
 -1.2769 -1.2142 -1.1606 -1.1186 -1.0920 -1.0847 -1.0931 -1.0977 -1.0884 -1.0667
 -1.0414 -1.0101 -0.9674 -0.9197 -0.8754 -0.7927 -0.7515 -0.7413 -0.7481 -0.7643
 -0.7864
 -1.2321 -1.1827 -1.1360 -1.0933 -1.0575 -1.0315 -1.0169 -1.0138 -1.0175 -1.0145
 -0.9994 -0.9795 -0.9515 -0.9143 -0.8761 -0.8013 -0.7638 -0.7568 -0.7658 -0.7825
 -0.8042 -0.8296
 -1.1667 -1.1345 -1.1009 -1.0662 -1.0323 -1.0023 -0.9789 -0.9627 -0.9529 -0.9480
 -0.9430 -0.9333 -0.9204 -0.8990 -0.8714 -0.8064 -0.7715 -0.7670 -0.7792 -0.7977
 -0.8199 -0.8451 -0.8729 -0.9023
 -1.0816 -1.0667 -1.0488 -1.0267 -1.0012 -0.9747 -0.9500 -0.9297 -0.9144 -0.9025
 -0.8926 -0.8836 -0.8761 -0.8651 -0.8498 -0.8050 -0.7737 -0.7706 -0.7866 -0.8087
 -0.8330 -0.8592 -0.8873 -0.9171 -0.9487 -0.9828 -1.0201 -1.0611 -1.1062 -1.1556
 -0.9841 -0.9819 -0.9789 -0.9710 -0.9576 -0.9396 -0.9194 -0.8997 -0.8831 -0.8697
 -0.8581 -0.8473 -0.8378 -0.8292 -0.8189 -0.7915 -0.7695 -0.7675 -0.7863 -0.8134
 -0.8419 -0.8706 -0.9003 -0.9309 -0.9624 -0.9940 -1.0275 -1.0649 -1.1080 -1.1569
 -1.2085
 -0.8762 -0.8862 -0.8947 -0.8993 -0.8987 -0.8923 -0.8805 -0.8660 -0.8515 -0.8386
 -0.8278 -0.8182 -0.8090 -0.8006 -0.7917 -0.7714 -0.7584 -0.7589 -0.7789 -0.8102
 -0.8442 -0.8775 -0.9102 -0.9429 -0.9757 -1.0088 -1.0417 -1.0762 -1.1145 -1.1584
 -1.2089
 -0.7660 -0.7853 -0.8018 -0.8158 -0.8261 -0.8308 -0.8298 -0.8237 -0.8147 -0.8049
 -0.7962 -0.7887 -0.7819 -0.7756 -0.7686 -0.7518 -0.7435 -0.7473 -0.7671 -0.8005
 -0.8392 -0.8782 -0.9159 -0.9522 -0.9876 -1.0224 -1.0571 -1.0933 -1.1312 -1.1705
 -1.2112
 -0.6536 -0.6792 -0.7044 -0.7252 -0.7432 -0.7575 -0.7668 -0.7707 -0.7701 -0.7664
 -0.7614 -0.7568 -0.7530 -0.7496 -0.7461 -0.7347 -0.7289 -0.7346 -0.7538 -0.7863
 -0.8270 -0.8706 -0.9137 -0.9550 -0.9945 -1.0323 -1.0693 -1.1057 -1.1458 -1.1831
 -1.2184
 -0.5390 -0.5679 -0.6025 -0.6323 -0.6548 -0.6757 -0.6932 -0.7065 -0.7152 -0.7198
 -0.7213 -0.7211 -0.7207 -0.7206 -0.7207 -0.7182 -0.7151 -0.7221 -0.7413 -0.7722
 -0.8122 -0.8573 -0.9043 -0.9508 -0.9952 -1.0374 -1.0779 -1.1169 -1.1549 -1.1927
 -1.2313
 -0.4222 -0.4514 -0.4961 -0.5380 -0.5645 -0.5898 -0.6131 -0.6336 -0.6506 -0.6639
 -0.6734 -0.6800 -0.6845 -0.6883 -0.6924 -0.7023 -0.7021 -0.7098 -0.7296
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.3723 -1.3362 -1.3145 -1.3037 -1.2951 -1.2842 -1.2578 -1.2415 -1.2147 -1.1758
 -1.1246 -1.0653 -1.0031 -0.9417 -0.8848 -0.7753 -0.7144 -0.6936 -0.6996
 -1.3131 -1.2543 -1.2280 -1.2080 -1.1904 -1.1783 -1.1701 -1.1615 -1.1475 -1.1246
 -1.0905 -1.0443 -0.9902 -0.9363 -0.8870 -0.7914 -0.7364 -0.7174 -0.7208 -0.7357
 -1.3012 -1.2209 -1.1611 -1.1249 -1.1166 -1.1211 -1.1189 -1.1086 -1.0951 -1.0793
 -1.0576 -1.0264 -0.9837 -0.9365 -0.8919 -0.8046 -0.7538 -0.7363 -0.7409 -0.7565
 -0.7785
 -1.2950 -1.2182 -1.1535 -1.1018 -1.0650 -1.0442 -1.0426 -1.0530 -1.0561 -1.0451
 -1.0268 -1.0046 -0.9746 -0.9357 -0.8967 -0.8160 -0.7685 -0.7519 -0.7574 -0.7737
 -0.7954 -0.8209
 -1.2729 -1.2073 -1.1486 -1.0970 -1.0534 -1.0195 -0.9962 -0.9837 -0.9837 -0.9897
 -0.9877 -0.9767 -0.9576 -0.9295 -0.8962 -0.8236 -0.7790 -0.7631 -0.7698 -0.7876
 -0.8101 -0.8357 -0.8639 -0.8947
 -1.2281 -1.1778 -1.1306 -1.0862 -1.0450 -1.0082 -0.9775 -0.9542 -0.9379 -0.9285
 -0.9260 -0.9246 -0.9202 -0.9079 -0.8872 -0.8258 -0.7843 -0.7690 -0.7770 -0.7975
 -0.8222 -0.8490 -0.8776 -0.9081 -0.9403 -0.9746 -1.0119 -1.0533 -1.1012 -1.1510
 -1.1608 -1.1266 -1.0936 -1.0605 -1.0271 -0.9940 -0.9629 -0.9357 -0.9137 -0.8964
 -0.8832 -0.8740 -0.8694 -0.8651 -0.8562 -0.8200 -0.7839 -0.7693 -0.7779 -0.8017
 -0.8302 -0.8596 -0.8899 -0.9211 -0.9534 -0.9869 -1.0223 -1.0603 -1.1026 -1.1519
 -1.2038
 -1.0758 -1.0560 -1.0369 -1.0166 -0.9940 -0.9692 -0.9430 -0.9170 -0.8935 -0.8736
 -0.8569 -0.8432 -0.8328 -0.8250 -0.8184 -0.7985 -0.7765 -0.7644 -0.7731 -0.7990
 -0.8321 -0.8659 -0.8992 -0.9326 -0.9661 -0.9999 -1.0349 -1.0711 -1.1096 -1.1532
 -1.2042
 -0.9793 -0.9708 -0.9633 -0.9548 -0.9439 -0.9294 -0.9115 -0.8912 -0.8703 -0.8507
 -0.8337 -0.8192 -0.8070 -0.7970 -0.7885 -0.7716 -0.7600 -0.7546 -0.7639 -0.7906
 -0.8274 -0.8664 -0.9045 -0.9413 -0.9774 -1.0129 -1.0486 -1.0847 -1.1220 -1.1617
 -1.2063
 -0.8793 -0.8783 -0.8792 -0.8800 -0.8791 -0.8750 -0.8669 -0.8549 -0.8402 -0.8243
 -0.8089 -0.7954 -0.7840 -0.7744 -0.7660 -0.7491 -0.7407 -0.7410 -0.7520 -0.7779
 -0.8159 -0.8589 -0.9021 -0.9439 -0.9838 -1.0224 -1.0602 -1.0975 -1.1348 -1.1731
 -1.2131
 -0.7801 -0.7836 -0.7890 -0.7963 -0.8030 -0.8076 -0.8088 -0.8060 -0.7995 -0.7902
 -0.7792 -0.7683 -0.7587 -0.7507 -0.7441 -0.7304 -0.7232 -0.7262 -0.7393 -0.7645
 -0.8016 -0.8459 -0.8929 -0.9396 -0.9844 -1.0273 -1.0685 -1.1083 -1.1472 -1.1860
 -1.2253
 -0.6854 -0.6907 -0.6985 -0.7085 -0.7198 -0.7308 -0.7395 -0.7449 -0.7470 -0.7458
 -0.7417 -0.7358 -0.7323 -0.7253 -0.7228 -0.7155 -0.7075 -0.7102 -0.7258
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.5486 -1.4892 -1.4464 -1.4147 -1.3886 -1.3619 -1.3290 -1.2869 -1.2384 -1.1848
