 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F814W
 -3.3089 -2.4186 -1.2661 -0.8726 -1.6920 -3.5520 -2.8198 -1.6194 -0.8967 -0.8639
 -0.8065 -0.8463 -1.2647 -1.7535 -2.0259 -1.9415
 -3.0774 -2.6873 -2.1219 -1.8767 -2.1245 -2.9397 -2.6198 -2.0892 -1.7034 -1.5764
 -1.4821 -1.4747 -1.6453 -1.8597 -1.9797 -1.9176 -1.8811 -1.8694 -1.9334
 -2.7454 -2.6403 -2.4481 -2.3145 -2.2782 -2.4636 -2.3804 -2.2449 -2.1022 -1.9817
 -1.9005 -1.8723 -1.8965 -1.9392 -1.9597 -1.9135 -1.9021 -1.8966 -1.9241 -1.9542
 -1.9604
 -2.3129 -2.2776 -2.2447 -2.1860 -2.1530 -2.1236 -2.1016 -2.0865 -2.0930 -2.0800
 -2.0617 -2.0390 -2.0184 -1.9919 -1.9659 -1.9292 -1.9098 -1.9124 -1.9286 -1.9538
 -1.9836 -2.0171 -2.0522
 -2.1232 -2.1191 -2.1128 -2.0930 -2.0773 -2.0599 -2.0435 -2.0296 -2.0190 -2.0109
 -2.0022 -1.9909 -1.9791 -1.9654 -1.9497 -1.9259 -1.9229 -1.9327 -1.9508 -1.9750
 -2.0034 -2.0350 -2.0688 -2.1052 -2.1449
 -1.9483 -1.9682 -1.9834 -1.9922 -1.9945 -1.9915 -1.9849 -1.9769 -1.9692 -1.9624
 -1.9569 -1.9520 -1.9460 -1.9408 -1.9331 -1.9202 -1.9274 -1.9443 -1.9663 -1.9918
 -2.0203 -2.0513 -2.0845 -2.1195 -2.1566 -2.1966
 -1.7883 -1.8249 -1.8565 -1.8836 -1.9045 -1.9184 -1.9258 -1.9284 -1.9281 -1.9262
 -1.9239 -1.9215 -1.9196 -1.9186 -1.9161 -1.9121 -1.9233 -1.9472 -1.9751 -2.0042
 -2.0343 -2.0660 -2.0993 -2.1338 -2.1698 -2.2076 -2.2479 -2.2931 -2.3442 -2.3978
 -1.6432 -1.6892 -1.7321 -1.7722 -1.8081 -1.8380 -1.8607 -1.8764 -1.8864 -1.8924
 -1.8956 -1.8972 -1.8980 -1.8987 -1.8996 -1.9020 -1.9145 -1.9412 -1.9749 -2.0097
 -2.0438 -2.0778 -2.1123 -2.1475 -2.1833 -2.2202 -2.2582 -2.2994 -2.3459 -2.3985
 -2.4541
 -1.5217 -1.5694 -1.6172 -1.6650 -1.7106 -1.7524 -1.7887 -1.8179 -1.8398 -1.8554
 -1.8660 -1.8732 -1.8782 -1.8817 -1.8842 -1.8911 -1.9042 -1.9299 -1.9662 -2.0063
 -2.0462 -2.0846 -2.1220 -2.1591 -2.1960 -2.2332 -2.2713 -2.3102 -2.3521 -2.3994
 -2.4536
 -1.4206 -1.4686 -1.5181 -1.5689 -1.6194 -1.6683 -1.7138 -1.7541 -1.7875 -1.8134
 -1.8326 -1.8466 -1.8568 -1.8643 -1.8696 -1.8796 -1.8939 -1.9176 -1.9529 -1.9956
 -2.0407 -2.0849 -2.1272 -2.1678 -2.2072 -2.2459 -2.2846 -2.3238 -2.3642 -2.4079
 -2.4550
 -1.3429 -1.3879 -1.4353 -1.4848 -1.5360 -1.5876 -1.6380 -1.6856 -1.7283 -1.7643
 -1.7929 -1.8150 -1.8318 -1.8443 -1.8535 -1.8687 -1.8833 -1.9060 -1.9387 -1.9803
 -2.0274 -2.0763 -2.1240 -2.1696 -2.2130 -2.2546 -2.2953 -2.3354 -2.3757 -2.4171
 -2.4605
 -1.2879 -1.3273 -1.3700 -1.4156 -1.4646 -1.5152 -1.5669 -1.6177 -1.6660 -1.7087
 -1.7452 -1.7758 -1.8008 -1.8204 -1.8350 -1.8577 -1.8740 -1.8955 -1.9262 -1.9656
 -2.0116 -2.0619 -2.1135 -2.1641 -2.2124 -2.2583 -2.3023 -2.3448 -2.3865 -2.4280
 -2.4704
 -1.2555 -1.2868 -1.3222 -1.3613 -1.4052 -1.4511 -1.5036 -1.5546 -1.6048 -1.6512
 -1.6934 -1.7316 -1.7662 -1.7926 -1.8142 -1.8466 -1.8660 -1.8861 -1.9154
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F814W
 -2.2013 -2.1415 -2.1146 -2.1242 -2.1837 -2.4121 -2.3335 -2.2400 -2.1650 -2.1076
 -2.0225 -1.9455 -1.9456 -1.9821 -1.9882 -1.8907
 -2.2341 -2.1755 -2.1403 -2.1312 -2.1569 -2.2786 -2.2539 -2.2153 -2.1774 -2.1416
 -2.0921 -2.0434 -2.0218 -2.0139 -1.9945 -1.9083 -1.8696 -1.8639 -1.8768
 -2.2414 -2.1880 -2.1499 -2.1290 -2.1304 -2.1766 -2.1824 -2.1784 -2.1664 -2.1478
 -2.1241 -2.0964 -2.0659 -2.0333 -1.9994 -1.9235 -1.8918 -1.8894 -1.9035 -1.9278
 -1.9583
 -2.2232 -2.1790 -2.1434 -2.1176 -2.1043 -2.1061 -2.1190 -2.1294 -2.1318 -2.1262
 -2.1184 -2.1047 -2.0779 -2.0402 -2.0029 -1.9363 -1.9100 -1.9109 -1.9263 -1.9500
 -1.9791 -2.0121 -2.0479
 -2.1795 -2.1485 -2.1208 -2.0970 -2.0785 -2.0671 -2.0637 -2.0681 -2.0738 -2.0769
 -2.0751 -2.0682 -2.0579 -2.0347 -2.0050 -1.9467 -1.9242 -1.9284 -1.9453 -1.9691
 -1.9974 -2.0290 -2.0634 -2.1005 -2.1409
 -2.1103 -2.0965 -2.0821 -2.0672 -2.0530 -2.0411 -2.0326 -2.0282 -2.0276 -2.0293
 -2.0291 -2.0253 -2.0222 -2.0147 -1.9982 -1.9524 -1.9327 -1.9400 -1.9600 -1.9850
 -2.0135 -2.0447 -2.0782 -2.1138 -2.1517 -2.1922
 -2.0188 -2.0220 -2.0233 -2.0212 -2.0164 -2.0101 -2.0037 -1.9982 -1.9945 -1.9921
 -1.9898 -1.9867 -1.9825 -1.9818 -1.9748 -1.9495 -1.9345 -1.9441 -1.9683 -1.9967
