 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  B   
 -1.3065
 -4.9532 -4.7888 -4.6380 -4.4966 -4.3607 -4.2272 -4.0933 -3.9574 -3.8201 -3.6824
 -3.5452 -3.4094 -3.2759 -3.1438 -3.0130 -2.7055 -2.4418 -2.2229 -2.0424
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  B   
 -7.5806 -7.4060 -7.1945 -6.8589 -6.4711 -6.0788 -5.7315 -5.4342 -5.1587 -4.8957
 -4.6445 -4.4103 -4.1940 -3.9922 -3.8011 -3.3629 -2.9309 -2.5185 -2.1802
 -7.0597 -6.7259 -6.5318 -6.4057 -6.1658 -5.8353 -5.4921 -5.1813 -4.9007 -4.6347
 -4.3816 -4.1466 -3.9316 -3.7347 -3.5519 -3.1370 -2.7578 -2.4096 -2.1140 -1.8796
 -6.7601 -6.3876 -6.0880 -5.8663 -5.7323 -5.5759 -5.3081 -5.0036 -4.7170 -4.4508
 -4.1967 -3.9601 -3.7443 -3.5486 -3.3699 -2.9779 -2.6373 -2.3319 -2.0682 -1.8556
 -1.6853
 -6.5451 -6.1823 -5.8627 -5.5859 -5.3575 -5.1833 -5.0443 -4.8517 -4.5909 -4.3285
 -4.0768 -3.8392 -3.6213 -3.4245 -3.2466 -2.8669 -2.5519 -2.2782 -2.0405 -1.8454
 -1.6883 -1.5574
 -6.3683 -6.0320 -5.7177 -5.4386 -5.1930 -4.9695 -4.7694 -4.5968 -4.4374 -4.2337
 -4.0007 -3.7683 -3.5500 -3.3509 -3.1714 -2.7957 -2.4957 -2.2435 -2.0261 -1.8450
 -1.6985 -1.5768 -1.4714 -1.3762
 -6.2215 -5.9061 -5.6095 -5.3327 -5.0844 -4.8592 -4.6458 -4.4410 -4.2526 -4.0860
 -3.9145 -3.7182 -3.5124 -3.3151 -3.1335 -2.7552 -2.4621 -2.2231 -2.0203 -1.8505
 -1.7127 -1.5990 -1.5011 -1.4135 -1.3328 -1.2584 -1.1904 -1.1287 -1.0748 -1.0359
 -6.0788 -5.7917 -5.5182 -5.2522 -5.0047 -4.7804 -4.5723 -4.3710 -4.1733 -3.9844
 -3.8083 -3.6434 -3.4744 -3.2973 -3.1215 -2.7385 -2.4454 -2.2131 -2.0201 -1.8586
 -1.7277 -1.6212 -1.5306 -1.4498 -1.3758 -1.3054 -1.2399 -1.1814 -1.1316 -1.0914
 -1.0604
 -5.9444 -5.6825 -5.4340 -5.1849 -4.9438 -4.7189 -4.5136 -4.3205 -4.1317 -3.9444
 -3.7612 -3.5866 -3.4244 -3.2693 -3.1136 -2.7412 -2.4418 -2.2109 -2.0234 -1.8675
 -1.7416 -1.6408 -1.5570 -1.4835 -1.4163 -1.3523 -1.2921 -1.2372 -1.1886 -1.1471
 -1.1132
 -5.8229 -5.5790 -5.3492 -5.1196 -4.8911 -4.6698 -4.4634 -4.2730 -4.0930 -3.9161
 -3.7396 -3.5650 -3.3976 -3.2412 -3.0941 -2.7482 -2.4474 -2.2129 -2.0273 -1.8749
 -1.7517 -1.6549 -1.5773 -1.5111 -1.4515 -1.3958 -1.3436 -1.2954 -1.2510 -1.2101
 -1.1725
 -5.7189 -5.4828 -5.2652 -5.0566 -4.8450 -4.6346 -4.4300 -4.2378 -4.0598 -3.8911
 -3.7256 -3.5601 -3.3958 -3.2375 -3.0884 -2.7547 -2.4633 -2.2237 -2.0362 -1.8849
 -1.7626 -1.6669 -1.5929 -1.5330 -1.4809 -1.4331 -1.3883 -1.3456 -1.3053 -1.2679
 -1.2337
 -5.6321 -5.3943 -5.1827 -4.9874 -4.7919 -4.5979 -4.4039 -4.2141 -4.0342 -3.8664
 -3.7075 -3.5524 -3.3977 -3.2440 -3.0951 -2.7607 -2.4767 -2.2380 -2.0467 -1.8948
 -1.7726 -1.6765 -1.6034 -1.5475 -1.5019 -1.4620 -1.4252 -1.3902 -1.3568 -1.3250
 -1.2957
 -5.5567 -5.3135 -5.1019 -4.9095 -4.7280 -4.5498 -4.3709 -4.1926 -4.0171 -3.8484
 -3.6897 -3.5395 -3.3936 -3.2492 -3.1060 -2.7719 -2.4883 -2.2518 -2.0583
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  B   
 -7.7258 -7.4308 -6.9931 -6.5358 -6.0899 -5.7009 -5.3954 -5.1236 -4.8671 -4.6282
 -4.4019 -4.1897 -3.9938 -3.8134 -3.6459 -3.2630 -2.9022 -2.5524 -2.2329
 -7.0501 -6.8805 -6.7064 -6.3570 -5.9564 -5.5636 -5.2237 -4.9378 -4.6751 -4.4319
 -4.2016 -3.9863 -3.7886 -3.6085 -3.4434 -3.0776 -2.7486 -2.4413 -2.1600 -1.9187
 -6.7576 -6.4084 -6.2072 -6.0935 -5.8362 -5.4848 -5.1334 -4.8241 -4.5541 -4.3071
 -4.0740 -3.8555 -3.6544 -3.4718 -3.3060 -2.9476 -2.6387 -2.3610 -2.1099 -1.8910
 -1.7099
 -6.6067 -6.2188 -5.9061 -5.6788 -5.5406 -5.3774 -5.0890 -4.7751 -4.4895 -4.2366
 -4.0016 -3.7803 -3.5752 -3.3886 -3.2199 -2.8618 -2.5642 -2.3060 -2.0774 -1.8767
 -1.7084 -1.5689
 -6.5046 -6.1207 -5.7833 -5.4970 -5.2632 -5.0775 -4.9337 -4.7362 -4.4694 -4.2068
 -3.9696 -3.7463 -3.5374 -3.3459 -3.1727 -2.8095 -2.5166 -2.2705 -2.0578 -1.8718
 -1.7144 -1.5836 -1.4726 -1.3759
 -6.4274 -6.0587 -5.7166 -5.4138 -5.1507 -4.9216 -4.7210 -4.5470 -4.3898 -4.1911
 -3.9626 -3.7409 -3.5299 -3.3337 -3.1550 -2.7821 -2.4886 -2.2492 -2.0472 -1.8729
 -1.7249 -1.6019 -1.4980 -1.4073 -1.3263 -1.2526 -1.1841 -1.1193 -1.0616 -1.0259
 -6.3650 -6.0154 -5.6802 -5.3715 -5.0977 -4.8582 -4.6413 -4.4375 -4.2494 -4.0824
 -3.9201 -3.7366 -3.5383 -3.3430 -3.1599 -2.7742 -2.4753 -2.2381 -2.0427 -1.8772
 -1.7371 -1.6210 -1.5239 -1.4399 -1.3644 -1.2954 -1.2321 -1.1739 -1.1203 -1.0743
 -1.0487
 -6.3073 -5.9812 -5.6589 -5.3521 -5.0710 -4.8211 -4.5995 -4.3951 -4.1996 -4.0125
 -3.8390 -3.6789 -3.5195 -3.3504 -3.1766 -2.7825 -2.4742 -2.2349 -2.0426 -1.8829
 -1.7492 -1.6389 -1.5480 -1.4707 -1.4018 -1.3387 -1.2795 -1.2249 -1.1762 -1.1345
 -1.1002
 -6.2554 -5.9456 -5.6410 -5.3427 -5.0598 -4.8020 -4.5724 -4.3662 -4.1742 -3.9885
 -3.8084 -3.6369 -3.4753 -3.3229 -3.1727 -2.8000 -2.4811 -2.2361 -2.0440 -1.8876
 -1.7582 -1.6524 -1.5670 -1.4963 -1.4345 -1.3783 -1.3265 -1.2790 -1.2355 -1.1957
 -1.1593
 -6.2129 -5.9153 -5.6255 -5.3424 -5.0657 -4.8043 -4.5658 -4.3523 -4.1595 -3.9789
 -3.8039 -3.6327 -3.4664 -3.3079 -3.1597 -2.8174 -2.5034 -2.2480 -2.0519 -1.8957
 -1.7683 -1.6649 -1.5829 -1.5174 -1.4624 -1.4136 -1.3689 -1.3271 -1.2881 -1.2522
 -1.2201
 -6.1819 -5.8741 -5.5999 -5.3351 -5.0738 -4.8178 -4.5754 -4.3531 -4.1531 -3.9713
 -3.8012 -3.6365 -3.4742 -3.3152 -3.1626 -2.8242 -2.5268 -2.2682 -2.0641 -1.9053
 -1.7778 -1.6751 -1.5945 -1.5323 -1.4830 -1.4414 -1.4043 -1.3699 -1.3375 -1.3073
 -1.2795
 -6.1662 -5.8410 -5.5654 -5.3142 -5.0687 -4.8276 -4.5928 -4.3677 -4.1597 -3.9708
 -3.7987 -3.6379 -3.4827 -3.3297 -3.1791 -2.8342 -2.5432 -2.2909 -2.0812
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  B   
 -7.7401 -7.3244 -6.8272 -6.3587 -5.9248 -5.5506 -5.2518 -4.9902 -4.7476 -4.5185
 -4.3033 -4.1014 -3.9143 -3.7423 -3.5835 -3.2249 -2.8919 -2.5683 -2.2606
 -7.1254 -6.9949 -6.6725 -6.2481 -5.8298 -5.4373 -5.1112 -4.8347 -4.5841 -4.3509
 -4.1314 -3.9261 -3.7365 -3.5633 -3.4050 -3.0575 -2.7476 -2.4572 -2.1866 -1.9455
 -6.7551 -6.4680 -6.3573 -6.1389 -5.7749 -5.3979 -5.0444 -4.7461 -4.4866 -4.2489
 -4.0263 -3.8175 -3.6242 -3.4478 -3.2874 -2.9424 -2.6460 -2.3781 -2.1340 -1.9152
 -1.7288
 -6.6234 -6.2324 -5.9515 -5.7988 -5.6641 -5.3740 -5.0359 -4.7155 -4.4399 -4.1954
 -3.9704 -3.7584 -3.5611 -3.3802 -3.2159 -2.8675 -2.5776 -2.3241 -2.0988 -1.8979
 -1.7247 -1.5795
 -6.5562 -6.1490 -5.8029 -5.5327 -5.3354 -5.2005 -5.0113 -4.7261 -4.4367 -4.1791
 -3.9498 -3.7354 -3.5342 -3.3484 -3.1790 -2.8226 -2.5339 -2.2889 -2.0765 -1.8898
 -1.7279 -1.5914 -1.4761 -1.3764
 -6.5185 -6.1150 -5.7512 -5.4397 -5.1834 -4.9694 -4.7943 -4.6435 -4.4426 -4.1929
 -3.9550 -3.7383 -3.5339 -3.3433 -3.1682 -2.8001 -2.5081 -2.2673 -2.0637 -1.8877
 -1.7356 -1.6070 -1.4988 -1.4053 -1.3225 -1.2472 -1.1773 -1.1138 -1.0592 -1.0199
 -6.4984 -6.1059 -5.7389 -5.4099 -5.1266 -4.8853 -4.6729 -4.4805 -4.3119 -4.1528
 -3.9633 -3.7556 -3.5522 -3.3585 -3.1780 -2.7956 -2.4963 -2.2559 -2.0574 -1.8893
 -1.7456 -1.6240 -1.5224 -1.4354 -1.3584 -1.2888 -1.2259 -1.1676 -1.1134 -1.0672
 -1.0412
 -6.4836 -6.1103 -5.7481 -5.4121 -5.1121 -4.8526 -4.6269 -4.4225 -4.2310 -4.0527
 -3.8910 -3.7339 -3.5632 -3.3819 -3.2025 -2.8063 -2.4964 -2.2525 -2.0562 -1.8932
 -1.7558 -1.6404 -1.5447 -1.4641 -1.3936 -1.3300 -1.2709 -1.2167 -1.1684 -1.1266
 -1.0918
 -6.4718 -6.1138 -5.7644 -5.4294 -5.1205 -4.8458 -4.6064 -4.3952 -4.2012 -4.0162
 -3.8403 -3.6763 -3.5225 -3.3713 -3.2146 -2.8272 -2.5046 -2.2541 -2.0570 -1.8967
 -1.7637 -1.6533 -1.5628 -1.4883 -1.4246 -1.3677 -1.3159 -1.2680 -1.2242 -1.1852
 -1.1507
 -6.4633 -6.1177 -5.7862 -5.4610 -5.1506 -4.8656 -4.6121 -4.3893 -4.1909 -4.0073
 -3.8314 -3.6622 -3.5007 -3.3475 -3.2024 -2.8528 -2.5282 -2.2669 -2.0651 -1.9044
 -1.7733 -1.6657 -1.5788 -1.5091 -1.4516 -1.4016 -1.3568 -1.3153 -1.2769 -1.2419
 -1.2107
 -6.4608 -6.1127 -5.7975 -5.4898 -5.1890 -4.9019 -4.6379 -4.4019 -4.1931 -4.0058
 -3.8320 -3.6656 -3.5040 -3.3475 -3.1978 -2.8617 -2.5565 -2.2888 -2.0784 -1.9143
 -1.7827 -1.6761 -1.5909 -1.5244 -1.4719 -1.4287 -1.3911 -1.3568 -1.3250 -1.2956
 -1.2682
 -6.4730 -6.1048 -5.7934 -5.5038 -5.2203 -4.9426 -4.6776 -4.4323 -4.2113 -4.0142
 -3.8366 -3.6720 -3.5145 -3.3610 -3.2109 -2.8682 -2.5758 -2.3160 -2.0978
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  B   
 -7.6926 -7.1733 -6.6544 -6.1963 -5.7946 -5.4371 -5.1428 -4.8817 -4.6465 -4.4277
 -4.2224 -4.0299 -3.8509 -3.6860 -3.5340 -3.1947 -2.8843 -2.5835 -2.2892
 -7.2651 -7.0165 -6.5849 -6.1298 -5.7152 -5.3406 -5.0250 -4.7535 -4.5079 -4.2852
 -4.0757 -3.8797 -3.6978 -3.5310 -3.3784 -3.0455 -2.7514 -2.4754 -2.2148 -1.9764
 -6.7738 -6.6103 -6.4564 -6.0990 -5.6943 -5.3137 -4.9727 -4.6838 -4.4300 -4.2013
 -3.9887 -3.7892 -3.6037 -3.4334 -3.2779 -2.9442 -2.6587 -2.3990 -2.1603 -1.9432
 -1.7527
 -6.6276 -6.2566 -6.0559 -5.9525 -5.6824 -5.3253 -4.9772 -4.6642 -4.3967 -4.1606
 -3.9447 -3.7421 -3.5527 -3.3779 -3.2181 -2.8784 -2.5959 -2.3465 -2.1230 -1.9224
 -1.7455 -1.5946
 -6.5889 -6.1636 -5.8270 -5.5984 -5.4694 -5.3016 -5.0044 -4.6896 -4.4016 -4.1530
 -3.9320 -3.7263 -3.5333 -3.3538 -3.1888 -2.8392 -2.5553 -2.3117 -2.0985 -1.9108
 -1.7455 -1.6034 -1.4831 -1.3799
 -6.5888 -6.1517 -5.7709 -5.4619 -5.2255 -5.0494 -4.9101 -4.7082 -4.4389 -4.1751
 -3.9426 -3.7335 -3.5372 -3.3533 -3.1829 -2.8205 -2.5314 -2.2900 -2.0838 -1.9054
 -1.7501 -1.6161 -1.5026 -1.4053 -1.3198 -1.2433 -1.1733 -1.1080 -1.0503 -1.0137
 -6.6123 -6.1747 -5.7771 -5.4333 -5.1474 -4.9152 -4.7187 -4.5521 -4.3975 -4.2023
 -3.9729 -3.7576 -3.5586 -3.3709 -3.1954 -2.8186 -2.5208 -2.2784 -2.0761 -1.9045
 -1.7572 -1.6306 -1.5234 -1.4324 -1.3530 -1.2822 -1.2181 -1.1595 -1.1057 -1.0594
 -1.0327
 -6.6435 -6.2174 -5.8151 -5.4515 -5.1369 -4.8729 -4.6506 -4.4530 -4.2730 -4.1106
 -3.9536 -3.7768 -3.5883 -3.4016 -3.2230 -2.8317 -2.5220 -2.2751 -2.0741 -1.9067
 -1.7653 -1.6451 -1.5438 -1.4587 -1.3856 -1.3207 -1.2625 -1.2098 -1.1614 -1.1176
 -1.0823
 -6.6770 -6.2605 -5.8656 -5.4944 -5.1613 -4.8727 -4.6279 -4.4168 -4.2255 -4.0462
 -3.8790 -3.7242 -3.5737 -3.4158 -3.2508 -2.8548 -2.5317 -2.2772 -2.0746 -1.9092
 -1.7719 -1.6567 -1.5607 -1.4813 -1.4144 -1.3561 -1.3039 -1.2565 -1.2133 -1.1744
 -1.1407
 -6.7093 -6.3095 -5.9264 -5.5578 -5.2150 -4.9082 -4.6416 -4.4127 -4.2128 -4.0299
 -3.8569 -3.6927 -3.5386 -3.3925 -3.2497 -2.8883 -2.5565 -2.2911 -2.0833 -1.9169
 -1.7809 -1.6686 -1.5763 -1.5015 -1.4403 -1.3884 -1.3429 -1.3017 -1.2639 -1.2298
 -1.1995
 -6.7401 -6.3438 -5.9785 -5.6237 -5.2827 -4.9663 -4.6826 -4.4345 -4.2193 -4.0293
 -3.8552 -3.6901 -3.5320 -3.3810 -3.2368 -2.9035 -2.5893 -2.3143 -2.0978 -1.9275
 -1.7906 -1.6791 -1.5889 -1.5172 -1.4605 -1.4146 -1.3759 -1.3415 -1.3102 -1.2817
 -1.2547
 -6.7809 -6.3682 -6.0120 -5.6760 -5.3491 -5.0355 -4.7434 -4.4799 -4.2475 -4.0439
 -3.8629 -3.6971 -3.5401 -3.3888 -3.2424 -2.9068 -2.6128 -2.3451 -2.1191
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  B   
 -7.5721 -7.0063 -6.4904 -6.0558 -5.6802 -5.3450 -5.0611 -4.7980 -4.5630 -4.3563
 -4.1597 -3.9752 -3.8036 -3.6451 -3.4987 -3.1743 -2.8819 -2.5992 -2.3211
 -7.1933 -6.9650 -6.4780 -6.0168 -5.6120 -5.2577 -4.9570 -4.6889 -4.4479 -4.2346
 -4.0342 -3.8466 -3.6722 -3.5114 -3.3636 -3.0424 -2.7611 -2.4969 -2.2450 -2.0102
 -6.8650 -6.7646 -6.4557 -6.0310 -5.6136 -5.2350 -4.9121 -4.6318 -4.3844 -4.1646
 -3.9609 -3.7703 -3.5925 -3.4282 -3.2775 -2.9532 -2.6768 -2.4245 -2.1899 -1.9745
 -1.7816
 -6.6284 -6.3246 -6.2269 -6.0110 -5.6446 -5.2672 -4.9204 -4.6198 -4.3606 -4.1321
 -3.9251 -3.7313 -3.5499 -3.3815 -3.2264 -2.8949 -2.6192 -2.3740 -2.1514 -1.9505
 -1.7712 -1.6150
 -6.5999 -6.1718 -5.8738 -5.7303 -5.5995 -5.3039 -4.9671 -4.6487 -4.3706 -4.1296
 -3.9167 -3.7197 -3.5347 -3.3620 -3.2021 -2.8599 -2.5811 -2.3397 -2.1255 -1.9356
 -1.7676 -1.6206 -1.4945 -1.3869
 -6.6327 -6.1664 -5.7812 -5.4940 -5.3044 -5.1810 -4.9887 -4.7022 -4.4135 -4.1547
 -3.9297 -3.7286 -3.5403 -3.3636 -3.1987 -2.8437 -2.5583 -2.3178 -2.1091 -1.9273
 -1.7687 -1.6300 -1.5106 -1.4085 -1.3204 -1.2421 -1.1699 -1.1020 -1.0444 -1.0074
 -6.6991 -6.2160 -5.7935 -5.4433 -5.1699 -4.9612 -4.7997 -4.6548 -4.4535 -4.2043
 -3.9647 -3.7539 -3.5621 -3.3818 -3.2125 -2.8435 -2.5484 -2.3057 -2.1001 -1.9241
 -1.7727 -1.6414 -1.5285 -1.4322 -1.3493 -1.2764 -1.2119 -1.1527 -1.0972 -1.0511
 -1.0239
 -6.7833 -6.2964 -5.8545 -5.4696 -5.1498 -4.8901 -4.6797 -4.4990 -4.3400 -4.1853
 -4.0011 -3.7931 -3.5969 -3.4136 -3.2404 -2.8579 -2.5504 -2.3024 -2.0971 -1.9247
 -1.7785 -1.6535 -1.5465 -1.4559 -1.3788 -1.3117 -1.2525 -1.1984 -1.1496 -1.1073
 -1.0719
 -6.8650 -6.3867 -5.9390 -5.5335 -5.1809 -4.8853 -4.6424 -4.4379 -4.2553 -4.0873
 -3.9322 -3.7808 -3.6175 -3.4466 -3.2755 -2.8824 -2.5614 -2.3049 -2.0975 -1.9264
 -1.7835 -1.6632 -1.5616 -1.4765 -1.4053 -1.3443 -1.2911 -1.2434 -1.2006 -1.1626
 -1.1291
 -6.9449 -6.4804 -6.0400 -5.6278 -5.2546 -4.9301 -4.6560 -4.4268 -4.2304 -4.0527
 -3.8863 -3.7302 -3.5838 -3.4415 -3.2957 -2.9215 -2.5875 -2.3200 -2.1067 -1.9342
 -1.7922 -1.6745 -1.5766 -1.4959 -1.4298 -1.3748 -1.3279 -1.2863 -1.2491 -1.2152
 -1.1863
 -7.0172 -6.5615 -6.1360 -5.7306 -5.3507 -5.0075 -4.7074 -4.4514 -4.2344 -4.0461
 -3.8752 -3.7145 -3.5622 -3.4185 -3.2808 -2.9482 -2.6238 -2.3443 -2.1224 -1.9455
 -1.8023 -1.6851 -1.5893 -1.5118 -1.4498 -1.4002 -1.3593 -1.3242 -1.2932 -1.2654
 -1.2392
 -7.0922 -6.6256 -6.2137 -5.8244 -5.4524 -5.1037 -4.7873 -4.5086 -4.2681 -4.0614
 -3.8806 -3.7168 -3.5630 -3.4164 -3.2759 -2.9510 -2.6534 -2.3777 -2.1454
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  B   
 -7.4160 -6.8425 -6.3474 -5.9393 -5.5772 -5.2581 -4.9894 -4.7386 -4.5056 -4.3051
 -4.1162 -3.9386 -3.7733 -3.6199 -3.4783 -3.1650 -2.8783 -2.6086 -2.3539
 -7.2634 -6.8742 -6.3674 -5.9153 -5.5279 -5.1870 -4.9031 -4.6434 -4.4065 -4.2006
 -4.0079 -3.8275 -3.6596 -3.5042 -3.3606 -3.0484 -2.7770 -2.5227 -2.2787 -2.0470
 -7.0346 -6.8244 -6.4075 -5.9544 -5.5394 -5.1738 -4.8634 -4.5948 -4.3533 -4.1405
 -3.9448 -3.7618 -3.5909 -3.4323 -3.2859 -2.9694 -2.7005 -2.4548 -2.2240 -2.0097
 -1.8154
 -6.7605 -6.4777 -6.3441 -5.9957 -5.5921 -5.2117 -4.8737 -4.5853 -4.3346 -4.1128
 -3.9137 -3.7278 -3.5537 -3.3915 -3.2411 -2.9170 -2.6473 -2.4066 -2.1853 -1.9833
 -1.8017 -1.6410
 -6.5962 -6.1912 -5.9823 -5.8921 -5.6258 -5.2717 -4.9255 -4.6138 -4.3454 -4.1121
 -3.9068 -3.7175 -3.5401 -3.3740 -3.2194 -2.8849 -2.6110 -2.3730 -2.1585 -1.9658
 -1.7946 -1.6432 -1.5114 -1.3988
 -6.6476 -6.1674 -5.7966 -5.5603 -5.4456 -5.2806 -4.9857 -4.6744 -4.3867 -4.1372
 -3.9194 -3.7260 -3.5452 -3.3754 -3.2164 -2.8698 -2.5887 -2.3506 -2.1408 -1.9552
 -1.7923 -1.6491 -1.5241 -1.4163 -1.3229 -1.2416 -1.1670 -1.0966 -1.0388 -1.0011
 -6.7489 -6.2318 -5.7964 -5.4542 -5.2096 -5.0473 -4.9201 -4.7185 -4.4512 -4.1877
 -3.9543 -3.7502 -3.5658 -3.3924 -3.2294 -2.8701 -2.5788 -2.3377 -2.1303 -1.9497
 -1.7933 -1.6572 -1.5388 -1.4366 -1.3488 -1.2726 -1.2043 -1.1429 -1.0881 -1.0422
 -1.0147
 -6.8822 -6.3430 -5.8707 -5.4734 -5.1562 -4.9147 -4.7284 -4.5772 -4.4299 -4.2373
 -4.0096 -3.7919 -3.5995 -3.4231 -3.2562 -2.8847 -2.5811 -2.3337 -2.1261 -1.9486
 -1.7966 -1.6664 -1.5539 -1.4573 -1.3750 -1.3045 -1.2431 -1.1892 -1.1403 -1.0958
 -1.0606
 -7.0325 -6.4750 -5.9832 -5.5509 -5.1864 -4.8919 -4.6589 -4.4677 -4.3011 -4.1497
 -3.9988 -3.8278 -3.6403 -3.4610 -3.2916 -2.9098 -2.5929 -2.3365 -2.1258 -1.9492
 -1.8001 -1.6740 -1.5668 -1.4756 -1.3988 -1.3340 -1.2785 -1.2301 -1.1872 -1.1493
 -1.1160
 -7.1619 -6.6180 -6.1226 -5.6713 -5.2740 -4.9378 -4.6627 -4.4392 -4.2511 -4.0826
 -3.9265 -3.7801 -3.6366 -3.4866 -3.3313 -2.9500 -2.6202 -2.3525 -2.1354 -1.9568
 -1.8083 -1.6842 -1.5806 -1.4938 -1.4219 -1.3624 -1.3126 -1.2700 -1.2327 -1.1998
 -1.1715
 -7.2763 -6.7514 -6.2637 -5.8099 -5.3951 -5.0293 -4.7177 -4.4591 -4.2451 -4.0623
 -3.8976 -3.7439 -3.5991 -3.4624 -3.3288 -2.9895 -2.6583 -2.3781 -2.1523 -1.9691
 -1.8189 -1.6950 -1.5931 -1.5095 -1.4415 -1.3867 -1.3425 -1.3057 -1.2742 -1.2470
 -1.2220
 -7.3758 -6.8753 -6.3866 -5.9459 -5.5302 -5.1501 -4.8123 -4.5220 -4.2777 -4.0721
 -3.8951 -3.7359 -3.5872 -3.4467 -3.2841 -3.0283 -2.7072 -2.4133 -2.1765
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  B   
 -7.2690 -6.6978 -6.2280 -5.8497 -5.4997 -5.1975 -4.9332 -4.6920 -4.4652 -4.2718
 -4.0888 -3.9172 -3.7573 -3.6090 -3.4714 -3.1665 -2.8894 -2.6307 -2.3885
 -7.3084 -6.7693 -6.2634 -5.8278 -5.4610 -5.1362 -4.8580 -4.6092 -4.3778 -4.1796
 -3.9936 -3.8197 -3.6577 -3.5073 -3.3679 -3.0630 -2.7993 -2.5532 -2.3160 -2.0878
 -6.9844 -6.8149 -6.3253 -5.8795 -5.4768 -5.1258 -4.8264 -4.5674 -4.3310 -4.1263
 -3.9377 -3.7614 -3.5970 -3.4439 -3.3017 -2.9925 -2.7298 -2.4899 -2.2631 -2.0497
 -1.8540
