 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F150W2
  0.6032  0.6390  0.7000  0.7267  0.7057  0.6841  0.6942  0.7178  0.7250  0.7086
  0.6777  0.6370  0.5939  0.5489  0.5010  0.3748  0.2423  0.1086 -0.0222
  0.5978  0.5977  0.6116  0.6252  0.6382  0.6520  0.6642  0.6716  0.6715  0.6624
  0.6428  0.6118  0.5714  0.5254  0.4772  0.3524  0.2236  0.0926 -0.0371 -0.1647
  0.5926  0.5748  0.5623  0.5620  0.5795  0.6016  0.6158  0.6224  0.6236  0.6192
  0.6061  0.5825  0.5471  0.5028  0.4551  0.3316  0.2058  0.0778 -0.0501 -0.1754
 -0.2977
  0.5876  0.5703  0.5521  0.5371  0.5296  0.5329  0.5490  0.5702  0.5813  0.5790
  0.5676  0.5491  0.5210  0.4811  0.4347  0.3124  0.1889  0.0642 -0.0612 -0.1847
 -0.3050 -0.4221
  0.5718  0.5599  0.5446  0.5281  0.5133  0.5033  0.5003  0.5044  0.5148  0.5248
  0.5240  0.5107  0.4894  0.4573  0.4148  0.2948  0.1729  0.0513 -0.0712 -0.1930
 -0.3119 -0.4275 -0.5399 -0.6495
  0.5409  0.5370  0.5282  0.5160  0.5018  0.4878  0.4766  0.4698  0.4667  0.4655
  0.4647  0.4591  0.4450  0.4227  0.3896  0.2782  0.1580  0.0387 -0.0807 -0.2003
 -0.3181 -0.4328 -0.5440 -0.6522 -0.7576 -0.8608 -0.9620 -1.0624 -1.1621 -1.2587
  0.4945  0.4988  0.4983  0.4932  0.4841  0.4721  0.4589  0.4469  0.4370  0.4287
  0.4200  0.4093  0.3955  0.3778  0.3527  0.2587  0.1438  0.0266 -0.0899 -0.2069
 -0.3234 -0.4375 -0.5482 -0.6555 -0.7598 -0.8614 -0.9609 -1.0584 -1.1553 -1.2521
 -1.3463
  0.4353  0.4464  0.4535  0.4564  0.4546  0.4481  0.4379  0.4256  0.4129  0.4007
  0.3886  0.3748  0.3576  0.3375  0.3144  0.2331  0.1284  0.0150 -0.0990 -0.2131
 -0.3276 -0.4411 -0.5517 -0.6589 -0.7626 -0.8633 -0.9615 -1.0575 -1.1519 -1.2456
 -1.3397
  0.3676  0.3830  0.3957  0.4056  0.4114  0.4122  0.4078  0.3990  0.3872  0.3740
  0.3602  0.3453  0.3280  0.3070  0.2832  0.2062  0.1096  0.0019 -0.1092 -0.2209
 -0.3331 -0.4453 -0.5560 -0.6636 -0.7676 -0.8682 -0.9658 -1.0609 -1.1539 -1.2454
 -1.3364
  0.2924  0.3107  0.3276  0.3428  0.3551  0.3630  0.3657  0.3630  0.3553  0.3441
  0.3307  0.3158  0.2994  0.2802  0.2576  0.1836  0.0926 -0.0097 -0.1175 -0.2268
 -0.3365 -0.4466 -0.5562 -0.6640 -0.7686 -0.8696 -0.9674 -1.0621 -1.1543 -1.2444
 -1.3343
  0.2097  0.2315  0.2516  0.2703  0.2871  0.3010  0.3104  0.3147  0.3134  0.3069
  0.2965  0.2833  0.2681  0.2509  0.2310  0.1639  0.0764 -0.0210 -0.1253 -0.2324
 -0.3401 -0.4481 -0.5559 -0.6630 -0.7679 -0.8697 -0.9682 -1.0633 -1.1555 -1.2451
 -1.3327
  0.1195  0.1454  0.1689  0.1897  0.2099  0.2278  0.2426  0.2534  0.2590  0.2592
  0.2542  0.2449  0.2324  0.2174  0.2034  0.1471  0.0610 -0.0320 -0.1326
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F150W2
  0.6754  0.6902  0.7066  0.7227  0.7359  0.7443  0.7463  0.7407  0.7271  0.7055
  0.6754  0.6373  0.5936  0.5469  0.4974  0.3722  0.2430  0.1113 -0.0208
  0.6387  0.6459  0.6570  0.6700  0.6823  0.6917  0.6964  0.6951  0.6871  0.6717
