 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F625W
 -3.6753 -3.6122 -3.8007 -3.7309 -3.5545 -3.3153 -3.0581 -2.8895 -2.7438 -2.5959
 -2.4580 -2.3311 -2.2156 -2.1105 -2.0145 -1.8180 -1.6516 -1.5132 -1.4517
 -3.6832 -3.4795 -3.3121 -3.1999 -3.1392 -3.0492 -2.9024 -2.7443 -2.6017 -2.4695
 -2.3452 -2.2301 -2.1246 -2.0287 -1.9414 -1.7574 -1.6195 -1.5247 -1.4636 -1.4244
 -3.5081 -3.3105 -3.1276 -2.9700 -2.8453 -2.7671 -2.7101 -2.6194 -2.5013 -2.3781
 -2.2648 -2.1601 -2.0642 -1.9767 -1.8975 -1.7322 -1.6107 -1.5283 -1.4749 -1.4397
 -1.4165
 -3.3666 -3.1911 -3.0165 -2.8536 -2.7108 -2.5920 -2.5010 -2.4402 -2.3811 -2.2999
 -2.2034 -2.1082 -2.0210 -1.9412 -1.8684 -1.7163 -1.6057 -1.5327 -1.4858 -1.4545
 -1.4330 -1.4188
 -3.2386 -3.0899 -2.9340 -2.7792 -2.6349 -2.5079 -2.4009 -2.3126 -2.2469 -2.1916
 -2.1321 -2.0606 -1.9849 -1.9126 -1.8462 -1.7052 -1.6019 -1.5355 -1.4944 -1.4677
 -1.4489 -1.4359 -1.4277 -1.4241
 -3.1205 -2.9926 -2.8601 -2.7208 -2.5835 -2.4557 -2.3439 -2.2493 -2.1707 -2.1055
 -2.0501 -1.9979 -1.9417 -1.8822 -1.8236 -1.6948 -1.5972 -1.5349 -1.4985 -1.4774
 -1.4626 -1.4522 -1.4455 -1.4420 -1.4411 -1.4440 -1.4516 -1.4649 -1.4845 -1.5108
 -3.0140 -2.9000 -2.7860 -2.6651 -2.5404 -2.4183 -2.3053 -2.2067 -2.1248 -2.0564
 -1.9971 -1.9437 -1.8941 -1.8453 -1.7961 -1.6815 -1.5902 -1.5289 -1.4965 -1.4812
