 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -3.5367 -2.8026 -2.4042 -2.3376 -2.6242 -3.0498 -3.5179 -3.3801 -3.2467 -3.1042
 -2.9535 -2.8415 -2.6747 -2.5081 -2.3512 -2.0111 -1.7183 -1.4964 -1.3153
 -4.2065 -3.8695 -3.6252 -3.4643 -3.3596 -3.2639 -3.1616 -3.0570 -2.9527 -2.8470
 -2.7292 -2.5945 -2.4495 -2.3072 -2.1735 -1.8771 -1.6344 -1.4445 -1.3024 -1.1939
 -3.9987 -3.6826 -3.4338 -3.2410 -3.0969 -2.9970 -2.9281 -2.8553 -2.7629 -2.6568
 -2.5502 -2.4385 -2.3137 -2.1859 -2.0654 -1.8040 -1.5904 -1.4217 -1.2938 -1.1954
 -1.1166
 -3.8380 -3.5540 -3.3209 -3.1287 -2.9711 -2.8441 -2.7431 -2.6640 -2.5951 -2.5139
 -2.4149 -2.3134 -2.2068 -2.0939 -1.9843 -1.7470 -1.5568 -1.4063 -1.2909 -1.2010
 -1.1284 -1.0674
 -3.6843 -3.4372 -3.2278 -3.0477 -2.8918 -2.7578 -2.6439 -2.5465 -2.4613 -2.3838
 -2.3044 -2.2158 -2.1230 -2.0233 -1.9240 -1.7052 -1.5314 -1.3953 -1.2907 -1.2089
 -1.1422 -1.0857 -1.0364 -0.9915
 -3.5297 -3.3173 -3.1345 -2.9723 -2.8263 -2.6951 -2.5780 -2.4745 -2.3821 -2.2970
 -2.2158 -2.1352 -2.0546 -1.9687 -1.8797 -1.6757 -1.5129 -1.3866 -1.2907 -1.2162
 -1.1556 -1.1041 -1.0588 -1.0181 -0.9791 -0.9432 -0.9127 -0.8893 -0.8744 -0.8687
 -3.3817 -3.1949 -3.0361 -2.8933 -2.7614 -2.6386 -2.5249 -2.4208 -2.3264 -2.2397
 -2.1577 -2.0781 -2.0005 -1.9233 -1.8445 -1.6562 -1.5002 -1.3795 -1.2888 -1.2205
 -1.1662 -1.1203 -1.0799 -1.0433 -1.0093 -0.9765 -0.9466 -0.9216 -0.9031 -0.8929
 -0.8939
 -3.2427 -3.0767 -2.9354 -2.8089 -2.6918 -2.5805 -2.4740 -2.3737 -2.2808 -2.1944
 -2.1137 -2.0367 -1.9616 -1.8883 -1.8152 -1.6418 -1.4926 -1.3743 -1.2857 -1.2208
 -1.1717 -1.1316 -1.0970 -1.0655 -1.0362 -1.0082 -0.9802 -0.9548 -0.9346 -0.9220
 -0.9184
 -3.1167 -2.9676 -2.8363 -2.7211 -2.6159 -2.5156 -2.4186 -2.3250 -2.2359 -2.1521
 -2.0736 -1.9992 -1.9278 -1.8583 -1.7896 -1.6269 -1.4852 -1.3701 -1.2818 -1.2175
 -1.1711 -1.1362 -1.1076 -1.0823 -1.0586 -1.0356 -1.0135 -0.9936 -0.9760 -0.9605
 -0.9470
 -3.0036 -2.8676 -2.7479 -2.6377 -2.5392 -2.4479 -2.3601 -2.2744 -2.1913 -2.1118
 -2.0364 -1.9651 -1.8972 -1.8317 -1.7677 -1.6145 -1.4794 -1.3674 -1.2797 -1.2144
 -1.1680 -1.1355 -1.1116 -1.0923 -1.0749 -1.0581 -1.0415 -1.0251 -1.0130 -0.9979
 -0.9811
