 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  V   
 -3.8890 -3.5532 -3.2674 -3.0266 -2.8278 -2.6631 -2.5343 -2.4324 -2.3000 -2.1385
 -1.9942 -1.8674 -1.7514 -1.6462 -1.5514 -1.3550 -1.2046 -1.0888 -1.0004 -0.9336
 -0.8834 -0.8435 -0.8095 -0.7798 -0.7539 -0.7321 -0.7153 -0.7053 -0.7034 -0.7096
 -3.9417 -3.5877 -3.2822 -3.0228 -2.8038 -2.6182 -2.4581 -2.3193 -2.2057 -2.1067
 -1.9928 -1.8715 -1.7560 -1.6511 -1.5563 -1.3585 -1.2057 -1.0887 -1.0009 -0.9363
 -0.8895 -0.8541 -0.8247 -0.7988 -0.7756 -0.7553 -0.7383 -0.7257 -0.7196 -0.7235
 -0.7354
 -4.0202 -3.6549 -3.3290 -3.0492 -2.8123 -2.6124 -2.4409 -2.2900 -2.1554 -2.0374
 -1.9376 -1.8483 -1.7554 -1.6580 -1.5638 -1.3646 -1.2090 -1.0893 -1.0007 -0.9368
 -0.8922 -0.8609 -0.8366 -0.8156 -0.7965 -0.7791 -0.7623 -0.7484 -0.7402 -0.7400
 -0.7491
 -4.1218 -3.7432 -3.4033 -3.1027 -2.8452 -2.6282 -2.4444 -2.2858 -2.1455 -2.0191
 -1.9060 -1.8074 -1.7221 -1.6429 -1.5631 -1.3702 -1.2124 -1.0895 -0.9988 -0.9344
 -0.8909 -0.8627 -0.8435 -0.8282 -0.8143 -0.8013 -0.7894 -0.7786 -0.7700 -0.7658
 -0.7662
 -4.2452 -3.8545 -3.5061 -3.1905 -2.9115 -2.6729 -2.4719 -2.3012 -2.1538 -2.0231
 -1.9056 -1.8001 -1.7066 -1.6239 -1.5492 -1.3763 -1.2189 -1.0927 -0.9984 -0.9317
 -0.8875 -0.8606 -0.8452 -0.8354 -0.8276 -0.8201 -0.8129 -0.8058 -0.7994 -0.7947
 -0.7929
 -4.3878 -3.9793 -3.6238 -3.3009 -3.0081 -2.7483 -2.5253 -2.3369 -2.1769 -2.0384
 -1.9162 -1.8070 -1.7090 -1.6213 -1.5426 -1.3746 -1.2258 -1.0975 -0.9992 -0.9291
 -0.8827 -0.8552 -0.8416 -0.8362 -0.8342 -0.8330 -0.8316 -0.8296 -0.8273 -0.8252
 -0.8236
 -4.5509 -4.1161 -3.7506 -3.4238 -3.1247 -2.8520 -2.6090 -2.3988 -2.2204 -2.0683
 -1.9372 -1.8222 -1.7201 -1.6285 -1.5462 -1.3729 -1.2293 -1.1038 -1.0019
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  V   
 -4.6692 -4.2474 -3.8587 -3.5326 -3.2472 -2.9871 -2.7716 -2.5827 -2.4151 -2.2585
 -2.1124 -1.9775 -1.8546 -1.7440 -1.6449 -1.4375 -1.2711 -1.1299 -1.0086
 -4.3793 -4.1766 -3.8216 -3.4802 -3.1870 -2.9247 -2.7030 -2.5133 -2.3434 -2.1887
 -2.0445 -1.9118 -1.7911 -1.6829 -1.5864 -1.3885 -1.2335 -1.1054 -0.9976 -0.9083
 -4.0085 -3.8931 -3.7699 -3.4724 -3.1675 -2.9011 -2.6691 -2.4737 -2.3032 -2.1495
 -2.0077 -1.8769 -1.7577 -1.6507 -1.5552 -1.3609 -1.2116 -1.0908 -0.9912 -0.9098
 -0.8446
 -3.9139 -3.6303 -3.4770 -3.3983 -3.1747 -2.9046 -2.6642 -2.4576 -2.2829 -2.1295
 -1.9898 -1.8608 -1.7429 -1.6364 -1.5412 -1.3473 -1.2000 -1.0832 -0.9889 -0.9131
 -0.8529 -0.8042
 -3.9095 -3.5757 -3.3153 -3.1353 -3.0354 -2.9044 -2.6804 -2.4641 -2.2787 -2.1218
 -1.9832 -1.8559 -1.7391 -1.6332 -1.5379 -1.3427 -1.1951 -1.0800 -0.9889 -0.9171
 -0.8611 -0.8163 -0.7786 -0.7461
 -3.9521 -3.5882 -3.2891 -3.0487 -2.8623 -2.7248 -2.6226 -2.4782 -2.2933 -2.1252
 -1.9835 -1.8577 -1.7420 -1.6365 -1.5411 -1.3441 -1.1946 -1.0793 -0.9899 -0.9209
 -0.8682 -0.8273 -0.7933 -0.7639 -0.7379 -0.7165 -0.7014 -0.6939 -0.6939 -0.6996
 -4.0382 -3.6441 -3.3146 -3.0432 -2.8217 -2.6408 -2.4899 -2.3682 -2.2636 -2.1364
 -1.9914 -1.8635 -1.7487 -1.6437 -1.5482 -1.3496 -1.1973 -1.0801 -0.9909 -0.9235
 -0.8735 -0.8363 -0.8065 -0.7810 -0.7586 -0.7393 -0.7230 -0.7118 -0.7080 -0.7127
 -0.7239
 -4.1552 -3.7406 -3.3804 -3.0795 -2.8319 -2.6275 -2.4566 -2.3081 -2.1789 -2.0694
 -1.9711 -1.8658 -1.7576 -1.6533 -1.5579 -1.3578 -1.2023 -1.0823 -0.9917 -0.9246
 -0.8764 -0.8422 -0.8169 -0.7960 -0.7776 -0.7612 -0.7474 -0.7362 -0.7290 -0.7283
 -0.7379
 -4.2964 -3.8623 -3.4810 -3.1502 -2.8743 -2.6470 -2.4584 -2.2980 -2.1573 -2.0317
 -1.9210 -1.8249 -1.7388 -1.6529 -1.5653 -1.3658 -1.2079 -1.0843 -0.9913 -0.9235
 -0.8759 -0.8441 -0.8228 -0.8071 -0.7937 -0.7816 -0.7710 -0.7618 -0.7548 -0.7514
 -0.7543
 -4.4558 -4.0115 -3.6154 -3.2623 -2.9570 -2.7018 -2.4910 -2.3149 -2.1646 -2.0322
 -1.9136 -1.8077 -1.7146 -1.6327 -1.5571 -1.3758 -1.2167 -1.0896 -0.9928 -0.9226
 -0.8741 -0.8430 -0.8245 -0.8136 -0.8057 -0.7990 -0.7929 -0.7872 -0.7825 -0.7795
 -0.7795
 -4.6279 -4.1698 -3.7666 -3.4018 -3.0756 -2.7928 -2.5549 -2.3571 -2.1912 -2.0491
 -1.9245 -1.8133 -1.7139 -1.6257 -1.5470 -1.3781 -1.2261 -1.0966 -0.9956 -0.9218
 -0.8711 -0.8393 -0.8220 -0.8144 -0.8118 -0.8108 -0.8102 -0.8095 -0.8086 -0.8082
 -0.8079
 -4.8166 -4.3366 -3.9249 -3.5551 -3.2187 -2.9172 -2.6537 -2.4299 -2.2423 -2.0843
 -1.9489 -1.8309 -1.7264 -1.6332 -1.5499 -1.3765 -1.2328 -1.1050 -1.0004
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  V   
 -4.6524 -4.1907 -3.8011 -3.4830 -3.2051 -2.9513 -2.7362 -2.5403 -2.3709 -2.2202
 -2.0774 -1.9448 -1.8237 -1.7143 -1.6159 -1.4110 -1.2493 -1.1147 -0.9986
 -4.3693 -4.1646 -3.7728 -3.4329 -3.1448 -2.8907 -2.6736 -2.4819 -2.3124 -2.1611
 -2.0196 -1.8888 -1.7694 -1.6617 -1.5653 -1.3682 -1.2159 -1.0918 -0.9871 -0.8986
 -4.1185 -4.0461 -3.7735 -3.4330 -3.1295 -2.8658 -2.6425 -2.4492 -2.2799 -2.1288
 -1.9892 -1.8601 -1.7418 -1.6349 -1.5392 -1.3446 -1.1968 -1.0785 -0.9806 -0.8991
 -0.8329
 -3.9363 -3.7013 -3.6298 -3.4418 -3.1469 -2.8741 -2.6381 -2.4373 -2.2650 -2.1132
 -1.9753 -1.8478 -1.7305 -1.6240 -1.5283 -1.3334 -1.1869 -1.0716 -0.9780 -0.9014
 -0.8397 -0.7902
 -3.9299 -3.5927 -3.3598 -3.2471 -3.1394 -2.9007 -2.6569 -2.4442 -2.2639 -2.1086
 -1.9714 -1.8453 -1.7291 -1.6230 -1.5270 -1.3305 -1.1831 -1.0689 -0.9778 -0.9046
 -0.8466 -0.8006 -0.7627 -0.7302
 -3.9916 -3.6048 -3.3025 -3.0771 -2.9254 -2.8284 -2.6787 -2.4697 -2.2776 -2.1141
 -1.9737 -1.8487 -1.7336 -1.6279 -1.5318 -1.3333 -1.1836 -1.0687 -0.9788 -0.9079
 -0.8528 -0.8100 -0.7755 -0.7464 -0.7213 -0.7012 -0.6872 -0.6805 -0.6815 -0.6880
 -4.1094 -3.6759 -3.3288 -3.0541 -2.8402 -2.6749 -2.5489 -2.4421 -2.2996 -2.1322
 -1.9829 -1.8559 -1.7416 -1.6366 -1.5406 -1.3401 -1.1874 -1.0704 -0.9802 -0.9107
 -0.8577 -0.8177 -0.7869 -0.7613 -0.7393 -0.7209 -0.7063 -0.6968 -0.6942 -0.7000
 -0.7117
 -4.2698 -3.7998 -3.4080 -3.0926 -2.8413 -2.6400 -2.4760 -2.3375 -2.2214 -2.1159
 -1.9962 -1.8672 -1.7523 -1.6478 -1.5519 -1.3498 -1.1940 -1.0738 -0.9819 -0.9125
 -0.8607 -0.8233 -0.7959 -0.7744 -0.7563 -0.7407 -0.7281 -0.7180 -0.7126 -0.7143
 -0.7247
 -4.4520 -3.9600 -3.5332 -3.1759 -2.8867 -2.6550 -2.4671 -2.3099 -2.1730 -2.0524
 -1.9472 -1.8510 -1.7540 -1.6570 -1.5627 -1.3598 -1.2013 -1.0775 -0.9829 -0.9124
 -0.8612 -0.8254 -0.8011 -0.7841 -0.7706 -0.7591 -0.7496 -0.7414 -0.7360 -0.7352
 -0.7401
 -4.6512 -4.1469 -3.7002 -3.3105 -2.9819 -2.7145 -2.4987 -2.3218 -2.1725 -2.0414
 -1.9244 -1.8204 -1.7283 -1.6458 -1.5658 -1.3727 -1.2122 -1.0849 -0.9864 -0.9132
 -0.8609 -0.8256 -0.8033 -0.7900 -0.7814 -0.7748 -0.7695 -0.7653 -0.7622 -0.7600
 -0.7633
 -4.8580 -4.3436 -3.8867 -3.4789 -3.1212 -2.8180 -2.5685 -2.3652 -2.1974 -2.0551
 -1.9306 -1.8197 -1.7204 -1.6325 -1.5543 -1.3807 -1.2240 -1.0940 -0.9913 -0.9144
 -0.8598 -0.8236 -0.8021 -0.7913 -0.7869 -0.7855 -0.7854 -0.7857 -0.7864 -0.7878
 -0.7893
 -5.0741 -4.5416 -4.0795 -3.6640 -3.2908 -2.9618 -2.6802 -2.4454 -2.2518 -2.0910
 -1.9544 -1.8359 -1.7310 -1.6374 -1.5539 -1.3803 -1.2341 -1.1045 -0.9984
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  V   
 -4.4831 -4.0447 -3.6921 -3.4052 -3.1417 -2.9011 -2.6978 -2.5103 -2.3394 -2.1913
 -2.0519 -1.9217 -1.8023 -1.6936 -1.5958 -1.3912 -1.2265 -1.0934 -0.9875
 -4.4098 -4.0675 -3.6863 -3.3688 -3.0986 -2.8537 -2.6473 -2.4589 -2.2892 -2.1406
 -2.0019 -1.8730 -1.7548 -1.6476 -1.5511 -1.3529 -1.2009 -1.0786 -0.9760 -0.8883
 -4.2554 -4.0730 -3.7202 -3.3799 -3.0899 -2.8370 -2.6196 -2.4311 -2.2627 -2.1133
 -1.9760 -1.8485 -1.7312 -1.6245 -1.5284 -1.3320 -1.1837 -1.0664 -0.9695 -0.8881
 -0.8208
 -4.0480 -3.8294 -3.7162 -3.4173 -3.1122 -2.8473 -2.6174 -2.4214 -2.2514 -2.1006
 -1.9646 -1.8385 -1.7221 -1.6157 -1.5194 -1.3224 -1.1749 -1.0600 -0.9667 -0.8895
 -0.8263 -0.7755
 -3.9282 -3.6122 -3.4509 -3.3782 -3.1477 -2.8765 -2.6361 -2.4287 -2.2516 -2.0981
 -1.9622 -1.8373 -1.7218 -1.6158 -1.5193 -1.3204 -1.1717 -1.0575 -0.9663 -0.8921
 -0.8321 -0.7843 -0.7458 -0.7131
 -3.9997 -3.6068 -3.3179 -3.1313 -3.0386 -2.8995 -2.6695 -2.4524 -2.2646 -2.1045
 -1.9654 -1.8414 -1.7270 -1.6215 -1.5249 -1.3240 -1.1728 -1.0577 -0.9673 -0.8951
 -0.8376 -0.7925 -0.7569 -0.7275 -0.7030 -0.6833 -0.6702 -0.6652 -0.6671 -0.6746
 -4.1420 -3.6833 -3.3311 -3.0643 -2.8708 -2.7395 -2.6378 -2.4824 -2.2925 -2.1213
 -1.9755 -1.8493 -1.7356 -1.6307 -1.5343 -1.3315 -1.1774 -1.0599 -0.9691 -0.8979
 -0.8422 -0.7994 -0.7667 -0.7404 -0.7186 -0.7007 -0.6871 -0.6791 -0.6783 -0.6850
 -0.6976
 -4.3446 -3.8273 -3.4143 -3.0939 -2.8466 -2.6571 -2.5090 -2.3906 -2.2812 -2.1456
 -1.9951 -1.8618 -1.7469 -1.6427 -1.5464 -1.3422 -1.1850 -1.0643 -0.9716 -0.9002
 -0.8456 -0.8047 -0.7746 -0.7518 -0.7334 -0.7182 -0.7064 -0.6979 -0.6945 -0.6979
 -0.7093
 -4.5862 -4.0218 -3.5569 -3.1818 -2.8874 -2.6579 -2.4766 -2.3274 -2.1996 -2.0885
 -1.9842 -1.8726 -1.7581 -1.6544 -1.5587 -1.3536 -1.1936 -1.0695 -0.9739 -0.9012
 -0.8469 -0.8073 -0.7796 -0.7602 -0.7458 -0.7344 -0.7255 -0.7191 -0.7153 -0.7162
 -0.7233
 -4.8343 -4.2520 -3.7541 -3.3325 -2.9879 -2.7148 -2.4997 -2.3267 -2.1820 -2.0553
 -1.9426 -1.8421 -1.7491 -1.6593 -1.5713 -1.3687 -1.2063 -1.0786 -0.9790 -0.9035
 -0.8480 -0.8087 -0.7824 -0.7658 -0.7553 -0.7482 -0.7433 -0.7401 -0.7387 -0.7396
 -0.7440
 -5.0752 -4.4915 -3.9781 -3.5283 -3.1431 -2.8249 -2.5692 -2.3653 -2.1997 -2.0603
 -1.9382 -1.8292 -1.7315 -1.6441 -1.5652 -1.3819 -1.2203 -1.0896 -0.9860 -0.9067
 -0.8487 -0.8084 -0.7825 -0.7677 -0.7606 -0.7579 -0.7576 -0.7586 -0.7606 -0.7638
 -0.7676
 -5.3089 -4.7404 -4.2078 -3.7470 -3.3370 -2.9846 -2.6886 -2.4471 -2.2520 -2.0919
 -1.9573 -1.8403 -1.7364 -1.6433 -1.5404 -1.3932 -1.2356 -1.1025 -0.9949
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  V   
 -4.3751 -3.9667 -3.6318 -3.3632 -3.1036 -2.8717 -2.6678 -2.4847 -2.3160 -2.1714
 -2.0345 -1.9064 -1.7884 -1.6808 -1.5831 -1.3779 -1.2132 -1.0809 -0.9764
 -4.4374 -3.9983 -3.6286 -3.3257 -3.0680 -2.8308 -2.6241 -2.4407 -2.2719 -2.1266
 -1.9902 -1.8632 -1.7462 -1.6396 -1.5429 -1.3428 -1.1893 -1.0669 -0.9653 -0.8782
 -4.2144 -4.0529 -3.6658 -3.3385 -3.0615 -2.8167 -2.6028 -2.4175 -2.2495 -2.1028
 -1.9674 -1.8415 -1.7253 -1.6190 -1.5226 -1.3238 -1.1734 -1.0555 -0.9589 -0.8773
 -0.8089
