 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  i   
 -1.3930 -1.1963 -1.0191 -0.8619 -0.7249 -0.6084 -0.5114 -0.4318 -0.3666 -0.3124
 -0.2665 -0.2278 -0.1964 -0.1727 -0.1558 -0.1253 -0.0891 -0.0614 -0.0494 -0.0502
 -0.0624 -0.0844 -0.1143 -0.1500 -0.1884 -0.2276 -0.2671 -0.3068 -0.3471 -0.3890
 -0.4325
 -1.4122 -1.2145 -1.0363 -0.8744 -0.7321 -0.6090 -0.5051 -0.4191 -0.3487 -0.2909
 -0.2431 -0.2033 -0.1698 -0.1421 -0.1201 -0.0882 -0.0707 -0.0524 -0.0421 -0.0439
 -0.0564 -0.0788 -0.1096 -0.1468 -0.1876 -0.2296 -0.2715 -0.3129 -0.3540 -0.3954
 -0.4373
 -1.4309 -1.2335 -1.0512 -0.8885 -0.7424 -0.6152 -0.5066 -0.4159 -0.3413 -0.2802
 -0.2298 -0.1881 -0.1532 -0.1241 -0.0982 -0.0352 -0.0414 -0.0397 -0.0314
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value =  i   
 -2.5657 -2.4969 -2.4261 -2.3405 -2.1916 -1.9744 -1.6964 -1.3640 -1.0119 -0.7490
 -0.5741 -0.4542 -0.3657 -0.2959 -0.2382 -0.1274 -0.0489  0.0035  0.0308
 -2.3048 -2.2199 -2.1425 -2.0603 -1.9570 -1.8108 -1.5908 -1.2772 -0.9718 -0.7312
 -0.5638 -0.4474 -0.3613 -0.2935 -0.2379 -0.1332 -0.0607 -0.0135  0.0111  0.0158
 -2.0878 -1.9838 -1.8954 -1.8128 -1.7237 -1.6105 -1.4466 -1.2034 -0.9446 -0.7251
 -0.5629 -0.4473 -0.3616 -0.2945 -0.2399 -0.1389 -0.0708 -0.0273 -0.0051 -0.0007
 -0.0109
 -1.9166 -1.7919 -1.6882 -1.5990 -1.5151 -1.4238 -1.3056 -1.1263 -0.9144 -0.7185
 -0.5639 -0.4494 -0.3637 -0.2967 -0.2425 -0.1440 -0.0792 -0.0382 -0.0178 -0.0138
 -0.0230 -0.0429
 -1.7817 -1.6417 -1.5232 -1.4228 -1.3350 -1.2521 -1.1620 -1.0369 -0.8719 -0.7043
 -0.5613 -0.4503 -0.3654 -0.2987 -0.2447 -0.1478 -0.0855 -0.0467 -0.0275 -0.0242
 -0.0328 -0.0514 -0.0778 -0.1095
 -1.6149 -1.4904 -1.3797 -1.2786 -1.1868 -1.1030 -1.0230 -0.9340 -0.8135 -0.6773
 -0.5510 -0.4468 -0.3644 -0.2990 -0.2456 -0.1499 -0.0898 -0.0529 -0.0348 -0.0319
 -0.0406 -0.0585 -0.0841 -0.1151 -0.1504 -0.1897 -0.2335 -0.2827 -0.3354 -0.3866
 -1.4899 -1.3326 -1.2072 -1.1085 -1.0282 -0.9577 -0.8893 -0.8194 -0.7366 -0.6343
 -0.5293 -0.4361 -0.3589 -0.2962 -0.2443 -0.1502 -0.0918 -0.0568 -0.0396 -0.0372
 -0.0462 -0.0642 -0.0896 -0.1204 -0.1550 -0.1927 -0.2337 -0.2782 -0.3274 -0.3803
 -0.4321
 -1.4494 -1.2690 -1.1151 -0.9884 -0.8862 -0.8033 -0.7341 -0.6742 -0.6166 -0.5523
 -0.4816 -0.4108 -0.3453 -0.2883 -0.2396 -0.1482 -0.0913 -0.0579 -0.0419 -0.0400
 -0.0495 -0.0679 -0.0937 -0.1251 -0.1600 -0.1973 -0.2370 -0.2789 -0.3239 -0.3731
 -0.4264
 -1.4464 -1.2534 -1.0835 -0.9373 -0.8144 -0.7133 -0.6301 -0.5598 -0.4983 -0.4405
 -0.3862 -0.3389 -0.2983 -0.2610 -0.2246 -0.1429 -0.0877 -0.0560 -0.0414 -0.0402
 -0.0504 -0.0697 -0.0963 -0.1288 -0.1650 -0.2030 -0.2426 -0.2844 -0.3282 -0.3738
 -0.4211
 -1.4694 -1.2668 -1.0869 -0.9282 -0.7910 -0.6749 -0.5785 -0.4985 -0.4313 -0.3726
 -0.3194 -0.2725 -0.2340 -0.2043 -0.1811 -0.1306 -0.0818 -0.0515 -0.0382 -0.0377
 -0.0484 -0.0684 -0.0959 -0.1295 -0.1672 -0.2068 -0.2475 -0.2887 -0.3308 -0.3745
 -0.4199
 -1.5030 -1.2953 -1.1073 -0.9405 -0.7935 -0.6665 -0.5592 -0.4698 -0.3958 -0.3341
 -0.2813 -0.2354 -0.1959 -0.1631 -0.1372 -0.0974 -0.0695 -0.0439 -0.0319 -0.0324
 -0.0435 -0.0641 -0.0924 -0.1271 -0.1663 -0.2080 -0.2506 -0.2933 -0.3361 -0.3793
 -0.4228
 -1.5490 -1.3319 -1.1378 -0.9642 -0.8091 -0.6742 -0.5584 -0.4611 -0.3805 -0.3141
 -0.2590 -0.2127 -0.1733 -0.1398 -0.0929 -0.0433 -0.0508 -0.0332 -0.0225
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value =  i   
 -2.7483 -2.7142 -2.7053 -2.6718 -2.5647 -2.3446 -1.9803 -1.5027 -1.1008 -0.7974
 -0.5928 -0.4580 -0.3627 -0.2897 -0.2308 -0.1204 -0.0421  0.0106  0.0392
 -2.4963 -2.4475 -2.3979 -2.3425 -2.2553 -2.1015 -1.8407 -1.4522 -1.0798 -0.7897
 -0.5889 -0.4547 -0.3602 -0.2885 -0.2308 -0.1248 -0.0521 -0.0042  0.0216  0.0282
 -2.2760 -2.2003 -2.1380 -2.0771 -2.0009 -1.8850 -1.6955 -1.3976 -1.0728 -0.7978
 -0.5973 -0.4599 -0.3633 -0.2909 -0.2334 -0.1297 -0.0607 -0.0162  0.0071  0.0128
  0.0041
 -2.0936 -1.9918 -1.9093 -1.8380 -1.7661 -1.6764 -1.5438 -1.3285 -1.0603 -0.8083
 -0.6106 -0.4693 -0.3693 -0.2952 -0.2370 -0.1344 -0.0680 -0.0259 -0.0043  0.0006
 -0.0074 -0.0261
 -1.9480 -1.8227 -1.7190 -1.6324 -1.5556 -1.4777 -1.3821 -1.2359 -1.0295 -0.8104
 -0.6223 -0.4799 -0.3766 -0.3002 -0.2409 -0.1382 -0.0738 -0.0337 -0.0132 -0.0088
 -0.0166 -0.0341 -0.0598 -0.0915
 -1.7731 -1.6789 -1.5641 -1.4642 -1.3773 -1.2985 -1.2190 -1.1199 -0.9735 -0.7959
 -0.6263 -0.4878 -0.3832 -0.3049 -0.2444 -0.1409 -0.0780 -0.0396 -0.0200 -0.0160
 -0.0238 -0.0407 -0.0653 -0.0962 -0.1321 -0.1729 -0.2185 -0.2690 -0.3227 -0.3747
 -1.6122 -1.4862 -1.3878 -1.3028 -1.2223 -1.1442 -1.0681 -0.9907 -0.8918 -0.7596
 -0.6169 -0.4893 -0.3869 -0.3080 -0.2467 -0.1423 -0.0803 -0.0435 -0.0247 -0.0210
 -0.0290 -0.0459 -0.0700 -0.1003 -0.1352 -0.1740 -0.2163 -0.2627 -0.3138 -0.3677
 -0.4201
 -1.5254 -1.3601 -1.2252 -1.1195 -1.0367 -0.9687 -0.9079 -0.8472 -0.7802 -0.6931
 -0.5867 -0.4789 -0.3846 -0.3080 -0.2469 -0.1419 -0.0804 -0.0450 -0.0274 -0.0240
 -0.0323 -0.0494 -0.0737 -0.1040 -0.1388 -0.1768 -0.2178 -0.2614 -0.3084 -0.3595
 -0.4137
 -1.5028 -1.3178 -1.1571 -1.0221 -0.9123 -0.8240 -0.7511 -0.6885 -0.6301 -0.5696
 -0.5013 -0.4299 -0.3606 -0.2970 -0.2415 -0.1390 -0.0777 -0.0436 -0.0274 -0.0247
 -0.0335 -0.0513 -0.0762 -0.1070 -0.1424 -0.1808 -0.2215 -0.2639 -0.3086 -0.3563
 -0.4075
 -1.5177 -1.3196 -1.1444 -0.9908 -0.8598 -0.7509 -0.6613 -0.5864 -0.5212 -0.4612
 -0.4019 -0.3447 -0.2940 -0.2512 -0.2140 -0.1335 -0.0734 -0.0399 -0.0249 -0.0231
 -0.0322 -0.0506 -0.0762 -0.1076 -0.1438 -0.1832 -0.2246 -0.2673 -0.3112 -0.3566
 -0.4041
 -1.5559 -1.3481 -1.1608 -0.9946 -0.8491 -0.7244 -0.6196 -0.5322 -0.4590 -0.3959
 -0.3388 -0.2857 -0.2380 -0.1976 -0.1652 -0.1092 -0.0656 -0.0335 -0.0196 -0.0187
 -0.0284 -0.0472 -0.0735 -0.1058 -0.1429 -0.1836 -0.2264 -0.2703 -0.3147 -0.3597
 -0.4034
 -1.6113 -1.3934 -1.1963 -1.0187 -0.8625 -0.7259 -0.6089 -0.5102 -0.4279 -0.3592
 -0.3007 -0.2496 -0.2044 -0.1648 -0.0951 -0.0661 -0.0543 -0.0244 -0.0115
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value =  i   
 -2.8720 -2.8731 -2.8805 -2.8442 -2.7325 -2.5030 -2.1366 -1.5984 -1.1860 -0.8543
 -0.6189 -0.4651 -0.3606 -0.2832 -0.2223 -0.1106 -0.0329  0.0203  0.0504
 -2.6255 -2.6103 -2.6019 -2.5834 -2.5269 -2.3842 -2.0840 -1.6109 -1.1886 -0.8560
 -0.6211 -0.4657 -0.3603 -0.2834 -0.2231 -0.1146 -0.0412  0.0077  0.0348  0.0428
 -2.4075 -2.3675 -2.3406 -2.3129 -2.2634 -2.1588 -1.9502 -1.5958 -1.2043 -0.8780
 -0.6390 -0.4767 -0.3666 -0.2876 -0.2266 -0.1192 -0.0487 -0.0028  0.0219  0.0287
  0.0211
