 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F110W
 -1.1429 -1.2367 -1.4017 -1.4229 -1.4110 -1.3735 -1.3082 -1.2799 -1.2548 -1.2314
 -1.2143 -1.2021 -1.1929 -1.1875 -1.1864 -1.2008 -1.2367 -1.3166 -1.4126
 -1.2101 -1.2256 -1.2417 -1.2690 -1.3087 -1.3237 -1.3093 -1.2869 -1.2661 -1.2492
 -1.2363 -1.2271 -1.2211 -1.2185 -1.2195 -1.2401 -1.2884 -1.3563 -1.4318 -1.5094
 -1.1626 -1.1809 -1.1939 -1.2060 -1.2211 -1.2481 -1.2759 -1.2817 -1.2726 -1.2602
 -1.2516 -1.2459 -1.2428 -1.2423 -1.2449 -1.2669 -1.3132 -1.3791 -1.4534 -1.5296
 -1.6058
 -1.1142 -1.1394 -1.1564 -1.1693 -1.1811 -1.1935 -1.2103 -1.2345 -1.2529 -1.2585
 -1.2576 -1.2562 -1.2564 -1.2584 -1.2628 -1.2872 -1.3326 -1.3968 -1.4705 -1.5461
 -1.6212 -1.6958
 -1.0617 -1.0953 -1.1193 -1.1366 -1.1509 -1.1642 -1.1776 -1.1922 -1.2109 -1.2300
 -1.2449 -1.2542 -1.2607 -1.2667 -1.2735 -1.3011 -1.3466 -1.4099 -1.4832 -1.5592
 -1.6343 -1.7084 -1.7815 -1.8541
 -1.0065 -1.0464 -1.0785 -1.1025 -1.1213 -1.1377 -1.1534 -1.1689 -1.1845 -1.2008
 -1.2187 -1.2360 -1.2506 -1.2634 -1.2757 -1.3090 -1.3553 -1.4180 -1.4912 -1.5686
 -1.6448 -1.7195 -1.7927 -1.8647 -1.9358 -2.0067 -2.0779 -2.1499 -2.2232 -2.2979
 -0.9518 -0.9952 -1.0328 -1.0642 -1.0891 -1.1100 -1.1288 -1.1469 -1.1649 -1.1822
 -1.1993 -1.2167 -1.2341 -1.2510 -1.2674 -1.3102 -1.3592 -1.4206 -1.4944 -1.5735
 -1.6521 -1.7284 -1.8026 -1.8751 -1.9461 -2.0151 -2.0834 -2.1529 -2.2248 -2.2994
 -2.3742
 -0.9003 -0.9450 -0.9852 -1.0212 -1.0524 -1.0790 -1.1021 -1.1234 -1.1440 -1.1640
 -1.1833 -1.2020 -1.2202 -1.2384 -1.2566 -1.3047 -1.3584 -1.4203 -1.4933 -1.5737
 -1.6550 -1.7340 -1.8103 -1.8842 -1.9561 -2.0261 -2.0940 -2.1615 -2.2300 -2.3011
 -2.3755
 -0.8553 -0.8989 -0.9395 -0.9762 -1.0122 -1.0439 -1.0721 -1.0975 -1.1213 -1.1439
 -1.1658 -1.1870 -1.2075 -1.2274 -1.2469 -1.2979 -1.3546 -1.4182 -1.4903 -1.5708
 -1.6542 -1.7364 -1.8157 -1.8921 -1.9659 -2.0374 -2.1070 -2.1751 -2.2431 -2.3113
 -2.3795
 -0.8195 -0.8603 -0.8992 -0.9363 -0.9717 -1.0056 -1.0378 -1.0675 -1.0952 -1.1210
 -1.1456 -1.1693 -1.1924 -1.2147 -1.2364 -1.2908 -1.3490 -1.4135 -1.4851 -1.5644
 -1.6482 -1.7326 -1.8150 -1.8946 -1.9711 -2.0448 -2.1160 -2.1852 -2.2528 -2.3195
 -2.3865
 -0.7954 -0.8311 -0.8664 -0.9011 -0.9352 -0.9689 -1.0021 -1.0346 -1.0656 -1.0949
 -1.1226 -1.1493 -1.1749 -1.1999 -1.2242 -1.2834 -1.3435 -1.4084 -1.4799 -1.5577
 -1.6405 -1.7254 -1.8098 -1.8924 -1.9721 -2.0488 -2.1226 -2.1938 -2.2628 -2.3301
 -2.3966
 -0.7830 -0.8088 -0.8378 -0.8691 -0.9018 -0.9352 -0.9688 -1.0021 -1.0347 -1.0664
 -1.0971 -1.1266 -1.1551 -1.1826 -1.2094 -1.2745 -1.3378 -1.4035 -1.4747
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F110W
 -1.3687 -1.4254 -1.4464 -1.4174 -1.3775 -1.3379 -1.3048 -1.2786 -1.2554 -1.2356
 -1.2211 -1.2116 -1.2061 -1.2039 -1.2049 -1.2218 -1.2571 -1.3192 -1.4005
 -1.2994 -1.3116 -1.3452 -1.3870 -1.3791 -1.3487 -1.3185 -1.2939 -1.2730 -1.2559
 -1.2441 -1.2371 -1.2338 -1.2335 -1.2359 -1.2544 -1.2926 -1.3518 -1.4245 -1.5016
 -1.2543 -1.2610 -1.2667 -1.2808 -1.3165 -1.3377 -1.3236 -1.3021 -1.2839 -1.2693
 -1.2596 -1.2546 -1.2532 -1.2546 -1.2585 -1.2793 -1.3175 -1.3744 -1.4452 -1.5208
 -1.5972
 -1.2095 -1.2224 -1.2278 -1.2300 -1.2371 -1.2566 -1.2859 -1.2965 -1.2875 -1.2761
 -1.2684 -1.2652 -1.2655 -1.2685 -1.2738 -1.2972 -1.3362 -1.3919 -1.4611 -1.5361
 -1.6116 -1.6866
 -1.1592 -1.1823 -1.1941 -1.2004 -1.2057 -1.2116 -1.2223 -1.2404 -1.2622 -1.2707
 -1.2702 -1.2696 -1.2717 -1.2763 -1.2830 -1.3090 -1.3493 -1.4045 -1.4728 -1.5478
 -1.6235 -1.6983 -1.7721 -1.8459
 -1.1053 -1.1356 -1.1574 -1.1700 -1.1786 -1.1863 -1.1939 -1.2026 -1.2154 -1.2338
 -1.2510 -1.2626 -1.2709 -1.2783 -1.2868 -1.3157 -1.3573 -1.4125 -1.4804 -1.5560
 -1.6328 -1.7083 -1.7823 -1.8552 -1.9267 -1.9977 -2.0694 -2.1426 -2.2176 -2.2931
 -1.0432 -1.0818 -1.1139 -1.1357 -1.1503 -1.1618 -1.1724 -1.1827 -1.1933 -1.2053
 -1.2203 -1.2382 -1.2551 -1.2700 -1.2835 -1.3179 -1.3611 -1.4165 -1.4840 -1.5603
 -1.6390 -1.7162 -1.7913 -1.8647 -1.9366 -2.0070 -2.0768 -2.1473 -2.2193 -2.2934
 -2.3695
 -0.9794 -1.0225 -1.0629 -1.0942 -1.1174 -1.1345 -1.1492 -1.1629 -1.1764 -1.1896
 -1.2032 -1.2181 -1.2351 -1.2531 -1.2706 -1.3143 -1.3612 -1.4172 -1.4842 -1.5606
 -1.6412 -1.7210 -1.7982 -1.8730 -1.9458 -2.0160 -2.0848 -2.1536 -2.2236 -2.2958
 -2.3707
 -0.9174 -0.9623 -1.0071 -1.0459 -1.0774 -1.1024 -1.1226 -1.1403 -1.1572 -1.1735
 -1.1894 -1.2053 -1.2217 -1.2390 -1.2571 -1.3050 -1.3576 -1.4157 -1.4825 -1.5585
 -1.6404 -1.7229 -1.8030 -1.8803 -1.9549 -2.0273 -2.0979 -2.1678 -2.2372 -2.3061
 -2.3744
 -0.8603 -0.9056 -0.9519 -0.9928 -1.0306 -1.0630 -1.0903 -1.1134 -1.1342 -1.1540
 -1.1731 -1.1917 -1.2099 -1.2281 -1.2465 -1.2955 -1.3501 -1.4108 -1.4780 -1.5530
 -1.6347 -1.7188 -1.8019 -1.8823 -1.9596 -2.0341 -2.1063 -2.1765 -2.2451 -2.3129
 -2.3809
 -0.8111 -0.8533 -0.8987 -0.9402 -0.9813 -1.0177 -1.0510 -1.0805 -1.1067 -1.1304
 -1.1528 -1.1746 -1.1957 -1.2162 -1.2363 -1.2873 -1.3427 -1.4045 -1.4724 -1.5466
 -1.6272 -1.7116 -1.7964 -1.8797 -1.9602 -2.0376 -2.1124 -2.1845 -2.2545 -2.3229
 -2.3902
 -0.7688 -0.8054 -0.8473 -0.8893 -0.9305 -0.9701 -1.0071 -1.0413 -1.0729 -1.1017
 -1.1282 -1.1534 -1.1777 -1.2011 -1.2239 -1.2792 -1.3361 -1.3982 -1.4664
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F110W
 -1.4909 -1.4896 -1.4403 -1.3908 -1.3420 -1.3030 -1.2811 -1.2640 -1.2471 -1.2309
 -1.2191 -1.2118 -1.2088 -1.2092 -1.2125 -1.2324 -1.2679 -1.3197 -1.3888
 -1.3706 -1.4187 -1.4427 -1.4044 -1.3621 -1.3249 -1.2984 -1.2808 -1.2642 -1.2497
 -1.2396 -1.2343 -1.2331 -1.2353 -1.2401 -1.2621 -1.2978 -1.3483 -1.4144 -1.4897
 -1.3221 -1.3200 -1.3426 -1.3840 -1.3704 -1.3378 -1.3102 -1.2909 -1.2760 -1.2628
 -1.2539 -1.2497 -1.2498 -1.2533 -1.2593 -1.2835 -1.3202 -1.3702 -1.4342 -1.5077
 -1.5841
 -1.2867 -1.2830 -1.2772 -1.2831 -1.3139 -1.3335 -1.3168 -1.2969 -1.2826 -1.2711
 -1.2631 -1.2598 -1.2607 -1.2651 -1.2720 -1.2984 -1.3363 -1.3865 -1.4493 -1.5216
 -1.5973 -1.6731
 -1.2451 -1.2523 -1.2488 -1.2431 -1.2433 -1.2562 -1.2832 -1.2935 -1.2847 -1.2751
 -1.2682 -1.2655 -1.2670 -1.2721 -1.2799 -1.3082 -1.3474 -1.3982 -1.4605 -1.5321
 -1.6078 -1.6834 -1.7581 -1.8317
 -1.1942 -1.2147 -1.2212 -1.2197 -1.2167 -1.2166 -1.2228 -1.2381 -1.2594 -1.2693
 -1.2685 -1.2674 -1.2696 -1.2754 -1.2838 -1.3139 -1.3544 -1.4058 -1.4681 -1.5395
 -1.6156 -1.6920 -1.7670 -1.8409 -1.9135 -1.9858 -2.0589 -2.1338 -2.2102 -2.2853
 -1.1344 -1.1674 -1.1865 -1.1945 -1.1965 -1.1974 -1.1997 -1.2046 -1.2141 -1.2301
 -1.2475 -1.2593 -1.2672 -1.2749 -1.2843 -1.3162 -1.3581 -1.4102 -1.4725 -1.5438
 -1.6206 -1.6984 -1.7746 -1.8491 -1.9222 -1.9937 -2.0648 -2.1368 -2.2107 -2.2865
 -2.3617
 -1.0685 -1.1108 -1.1419 -1.1615 -1.1722 -1.1780 -1.1828 -1.1881 -1.1951 -1.2042
 -1.2168 -1.2326 -1.2494 -1.2650 -1.2793 -1.3156 -1.3588 -1.4116 -1.4740 -1.5451
 -1.6225 -1.7020 -1.7801 -1.8562 -1.9301 -2.0026 -2.0733 -2.1435 -2.2145 -2.2874
 -2.3630
 -0.9999 -1.0480 -1.0883 -1.1189 -1.1399 -1.1538 -1.1637 -1.1723 -1.1811 -1.1907
 -1.2017 -1.2144 -1.2294 -1.2467 -1.2648 -1.3101 -1.3572 -1.4110 -1.4736 -1.5445
 -1.6221 -1.7032 -1.7838 -1.8622 -1.9381 -2.0119 -2.0841 -2.1555 -2.2264 -2.2967
 -2.3663
 -0.9319 -0.9831 -1.0282 -1.0672 -1.0981 -1.1215 -1.1388 -1.1525 -1.1650 -1.1773
 -1.1899 -1.2033 -1.2176 -1.2335 -1.2511 -1.2991 -1.3510 -1.4072 -1.4700 -1.5404
 -1.6174 -1.6992 -1.7821 -1.8633 -1.9418 -2.0176 -2.0914 -2.1630 -2.2332 -2.3025
 -2.3718
 -0.8674 -0.9177 -0.9657 -1.0096 -1.0478 -1.0797 -1.1057 -1.1265 -1.1441 -1.1602
