 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -5.9236 -5.5790 -5.3291 -5.0550 -4.7541 -4.5080 -4.3651 -4.2798 -4.1856 -4.0614
 -3.9220 -3.7722 -3.6226 -3.4830 -3.3493 -3.0500 -2.8025 -2.6110 -2.4586
 -5.5359 -5.1380 -4.8425 -4.6014 -4.4052 -4.2493 -4.1244 -4.0190 -3.9219 -3.8252
 -3.7228 -3.6097 -3.4847 -3.3566 -3.2349 -2.9701 -2.7556 -2.5877 -2.4581 -2.3611
 -5.2749 -4.8568 -4.5385 -4.3070 -4.1497 -4.0310 -3.9224 -3.8215 -3.7306 -3.6473
 -3.5636 -3.4739 -3.3710 -3.2573 -3.1465 -2.9081 -2.7190 -2.5707 -2.4582 -2.3719
 -2.3032
 -5.1406 -4.7354 -4.4171 -4.1718 -3.9876 -3.8531 -3.7591 -3.6873 -3.6117 -3.5277
 -3.4444 -3.3648 -3.2815 -3.1851 -3.0841 -2.8640 -2.6927 -2.5600 -2.4588 -2.3802
 -2.3170 -2.2641
 -5.0454 -4.6648 -4.3599 -4.1179 -3.9273 -3.7789 -3.6646 -3.5757 -3.5053 -3.4414
 -3.3684 -3.2880 -3.2104 -3.1288 -3.0393 -2.8338 -2.6741 -2.5528 -2.4612 -2.3899
 -2.3320 -2.2831 -2.2405 -2.2028
 -4.9456 -4.5992 -4.3169 -4.0872 -3.9000 -3.7473 -3.6233 -3.5226 -3.4388 -3.3660
 -3.2988 -3.2300 -3.1572 -3.0843 -3.0043 -2.8128 -2.6609 -2.5467 -2.4626 -2.3984
 -2.3463 -2.3020 -2.2631 -2.2282 -2.1963 -2.1675 -2.1422 -2.1228 -2.1117 -2.1106
 -4.8284 -4.5198 -4.2655 -4.0548 -3.8781 -3.7286 -3.6017 -3.4939 -3.4026 -3.3228
 -3.2499 -3.1804 -3.1113 -3.0450 -2.9752 -2.7973 -2.6512 -2.5411 -2.4614 -2.4031
 -2.3573 -2.3185 -2.2842 -2.2531 -2.2243 -2.1974 -2.1733 -2.1520 -2.1372 -2.1322
 -2.1374
 -4.7005 -4.4273 -4.2004 -4.0106 -3.8487 -3.7080 -3.5840 -3.4744 -3.3782 -3.2939
 -3.2180 -3.1468 -3.0782 -3.0116 -2.9477 -2.7847 -2.6442 -2.5360 -2.4579 -2.4030
 -2.3626 -2.3300 -2.3014 -2.2753 -2.2507 -2.2274 -2.2055 -2.1856 -2.1690 -2.1583
 -2.1592
 -4.5668 -4.3262 -4.1235 -3.9527 -3.8061 -3.6765 -3.5595 -3.4530 -3.3564 -3.2695
 -3.1913 -3.1196 -3.0517 -2.9860 -2.9234 -2.7705 -2.6371 -2.5310 -2.4528 -2.3986
 -2.3615 -2.3344 -2.3121 -2.2921 -2.2730 -2.2544 -2.2364 -2.2192 -2.2036 -2.1912
 -2.1851
 -4.4423 -4.2313 -4.0471 -3.8904 -3.7561 -3.6371 -3.5287 -3.4279 -3.3341 -3.2475
 -3.1682 -3.0959 -3.0289 -2.9654 -2.9044 -2.7588 -2.6308 -2.5274 -2.4492 -2.3938
 -2.3569 -2.3327 -2.3157 -2.3020 -2.2894 -2.2768 -2.2641 -2.2513 -2.2388 -2.2276
 -2.2173
 -4.3307 -4.1435 -3.9756 -3.8286 -3.7014 -3.5902 -3.4894 -3.3954 -3.3065 -3.2227
 -3.1444 -3.0720 -3.0056 -2.9438 -2.8852 -2.7473 -2.6240 -2.5231 -2.4456 -2.3892
 -2.3511 -2.3272 -2.3128 -2.3041 -2.2978 -2.2918 -2.2855 -2.2784 -2.2707 -2.2631
 -2.2564
 -4.2321 -4.0628 -3.9104 -3.7715 -3.6488 -3.5410 -3.4446 -3.3561 -3.2725 -3.1931
 -3.1176 -3.0467 -2.9809 -2.9203 -2.8658 -2.7360 -2.6167 -2.5181 -2.4420
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -6.9144 -6.3854 -5.9283 -5.5387 -5.2094 -4.9239 -4.6660 -4.4257 -4.2091 -4.0221
 -3.8552 -3.6996 -3.5515 -3.4136 -3.2762 -3.0065 -2.7853 -2.6057 -2.4665
 -6.5146 -5.9879 -5.5317 -5.1481 -4.8306 -4.5678 -4.3462 -4.1485 -3.9749 -3.8240
 -3.6879 -3.5575 -3.4276 -3.3015 -3.1846 -2.9363 -2.7389 -2.5808 -2.4572 -2.3618
 -6.0962 -5.5768 -5.1515 -4.8552 -4.5703 -4.3298 -4.1279 -3.9552 -3.8061 -3.6773
 -3.5624 -3.4532 -3.3414 -3.2265 -3.1168 -2.8848 -2.7048 -2.5631 -2.4522 -2.3657
 -2.2959
 -5.7818 -5.2668 -4.8626 -4.5550 -4.3189 -4.1303 -3.9692 -3.8218 -3.6873 -3.5687
 -3.4648 -3.3703 -3.2765 -3.1753 -3.0728 -2.8520 -2.6830 -2.5526 -2.4515 -2.3726
 -2.3090 -2.2560
 -5.6582 -5.1400 -4.7225 -4.4002 -4.1544 -3.9660 -3.8189 -3.6994 -3.5961 -3.4986
 -3.3994 -3.3072 -3.2222 -3.1364 -3.0434 -2.8318 -2.6695 -2.5465 -2.4530 -2.3807
 -2.3225 -2.2736 -2.2312 -2.1939
 -5.6018 -5.0870 -4.6695 -4.3376 -4.0765 -3.8723 -3.7134 -3.5897 -3.4927 -3.4160
 -3.3444 -3.2649 -3.1831 -3.1028 -3.0202 -2.8189 -2.6610 -2.5424 -2.4543 -2.3879
 -2.3353 -2.2911 -2.2525 -2.2180 -2.1869 -2.1589 -2.1345 -2.1159 -2.1051 -2.1039
 -5.5497 -5.0579 -4.6505 -4.3226 -4.0609 -3.8523 -3.6859 -3.5528 -3.4457 -3.3570
