 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F150W2
  1.8172  1.8219  1.8317  1.8394  1.8501  1.8631  1.9098  1.9092  1.8988  1.8768
  1.8446  1.8201  1.7728  1.7220  1.6697  1.5373  1.3995  1.2641  1.1298
  1.8150  1.7965  1.7974  1.8157  1.8446  1.8638  1.8704  1.8680  1.8585  1.8418
  1.8150  1.7779  1.7338  1.6864  1.6375  1.5117  1.3818  1.2494  1.1181  0.9895
  1.7812  1.7719  1.7626  1.7578  1.7618  1.7790  1.8045  1.8198  1.8186  1.8036
  1.7805  1.7488  1.7078  1.6614  1.6131  1.4897  1.3638  1.2347  1.1057  0.9795
  0.8564
  1.7517  1.7467  1.7385  1.7293  1.7222  1.7203  1.7253  1.7378  1.7514  1.7531
  1.7393  1.7147  1.6800  1.6368  1.5898  1.4683  1.3458  1.2209  1.0946  0.9703
  0.8492  0.7314
  1.7113  1.7131  1.7100  1.7030  1.6941  1.6857  1.6803  1.6785  1.6793  1.6812
  1.6785  1.6650  1.6414  1.6075  1.5656  1.4477  1.3279  1.2072  1.0844  0.9620
  0.8424  0.7261  0.6131  0.5030
  1.6589  1.6682  1.6721  1.6707  1.6648  1.6560  1.6467  1.6388  1.6324  1.6259
  1.6180  1.6067  1.5901  1.5653  1.5325  1.4271  1.3104  1.1933  1.0745  0.9546
  0.8362  0.7209  0.6090  0.5002  0.3937  0.2893  0.1868  0.0862 -0.0125 -0.1095
  1.5964  1.6116  1.6229  1.6286  1.6284  1.6231  1.6145  1.6047  1.5950  1.5853
  1.5743  1.5601  1.5423  1.5205  1.4931  1.4026  1.2932  1.1794  1.0645  0.9477
  0.8308  0.7161  0.6049  0.4969  0.3921  0.2903  0.1907  0.0924 -0.0055 -0.1028
 -0.1974
  1.5243  1.5450  1.5622  1.5750  1.5818  1.5824  1.5779  1.5697  1.5593  1.5485
  1.5368  1.5228  1.5052  1.4835  1.4574  1.3756  1.2751  1.1659  1.0543  0.9410
  0.8264  0.7125  0.6014  0.4937  0.3894  0.2882  0.1899  0.0936 -0.0015 -0.0961
 -0.1906
  1.4447  1.4701  1.4917  1.5099  1.5236  1.5313  1.5329  1.5291  1.5213  1.5111
  1.4995  1.4865  1.4709  1.4516  1.4274  1.3498  1.2559  1.1516  1.0429  0.9325
  0.8206  0.7081  0.5971  0.4889  0.3844  0.2833  0.1852  0.0893 -0.0047 -0.0968
 -0.1872
