 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F350LP
 -2.4833 -2.4273 -2.3675 -2.3094 -2.2544 -2.2126 -2.2486 -2.2204 -2.1812 -2.1241
 -2.0514 -1.9862 -1.8994 -1.8074 -1.7206 -1.5385 -1.4067 -1.3179 -1.2487
 -2.4246 -2.3123 -2.2373 -2.1958 -2.1802 -2.1631 -2.1358 -2.1022 -2.0649 -2.0233
 -1.9698 -1.9009 -1.8217 -1.7422 -1.6681 -1.5124 -1.3957 -1.3127 -1.2545 -1.2131
 -2.3619 -2.2641 -2.1786 -2.1089 -2.0590 -2.0323 -2.0238 -2.0110 -1.9822 -1.9398
 -1.8936 -1.8407 -1.7749 -1.7037 -1.6358 -1.4936 -1.3888 -1.3144 -1.2622 -1.2247
 -1.1972
 -2.3032 -2.2188 -2.1398 -2.0682 -2.0068 -1.9583 -1.9236 -1.9023 -1.8879 -1.8648
 -1.8270 -1.7840 -1.7326 -1.6719 -1.6105 -1.4791 -1.3833 -1.3168 -1.2704 -1.2368
 -1.2118 -1.1928
 -2.2265 -2.1604 -2.0953 -2.0317 -1.9713 -1.9172 -1.8718 -1.8352 -1.8059 -1.7814
 -1.7556 -1.7229 -1.6855 -1.6390 -1.5874 -1.4672 -1.3779 -1.3179 -1.2776 -1.2484
 -1.2265 -1.2097 -1.1964 -1.1851
 -2.1321 -2.0845 -2.0363 -1.9859 -1.9340 -1.8827 -1.8348 -1.7929 -1.7568 -1.7246
 -1.6943 -1.6639 -1.6336 -1.5983 -1.5580 -1.4553 -1.3718 -1.3162 -1.2815 -1.2576
 -1.2397 -1.2260 -1.2151 -1.2065 -1.1986 -1.1925 -1.1900 -1.1923 -1.2005 -1.2151
 -2.0276 -1.9938 -1.9614 -1.9260 -1.8865 -1.8436 -1.7996 -1.7575 -1.7193 -1.6851
 -1.6529 -1.6212 -1.5902 -1.5591 -1.5256 -1.4395 -1.3641 -1.3114 -1.2805 -1.2621
 -1.2494 -1.2398 -1.2324 -1.2265 -1.2215 -1.2164 -1.2129 -1.2132 -1.2190 -1.2314
 -1.2508
 -1.9150 -1.8944 -1.8743 -1.8519 -1.8257 -1.7945 -1.7587 -1.7211 -1.6845 -1.6503
 -1.6187 -1.5883 -1.5582 -1.5284 -1.4975 -1.4214 -1.3544 -1.3043 -1.2750 -1.2605
 -1.2533 -1.2489 -1.2461 -1.2441 -1.2424 -1.2410 -1.2387 -1.2378 -1.2408 -1.2501
 -1.2669
 -1.8030 -1.7920 -1.7802 -1.7677 -1.7525 -1.7326 -1.7075 -1.6780 -1.6463 -1.6147
 -1.5847 -1.5564 -1.5289 -1.5016 -1.4735 -1.4034 -1.3425 -1.2958 -1.2669 -1.2539
 -1.2505 -1.2516 -1.2543 -1.2574 -1.2601 -1.2624 -1.2645 -1.2678 -1.2725 -1.2785
 -1.2857
