 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  G   
 -3.2643 -2.1506 -0.8721 -0.6139 -1.7754 -4.0341 -3.2658 -1.9578 -1.1702 -1.1224
 -1.0588 -1.0683 -1.4611 -1.9563 -2.1918 -2.0148
 -3.1848 -2.7027 -2.0895 -1.9109 -2.3129 -3.3222 -3.0022 -2.4269 -1.9991 -1.8431
 -1.7259 -1.6914 -1.8408 -2.0450 -2.1358 -1.9868 -1.8816 -1.8208 -1.8436
 -2.9757 -2.8465 -2.6423 -2.5246 -2.5232 -2.7651 -2.6893 -2.5407 -2.3740 -2.2251
 -2.1179 -2.0669 -2.0724 -2.0958 -2.0921 -1.9695 -1.8903 -1.8354 -1.8217 -1.8142
 -1.7790
 -2.6370 -2.5820 -2.5305 -2.4550 -2.4062 -2.3627 -2.3271 -2.2992 -2.2950 -2.2685
 -2.2348 -2.1947 -2.1557 -2.1087 -2.0607 -1.9629 -1.8889 -1.8435 -1.8178 -1.8054
 -1.8008 -1.8004 -1.8024
 -2.4376 -2.4148 -2.3896 -2.3511 -2.3170 -2.2822 -2.2494 -2.2201 -2.1950 -2.1725
 -2.1486 -2.1206 -2.0910 -2.0583 -2.0227 -1.9450 -1.8907 -1.8562 -1.8357 -1.8248
 -1.8204 -1.8201 -1.8224 -1.8276 -1.8360
 -2.2515 -2.2534 -2.2497 -2.2389 -2.2214 -2.1991 -2.1743 -2.1492 -2.1252 -2.1029
 -2.0821 -2.0614 -2.0387 -2.0159 -1.9897 -1.9285 -1.8876 -1.8626 -1.8482 -1.8406
 -1.8379 -1.8387 -1.8419 -1.8469 -1.8536 -1.8630
 -2.0788 -2.0978 -2.1108 -2.1184 -2.1193 -2.1134 -2.1018 -2.0865 -2.0693 -2.0512
 -2.0332 -2.0156 -1.9982 -1.9812 -1.9617 -1.9134 -1.8796 -1.8627 -1.8553 -1.8528
 -1.8533 -1.8562 -1.8608 -1.8667 -1.8735 -1.8818 -1.8922 -1.9077 -1.9302 -1.9579
 -1.9195 -1.9480 -1.9729 -1.9945 -2.0113 -2.0218 -2.0254 -2.0231 -2.0161 -2.0058
 -1.9935 -1.9800 -1.9661 -1.9520 -1.9376 -1.8994 -1.8700 -1.8566 -1.8550 -1.8587
 -1.8643 -1.8708 -1.8781 -1.8859 -1.8940 -1.9027 -1.9118 -1.9239 -1.9420 -1.9675
 -1.9989
 -1.7811 -1.8127 -1.8437 -1.8741 -1.9019 -1.9256 -1.9437 -1.9552 -1.9603 -1.9601
 -1.9555 -1.9480 -1.9386 -1.9280 -1.9163 -1.8861 -1.8603 -1.8474 -1.8480 -1.8566
 -1.8682 -1.8801 -1.8915 -1.9027 -1.9134 -1.9238 -1.9346 -1.9455 -1.9593 -1.9795
 -2.0081
 -1.6615 -1.6951 -1.7295 -1.7646 -1.7988 -1.8310 -1.8596 -1.8831 -1.9003 -1.9107
 -1.9153 -1.9151 -1.9114 -1.9052 -1.8970 -1.8725 -1.8502 -1.8373 -1.8375 -1.8480
 -1.8642 -1.8821 -1.8994 -1.9153 -1.9300 -1.9435 -1.9565 -1.9694 -1.9830 -2.0000
 -2.0206
 -1.5628 -1.5963 -1.6310 -1.6667 -1.7036 -1.7401 -1.7751 -1.8071 -1.8345 -1.8556
 -1.8699 -1.8783 -1.8818 -1.8812 -1.8773 -1.8597 -1.8403 -1.8280 -1.8268 -1.8362
 -1.8538 -1.8759 -1.8989 -1.9208 -1.9408 -1.9588 -1.9755 -1.9911 -2.0063 -2.0222
 -2.0390
