 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  i   
 -1.3115 -1.2999 -1.4862 -1.4931 -1.4124 -1.2826 -1.1236 -1.0167 -0.9209 -0.8194
 -0.7214 -0.6274 -0.5397 -0.4603 -0.3924 -0.2526 -0.2027 -0.2225 -0.2107
 -1.3025 -1.2284 -1.1696 -1.1403 -1.1414 -1.1172 -1.0447 -0.9531 -0.8619 -0.7722
 -0.6847 -0.6016 -0.5253 -0.4574 -0.3989 -0.2924 -0.2361 -0.2182 -0.2225 -0.2393
 -1.1688 -1.1020 -1.0371 -0.9800 -0.9362 -0.9185 -0.9128 -0.8794 -0.8157 -0.7384
 -0.6611 -0.5861 -0.5167 -0.4548 -0.4016 -0.3045 -0.2526 -0.2370 -0.2426 -0.2590
 -0.2825
 -1.0468 -0.9965 -0.9405 -0.8842 -0.8322 -0.7868 -0.7535 -0.7390 -0.7240 -0.6883
 -0.6335 -0.5710 -0.5093 -0.4531 -0.4043 -0.3149 -0.2663 -0.2522 -0.2591 -0.2758
 -0.2983 -0.3256
 -0.9250 -0.8933 -0.8525 -0.8059 -0.7581 -0.7124 -0.6703 -0.6335 -0.6081 -0.5890
 -0.5676 -0.5348 -0.4926 -0.4466 -0.4033 -0.3213 -0.2755 -0.2629 -0.2713 -0.2895
 -0.3122 -0.3387 -0.3688 -0.4028
 -0.8028 -0.7854 -0.7612 -0.7286 -0.6908 -0.6510 -0.6121 -0.5749 -0.5400 -0.5092
 -0.4854 -0.4660 -0.4444 -0.4187 -0.3903 -0.3219 -0.2792 -0.2677 -0.2777 -0.2991
 -0.3238 -0.3508 -0.3804 -0.4128 -0.4484 -0.4877 -0.5307 -0.5777 -0.6287 -0.6837
 -0.6835 -0.6754 -0.6638 -0.6446 -0.6196 -0.5900 -0.5580 -0.5256 -0.4939 -0.4628
 -0.4339 -0.4093 -0.3896 -0.3725 -0.3553 -0.3123 -0.2767 -0.2646 -0.2773 -0.3028
 -0.3314 -0.3608 -0.3914 -0.4236 -0.4577 -0.4930 -0.5311 -0.5737 -0.6221 -0.6763
 -0.7327
 -0.5701 -0.5674 -0.5630 -0.5539 -0.5400 -0.5220 -0.5001 -0.4755 -0.4498 -0.4236
 -0.3977 -0.3733 -0.3517 -0.3339 -0.3190 -0.2893 -0.2667 -0.2575 -0.2703 -0.2991
 -0.3329 -0.3666 -0.4000 -0.4336 -0.4680 -0.5034 -0.5395 -0.5781 -0.6209 -0.6694
 -0.7245
 -0.4656 -0.4654 -0.4640 -0.4602 -0.4542 -0.4452 -0.4335 -0.4187 -0.4013 -0.3819
 -0.3615 -0.3415 -0.3225 -0.3055 -0.2908 -0.2643 -0.2497 -0.2463 -0.2589 -0.2892
 -0.3275 -0.3667 -0.4047 -0.4416 -0.4780 -0.5142 -0.5510 -0.5888 -0.6293 -0.6727
 -0.7187
 -0.3732 -0.3734 -0.3725 -0.3706 -0.3679 -0.3644 -0.3599 -0.3535 -0.3454 -0.3345
 -0.3215 -0.3074 -0.2932 -0.2797 -0.2674 -0.2435 -0.2316 -0.2318 -0.2454 -0.2748
 -0.3149 -0.3587 -0.4020 -0.4437 -0.4837 -0.5224 -0.5606 -0.5986 -0.6371 -0.6770
 -0.7191
 -0.2950 -0.2919 -0.2894 -0.2873 -0.2856 -0.2844 -0.2835 -0.2828 -0.2816 -0.2790
 -0.2742 -0.2675 -0.2595 -0.2510 -0.2428 -0.2252 -0.2152 -0.2174 -0.2324 -0.2601
