 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.6060 -5.5406 -5.7402 -5.6695 -5.4759 -5.2208 -4.9421 -4.7511 -4.5808 -4.4050
 -4.2406 -4.0886 -3.9489 -3.8199 -3.6994 -3.4433 -3.1986 -2.9684 -2.8387
 -5.6003 -5.3752 -5.1946 -5.0735 -5.0054 -4.9046 -4.7398 -4.5577 -4.3879 -4.2274
 -4.0754 -3.9339 -3.8035 -3.6833 -3.5719 -3.3254 -3.1196 -2.9567 -2.8349 -2.7430
 -5.3912 -5.1691 -4.9708 -4.8028 -4.6677 -4.5778 -4.5067 -4.3953 -4.2512 -4.0995
 -3.9578 -3.8258 -3.7039 -3.5918 -3.4887 -3.2655 -3.0840 -2.9404 -2.8315 -2.7482
 -2.6822
 -5.2254 -5.0216 -4.8283 -4.6542 -4.5018 -4.3706 -4.2634 -4.1847 -4.1040 -3.9956
 -3.8702 -3.7469 -3.6327 -3.5273 -3.4304 -3.2227 -3.0581 -2.9303 -2.8321 -2.7563
 -2.6954 -2.6448
 -5.0839 -4.9014 -4.7223 -4.5531 -4.3997 -4.2631 -4.1419 -4.0352 -3.9491 -3.8707
 -3.7848 -3.6844 -3.5801 -3.4809 -3.3894 -3.1929 -3.0394 -2.9228 -2.8341 -2.7654
 -2.7097 -2.6628 -2.6225 -2.5875
 -4.9620 -4.7953 -4.6337 -4.4750 -4.3259 -4.1900 -4.0680 -3.9584 -3.8603 -3.7728
 -3.6938 -3.6164 -3.5327 -3.4450 -3.3591 -3.1721 -3.0258 -2.9162 -2.8348 -2.7732
 -2.7232 -2.6808 -2.6439 -2.6111 -2.5802 -2.5527 -2.5304 -2.5149 -2.5074 -2.5085
 -4.8599 -4.7028 -4.5534 -4.4081 -4.2664 -4.1341 -4.0131 -3.9040 -3.8065 -3.7178
 -3.6356 -3.5584 -3.4841 -3.4096 -3.3339 -3.1568 -3.0154 -2.9090 -2.8327 -2.7772
 -2.7335 -2.6965 -2.6641 -2.6350 -2.6083 -2.5825 -2.5594 -2.5415 -2.5307 -2.5284
 -2.5356
 -4.7777 -4.6252 -4.4819 -4.3459 -4.2142 -4.0873 -3.9688 -3.8607 -3.7637 -3.6764
 -3.5963 -3.5207 -3.4478 -3.3776 -3.3087 -3.1455 -3.0078 -2.9030 -2.8282 -2.7763
 -2.7383 -2.7075 -2.6807 -2.6563 -2.6338 -2.6124 -2.5909 -2.5719 -2.5582 -2.5524
 -2.5558
 -4.7154 -4.5636 -4.4220 -4.2859 -4.1632 -4.0438 -3.9295 -3.8228 -3.7260 -3.6391
 -3.5605 -3.4878 -3.4186 -3.3513 -3.2856 -3.1323 -3.0008 -2.8975 -2.8220 -2.7711
 -2.7367 -2.7116 -2.6911 -2.6728 -2.6555 -2.6387 -2.6226 -2.6073 -2.5950 -2.5859
 -2.5798
 -4.6731 -4.5191 -4.3761 -4.2429 -4.1189 -4.0032 -3.8946 -3.7910 -3.6947 -3.6074
 -3.5289 -3.4578 -3.3917 -3.3278 -3.2658 -3.1210 -2.9947 -2.8933 -2.8175 -2.7654
 -2.7315 -2.7096 -2.6945 -2.6825 -2.6715 -2.6606 -2.6496 -2.6385 -2.6279 -2.6186
 -2.6104
 -4.6468 -4.4880 -4.3417 -4.2065 -4.0817 -3.9662 -3.8595 -3.7602 -3.6662 -3.5788
 -3.4996 -3.4285 -3.3638 -3.3037 -3.2461 -3.1094 -2.9880 -2.8888 -2.8135 -2.7599
 -2.7249 -2.7035 -2.6914 -2.6846 -2.6799 -2.6755 -2.6707 -2.6652 -2.6591 -2.6532
 -2.6483
 -4.6197 -4.4509 -4.3004 -4.1653 -4.0426 -3.9300 -3.8254 -3.7275 -3.6360 -3.5510
 -3.4725 -3.4007 -3.3360 -3.2773 -3.2225 -3.0957 -2.9803 -2.8836 -2.8089
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.9767 -5.8853 -5.7498 -5.5030 -5.2266 -4.9659 -4.7460 -4.5611 -4.3929 -4.2346
 -4.0851 -3.9462 -3.8183 -3.7006 -3.5922 -3.3598 -3.1547 -2.9707 -2.8387
 -5.6505 -5.4399 -5.3204 -5.2456 -5.0723 -4.8394 -4.6169 -4.4284 -4.2636 -4.1104
 -3.9666 -3.8334 -3.7116 -3.6008 -3.4998 -3.2815 -3.0995 -2.9483 -2.8287 -2.7364
 -5.4727 -5.2355 -5.0380 -4.8894 -4.8073 -4.7082 -4.5300 -4.3392 -4.1729 -4.0250
 -3.8866 -3.7585 -3.6412 -3.5348 -3.4383 -3.2328 -3.0662 -2.9308 -2.8237 -2.7400
 -2.6734
 -5.3509 -5.1184 -4.9079 -4.7203 -4.5658 -4.4546 -4.3767 -4.2658 -4.1123 -3.9660
 -3.8321 -3.7086 -3.5953 -3.4922 -3.3988 -3.2013 -3.0442 -2.9197 -2.8224 -2.7461
 -2.6848 -2.6339
 -5.2584 -5.0376 -4.8298 -4.6412 -4.4737 -4.3249 -4.2000 -4.1022 -4.0215 -3.9170
 -3.7948 -3.6746 -3.5645 -3.4645 -3.3735 -3.1812 -3.0301 -2.9127 -2.8228 -2.7531
 -2.6971 -2.6501 -2.6099 -2.5756
 -5.1937 -4.9763 -4.7759 -4.5884 -4.4183 -4.2658 -4.1279 -4.0047 -3.9003 -3.8175
 -3.7381 -3.6446 -3.5433 -3.4455 -3.3565 -3.1682 -3.0207 -2.9075 -2.8228 -2.7591
 -2.7086 -2.6662 -2.6297 -2.5974 -2.5677 -2.5416 -2.5208 -2.5062 -2.4989 -2.5001
 -5.1396 -4.9285 -4.7357 -4.5523 -4.3821 -4.2282 -4.0896 -3.9639 -3.8500 -3.7498
 -3.6636 -3.5880 -3.5110 -3.4282 -3.3440 -3.1592 -3.0138 -2.9028 -2.8211 -2.7620
 -2.7172 -2.6803 -2.6483 -2.6197 -2.5939 -2.5691 -2.5472 -2.5306 -2.5212 -2.5202
 -2.5272
 -5.1015 -4.8923 -4.7059 -4.5270 -4.3586 -4.2033 -4.0635 -3.9375 -3.8236 -3.7201
 -3.6273 -3.5443 -3.4695 -3.3988 -3.3271 -3.1520 -3.0082 -2.8981 -2.8176 -2.7612
 -2.7212 -2.6900 -2.6634 -2.6398 -2.6180 -2.5958 -2.5750 -2.5580 -2.5468 -2.5429
 -2.5472
 -5.0852 -4.8705 -4.6834 -4.5084 -4.3424 -4.1869 -4.0450 -3.9172 -3.8025 -3.6991
 -3.6056 -3.5209 -3.4432 -3.3714 -3.3038 -3.1433 -3.0022 -2.8925 -2.8121 -2.7564
 -2.7194 -2.6934 -2.6729 -2.6551 -2.6386 -2.6228 -2.6079 -2.5952 -2.5849 -2.5768
 -2.5706
 -5.0951 -4.8662 -4.6735 -4.5007 -4.3369 -4.1823 -4.0382 -3.9071 -3.7898 -3.6847
 -3.5905 -3.5056 -3.4280 -3.3560 -3.2883 -3.1344 -2.9990 -2.8891 -2.8077 -2.7509
 -2.7143 -2.6912 -2.6759 -2.6642 -2.6538 -2.6437 -2.6339 -2.6241 -2.6148 -2.6070
 -2.6003
 -5.1249 -4.8800 -4.6780 -4.5020 -4.3386 -4.1849 -4.0404 -3.9060 -3.7843 -3.6756
 -3.5787 -3.4923 -3.4145 -3.3433 -3.2766 -3.1255 -2.9946 -2.8864 -2.8039 -2.7456
 -2.7076 -2.6850 -2.6726 -2.6659 -2.6617 -2.6580 -2.6543 -2.6499 -2.6452 -2.6406
 -2.6370
 -5.1690 -4.9119 -4.6967 -4.5113 -4.3462 -4.1930 -4.0488 -3.9133 -3.7876 -3.6736
 -3.5722 -3.4822 -3.4022 -3.3304 -3.2646 -3.1174 -2.9896 -2.8833 -2.8006
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -6.1785 -5.9815 -5.6618 -5.3392 -5.0361 -4.7778 -4.5790 -4.4064 -4.2470 -4.1001
 -3.9621 -3.8335 -3.7148 -3.6057 -3.5058 -3.2911 -3.1128 -2.9594 -2.8315
 -5.7278 -5.6329 -5.5194 -5.2576 -4.9729 -4.7104 -4.4931 -4.3157 -4.1569 -4.0122
 -3.8769 -3.7513 -3.6358 -3.5306 -3.4351 -3.2335 -3.0700 -2.9331 -2.8192 -2.7273
 -5.5468 -5.3151 -5.1827 -5.1131 -4.9249 -4.6778 -4.4489 -4.2591 -4.0990 -3.9561
 -3.8236 -3.7006 -3.5876 -3.4848 -3.3919 -3.1974 -3.0425 -2.9160 -2.8124 -2.7288
 -2.6615
 -5.4631 -5.2021 -4.9857 -4.8253 -4.7347 -4.6282 -4.4330 -4.2330 -4.0638 -3.9203
 -3.7903 -3.6698 -3.5589 -3.4578 -3.3665 -3.1759 -3.0260 -2.9057 -2.8094 -2.7325
 -2.6704 -2.6190
 -5.4157 -5.1518 -4.9174 -4.7151 -4.5476 -4.4204 -4.3330 -4.2137 -4.0504 -3.8986
 -3.7693 -3.6510 -3.5420 -3.4424 -3.3521 -3.1637 -3.0164 -2.9000 -2.8087 -2.7370
 -2.6799 -2.6326 -2.5924 -2.5572
 -5.3931 -5.1285 -4.8887 -4.6751 -4.4865 -4.3234 -4.1869 -4.0787 -3.9914 -3.8825
 -3.7571 -3.6396 -3.5319 -3.4337 -3.3443 -3.1570 -3.0109 -2.8967 -2.8085 -2.7411
