 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -3.1755 -3.1656 -3.3498 -3.3538 -3.2726 -3.1349 -2.9639 -2.8546 -2.7561 -2.6517
 -2.5520 -2.4575 -2.3696 -2.2890 -2.2179 -2.0697 -1.9744 -1.9197 -1.8876
 -3.1807 -3.0997 -3.0328 -2.9963 -2.9913 -2.9604 -2.8797 -2.7804 -2.6837 -2.5898
 -2.4988 -2.4126 -2.3328 -2.2606 -2.1960 -2.0668 -1.9791 -1.9256 -1.8952 -1.8790
 -3.0568 -2.9803 -2.9036 -2.8349 -2.7810 -2.7553 -2.7424 -2.7003 -2.6283 -2.5440
 -2.4614 -2.3820 -2.3081 -2.2410 -2.1812 -2.0622 -1.9823 -1.9348 -1.9087 -1.8950
 -1.8890
 -2.9443 -2.8834 -2.8137 -2.7431 -2.6777 -2.6209 -2.5785 -2.5562 -2.5331 -2.4885
 -2.4251 -2.3559 -2.2886 -2.2265 -2.1708 -2.0597 -1.9855 -1.9429 -1.9207 -1.9096
 -1.9050 -1.9049
 -2.8311 -2.7898 -2.7351 -2.6726 -2.6091 -2.5493 -2.4956 -2.4494 -2.4166 -2.3901
 -2.3598 -2.3171 -2.2656 -2.2119 -2.1610 -2.0572 -1.9872 -1.9484 -1.9301 -1.9224
 -1.9200 -1.9211 -1.9252 -1.9320
 -2.7161 -2.6910 -2.6545 -2.6061 -2.5512 -2.4949 -2.4416 -2.3929 -2.3492 -2.3113
 -2.2804 -2.2524 -2.2205 -2.1838 -2.1447 -2.0525 -1.9862 -1.9500 -1.9350 -1.9318
 -1.9328 -1.9363 -1.9420 -1.9493 -1.9576 -1.9679 -1.9816 -1.9995 -2.0225 -2.0509
 -2.6020 -2.5887 -2.5671 -2.5341 -2.4921 -2.4445 -2.3956 -2.3488 -2.3060 -2.2665
 -2.2305 -2.1984 -2.1699 -2.1424 -2.1137 -2.0419 -1.9817 -1.9458 -1.9341 -1.9358
 -1.9418 -1.9491 -1.9575 -1.9667 -1.9768 -1.9865 -1.9977 -2.0126 -2.0332 -2.0602
 -2.0923
 -2.4913 -2.4862 -2.4745 -2.4541 -2.4255 -2.3900 -2.3497 -2.3078 -2.2676 -2.2304
 -2.1960 -2.1640 -2.1341 -2.1070 -2.0816 -2.0228 -1.9728 -1.9392 -1.9280 -1.9332
 -1.9447 -1.9573 -1.9698 -1.9822 -1.9947 -2.0071 -2.0186 -2.0315 -2.0483 -2.0712
 -2.1014
