 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F150W2
 -1.6051 -1.6001 -1.5926 -1.5853 -1.5750 -1.5627 -1.5188 -1.5201 -1.5307 -1.5518
 -1.5831 -1.6063 -1.6524 -1.7005 -1.7497 -1.8766 -2.0110 -2.1459 -2.2761
 -1.6054 -1.6233 -1.6230 -1.6064 -1.5798 -1.5622 -1.5567 -1.5596 -1.5694 -1.5860
 -1.6121 -1.6479 -1.6903 -1.7357 -1.7827 -1.9044 -2.0309 -2.1604 -2.2890 -2.4150
 -1.6370 -1.6468 -1.6564 -1.6617 -1.6587 -1.6433 -1.6200 -1.6062 -1.6080 -1.6229
 -1.6457 -1.6765 -1.7162 -1.7608 -1.8073 -1.9266 -2.0493 -2.1755 -2.3018 -2.4256
 -2.5463
 -1.6640 -1.6701 -1.6790 -1.6887 -1.6963 -1.6991 -1.6953 -1.6845 -1.6725 -1.6716
 -1.6854 -1.7096 -1.7433 -1.7851 -1.8305 -1.9481 -2.0674 -2.1896 -2.3133 -2.4352
 -2.5539 -2.6695
 -1.7005 -1.7006 -1.7051 -1.7130 -1.7225 -1.7315 -1.7378 -1.7406 -1.7410 -1.7402
 -1.7436 -1.7573 -1.7805 -1.8136 -1.8542 -1.9685 -2.0852 -2.2033 -2.3237 -2.4438
 -2.5611 -2.6751 -2.7860 -2.8940
 -1.7476 -1.7412 -1.7395 -1.7424 -1.7494 -1.7590 -1.7690 -1.7777 -1.7851 -1.7924
 -1.8011 -1.8128 -1.8295 -1.8540 -1.8861 -1.9886 -2.1023 -2.2170 -2.3336 -2.4513
 -2.5675 -2.6807 -2.7905 -2.8973 -3.0018 -3.1043 -3.2050 -3.3039 -3.4012 -3.4970
 -1.8041 -1.7923 -1.7840 -1.7807 -1.7826 -1.7891 -1.7986 -1.8093 -1.8198 -1.8304
 -1.8421 -1.8568 -1.8748 -1.8966 -1.9236 -2.0122 -2.1190 -2.2304 -2.3433 -2.4582
 -2.5730 -2.6856 -2.7949 -2.9009 -3.0038 -3.1037 -3.2016 -3.2984 -3.3947 -3.4906
 -3.5841
 -1.8695 -1.8527 -1.8390 -1.8293 -1.8249 -1.8263 -1.8321 -1.8414 -1.8527 -1.8644
 -1.8770 -1.8916 -1.9097 -1.9316 -1.9574 -2.0379 -2.1363 -2.2433 -2.3530 -2.4646
 -2.5774 -2.6894 -2.7986 -2.9045 -3.0069 -3.1064 -3.2030 -3.2976 -3.3911 -3.4843
 -3.5777
 -1.9423 -1.9212 -1.9034 -1.8886 -1.8781 -1.8730 -1.8733 -1.8786 -1.8876 -1.8989
 -1.9113 -1.9252 -1.9415 -1.9614 -1.9857 -2.0623 -2.1545 -2.2569 -2.3638 -2.4727
 -2.5829 -2.6937 -2.8030 -2.9094 -3.0121 -3.1115 -3.2080 -3.3024 -3.3949 -3.4855
 -3.5745
 -2.0225 -1.9978 -1.9757 -1.9569 -1.9416 -1.9304 -1.9245 -1.9240 -1.9283 -1.9366
 -1.9474 -1.9601 -1.9745 -1.9915 -2.0121 -2.0830 -2.1704 -2.2683 -2.3722 -2.4787
 -2.5864 -2.6950 -2.8034 -2.9099 -3.0134 -3.1133 -3.2099 -3.3036 -3.3974 -3.4866
 -3.5726
 -2.1101 -2.0825 -2.0559 -2.0325 -2.0142 -1.9986 -1.9870 -1.9800 -1.9782 -1.9812
 -1.9882 -1.9982 -2.0104 -2.0247 -2.0417 -2.1024 -2.1857 -2.2790 -2.3797 -2.4841
 -2.5899 -2.6964 -2.8030 -2.9090 -3.0128 -3.1135 -3.2110 -3.3051 -3.3962 -3.4848
 -3.5715
 -2.2051 -2.1753 -2.1440 -2.1150 -2.0943 -2.0758 -2.0599 -2.0475 -2.0393 -2.0358
 -2.0369 -2.0421 -2.0507 -2.0619 -2.0745 -2.1205 -2.2004 -2.2890 -2.3863
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F150W2
 -1.5662 -1.5587 -1.5492 -1.5399 -1.5310 -1.5241 -1.5101 -1.5154 -1.5287 -1.5511
 -1.5828 -1.6167 -1.6610 -1.7077 -1.7558 -1.8797 -2.0092 -2.1409 -2.2722
 -1.6008 -1.5972 -1.5800 -1.5674 -1.5602 -1.5553 -1.5530 -1.5552 -1.5642 -1.5816
 -1.6085 -1.6450 -1.6880 -1.7341 -1.7817 -1.9038 -2.0293 -2.1576 -2.2859 -2.4119
 -1.6149 -1.6302 -1.6399 -1.6383 -1.6198 -1.5983 -1.5890 -1.5905 -1.5991 -1.6136
