 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.7734 -1.7711 -1.9532 -1.9652 -1.8983 -1.7783 -1.6246 -1.5274 -1.4412 -1.3497
 -1.2613 -1.1783 -1.1016 -1.0329 -0.9739 -0.8523 -0.8024 -0.8111 -0.8161
 -1.7798 -1.7156 -1.6638 -1.6395 -1.6444 -1.6249 -1.5589 -1.4748 -1.3919 -1.3113
 -1.2333 -1.1596 -1.0920 -1.0318 -0.9796 -0.8840 -0.8347 -0.8213 -0.8283 -0.8463
 -1.6647 -1.6064 -1.5468 -1.4938 -1.4538 -1.4399 -1.4380 -1.4097 -1.3527 -1.2831
 -1.2140 -1.1475 -1.0860 -1.0311 -0.9835 -0.8964 -0.8511 -0.8400 -0.8486 -0.8667
 -0.8906
 -1.5579 -1.5156 -1.4639 -1.4103 -1.3606 -1.3182 -1.2890 -1.2787 -1.2682 -1.2383
 -1.1901 -1.1348 -1.0803 -1.0304 -0.9869 -0.9068 -0.8645 -0.8550 -0.8651 -0.8840
 -0.9076 -0.9348
 -1.4476 -1.4251 -1.3889 -1.3441 -1.2972 -1.2528 -1.2134 -1.1807 -1.1601 -1.1460
 -1.1296 -1.1021 -1.0655 -1.0250 -0.9865 -0.9132 -0.8735 -0.8655 -0.8773 -0.8980
 -0.9223 -0.9495 -0.9792 -1.0115
 -1.3330 -1.3269 -1.3091 -1.2790 -1.2414 -1.2013 -1.1630 -1.1282 -1.0973 -1.0717
 -1.0530 -1.0381 -1.0209 -0.9992 -0.9746 -0.9141 -0.8773 -0.8703 -0.8838 -0.9078
 -0.9344 -0.9627 -0.9928 -1.0246 -1.0583 -1.0944 -1.1336 -1.1762 -1.2227 -1.2731
 -1.2168 -1.2228 -1.2202 -1.2058 -1.1819 -1.1514 -1.1182 -1.0859 -1.0564 -1.0293
 -1.0052 -0.9852 -0.9695 -0.9558 -0.9417 -0.9051 -0.8751 -0.8675 -0.8835 -0.9116
 -0.9423 -0.9733 -1.0050 -1.0376 -1.0712 -1.1049 -1.1404 -1.1797 -1.2244 -1.2747
 -1.3273
 -1.1019 -1.1164 -1.1240 -1.1225 -1.1125 -1.0949 -1.0714 -1.0449 -1.0188 -0.9944
 -0.9720 -0.9517 -0.9338 -0.9194 -0.9073 -0.8834 -0.8657 -0.8608 -0.8769 -0.9082
 -0.9441 -0.9796 -1.0144 -1.0489 -1.0837 -1.1188 -1.1537 -1.1902 -1.2304 -1.2760
 -1.3279
 -0.9909 -1.0112 -1.0251 -1.0316 -1.0331 -1.0275 -1.0159 -0.9990 -0.9792 -0.9588
 -0.9397 -0.9224 -0.9066 -0.8926 -0.8806 -0.8598 -0.8497 -0.8502 -0.8661 -0.8988
 -0.9391 -0.9801 -1.0196 -1.0578 -1.0951 -1.1318 -1.1686 -1.2057 -1.2449 -1.2865
 -1.3301
