 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F390M
 -9.5403 -9.1891 -9.2261 -8.8577 -8.7987 -8.5077 -7.7417 -7.3088 -6.9382 -6.5564
 -6.1771 -5.8095 -5.4554 -5.1104 -4.7725 -3.9432 -2.9959 -1.9722 -1.4778
 -9.1308 -8.5402 -8.1290 -7.8718 -7.7161 -7.5355 -7.2659 -6.9121 -6.5209 -6.1288
 -5.7331 -5.3482 -4.9815 -4.6317 -4.2936 -3.4657 -2.6413 -1.9479 -1.4530 -1.0902
 -8.6842 -8.0623 -7.5910 -7.2464 -6.9877 -6.8042 -6.6546 -6.4556 -6.1709 -5.8170
 -5.4201 -5.0139 -4.6289 -4.2699 -3.9339 -3.1587 -2.4280 -1.8031 -1.3542 -1.0289
 -0.7783
 -8.3996 -7.7703 -7.2613 -6.8703 -6.5622 -6.2946 -6.0584 -5.8677 -5.6831 -5.4478
 -5.1352 -4.7616 -4.3703 -4.0017 -3.6653 -2.9305 -2.2759 -1.7202 -1.2928 -0.9946
 -0.7673 -0.5834
 -8.2368 -7.6017 -7.0678 -6.6359 -6.2930 -6.0009 -5.7236 -5.4530 -5.2129 -4.9940
 -4.7711 -4.5014 -4.1798 -3.8311 -3.4938 -2.7807 -2.1797 -1.6648 -1.2627 -0.9819
 -0.7711 -0.6023 -0.4604 -0.3375
 -8.1721 -7.5350 -6.9806 -6.5127 -6.1301 -5.8137 -5.5289 -5.2457 -4.9599 -4.6854
 -4.4373 -4.2045 -3.9583 -3.6852 -3.3932 -2.7010 -2.1314 -1.6451 -1.2588 -0.9859
 -0.7854 -0.6279 -0.4970 -0.3839 -0.2822 -0.1906 -0.1089 -0.0369  0.0256  0.0790
 -8.1880 -7.5541 -6.9854 -6.4888 -6.0642 -5.7118 -5.4086 -5.1276 -4.8438 -4.5532
 -4.2695 -4.0062 -3.7636 -3.5285 -3.2868 -2.6696 -2.1199 -1.6527 -1.2761 -1.0028
 -0.8062 -0.6566 -0.5348 -0.4308 -0.3395 -0.2578 -0.1848 -0.1201 -0.0634 -0.0149
  0.0238
 -8.2672 -7.6405 -7.0677 -6.5540 -6.0949 -5.6974 -5.3587 -5.0635 -4.7850 -4.5032
 -4.2154 -3.9331 -3.6680 -3.4248 -3.1967 -2.6451 -2.1271 -1.6798 -1.3087 -1.0301
 -0.8310 -0.6851 -0.5706 -0.4748 -0.3922 -0.3190 -0.2524 -0.1932 -0.1425 -0.1013
 -0.0701
 -8.3922 -7.7759 -7.2072 -6.6873 -6.2051 -5.7729 -5.3923 -5.0600 -4.7652 -4.4874
 -4.2091 -3.9269 -3.6507 -3.3912 -3.1521 -2.6199 -2.1330 -1.7037 -1.3446 -1.0620
 -0.8567 -0.7098 -0.6001 -0.5124 -0.4382 -0.3735 -0.3166 -0.2660 -0.2219 -0.1841
 -0.1519
 -8.5457 -7.9419 -7.3822 -6.8628 -6.3803 -5.9316 -5.5176 -5.1476 -4.8157 -4.5180
 -4.2398 -3.9656 -3.6907 -3.4270 -3.1780 -2.6209 -2.1487 -1.7327 -1.3830 -1.1007
 -0.8879 -0.7352 -0.6256 -0.5432 -0.4769 -0.4208 -0.3724 -0.3298 -0.2923 -0.2597
 -0.2301
 -8.7080 -8.1279 -7.5838 -7.0726 -6.5916 -6.1385 -5.7110 -5.3107 -4.9466 -4.6132
 -4.3117 -4.0313 -3.7594 -3.4915 -3.2310 -2.6515 -2.1729 -1.7634 -1.4181 -1.1373
 -0.9196 -0.7599 -0.6461 -0.5647 -0.5042 -0.4565 -0.4169 -0.3830 -0.3535 -0.3282
 -0.3069
 -8.8556 -8.3504 -7.8450 -7.3462 -6.8607 -6.3939 -5.9501 -5.5324 -5.1420 -4.7799
 -4.4463 -4.1404 -3.8559 -3.5841 -3.3203 -2.7128 -2.2108 -1.7983 -1.4549
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F390M
-10.0071 -9.6801 -9.3591 -8.9631 -8.5395 -8.0146 -7.4339 -6.9782 -6.6077 -6.2661
 -5.9329 -5.6107 -5.3006 -4.9993 -4.7040 -3.9774 -3.1916 -2.3485 -1.7228
 -9.1350 -8.6051 -8.3305 -8.1751 -7.9450 -7.6250 -7.1876 -6.7000 -6.2896 -5.9207
 -5.5629 -5.2187 -4.8914 -4.5801 -4.2807 -3.5633 -2.8514 -2.1607 -1.6018 -1.1969
 -8.6815 -8.0610 -7.6406 -7.3800 -7.2455 -7.1103 -6.8657 -6.4984 -6.0677 -5.6719
 -5.2901 -4.9239 -4.5790 -4.2565 -3.9533 -3.2576 -2.6120 -2.0025 -1.4957 -1.1263
 -0.8501
 -8.4496 -7.7757 -7.2772 -6.9156 -6.6589 -6.4815 -6.3470 -6.1663 -5.8694 -5.4998
 -5.1157 -4.7328 -4.3710 -4.0361 -3.7268 -3.0441 -2.4468 -1.8996 -1.4321 -1.0867
 -0.8315 -0.6305
 -8.3791 -7.6615 -7.0950 -6.6720 -6.3552 -6.0949 -5.8646 -5.6688 -5.4958 -5.2708
 -4.9736 -4.6267 -4.2641 -3.9167 -3.5976 -2.9144 -2.3460 -1.8418 -1.4036 -1.0722
 -0.8304 -0.6433 -0.4901 -0.3561
 -8.4572 -7.6876 -7.0583 -6.5626 -6.1843 -5.8858 -5.6214 -5.3652 -5.1253 -4.9169
 -4.7153 -4.4788 -4.1931 -3.8742 -3.5518 -2.8546 -2.2978 -1.8198 -1.4026 -1.0779
 -0.8427 -0.6649 -0.5220 -0.4015 -0.2964 -0.2034 -0.1201 -0.0444  0.0240  0.0810
 -8.6289 -7.8299 -7.1485 -6.5820 -6.1327 -5.7807 -5.4912 -5.2256 -4.9618 -4.7040
 -4.4651 -4.2501 -4.0359 -3.7987 -3.5340 -2.8508 -2.2909 -1.8250 -1.4219 -1.0991
 -0.8646 -0.6920 -0.5570 -0.4452 -0.3489 -0.2633 -0.1873 -0.1205 -0.0628 -0.0136
  0.0276
 -8.8642 -8.0621 -7.3481 -6.7213 -6.1984 -5.7780 -5.4419 -5.1575 -4.8930 -4.6292
 -4.3658 -4.1143 -3.8841 -3.6697 -3.4544 -2.8742 -2.3147 -1.8503 -1.4550 -1.1323
 -0.8939 -0.7218 -0.5921 -0.4878 -0.3996 -0.3212 -0.2517 -0.1914 -0.1405 -0.0989
 -0.0666
 -9.1289 -8.3393 -7.6175 -6.9546 -6.3710 -5.8781 -5.4772 -5.1499 -4.8682 -4.6051
 -4.3430 -4.0797 -3.8250 -3.5884 -3.3703 -2.8583 -2.3480 -1.8850 -1.4929 -1.1702
 -0.9258 -0.7506 -0.6233 -0.5252 -0.4447 -0.3759 -0.3163 -0.2645 -0.2196 -0.1811
 -0.1483
 -9.3868 -8.6205 -7.9138 -7.2637 -6.6439 -6.0936 -5.6212 -5.2294 -4.9047 -4.6228
 -4.3610 -4.1020 -3.8423 -3.5896 -3.3528 -2.8392 -2.3729 -1.9290 -1.5399 -1.2171
 -0.9658 -0.7829 -0.6530 -0.5581 -0.4841 -0.4231 -0.3714 -0.3268 -0.2884 -0.2554
 -0.2257
 -9.6059 -8.8975 -8.2280 -7.5966 -6.9667 -6.3896 -5.8672 -5.4100 -5.0215 -4.6944
 -4.4104 -4.1486 -3.8933 -3.6390 -3.3912 -2.8449 -2.3880 -1.9673 -1.5858 -1.2642
 -1.0080 -0.8162 -0.6797 -0.5835 -0.5136 -0.4598 -0.4162 -0.3798 -0.3490 -0.3233
 -0.3019
 -9.7859 -9.1702 -8.5601 -7.9404 -7.3262 -6.7339 -6.1814 -5.6818 -5.2368 -4.8478
 -4.5166 -4.2284 -3.9652 -3.7131 -3.4653 -2.8902 -2.4130 -2.0017 -1.6305
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F390M
-10.4177 -9.9382 -9.4128 -8.9142 -8.2423 -7.5572 -7.0431 -6.6652 -6.3351 -6.0353
 -5.7488 -5.4719 -5.2051 -4.9463 -4.6926 -4.0660 -3.4141 -2.7170 -2.0478
 -9.2042 -8.9057 -8.6758 -8.3509 -7.9758 -7.4406 -6.8508 -6.4032 -6.0359 -5.7108
 -5.4017 -5.1066 -4.8256 -4.5572 -4.2983 -3.6786 -3.0685 -2.4522 -1.8658 -1.3874
 -8.6787 -8.1118 -7.8396 -7.7236 -7.5294 -7.2283 -6.7703 -6.2569 -5.8398 -5.4856
 -5.1560 -4.8436 -4.5490 -4.2713 -4.0076 -3.3944 -2.8187 -2.2641 -1.7426 -1.3045
 -0.9779
 -8.4825 -7.7842 -7.3226 -7.0544 -6.9310 -6.8182 -6.5829 -6.2014 -5.7468 -5.3557
 -5.0083 -4.6805 -4.3724 -4.0842 -3.8139 -3.2012 -2.6490 -2.1382 -1.6647 -1.2563
 -0.9481 -0.7159
 -8.4924 -7.6952 -7.1154 -6.7121 -6.4429 -6.2642 -6.1449 -5.9815 -5.6898 -5.3062
 -4.9453 -4.6063 -4.2858 -3.9858 -3.7063 -3.0847 -2.5444 -2.0619 -1.6221 -1.2363
 -0.9393 -0.7189 -0.5460 -0.4029
 -8.6705 -7.7882 -7.0941 -6.5843 -6.2153 -5.9422 -5.7279 -5.5493 -5.3963 -5.1951
 -4.9075 -4.5933 -4.2723 -3.9622 -3.6714 -3.0312 -2.4914 -2.0244 -1.6071 -1.2388
 -0.9482 -0.7343 -0.5704 -0.4369 -0.3235 -0.2246 -0.1358 -0.0536  0.0218  0.0820
