 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = BX   
 -2.1997 -2.1021 -2.0167 -1.9390 -1.8668 -1.7993 -1.7366 -1.6786 -1.6254 -1.5806
 -1.5555
 -6.2188 -5.9208 -5.6543 -5.4081 -5.1760 -4.9562 -4.7484 -4.5526 -4.3692 -4.1973
 -4.0351 -3.8821 -3.7378 -3.5982 -3.4597 -3.1273 -2.8550 -2.6434 -2.4691 -2.3260
 -2.2129 -2.1218 -2.0440 -1.9738 -1.9085 -1.8468 -1.7889 -1.7348 -1.6845 -1.6411
 -1.6075
 -6.1114 -5.8384 -5.5940 -5.3679 -5.1521 -4.9429 -4.7404 -4.5459 -4.3607 -4.1853
 -4.0196 -3.8629 -3.7147 -3.5738 -3.4388 -3.1264 -2.8580 -2.6449 -2.4737 -2.3330
 -2.2219 -2.1352 -2.0642 -2.0019 -1.9443 -1.8898 -1.8381 -1.7889 -1.7430 -1.7013
 -1.6662
 -6.0115 -5.7580 -5.5300 -5.3202 -5.1207 -4.9262 -4.7344 -4.5461 -4.3634 -4.1880
 -4.0207 -3.8621 -3.7115 -3.5686 -3.4330 -3.1278 -2.8673 -2.6531 -2.4820 -2.3424
 -2.2311 -2.1456 -2.0789 -2.0234 -1.9739 -1.9274 -1.8832 -1.8406 -1.8001 -1.7622
 -1.7272
 -5.9145 -5.6770 -5.4600 -5.2619 -5.0755 -4.8957 -4.7177 -4.5405 -4.3652 -4.1937
 -4.0278 -3.8688 -3.7172 -3.5730 -3.4362 -3.1306 -2.8750 -2.6625 -2.4903 -2.3512
 -2.2396 -2.1534 -2.0880 -2.0370 -1.9944 -1.9561 -1.9202 -1.8854 -1.8518 -1.8197
 -1.7896
 -5.8195 -5.5940 -5.3867 -5.1957 -5.0179 -4.8488 -4.6841 -4.5204 -4.3568 -4.1940
 -4.0335 -3.8772 -3.7272 -3.5816 -3.4484 -3.1348 -2.8811 -2.6731 -2.4986
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = BX   
 -7.5961 -7.2377 -6.9391 -6.6867 -6.4660 -6.2595 -6.0512 -5.8316 -5.6046 -5.3693
 -5.1230 -4.8711 -4.6250 -4.3991 -4.1926 -3.7368 -3.3296 -2.9661 -2.6428
 -7.2044 -6.8203 -6.4957 -6.2270 -6.0019 -5.8042 -5.6170 -5.4274 -5.2332 -5.0311
 -4.8158 -4.5873 -4.3568 -4.1412 -3.9455 -3.5268 -3.1702 -2.8516 -2.5750 -2.3494
 -6.8128 -6.4322 -6.1428 -5.8938 -5.6677 -5.4680 -5.2877 -5.1147 -4.9420 -4.7651
 -4.5786 -4.3771 -4.1644 -3.9581 -3.7697 -3.3753 -3.0537 -2.7742 -2.5297 -2.3262
 -2.1606
 -6.6486 -6.2135 -5.8659 -5.5946 -5.3896 -5.2315 -5.0725 -4.9031 -4.7337 -4.5663
 -4.3973 -4.2208 -4.0302 -3.8349 -3.6523 -3.2726 -2.9736 -2.7211 -2.5016 -2.3160
 -2.1636 -2.0356
 -6.6044 -6.1525 -5.7808 -5.4782 -5.2314 -5.0337 -4.8772 -4.7436 -4.6095 -4.4486
 -4.2777 -4.1082 -3.9363 -3.7558 -3.5789 -3.2073 -2.9216 -2.6870 -2.4861 -2.3149
 -2.1733 -2.0546 -1.9512 -1.8589
 -6.6119 -6.1549 -5.7743 -5.4579 -5.1933 -4.9705 -4.7806 -4.6160 -4.4722 -4.3451
 -4.2076 -4.0464 -3.8767 -3.7065 -3.5372 -3.1696 -2.8901 -2.6667 -2.4789 -2.3193
 -2.1868 -2.0762 -1.9803 -1.8943 -1.8157 -1.7441 -1.6776 -1.6145 -1.5579 -1.5230
 -6.6367 -6.1843 -5.8019 -5.4794 -5.2045 -4.9668 -4.7591 -4.5756 -4.4104 -4.2589
 -4.1196 -3.9870 -3.8433 -3.6835 -3.5186 -3.1521 -2.8734 -2.6558 -2.4765 -2.3257
 -2.2008 -2.0975 -2.0090 -1.9299 -1.8572 -1.7897 -1.7275 -1.6701 -1.6170 -1.5717
 -1.5467
 -6.6543 -6.2174 -5.8420 -5.5195 -5.2396 -4.9933 -4.7739 -4.5763 -4.3969 -4.2319
 -4.0773 -3.9319 -3.7959 -3.6598 -3.5138 -3.1516 -2.8678 -2.6518 -2.4773 -2.3325
 -2.2131 -2.1161 -2.0346 -1.9627 -1.8968 -1.8353 -1.7781 -1.7246 -1.6749 -1.6319
 -1.5980
 -6.6448 -6.2330 -5.8737 -5.5593 -5.2810 -5.0313 -4.8047 -4.5977 -4.4076 -4.2319
 -4.0678 -3.9132 -3.7674 -3.6296 -3.4954 -3.1616 -2.8705 -2.6510 -2.4787 -2.3374
 -2.2218 -2.1292 -2.0540 -1.9895 -1.9311 -1.8766 -1.8254 -1.7771 -1.7321 -1.6920
 -1.6567
 -6.6192 -6.2370 -5.8974 -5.5959 -5.3251 -5.0774 -4.8484 -4.6359 -4.4384 -4.2546
 -4.0829 -3.9215 -3.7690 -3.6246 -3.4875 -3.1711 -2.8878 -2.6593 -2.4848 -2.3447
 -2.2306 -2.1398 -2.0686 -2.0104 -1.9597 -1.9129 -1.8691 -1.8273 -1.7877 -1.7510
 -1.7172
 -6.5769 -6.2214 -5.9024 -5.6165 -5.3569 -5.1169 -4.8914 -4.6784 -4.4773 -4.2883
 -4.1108 -3.9440 -3.7864 -3.6368 -3.4954 -3.1774 -2.9040 -2.6741 -2.4936 -2.3523
 -2.2385 -2.1479 -2.0781 -2.0240 -1.9798 -1.9409 -1.9051 -1.8709 -1.8382 -1.8071
 -1.7783
 -6.5242 -6.1914 -5.8908 -5.6191 -5.3712 -5.1408 -4.9234 -4.7155 -4.5162 -4.3258
 -4.1451 -3.9744 -3.8108 -3.6574 -3.5191 -3.1805 -2.9191 -2.6954 -2.5051
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value = BX   
 -7.9434 -7.6696 -7.4109 -7.1565 -6.8960 -6.6110 -6.2842 -5.9217 -5.5875 -5.2852
 -5.0059 -4.7445 -4.5016 -4.2830 -4.0868 -3.6692 -3.3107 -2.9820 -2.6827
 -7.5080 -7.1952 -6.9093 -6.6428 -6.3865 -6.1272 -5.8451 -5.5498 -5.2712 -5.0110
 -4.7618 -4.5197 -4.2891 -4.0773 -3.8866 -3.4878 -3.1600 -2.8714 -2.6113 -2.3837
 -7.2025 -6.8536 -6.5386 -6.2552 -5.9975 -5.7559 -5.5136 -5.2656 -5.0279 -4.8020
 -4.5821 -4.3626 -4.1449 -3.9392 -3.7521 -3.3641 -3.0558 -2.7934 -2.5611 -2.3560
 -2.1820
 -6.9161 -6.5466 -6.2435 -5.9702 -5.7139 -5.4790 -5.2598 -5.0451 -4.8375 -4.6387
 -4.4447 -4.2492 -4.0489 -3.8512 -3.6668 -3.2837 -2.9866 -2.7410 -2.5282 -2.3409
 -2.1802 -2.0448
 -6.8080 -6.3621 -5.9919 -5.6901 -5.4502 -5.2585 -5.0772 -4.8887 -4.6996 -4.5165
 -4.3391 -4.1633 -3.9827 -3.7970 -3.6166 -3.2345 -2.9425 -2.7074 -2.5080 -2.3345
 -2.1851 -2.0588 -1.9507 -1.8555
 -6.8212 -6.3281 -5.9133 -5.5716 -5.2943 -5.0691 -4.8848 -4.7316 -4.5945 -4.4419
 -4.2736 -4.1034 -3.9351 -3.7638 -3.5903 -3.2078 -2.9161 -2.6870 -2.4966 -2.3338
 -2.1941 -2.0759 -1.9751 -1.8865 -1.8067 -1.7339 -1.6673 -1.6047 -1.5484 -1.5131
 -6.9099 -6.3809 -5.9347 -5.5648 -5.2604 -5.0092 -4.8001 -4.6228 -4.4699 -4.3371
 -4.2122 -4.0706 -3.9101 -3.7446 -3.5795 -3.1978 -2.9028 -2.6757 -2.4912 -2.3362
 -2.2045 -2.0936 -1.9998 -1.9180 -1.8442 -1.7767 -1.7151 -1.6583 -1.6055 -1.5600
 -1.5343
 -7.0428 -6.4867 -6.0138 -5.6197 -5.2932 -5.0214 -4.7923 -4.5965 -4.4254 -4.2728
 -4.1336 -4.0055 -3.8783 -3.7357 -3.5797 -3.2014 -2.8998 -2.6712 -2.4897 -2.3399
 -2.2145 -2.1098 -2.0225 -1.9475 -1.8805 -1.8189 -1.7623 -1.7100 -1.6623 -1.6191
 -1.5845
 -7.1720 -6.6087 -6.1203 -5.7081 -5.3631 -5.0734 -4.8264 -4.6127 -4.4251 -4.2574
 -4.1043 -3.9618 -3.8282 -3.7004 -3.5689 -3.2136 -2.9037 -2.6701 -2.4891 -2.3425
 -2.2215 -2.1218 -2.0402 -1.9719 -1.9120 -1.8573 -1.8068 -1.7598 -1.7164 -1.6776
 -1.6432
 -7.2728 -6.7283 -6.2404 -5.8212 -5.4632 -5.1579 -4.8950 -4.6652 -4.4616 -4.2788
 -4.1125 -3.9588 -3.8147 -3.6787 -3.5489 -3.2301 -2.9226 -2.6787 -2.4944 -2.3483
 -2.2294 -2.1326 -2.0548 -1.9920 -1.9389 -1.8916 -1.8482 -1.8075 -1.7696 -1.7347
 -1.7033
 -7.3209 -6.8109 -6.3435 -5.9315 -5.5710 -5.2574 -4.9827 -4.7394 -4.5216 -4.3250
 -4.1457 -3.9806 -3.8271 -3.6830 -3.5466 -3.2352 -2.9474 -2.6961 -2.5037 -2.3555
 -2.2367 -2.1410 -2.0651 -2.0059 -1.9585 -1.9184 -1.8826 -1.8492 -1.8179 -1.7885
 -1.7616
 -7.3217 -6.8499 -6.4146 -6.0210 -5.6694 -5.3567 -5.0771 -4.8251 -4.5966 -4.3883
 -4.1975 -4.0218 -3.8589 -3.7068 -3.5620 -3.2289 -2.9781 -2.7223 -2.5170
 [Fe/H] = -0.75 [alpha/Fe] = 0.00 BC value = BX   
 -8.1633 -7.9357 -7.7108 -7.4764 -7.2191 -6.9077 -6.5123 -6.0443 -5.6226 -5.2693
 -4.9674 -4.7009 -4.4613 -4.2456 -4.0527 -3.6459 -3.3042 -2.9935 -2.7047
 -7.6981 -7.4387 -7.1905 -6.9448 -6.6901 -6.4074 -6.0661 -5.6877 -5.3366 -5.0291
 -4.7552 -4.5050 -4.2745 -4.0646 -3.8755 -3.4820 -3.1625 -2.8825 -2.6319 -2.4064
 -7.3624 -7.0657 -6.7895 -6.5276 -6.2735 -6.0150 -5.7284 -5.4172 -5.1199 -4.8499
 -4.6030 -4.3710 -4.1509 -3.9458 -3.7591 -3.3716 -3.0658 -2.8075 -2.5795 -2.3759
 -2.1985
 -7.1148 -6.7963 -6.4965 -6.2164 -5.9549 -5.7071 -5.4599 -5.1997 -4.9454 -4.7085
 -4.4875 -4.2761 -4.0698 -3.8713 -3.6866 -3.3006 -3.0017 -2.7562 -2.5445 -2.3576
 -2.1938 -2.0540
 -6.9696 -6.5718 -6.2084 -5.9398 -5.7035 -5.4745 -5.2495 -5.0249 -4.8036 -4.5934
 -4.3950 -4.2039 -4.0145 -3.8260 -3.6446 -3.2577 -2.9608 -2.7231 -2.5224 -2.3480
 -2.1958 -2.0651 -1.9532 -1.8556
 -6.9317 -6.4477 -6.0489 -5.7189 -5.4479 -5.2260 -5.0434 -4.8747 -4.6956 -4.5085
 -4.3246 -4.1474 -3.9736 -3.7984 -3.6234 -3.2352 -2.9364 -2.7026 -2.5094 -2.3444
 -2.2019 -2.0794 -1.9748 -1.8838 -1.8026 -1.7293 -1.6619 -1.5988 -1.5428 -1.5072
 -6.9988 -6.4766 -6.0302 -5.6563 -5.3477 -5.0933 -4.8818 -4.7033 -4.5517 -4.4162
 -4.2735 -4.1133 -3.9465 -3.7810 -3.6152 -3.2280 -2.9244 -2.6911 -2.5027 -2.3445
 -2.2098 -2.0947 -1.9969 -1.9125 -1.8375 -1.7695 -1.7077 -1.6511 -1.5982 -1.5529
 -1.5266
 -7.1563 -6.5864 -6.0974 -5.6874 -5.3474 -5.0664 -4.8327 -4.6353 -4.4651 -4.3156
 -4.1823 -4.0578 -3.9245 -3.7736 -3.6149 -3.2335 -2.9229 -2.6867 -2.5005 -2.3468
 -2.2180 -2.1092 -2.0178 -1.9399 -1.8713 -1.8094 -1.7528 -1.7011 -1.6538 -1.6109
 -1.5760
 -7.3482 -6.7434 -6.2191 -5.7757 -5.4068 -5.1010 -4.8454 -4.6288 -4.4424 -4.2784
 -4.1306 -3.9946 -3.8677 -3.7432 -3.6094 -3.2461 -2.9283 -2.6864 -2.4996 -2.3486
 -2.2239 -2.1202 -2.0343 -1.9627 -1.9010 -1.8458 -1.7954 -1.7489 -1.7062 -1.6678
 -1.6342
 -7.5311 -6.9254 -6.3796 -5.9118 -5.5168 -5.1865 -4.9089 -4.6722 -4.4674 -4.2872
 -4.1257 -3.9780 -3.8401 -3.7100 -3.5852 -3.2648 -2.9477 -2.6960 -2.5051 -2.3542
 -2.2313 -2.1306 -2.0486 -1.9821 -1.9268 -1.8785 -1.8351 -1.7949 -1.7577 -1.7237
 -1.6933
 -7.6553 -7.0733 -6.5393 -6.0628 -5.6530 -5.3033 -5.0056 -4.7495 -4.5263 -4.3291
 -4.1523 -3.9917 -3.8434 -3.7048 -3.5735 -3.2695 -2.9749 -2.7142 -2.5153 -2.3615
 -2.2386 -2.1391 -2.0593 -1.9962 -1.9461 -1.9045 -1.8682 -1.8351 -1.8044 -1.7760
 -1.7502
 -7.7144 -7.1718 -6.6639 -6.2011 -5.7919 -5.4339 -5.1225 -4.8503 -4.6104 -4.3969
 -4.2049 -4.0306 -3.8708 -3.7227 -3.5743 -3.2602 -3.0099 -2.7410 -2.5302
 [Fe/H] = -0.50 [alpha/Fe] = 0.00 BC value = BX   
 -8.3898 -8.2033 -8.0143 -7.8091 -7.5744 -7.2568 -6.8023 -6.2208 -5.6920 -5.2759
 -4.9492 -4.6752 -4.4364 -4.2239 -4.0337 -3.6340 -3.3040 -3.0065 -2.7298
 -7.9011 -7.6895 -7.4818 -7.2679 -7.0318 -6.7433 -6.3542 -5.8825 -5.4381 -5.0686
 -4.7647 -4.5048 -4.2737 -4.0657 -3.8781 -3.4873 -3.1726 -2.9001 -2.6545 -2.4320
 -7.5267 -7.2852 -7.0536 -6.8258 -6.5914 -6.3309 -6.0082 -5.6244 -5.2487 -4.9190
 -4.6373 -4.3906 -4.1675 -3.9633 -3.7773 -3.3893 -3.0835 -2.8267 -2.6008 -2.3986
 -2.2192
 -7.2736 -6.9922 -6.7296 -6.4803 -6.2379 -5.9928 -5.7228 -5.4094 -5.0919 -4.8007
 -4.5427 -4.3116 -4.0982 -3.8992 -3.7148 -3.3262 -3.0241 -2.7769 -2.5643 -2.3770
 -2.2112 -2.0670
 -7.0687 -6.7509 -6.4774 -6.2195 -5.9686 -5.7247 -5.4828 -5.2228 -4.9543 -4.6991
 -4.4659 -4.2524 -4.0518 -3.8602 -3.6788 -3.2882 -2.9857 -2.7441 -2.5406 -2.3643
 -2.2097 -2.0749 -1.9587 -1.8578
 -7.0016 -6.5815 -6.2288 -5.9369 -5.6937 -5.4816 -5.2763 -5.0605 -4.8333 -4.6098
 -4.3995 -4.2036 -4.0175 -3.8367 -3.6605 -3.2686 -2.9627 -2.7234 -2.5262 -2.3580
 -2.2125 -2.0861 -1.9770 -1.8826 -1.7994 -1.7253 -1.6570 -1.5924 -1.5366 -1.5010
 -7.0572 -6.5680 -6.1463 -5.7906 -5.4946 -5.2470 -5.0382 -4.8587 -4.6935 -4.5246
 -4.3454 -4.1651 -3.9907 -3.8213 -3.6535 -3.2633 -2.9518 -2.7116 -2.5184 -2.3561
 -2.2178 -2.0986 -1.9963 -1.9083 -1.8312 -1.7621 -1.7002 -1.6432 -1.5899 -1.5449
 -1.5185
 -7.2065 -6.6570 -6.1802 -5.7748 -5.4363 -5.1549 -4.9193 -4.7188 -4.5449 -4.3931
 -4.2570 -4.1211 -3.9716 -3.8126 -3.6530 -3.2697 -2.9514 -2.7074 -2.5153 -2.3570
 -2.2240 -2.1110 -2.0149 -1.9331 -1.8622 -1.7992 -1.7425 -1.6909 -1.6433 -1.6013
 -1.5665
 -7.4297 -6.8216 -6.2935 -5.8429 -5.4655 -5.1518 -4.8909 -4.6713 -4.4833 -4.3190
 -4.1728 -4.0406 -3.9168 -3.7899 -3.6503 -3.2827 -2.9582 -2.7077 -2.5142 -2.3581
 -2.2287 -2.1205 -2.0299 -1.9540 -1.8896 -1.8331 -1.7825 -1.7364 -1.6945 -1.6568
 -1.6238
 -7.6858 -7.0488 -6.4759 -5.9834 -5.5675 -5.2210 -4.9327 -4.6906 -4.4844 -4.3057
 -4.1474 -4.0042 -3.8718 -3.7473 -3.6263 -3.3025 -2.9786 -2.7187 -2.5203 -2.3636
 -2.2358 -2.1304 -2.0437 -1.9727 -1.9140 -1.8641 -1.8201 -1.7802 -1.7437 -1.7107
 -1.6814
 -7.9004 -7.2672 -6.6862 -6.1643 -5.7179 -5.3408 -5.0245 -4.7581 -4.5307 -4.3338
 -4.1603 -4.0046 -3.8621 -3.7292 -3.6036 -3.3075 -3.0070 -2.7382 -2.5316 -2.3714
 -2.2432 -2.1389 -2.0546 -1.9870 -1.9330 -1.8890 -1.8518 -1.8187 -1.7886 -1.7611
 -1.7365
 -8.0389 -7.4350 -6.8685 -6.3515 -5.8902 -5.4928 -5.1531 -4.8633 -4.6141 -4.3974
 -4.2062 -4.0354 -3.8805 -3.7379 -3.5822 -3.2977 -3.0434 -2.7662 -2.5481
 [Fe/H] = -0.25 [alpha/Fe] = 0.00 BC value = BX   
 -8.6185 -8.4644 -8.3065 -8.1305 -7.9274 -7.6187 -7.1225 -6.4399 -5.7995 -5.3107
 -4.9474 -4.6598 -4.4177 -4.2062 -4.0171 -3.6230 -3.3021 -3.0170 -2.7523
 -8.1083 -7.9350 -7.7636 -7.5832 -7.3741 -7.0972 -6.6830 -6.1256 -5.5762 -5.1313
 -4.7882 -4.5121 -4.2767 -4.0688 -3.8820 -3.4928 -3.1820 -2.9151 -2.6755 -2.4573
 -7.6990 -7.5026 -7.3125 -7.1219 -6.9172 -6.6708 -6.3313 -5.8809 -5.4137 -5.0091
 -4.6829 -4.4157 -4.1858 -3.9808 -3.7951 -3.4061 -3.1002 -2.8450 -2.6214 -2.4215
 -2.2424
 -7.4004 -7.1717 -6.9550 -6.7455 -6.5347 -6.3070 -6.0290 -5.6675 -5.2757 -4.9144
 -4.6082 -4.3509 -4.1272 -3.9257 -3.7412 -3.3504 -3.0453 -2.7971 -2.5842 -2.3971
 -2.2310 -2.0841
 -7.2102 -6.9427 -6.6933 -6.4579 -6.2303 -6.0033 -5.7616 -5.4713 -5.1459 -4.8298
 -4.5484 -4.3045 -4.0888 -3.8924 -3.7101 -3.3169 -3.0095 -2.7649 -2.5596 -2.3819
 -2.2261 -2.0886 -1.9682 -1.8629
 -7.0728 -6.7257 -6.4428 -6.2043 -5.9820 -5.7587 -5.5313 -5.2886 -5.0193 -4.7470
 -4.4936 -4.2665 -4.0618 -3.8728 -3.6946 -3.3003 -2.9882 -2.7442 -2.5441 -2.3734
 -2.2258 -2.0965 -1.9833 -1.8848 -1.7982 -1.7215 -1.6521 -1.5857 -1.5296 -1.4936
 -7.0898 -6.6509 -6.2760 -5.9631 -5.7018 -5.4793 -5.2830 -5.0925 -4.8851 -4.6617
 -4.4397 -4.2319 -4.0402 -3.8609 -3.6892 -3.2968 -2.9790 -2.7326 -2.5353 -2.3699
 -2.2285 -2.1062 -1.9998 -1.9074 -1.8269 -1.7558 -1.6929 -1.6350 -1.5805 -1.5355
 -1.5089
 -7.2110 -6.7033 -6.2605 -5.8817 -5.5634 -5.2954 -5.0669 -4.8678 -4.6894 -4.5246
 -4.3626 -4.1942 -4.0216 -3.8529 -3.6898 -3.3046 -2.9805 -2.7290 -2.5318 -2.3698
 -2.2330 -2.1163 -2.0159 -1.9296 -1.8551 -1.7900 -1.7322 -1.6805 -1.6332 -1.5901
 -1.5552
 -7.4231 -6.8492 -6.3454 -5.9114 -5.5436 -5.2352 -4.9763 -4.7558 -4.5638 -4.3940
 -4.2433 -4.1075 -3.9764 -3.8377 -3.6893 -3.3180 -2.9891 -2.7306 -2.5308 -2.3702
 -2.2366 -2.1243 -2.0293 -1.9487 -1.8803 -1.8213 -1.7695 -1.7232 -1.6814 -1.6441
 -1.6112
 -7.7210 -7.0871 -6.5238 -6.0355 -5.6197 -5.2710 -4.9797 -4.7350 -4.5267 -4.3460
 -4.1865 -4.0436 -3.9136 -3.7918 -3.6705 -3.3390 -3.0110 -2.7436 -2.5379 -2.3758
 -2.2434 -2.1336 -2.0424 -1.9665 -1.9034 -1.8503 -1.8048 -1.7645 -1.7283 -1.6959
 -1.6674
 -8.0192 -7.3628 -6.7623 -6.2270 -5.7666 -5.3771 -5.0514 -4.7788 -4.5483 -4.3509
 -4.1787 -4.0257 -3.8869 -3.7586 -3.6381 -3.3467 -3.0407 -2.7651 -2.5508 -2.3844
 -2.2511 -2.1422 -2.0532 -1.9808 -1.9220 -1.8744 -1.8349 -1.8010 -1.7710 -1.7441
 -1.7202
 -8.2489 -7.6065 -7.0029 -6.4516 -5.9594 -5.5364 -5.1775 -4.8752 -4.6195 -4.4007
 -4.2107 -4.0433 -3.8930 -3.7558 -3.5921 -3.3411 -3.0782 -2.7951 -2.5695
 [Fe/H] =  0.00 [alpha/Fe] = 0.00 BC value = BX   
 -8.8601 -8.7279 -8.5914 -8.4366 -8.2349 -7.9250 -7.4024 -6.6522 -5.9359 -5.3805
 -4.9832 -4.6831 -4.4389 -4.2276 -4.0413 -3.6492 -3.3299 -3.0487 -2.7881
 -8.3336 -8.1866 -8.0417 -7.8875 -7.7005 -7.4350 -7.0019 -6.3773 -5.7405 -5.2248
 -4.8439 -4.5525 -4.3138 -4.1069 -3.9219 -3.5335 -3.2207 -2.9523 -2.7122 -2.4929
 -7.8949 -7.7300 -7.5711 -7.4110 -7.2336 -7.0051 -6.6593 -6.1559 -5.6053 -5.1262
 -4.7558 -4.4685 -4.2327 -4.0281 -3.8441 -3.4554 -3.1452 -2.8857 -2.6585 -2.4554
 -2.2734
