 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  V   
 -4.7660 -4.5115 -4.2810 -4.0779 -3.8998 -3.7408 -3.6052 -3.4965 -3.4046 -3.2873
 -3.1532 -3.0242 -2.9081 -2.8033 -2.7081 -2.5087 -2.3552 -2.2393 -2.1536 -2.0891
 -2.0372 -1.9934 -1.9555 -1.9237
 -4.7091 -4.4534 -4.2259 -4.0206 -3.8394 -3.6783 -3.5317 -3.3989 -3.2849 -3.1928
 -3.1037 -3.0005 -2.8913 -2.7878 -2.6943 -2.4978 -2.3470 -2.2349 -2.1543 -2.0960
 -2.0500 -2.0108 -1.9763 -1.9458 -1.9174 -1.8928 -1.8741 -1.8631 -1.8607 -1.8667
 -4.6691 -4.4160 -4.1915 -3.9855 -3.8009 -3.6380 -3.4923 -3.3591 -3.2371 -3.1286
 -3.0342 -2.9510 -2.8667 -2.7769 -2.6868 -2.4919 -2.3417 -2.2307 -2.1527 -2.0990
 -2.0591 -2.0256 -1.9958 -1.9688 -1.9442 -1.9204 -1.8996 -1.8848 -1.8781 -1.8810
 -1.8929
 -4.6510 -4.3967 -4.1740 -3.9677 -3.7800 -3.6125 -3.4650 -3.3329 -3.2126 -3.1020
 -3.0019 -2.9119 -2.8306 -2.7537 -2.6761 -2.4888 -2.3382 -2.2267 -2.1488 -2.0974
 -2.0628 -2.0356 -2.0117 -1.9896 -1.9689 -1.9471 -1.9264 -1.9100 -1.9003 -1.8991
 -1.9077
 -4.6595 -4.3972 -4.1698 -3.9627 -3.7724 -3.5999 -3.4472 -3.3125 -3.1924 -3.0833
 -2.9834 -2.8921 -2.8081 -2.7304 -2.6574 -2.4847 -2.3351 -2.2221 -2.1429 -2.0916
 -2.0600 -2.0387 -2.0213 -2.0054 -1.9900 -1.9748 -1.9603 -1.9481 -1.9384 -1.9310
 -1.9256
 -4.6974 -4.4199 -4.1843 -3.9754 -3.7822 -3.6054 -3.4458 -3.3046 -3.1807 -3.0706
 -2.9712 -2.8804 -2.7966 -2.7187 -2.6456 -2.4798 -2.3352 -2.2204 -2.1387 -2.0850
 -2.0533 -2.0353 -2.0239 -2.0147 -2.0058 -1.9964 -1.9868 -1.9769 -1.9674 -1.9593
 -1.9521
 -4.7577 -4.4654 -4.2192 -4.0037 -3.8062 -3.6250 -3.4597 -3.3104 -3.1787 -3.0636
 -2.9617 -2.8704 -2.7870 -2.7099 -2.6376 -2.4744 -2.3340 -2.2199 -2.1356 -2.0790
 -2.0451 -2.0275 -2.0194 -2.0159 -2.0138 -2.0112 -2.0079 -2.0034 -1.9981 -1.9928
 -1.9886
 -4.8352 -4.5335 -4.2744 -4.0468 -3.8432 -3.6574 -3.4869 -3.3313 -3.1907 -3.0666
 -2.9584 -2.8634 -2.7785 -2.7013 -2.6299 -2.4700 -2.3322 -2.2191 -2.1333
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  V   
 -5.7432 -5.5154 -5.1632 -4.8178 -4.4986 -4.2254 -4.0096 -3.8186 -3.6409 -3.4768
 -3.3240 -3.1841 -3.0578 -2.9440 -2.8411 -2.6212 -2.4372 -2.2793 -2.1501
 -5.2476 -5.1345 -5.0030 -4.7177 -4.4148 -4.1383 -3.9068 -3.7135 -3.5381 -3.3773
 -3.2282 -3.0922 -2.9698 -2.8605 -2.7625 -2.5573 -2.3911 -2.2527 -2.1397 -2.0512
 -5.0499 -4.7929 -4.6452 -4.5639 -4.3579 -4.0942 -3.8519 -3.6489 -3.4745 -3.3171
 -3.1716 -3.0387 -2.9191 -2.8122 -2.7166 -2.5190 -2.3627 -2.2363 -2.1349 -2.0556
 -1.9930
 -4.9616 -4.6714 -4.4363 -4.2628 -4.1617 -4.0427 -3.8319 -3.6188 -3.4375 -3.2815
 -3.1395 -3.0093 -2.8918 -2.7865 -2.6922 -2.4979 -2.3468 -2.2274 -2.1339 -2.0615
 -2.0043 -1.9571
 -4.9183 -4.6200 -4.3633 -4.1466 -3.9682 -3.8308 -3.7335 -3.6015 -3.4250 -3.2621
 -3.1220 -2.9944 -2.8786 -2.7745 -2.6810 -2.4877 -2.3387 -2.2231 -2.1346 -2.0677
 -2.0156 -1.9724 -1.9353 -1.9022
 -4.9096 -4.6032 -4.3353 -4.1040 -3.9035 -3.7314 -3.5863 -3.4687 -3.3716 -3.2514
 -3.1153 -2.9884 -2.8736 -2.7705 -2.6776 -2.4841 -2.3350 -2.2210 -2.1355 -2.0727
 -2.0255 -1.9870 -1.9535 -1.9242 -1.8973 -1.8744 -1.8577 -1.8488 -1.8481 -1.8537
 -4.9325 -4.6160 -4.3360 -4.0930 -3.8835 -3.7026 -3.5427 -3.3994 -3.2749 -3.1727
 -3.0813 -2.9817 -2.8743 -2.7712 -2.6782 -2.4845 -2.3340 -2.2196 -2.1355 -2.0753
 -2.0324 -1.9990 -1.9703 -1.9447 -1.9216 -1.8997 -1.8811 -1.8684 -1.8637 -1.8679
 -1.8795
 -4.9792 -4.6560 -4.3635 -4.1065 -3.8846 -3.6937 -3.5282 -3.3808 -3.2475 -3.1279
 -3.0242 -2.9366 -2.8546 -2.7692 -2.6816 -2.4871 -2.3347 -2.2186 -2.1340 -2.0750
 -2.0352 -2.0069 -1.9837 -1.9631 -1.9439 -1.9262 -1.9087 -1.8939 -1.8851 -1.8846
 -1.8940
 -5.0505 -4.7153 -4.4140 -4.1430 -3.9056 -3.7018 -3.5270 -3.3749 -3.2394 -3.1165
 -3.0056 -2.9075 -2.8217 -2.7448 -2.6711 -2.4891 -2.3350 -2.2165 -2.1305 -2.0713
 -2.0331 -2.0089 -1.9916 -1.9768 -1.9630 -1.9496 -1.9372 -1.9272 -1.9196 -1.9143
 -1.9111
 -5.1481 -4.8012 -4.4892 -4.2085 -3.9561 -3.7353 -3.5463 -3.3843 -3.2435 -3.1183
 -3.0053 -2.9034 -2.8121 -2.7305 -2.6566 -2.4899 -2.3385 -2.2170 -2.1280 -2.0668
 -2.0280 -2.0058 -1.9933 -1.9847 -1.9771 -1.9694 -1.9618 -1.9541 -1.9469 -1.9412
 -1.9386
 -5.2673 -4.8978 -4.5797 -4.2932 -4.0320 -3.7958 -3.5888 -3.4114 -3.2597 -3.1279
 -3.0115 -2.9072 -2.8132 -2.7285 -2.6516 -2.4861 -2.3420 -2.2192 -2.1266 -2.0623
 -2.0214 -1.9989 -1.9890 -1.9855 -1.9842 -1.9830 -1.9814 -1.9788 -1.9757 -1.9728
 -1.9707
 -5.4079 -5.0140 -4.6825 -4.3907 -4.1233 -3.8788 -3.6581 -3.4625 -3.2943 -3.1502
 -3.0258 -2.9167 -2.8196 -2.7322 -2.6531 -2.4839 -2.3429 -2.2225 -2.1269
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  V   
 -5.7633 -5.4468 -5.0600 -4.7195 -4.4125 -4.1459 -3.9317 -3.7462 -3.5765 -3.4164
 -3.2679 -3.1312 -3.0075 -2.8964 -2.7965 -2.5857 -2.4133 -2.2662 -2.1415
 -5.3382 -5.2507 -4.9833 -4.6501 -4.3471 -4.0743 -3.8498 -3.6606 -3.4911 -3.3337
 -3.1879 -3.0542 -2.9335 -2.8257 -2.7295 -2.5304 -2.3720 -2.2403 -2.1309 -2.0428
 -5.0732 -4.8608 -4.7846 -4.6055 -4.3182 -4.0474 -3.8083 -3.6108 -3.4405 -3.2856
 -3.1426 -3.0114 -2.8927 -2.7867 -2.6922 -2.4985 -2.3475 -2.2251 -2.1255 -2.0458
 -1.9829
 -4.9955 -4.6995 -4.4850 -4.3693 -4.2668 -4.0413 -3.8004 -3.5889 -3.4130 -3.2588
 -3.1186 -2.9896 -2.8725 -2.7674 -2.6736 -2.4818 -2.3343 -2.2171 -2.1238 -2.0505
 -1.9928 -1.9456
 -4.9752 -4.6561 -4.3911 -4.1820 -4.0289 -3.9304 -3.7941 -3.5934 -3.4046 -3.2458
 -3.1072 -2.9803 -2.8645 -2.7602 -2.6667 -2.4748 -2.3281 -2.2135 -2.1243 -2.0555
 -2.0025 -1.9593 -1.9226 -1.8902
 -4.9942 -4.6571 -4.3711 -4.1309 -3.9328 -3.7688 -3.6406 -3.5392 -3.4076 -3.2470
 -3.1038 -2.9783 -2.8637 -2.7600 -2.6667 -2.4739 -2.3262 -2.2123 -2.1254 -2.0599
 -2.0109 -1.9721 -1.9391 -1.9103 -1.8853 -1.8644 -1.8485 -1.8393 -1.8382 -1.8452
 -5.0500 -4.6935 -4.3869 -4.1275 -3.9090 -3.7240 -3.5646 -3.4263 -3.3133 -3.2150
 -3.1019 -2.9816 -2.8673 -2.7638 -2.6706 -2.4767 -2.3270 -2.2121 -2.1259 -2.0626
 -2.0169 -1.9826 -1.9541 -1.9291 -1.9068 -1.8873 -1.8710 -1.8593 -1.8541 -1.8588
 -1.8713
 -5.1326 -4.7636 -4.4355 -4.1547 -3.9178 -3.7183 -3.5474 -3.3971 -3.2632 -3.1458
 -3.0466 -2.9581 -2.8661 -2.7699 -2.6771 -2.4818 -2.3297 -2.2125 -2.1256 -2.0630
 -2.0196 -1.9892 -1.9659 -1.9458 -1.9275 -1.9109 -1.8949 -1.8818 -1.8744 -1.8749
 -1.8846
 -5.2390 -4.8558 -4.5126 -4.2100 -3.9516 -3.7345 -3.5510 -3.3930 -3.2532 -3.1274
 -3.0151 -2.9172 -2.8328 -2.7545 -2.6758 -2.4863 -2.3323 -2.2122 -2.1235 -2.0605
 -2.0181 -1.9910 -1.9727 -1.9582 -1.9452 -1.9329 -1.9217 -1.9117 -1.9037 -1.9002
 -1.9013
 -5.3677 -4.9715 -4.6190 -4.3006 -4.0197 -3.7802 -3.5790 -3.4085 -3.2615 -3.1314
 -3.0145 -2.9098 -2.8172 -2.7354 -2.6618 -2.4917 -2.3377 -2.2147 -2.1226 -2.0576
 -2.0145 -1.9887 -1.9742 -1.9653 -1.9582 -1.9515 -1.9450 -1.9386 -1.9329 -1.9288
 -1.9276
 -5.5159 -5.1013 -4.7410 -4.4144 -4.1190 -3.8575 -3.6335 -3.4448 -3.2849 -3.1467
 -3.0251 -2.9165 -2.8193 -2.7326 -2.6549 -2.4898 -2.3437 -2.2185 -2.1228 -2.0545
 -2.0094 -1.9830 -1.9704 -1.9659 -1.9647 -1.9641 -1.9635 -1.9621 -1.9604 -1.9589
 -1.9579
 -5.6844 -5.2434 -4.8726 -4.5415 -4.2392 -3.9640 -3.7192 -3.5081 -3.3292 -3.1771
 -3.0462 -2.9317 -2.8302 -2.7395 -2.6581 -2.4877 -2.3468 -2.2240 -2.1247
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  V   
 -5.7692 -5.3483 -4.9606 -4.6355 -4.3510 -4.0919 -3.8773 -3.6895 -3.5230 -3.3676
 -3.2228 -3.0891 -2.9674 -2.8578 -2.7596 -2.5540 -2.3895 -2.2503 -2.1312
 -5.4796 -5.2774 -4.9235 -4.5833 -4.2913 -4.0301 -3.8094 -3.6208 -3.4520 -3.2985
 -3.1557 -3.0242 -2.9048 -2.7977 -2.7022 -2.5063 -2.3530 -2.2268 -2.1209 -2.0335
 -5.1096 -4.9945 -4.8719 -4.5755 -4.2718 -4.0067 -3.7758 -3.5815 -3.4120 -3.2595
 -3.1190 -2.9895 -2.8716 -2.7658 -2.6715 -2.4794 -2.3319 -2.2129 -2.1151 -2.0353
 -1.9716
 -5.0157 -4.7325 -4.5798 -4.5017 -4.2790 -4.0101 -3.7708 -3.5653 -3.3916 -3.2393
 -3.1008 -2.9731 -2.8565 -2.7513 -2.6573 -2.4661 -2.3208 -2.2058 -2.1132 -2.0388
 -1.9801 -1.9326
 -5.0125 -4.6784 -4.4187 -4.2394 -4.1400 -4.0097 -3.7867 -3.5714 -3.3870 -3.2311
 -3.0937 -2.9676 -2.8521 -2.7475 -2.6535 -2.4614 -2.3162 -2.2028 -2.1134 -2.0430
 -1.9883 -1.9447 -1.9081 -1.8765
 -5.0572 -4.6920 -4.3929 -4.1531 -3.9674 -3.8305 -3.7288 -3.5851 -3.4011 -3.2340
 -3.0933 -2.9686 -2.8542 -2.7500 -2.6560 -2.4625 -2.3156 -2.2022 -2.1144 -2.0468
 -1.9955 -1.9557 -1.9227 -1.8943 -1.8692 -1.8487 -1.8345 -1.8279 -1.8288 -1.8351
 -5.1464 -4.7497 -4.4192 -4.1480 -3.9270 -3.7467 -3.5965 -3.4752 -3.3712 -3.2447
 -3.1005 -2.9736 -2.8600 -2.7563 -2.6622 -2.4672 -2.3180 -2.2031 -2.1154 -2.0495
 -2.0007 -1.9646 -1.9358 -1.9112 -1.8896 -1.8712 -1.8557 -1.8453 -1.8424 -1.8480
 -1.8598
 -5.2676 -4.8491 -4.4867 -4.1849 -3.9374 -3.7336 -3.5632 -3.4153 -3.2866 -3.1776
 -3.0798 -2.9753 -2.8681 -2.7649 -2.6708 -2.4744 -2.3224 -2.2049 -2.1161 -2.0505
 -2.0035 -1.9704 -1.9461 -1.9260 -1.9085 -1.8929 -1.8799 -1.8694 -1.8630 -1.8631
 -1.8734
 -5.4137 -4.9745 -4.5899 -4.2572 -3.9806 -3.7533 -3.5651 -3.4053 -3.2650 -3.1400
 -3.0298 -2.9343 -2.8489 -2.7639 -2.6773 -2.4812 -2.3271 -2.2064 -2.1155 -2.0492
 -2.0029 -1.9721 -1.9518 -1.9370 -1.9244 -1.9131 -1.9032 -1.8948 -1.8885 -1.8858
 -1.8894
 -5.5786 -5.1284 -4.7281 -4.3719 -4.0649 -3.8089 -3.5981 -3.4223 -3.2724 -3.1405
 -3.0225 -2.9171 -2.8247 -2.7436 -2.6688 -2.4902 -2.3347 -2.2109 -2.1165 -2.0480
 -2.0009 -1.9709 -1.9534 -1.9433 -1.9363 -1.9302 -1.9249 -1.9199 -1.9158 -1.9135
 -1.9141
 -5.7565 -5.2918 -4.8835 -4.5150 -4.1862 -3.9017 -3.6629 -3.4649 -3.2992 -3.1575
 -3.0333 -2.9227 -2.8239 -2.7365 -2.6587 -2.4922 -2.3431 -2.2168 -2.1186 -2.0468
 -1.9976 -1.9669 -1.9506 -1.9440 -1.9421 -1.9418 -1.9420 -1.9419 -1.9417 -1.9419
 -1.9422
 -5.9506 -5.4639 -5.0466 -4.6724 -4.3327 -4.0288 -3.7637 -3.5389 -3.3510 -3.1930
 -3.0579 -2.9402 -2.8363 -2.7438 -2.6614 -2.4905 -2.3493 -2.2242 -2.1224
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  V   
 -5.7569 -5.2952 -4.9057 -4.5879 -4.3103 -4.0571 -3.8428 -3.6478 -3.4794 -3.3299
 -3.1883 -3.0569 -2.9369 -2.8284 -2.7309 -2.5276 -2.3674 -2.2348 -2.1208
 -5.4723 -5.2678 -4.8768 -4.5375 -4.2502 -3.9970 -3.7808 -3.5900 -3.4214 -3.2713
 -3.1311 -3.0015 -2.8832 -2.7766 -2.6811 -2.4858 -2.3351 -2.2127 -2.1099 -2.0234
 -5.2208 -5.1485 -4.8768 -4.5372 -4.2348 -3.9722 -3.7499 -3.5574 -3.3891 -3.2391
 -3.1007 -2.9728 -2.8558 -2.7500 -2.6553 -2.4628 -2.3167 -2.2001 -2.1040 -2.0242
 -1.9596
 -5.0387 -4.8040 -4.7328 -4.5456 -4.2518 -3.9802 -3.7453 -3.5455 -3.3741 -3.2233
 -3.0865 -2.9602 -2.8441 -2.7388 -2.6443 -2.4518 -2.3073 -2.1937 -2.1017 -2.0267
 -1.9665 -1.9183
 -5.0330 -4.6957 -4.4634 -4.3512 -4.2440 -4.0063 -3.7636 -3.5520 -3.3726 -3.2183
 -3.0821 -2.9572 -2.8421 -2.7372 -2.6425 -2.4488 -2.3037 -2.1912 -2.1018 -2.0301
 -1.9735 -1.9287 -1.8920 -1.8606
 -5.0966 -4.7085 -4.4063 -4.1816 -4.0306 -3.9341 -3.7850 -3.5769 -3.3858 -3.2232
 -3.0838 -2.9598 -2.8458 -2.7414 -2.6465 -2.4511 -2.3041 -2.1911 -2.1029 -2.0335
 -1.9797 -1.9381 -1.9047 -1.8765 -1.8523 -1.8331 -1.8201 -1.8144 -1.8163 -1.8234
 -5.2175 -4.7812 -4.4333 -4.1589 -3.9456 -3.7810 -3.6554 -3.5491 -3.4073 -3.2407
 -3.0923 -2.9662 -2.8530 -2.7491 -2.6544 -2.4572 -2.3075 -2.1927 -2.1043 -2.0362
 -1.9845 -1.9458 -1.9160 -1.8913 -1.8702 -1.8527 -1.8389 -1.8303 -1.8286 -1.8351
 -1.8474
 -5.3820 -4.9079 -4.5139 -4.1979 -3.9469 -3.7462 -3.5827 -3.4448 -3.3291 -3.2240
 -3.1049 -2.9767 -2.8628 -2.7593 -2.6646 -2.4659 -2.3133 -2.1958 -2.1058 -2.0379
 -1.9875 -1.9512 -1.9248 -1.9043 -1.8871 -1.8723 -1.8605 -1.8512 -1.8465 -1.8490
 -1.8602
 -5.5693 -5.0720 -4.6418 -4.2825 -3.9928 -3.7613 -3.5739 -3.4172 -3.2808 -3.1606
 -3.0559 -2.9601 -2.8637 -2.7676 -2.6743 -2.4747 -2.3198 -2.1990 -2.1066 -2.0377
 -1.9878 -1.9532 -1.9299 -1.9138 -1.9012 -1.8904 -1.8817 -1.8743 -1.8696 -1.8695
 -1.8751
 -5.7741 -5.2635 -4.8123 -4.4197 -4.0894 -3.8214 -3.6057 -3.4292 -3.2804 -3.1498
 -3.0332 -2.9296 -2.8380 -2.7562 -2.6768 -2.4864 -2.3295 -2.2054 -2.1094 -2.0381
 -1.9873 -1.9532 -1.9320 -1.9195 -1.9117 -1.9059 -1.9014 -1.8978 -1.8955 -1.8940
 -1.8978
 -5.9867 -5.4654 -5.0032 -4.5916 -4.2313 -3.9266 -3.6764 -3.4730 -3.3054 -3.1635
 -3.0395 -2.9289 -2.8301 -2.7428 -2.6653 -2.4938 -2.3400 -2.2134 -2.1136 -2.0388
 -1.9859 -1.9509 -1.9305 -1.9206 -1.9171 -1.9165 -1.9171 -1.9181 -1.9194 -1.9214
 -1.9235
 -6.2081 -5.6688 -5.2008 -4.7807 -4.4042 -4.0729 -3.7898 -3.5542 -3.3605 -3.1996
 -3.0634 -2.9452 -2.8407 -2.7477 -2.6649 -2.4933 -2.3494 -2.2227 -2.1196
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  V   
 -5.5873 -5.1491 -4.7968 -4.5104 -4.2475 -4.0076 -3.8050 -3.6183 -3.4483 -3.3013
 -3.1631 -3.0340 -2.9156 -2.8079 -2.7108 -2.5079 -2.3449 -2.2135 -2.1092
 -5.5126 -5.1711 -4.7907 -4.4740 -4.2047 -3.9606 -3.7550 -3.5674 -3.3986 -3.2511
 -3.1135 -2.9858 -2.8687 -2.7625 -2.6669 -2.4704 -2.3198 -2.1990 -2.0983 -2.0126
 -5.3575 -5.1757 -4.8239 -4.4848 -4.1958 -3.9439 -3.7274 -3.5399 -3.3722 -3.2238
 -3.0876 -2.9613 -2.8452 -2.7396 -2.6444 -2.4500 -2.3032 -2.1874 -2.0923 -2.0127
 -1.9470
 -5.1501 -4.9320 -4.8195 -4.5217 -4.2177 -3.9539 -3.7251 -3.5300 -3.3608 -3.2110
 -3.0760 -2.9510 -2.8358 -2.7305 -2.6353 -2.4405 -2.2948 -2.1815 -2.0899 -2.0143
 -1.9527 -1.9032
 -5.0311 -4.7152 -4.5545 -4.4823 -4.2527 -3.9826 -3.7433 -3.5370 -3.3608 -3.2081
 -3.0730 -2.9492 -2.8349 -2.7300 -2.6346 -2.4383 -2.2917 -2.1792 -2.0897 -2.0170
 -1.9585 -1.9121 -1.8748 -1.8431
 -5.1042 -4.7103 -4.4219 -4.2359 -4.1437 -4.0053 -3.7761 -3.5601 -3.3733 -3.2140
 -3.0757 -2.9527 -2.8392 -2.7349 -2.6395 -2.4414 -2.2927 -2.1795 -2.0908 -2.0201
 -1.9640 -1.9202 -1.8857 -1.8574 -1.8339 -1.8151 -1.8030 -1.7989 -1.8017 -1.8100
 -5.2495 -4.7882 -4.4355 -4.1691 -3.9764 -3.8456 -3.7444 -3.5895 -3.4005 -3.2301
 -3.0851 -2.9597 -2.8470 -2.7432 -2.6479 -2.4482 -2.2968 -2.1816 -2.0926 -2.0229
 -1.9686 -1.9271 -1.8955 -1.8702 -1.8493 -1.8323 -1.8195 -1.8124 -1.8125 -1.8201
 -1.8333
 -5.4564 -4.9347 -4.5198 -4.1990 -3.9522 -3.7634 -3.6159 -3.4979 -3.3888 -3.2538
 -3.1040 -2.9715 -2.8575 -2.7542 -2.6590 -2.4578 -2.3037 -2.1856 -2.0949 -2.0251
 -1.9719 -1.9323 -1.9033 -1.8814 -1.8639 -1.8496 -1.8387 -1.8311 -1.8284 -1.8325
 -1.8447
 -5.7028 -5.1331 -4.6648 -4.2880 -3.9934 -3.7642 -3.5836 -3.4349 -3.3075 -3.1967
 -3.0927 -2.9816 -2.8678 -2.7650 -2.6702 -2.4681 -2.3114 -2.1902 -2.0968 -2.0259
 -1.9731 -1.9348 -1.9081 -1.8897 -1.8762 -1.8656 -1.8575 -1.8519 -1.8489 -1.8505
 -1.8583
 -5.9566 -5.3680 -4.8656 -4.4411 -4.0951 -3.8217 -3.6068 -3.4343 -3.2900 -3.1637
 -3.0513 -2.9511 -2.8584 -2.7692 -2.6819 -2.4819 -2.3228 -2.1983 -2.1014 -2.0279
 -1.9740 -1.9359 -1.9108 -1.8951 -1.8855 -1.8792 -1.8751 -1.8726 -1.8719 -1.8735
 -1.8785
 -6.2042 -5.6129 -5.0939 -4.6403 -4.2527 -3.9331 -3.6770 -3.4731 -3.3079 -3.1688
 -3.0471 -2.9384 -2.8410 -2.7540 -2.6756 -2.4941 -2.3354 -2.2081 -2.1075 -2.0304
 -1.9742 -1.9354 -1.9106 -1.8968 -1.8906 -1.8886 -1.8891 -1.8908 -1.8935 -1.8974
 -1.9018
 -6.4457 -5.8679 -5.3285 -4.8630 -4.4498 -4.0952 -3.7979 -3.5558 -3.3605 -3.2007
 -3.0663 -2.9496 -2.8460 -2.7534 -2.6513 -2.5047 -2.3492 -2.2196 -2.1151
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  V   
 -5.4816 -5.0727 -4.7377 -4.4694 -4.2102 -3.9788 -3.7755 -3.5931 -3.4253 -3.2817
 -3.1458 -3.0188 -2.9018 -2.7951 -2.6982 -2.4944 -2.3311 -2.2002 -2.0974
 -5.5422 -5.1034 -4.7341 -4.4318 -4.1747 -3.9383 -3.7323 -3.5496 -3.3816 -3.2373
 -3.1019 -2.9760 -2.8601 -2.7544 -2.6585 -2.4601 -2.3079 -2.1869 -2.0870 -2.0018
 -5.3178 -5.1568 -4.7705 -4.4441 -4.1680 -3.9241 -3.7111 -3.5266 -3.3594 -3.2136
 -3.0792 -2.9544 -2.8393 -2.7340 -2.6384 -2.4414 -2.2925 -2.1760 -2.0810 -2.0013
 -1.9346
