 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  g   
 -5.3305 -3.5662 -1.9876 -2.3585 -5.0294 -9.7982 -8.0462 -5.4903 -4.1311 -4.1638
 -4.0456 -3.9402 -4.4195 -4.9142 -4.9444 -4.1920
 -7.5368 -6.4892 -5.4054 -5.2145 -6.0532 -8.1594 -7.3920 -6.2165 -5.3958 -5.0960
 -4.8291 -4.6691 -4.7864 -4.9149 -4.8266 -4.1503 -3.7182 -3.4527 -3.3799
 -8.0677 -7.5244 -6.8873 -6.4809 -6.3568 -6.8083 -6.5702 -6.2009 -5.8051 -5.4498
 -5.1717 -4.9906 -4.8913 -4.7935 -4.6344 -4.0630 -3.6497 -3.4011 -3.2616 -3.1422
 -2.9537
 -6.9232 -6.6718 -6.4333 -6.1577 -5.9404 -5.7449 -5.5808 -5.4437 -5.3591 -5.2252
 -5.0733 -4.9049 -4.7343 -4.5500 -4.3678 -3.9301 -3.6044 -3.3703 -3.1990 -3.0694
 -2.9658 -2.8771 -2.7985
 -6.5266 -6.3298 -6.1340 -5.9186 -5.7164 -5.5210 -5.3414 -5.1819 -5.0410 -4.9108
 -4.7796 -4.6396 -4.4945 -4.3456 -4.1957 -3.8386 -3.5541 -3.3487 -3.1976 -3.0804
 -2.9845 -2.9019 -2.8281 -2.7616 -2.7017
 -6.1396 -5.9883 -5.8311 -5.6644 -5.4882 -5.3084 -5.1319 -4.9671 -4.8178 -4.6831
 -4.5585 -4.4375 -4.3136 -4.1892 -4.0624 -3.7656 -3.5162 -3.3326 -3.1974 -3.0914
 -3.0034 -2.9270 -2.8582 -2.7949 -2.7364 -2.6830
 -5.7622 -5.6473 -5.5246 -5.3951 -5.2559 -5.1071 -4.9523 -4.7993 -4.6546 -4.5215
 -4.4004 -4.2884 -4.1812 -4.0756 -3.9679 -3.7111 -3.4907 -3.3220 -3.1984 -3.1024
 -3.0225 -2.9524 -2.8888 -2.8296 -2.7740 -2.7221 -2.6747 -2.6334 -2.6014 -2.5845
 -5.3945 -5.3068 -5.2145 -5.1182 -5.0151 -4.9027 -4.7807 -4.6527 -4.5242 -4.4011
 -4.2866 -4.1810 -4.0833 -3.9903 -3.8988 -3.6745 -3.4759 -3.3165 -3.1987 -3.1102
 -3.0380 -2.9750 -2.9175 -2.8635 -2.8121 -2.7631 -2.7165 -2.6747 -2.6404 -2.6164
 -2.6071
 -5.0501 -4.9844 -4.9167 -4.8473 -4.7741 -4.6949 -4.6074 -4.5107 -4.4071 -4.3017
 -4.1987 -4.1015 -4.0108 -3.9260 -3.8447 -3.6484 -3.4672 -3.3159 -3.1995 -3.1138
 -3.0476 -2.9918 -2.9413 -2.8938 -2.8480 -2.8036 -2.7611 -2.7199 -2.6835 -2.6559
 -2.6395
 -4.7341 -4.6872 -4.6402 -4.5932 -4.5438 -4.4909 -4.4323 -4.3659 -4.2905 -4.2076
 -4.1212 -4.0355 -3.9529 -3.8746 -3.8002 -3.6245 -3.4584 -3.3150 -3.2008 -3.1143
 -3.0503 -3.0003 -2.9572 -2.9171 -2.8782 -2.8399 -2.8023 -2.7659 -2.7317 -2.7024
 -2.6782
 -4.4453 -4.4181 -4.3893 -4.3591 -4.3285 -4.2956 -4.2592 -4.2175 -4.1686 -4.1105
 -4.0450 -3.9752 -3.9037 -3.8327 -3.7639 -3.6018 -3.4515 -3.3148 -3.2032 -3.1160
 -3.0509 -3.0029 -2.9653 -2.9326 -2.9015 -2.8706 -2.8396 -2.8088 -2.7787 -2.7503
 -2.7234
 -4.1979 -4.1771 -4.1591 -4.1437 -4.1282 -4.1105 -4.0911 -4.0680 -4.0396 -4.0020
 -3.9563 -3.9046 -3.8489 -3.7909 -3.7318 -3.5841 -3.4424 -3.3132 -3.2037 -3.1172
 -3.0510 -3.0022 -2.9667 -2.9393 -2.9155 -2.8925 -2.8693 -2.8455 -2.8214 -2.7976
 -2.7752
 -3.9921 -3.9642 -3.9496 -3.9470 -3.9429 -3.9356 -3.9294 -3.9204 -3.9070 -3.8870
 -3.8605 -3.8279 -3.7897 -3.7492 -3.7039 -3.5715 -3.4311 -3.3102 -3.2023
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  g   
 -7.0281 -6.7065 -6.4898 -6.3827 -6.4040 -6.8653 -6.5769 -6.2857 -6.0471 -5.8487
 -5.5850 -5.3235 -5.1883 -5.0897 -4.9256 -4.3362
 -6.9021 -6.5740 -6.3287 -6.1665 -6.0977 -6.2783 -6.1010 -5.9091 -5.7273 -5.5539
 -5.3513 -5.1462 -4.9852 -4.8370 -4.6626 -4.1635 -3.7592 -3.4605 -3.2422
 -6.7612 -6.4370 -6.1765 -5.9767 -5.8414 -5.8231 -5.7068 -5.5763 -5.4341 -5.2823
 -5.1230 -4.9579 -4.7883 -4.6156 -4.4408 -4.0171 -3.6707 -3.4094 -3.2170 -3.0712
 -2.9550
 -6.6054 -6.2955 -6.0332 -5.8133 -5.6353 -5.4997 -5.3943 -5.2875 -5.1674 -5.0340
 -4.9001 -4.7585 -4.5977 -4.4254 -4.2602 -3.8970 -3.5997 -3.3711 -3.2010 -3.0703
 -2.9646 -2.8751 -2.7951
 -6.4347 -6.1495 -5.8988 -5.6763 -5.4793 -5.3081 -5.1635 -5.0425 -4.9272 -4.8089
 -4.6825 -4.5481 -4.4134 -4.2665 -4.1208 -3.8032 -3.5462 -3.3456 -3.1942 -3.0762
 -2.9795 -2.8964 -2.8228 -2.7564 -2.6966
 -6.2491 -5.9990 -5.7733 -5.5657 -5.3734 -5.1965 -5.0357 -4.8925 -4.7651 -4.6477
 -4.5296 -4.4050 -4.2811 -4.1527 -4.0212 -3.7349 -3.5071 -3.3285 -3.1928 -3.0860
 -2.9974 -2.9205 -2.8515 -2.7884 -2.7304 -2.6773
 -6.0429 -5.8313 -5.6375 -5.4545 -5.2795 -5.1117 -4.9523 -4.8030 -4.6659 -4.5400
 -4.4212 -4.3054 -4.1894 -4.0767 -3.9584 -3.6908 -3.4806 -3.3169 -3.1929 -3.0960
 -3.0154 -2.9449 -2.8812 -2.8222 -2.7672 -2.7159 -2.6691 -2.6284 -2.5969 -2.5804
 -5.8262 -5.6494 -5.4871 -5.3327 -5.1809 -5.0308 -4.8828 -4.7391 -4.6016 -4.4729
 -4.3524 -4.2382 -4.1275 -4.0219 -3.9157 -3.6677 -3.4660 -3.3101 -3.1924 -3.1030
 -3.0302 -2.9667 -2.9092 -2.8555 -2.8046 -2.7563 -2.7113 -2.6699 -2.6355 -2.6119
 -2.6030
 -5.5650 -5.4500 -5.3277 -5.1990 -5.0716 -4.9431 -4.8121 -4.6807 -4.5511 -4.4253
 -4.3056 -4.1927 -4.0855 -3.9830 -3.8838 -3.6537 -3.4607 -3.3080 -3.1904 -3.1061
 -3.0367 -2.9832 -2.9326 -2.8854 -2.8401 -2.7963 -2.7544 -2.7173 -2.6854 -2.6582
 -2.6352
 -5.3758 -5.2686 -5.1622 -5.0567 -4.9500 -4.8423 -4.7310 -4.6161 -4.4989 -4.3816
 -4.2668 -4.1566 -4.0521 -3.9529 -3.8579 -3.6401 -3.4561 -3.3077 -3.1923 -3.1059
 -3.0419 -2.9916 -2.9484 -2.9085 -2.8701 -2.8323 -2.7954 -2.7597 -2.7262 -2.6965
 -2.6739
 -5.1897 -5.0971 -5.0049 -4.9132 -4.8227 -4.7315 -4.6388 -4.5417 -4.4405 -4.3362
 -4.2306 -4.1265 -4.0258 -3.9300 -3.8387 -3.6297 -3.4534 -3.3085 -3.1945 -3.1070
 -3.0422 -2.9944 -2.9567 -2.9242 -2.8934 -2.8630 -2.8327 -2.8025 -2.7730 -2.7452
 -2.7190
 -5.0163 -4.9356 -4.8559 -4.7771 -4.7024 -4.6290 -4.5530 -4.4521 -4.3676 -4.2787
 -4.1863 -4.0922 -3.9985 -3.9074 -3.8200 -3.6198 -3.4491 -3.3083 -3.1954 -3.1079
 -3.0419 -2.9936 -2.9584 -2.9312 -2.9077 -2.8851 -2.8624 -2.8392 -2.8156 -2.7924
 -2.7706
