 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F444W
 -3.5771 -3.5190 -3.5947 -4.0392 -4.8634 -5.4795 -5.4880 -5.4274 -5.3591 -5.2875
 -5.4624 -5.5650 -5.4337 -5.2151 -5.1190 -5.2890
 -4.0046 -3.9598 -3.9657 -4.1430 -4.5091 -4.8200 -4.9089 -4.9899 -5.0572 -5.1024
 -5.2040 -5.2513 -5.2039 -5.1296 -5.1156 -5.3040 -5.4796 -5.6411 -5.8386
 -4.2375 -4.2396 -4.2432 -4.2968 -4.4106 -4.5391 -4.6481 -4.7726 -4.8857 -4.9755
 -5.0374 -5.0678 -5.0792 -5.0941 -5.1321 -5.3184 -5.4967 -5.6759 -5.8573 -6.0323
 -6.1544
 -4.2758 -4.3584 -4.4272 -4.5006 -4.5680 -4.6367 -4.7056 -4.7755 -4.8446 -4.9068
 -4.9626 -5.0144 -5.0598 -5.1087 -5.1685 -5.3322 -5.5232 -5.6962 -5.8633 -6.0235
 -6.1754 -6.3206 -6.4595
 -4.3772 -4.4342 -4.4871 -4.5448 -4.6047 -4.6680 -4.7333 -4.7997 -4.8664 -4.9319
 -4.9934 -5.0501 -5.1020 -5.1522 -5.2050 -5.3536 -5.5309 -5.7086 -5.8767 -6.0360
 -6.1875 -6.3320 -6.4702 -6.6031 -6.7314
 -4.4807 -4.5205 -4.5612 -4.6055 -4.6554 -4.7103 -4.7692 -4.8303 -4.8927 -4.9553
 -5.0168 -5.0760 -5.1315 -5.1817 -5.2349 -5.3748 -5.5391 -5.7165 -5.8860 -6.0456
 -6.1971 -6.3413 -6.4791 -6.6113 -6.7384 -6.8614
 -4.5863 -4.6173 -4.6495 -4.6827 -4.7200 -4.7636 -4.8133 -4.8673 -4.9240 -4.9822
 -5.0410 -5.0989 -5.1548 -5.2065 -5.2582 -5.3958 -5.5478 -5.7199 -5.8912 -6.0523
 -6.2042 -6.3485 -6.4862 -6.6179 -6.7444 -6.8663 -6.9844 -7.0991 -7.2108 -7.3202
 -4.6939 -4.7246 -4.7520 -4.7764 -4.8021 -4.8325 -4.8693 -4.9129 -4.9617 -5.0137
 -5.0679 -5.1230 -5.1776 -5.2296 -5.2800 -5.4121 -5.5588 -5.7214 -5.8917 -6.0555
 -6.2089 -6.3538 -6.4916 -6.6233 -6.7494 -6.8707 -6.9878 -7.1012 -7.2114 -7.3189
 -7.4245
 -4.8013 -4.8348 -4.8616 -4.8824 -4.9003 -4.9189 -4.9417 -4.9715 -5.0090 -5.0522
 -5.0994 -5.1494 -5.2011 -5.2529 -5.3023 -5.4281 -5.5686 -5.7242 -5.8891 -6.0540
 -6.2103 -6.3569 -6.4954 -6.6274 -6.7536 -6.8746 -6.9912 -7.1037 -7.2128 -7.3189
 -7.4225
 -4.8975 -4.9405 -4.9729 -4.9958 -5.0110 -5.0219 -5.0332 -5.0488 -5.0717 -5.1025
 -5.1399 -5.1822 -5.2283 -5.2769 -5.3250 -5.4465 -5.5800 -5.7294 -5.8887 -6.0514
 -6.2101 -6.3597 -6.5001 -6.6331 -6.7597 -6.8809 -6.9974 -7.1097 -7.2182 -7.3234
 -7.4257
 -4.9885 -5.0361 -5.0736 -5.1020 -5.1195 -5.1299 -5.1356 -5.1408 -5.1495 -5.1660
 -5.1915 -5.2242 -5.2620 -5.3031 -5.3462 -5.4622 -5.5913 -5.7337 -5.8869 -6.0449
 -6.2027 -6.3550 -6.4984 -6.6333 -6.7610 -6.8828 -6.9996 -7.1117 -7.2199 -7.3245
 -7.4280
 -5.0619 -5.1216 -5.1672 -5.2002 -5.2231 -5.2370 -5.2424 -5.2437 -5.2438 -5.2494
 -5.2618 -5.2807 -5.3058 -5.3368 -5.3732 -5.4822 -5.6066 -5.7402 -5.8872 -6.0400
 -6.1944 -6.3465 -6.4926 -6.6305 -6.7604 -6.8836 -7.0011 -7.1137 -7.2219 -7.3263
 -7.4274
 -5.1178 -5.1969 -5.2537 -5.2904 -5.3218 -5.3432 -5.3470 -5.3492 -5.3472 -5.3467
 -5.3489 -5.3536 -5.3605 -5.3780 -5.4061 -5.5064 -5.6259 -5.7489 -5.8896
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F444W
 -4.3043 -4.3875 -4.4672 -4.5452 -4.6243 -4.6574 -4.6329 -4.6464 -4.7016 -4.7928
 -4.9145 -5.0142 -5.0588 -5.0773 -5.1135 -5.2924
 -4.2742 -4.3572 -4.4379 -4.5169 -4.5954 -4.6503 -4.6745 -4.7113 -4.7630 -4.8289
 -4.9077 -4.9807 -5.0355 -5.0825 -5.1385 -5.3195 -5.4915 -5.6556 -5.8183
 -4.2634 -4.3438 -4.4231 -4.5011 -4.5779 -4.6460 -4.7018 -4.7552 -4.8075 -4.8601
