 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -0.9964  0.7863  2.0068  1.0350 -2.0082 -6.5249 -5.3953 -3.4560 -2.3382 -2.2493
 -2.0751 -1.9568 -2.3199 -2.7869 -2.9081 -2.3828
 -4.0015 -3.1092 -2.2797 -2.4014 -3.4224 -5.3757 -4.8530 -3.9350 -3.2527 -2.9640
 -2.7158 -2.5727 -2.6644 -2.8127 -2.8033 -2.3403 -2.0317 -1.8414 -1.7833
 -5.1029 -4.7395 -4.2577 -3.9889 -3.9448 -4.3472 -4.1630 -3.8599 -3.5324 -3.2428
 -3.0179 -2.8758 -2.8083 -2.7586 -2.6661 -2.2784 -1.9944 -1.8151 -1.7122 -1.6262
 -1.4973
 -4.3006 -4.1046 -3.9272 -3.7275 -3.5756 -3.4395 -3.3253 -3.2306 -3.1774 -3.0856
 -2.9813 -2.8660 -2.7514 -2.6247 -2.4965 -2.1971 -1.9666 -1.7987 -1.6758 -1.5833
 -1.5100 -1.4487 -1.3953
 -3.9592 -3.8159 -3.6786 -3.5304 -3.3956 -3.2667 -3.1487 -3.0437 -2.9508 -2.8650
 -2.7777 -2.6838 -2.5867 -2.4860 -2.3823 -2.1352 -1.9358 -1.7885 -1.6789 -1.5944
 -1.5263 -1.4689 -1.4187 -1.3744 -1.3356
 -3.6346 -3.5337 -3.4313 -3.3243 -3.2130 -3.1005 -2.9904 -2.8868 -2.7920 -2.7052
 -2.6242 -2.5446 -2.4619 -2.3790 -2.2921 -2.0850 -1.9106 -1.7794 -1.6812 -1.6046
 -1.5421 -1.4890 -1.4423 -1.4002 -1.3620 -1.3280
 -3.3268 -3.2580 -3.1853 -3.1092 -3.0277 -2.9409 -2.8504 -2.7599 -2.6725 -2.5901
 -2.5132 -2.4405 -2.3696 -2.2994 -2.2259 -2.0465 -1.8910 -1.7714 -1.6827 -1.6139
 -1.5574 -1.5090 -1.4662 -1.4271 -1.3910 -1.3579 -1.3283 -1.3045 -1.2890 -1.2847
 -3.0358 -2.9888 -2.9406 -2.8914 -2.8383 -2.7794 -2.7142 -2.6442 -2.5718 -2.4997
 -2.4300 -2.3633 -2.2996 -2.2376 -2.1756 -2.0187 -1.8776 -1.7647 -1.6815 -1.6192
 -1.5691 -1.5263 -1.4882 -1.4532 -1.4203 -1.3894 -1.3601 -1.3350 -1.3169 -1.3080
 -1.3101
 -2.7729 -2.7410 -2.7105 -2.6814 -2.6507 -2.6164 -2.5764 -2.5297 -2.4768 -2.4199
 -2.3610 -2.3024 -2.2452 -2.1895 -2.1345 -1.9974 -1.8681 -1.7604 -1.6787 -1.6196
 -1.5749 -1.5382 -1.5058 -1.4760 -1.4477 -1.4204 -1.3947 -1.3698 -1.3490 -1.3361
 -1.3334
 -2.5380 -2.5194 -2.5031 -2.4889 -2.4746 -2.4586 -2.4389 -2.4135 -2.3809 -2.3412
 -2.2961 -2.2479 -2.1983 -2.1486 -2.0992 -1.9769 -1.8583 -1.7557 -1.6753 -1.6162
 -1.5741 -1.5426 -1.5165 -1.4928 -1.4702 -1.4480 -1.4263 -1.4055 -1.3863 -1.3714
 -1.3610
 -2.3314 -2.3254 -2.3203 -2.3160 -2.3130 -2.3095 -2.3043 -2.2955 -2.2812 -2.2591
 -2.2295 -2.1940 -2.1545 -2.1123 -2.0687 -1.9578 -1.8499 -1.7519 -1.6729 -1.6129
 -1.5704 -1.5411 -1.5198 -1.5024 -1.4863 -1.4703 -1.4542 -1.4380 -1.4223 -1.4079
 -1.3945
 -2.1643 -2.1590 -2.1584 -2.1621 -2.1672 -2.1721 -2.1767 -2.1793 -2.1782 -2.1699
 -2.1545 -2.1329 -2.1059 -2.0744 -2.0391 -1.9410 -1.8403 -1.7474 -1.6696 -1.6097
 -1.5660 -1.5362 -1.5170 -1.5042 -1.4942 -1.4848 -1.4752 -1.4650 -1.4544 -1.4438
 -1.4343
 -2.0367 -2.0201 -2.0174 -2.0272 -2.0372 -2.0464 -2.0581 -2.0682 -2.0758 -2.0781
 -2.0749 -2.0665 -2.0535 -2.0349 -2.0103 -1.9265 -1.8295 -1.7422 -1.6654
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -4.6501 -4.2967 -4.0673 -3.9542 -3.9467 -4.2979 -4.0451 -3.8138 -3.6358 -3.4908
 -3.2907 -3.0886 -2.9903 -2.9402 -2.8445 -2.4371
 -4.5257 -4.1801 -3.9357 -3.7840 -3.7160 -3.8544 -3.7056 -3.5581 -3.4260 -3.3032
 -3.1571 -3.0081 -2.8951 -2.7993 -2.6845 -2.3342 -2.0524 -1.8450 -1.6931
 -4.3939 -4.0633 -3.8139 -3.6367 -3.5241 -3.5125 -3.4243 -3.3304 -3.2313 -3.1273
 -3.0191 -2.9068 -2.7907 -2.6713 -2.5488 -2.2466 -2.0022 -1.8179 -1.6818 -1.5789
 -1.4978
 -4.2547 -3.9463 -3.7019 -3.5123 -3.3710 -3.2722 -3.2012 -3.1307 -3.0514 -2.9634
 -2.8766 -2.7847 -2.6771 -2.5563 -2.4374 -2.1743 -1.9613 -1.7977 -1.6756 -1.5823
 -1.5078 -1.4460 -1.3914
 -4.1081 -3.8291 -3.5997 -3.4108 -3.2568 -3.1335 -3.0363 -2.9591 -2.8865 -2.8113
 -2.7297 -2.6419 -2.5542 -2.4542 -2.3503 -2.1173 -1.9297 -1.7844 -1.6746 -1.5896
