 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F430M
 -3.8502 -4.0084 -4.0938 -4.1277 -4.1853 -4.2556 -4.3328 -4.4034 -4.4831 -4.5658
 -4.6475 -4.7282 -4.8072 -4.8855 -4.9625 -5.1501 -5.3296 -5.4867 -5.6498
 -3.9400 -4.0089 -4.0826 -4.1621 -4.2452 -4.3147 -4.3786 -4.4477 -4.5220 -4.6008
 -4.6807 -4.7603 -4.8392 -4.9170 -4.9937 -5.1799 -5.3568 -5.5232 -5.6859 -5.8447
 -3.9807 -4.0440 -4.1134 -4.1867 -4.2625 -4.3425 -4.4199 -4.4878 -4.5563 -4.6289
 -4.7053 -4.7830 -4.8607 -4.9379 -5.0141 -5.1990 -5.3747 -5.5407 -5.7032 -5.8616
 -6.0130
 -4.0254 -4.0824 -4.1463 -4.2156 -4.2884 -4.3628 -4.4382 -4.5152 -4.5886 -4.6587
 -4.7294 -4.8024 -4.8772 -4.9527 -5.0280 -5.2118 -5.3872 -5.5542 -5.7159 -5.8738
 -6.0250 -6.1694
 -4.0788 -4.1264 -4.1834 -4.2470 -4.3156 -4.3874 -4.4602 -4.5330 -4.6075 -4.6818
 -4.7536 -4.8237 -4.8940 -4.9656 -5.0385 -5.2201 -5.3951 -5.5626 -5.7248 -5.8827
 -6.0338 -6.1780 -6.3159 -6.4483
 -4.1402 -4.1801 -4.2275 -4.2839 -4.3465 -4.4136 -4.4835 -4.5543 -4.6256 -4.6974
 -4.7695 -4.8409 -4.9109 -4.9802 -5.0496 -5.2259 -5.3995 -5.5671 -5.7300 -5.8886
 -6.0401 -6.1844 -6.3222 -6.4543 -6.5814 -6.7042 -6.8231 -6.9386 -7.0511 -7.1608
 -4.2075 -4.2422 -4.2810 -4.3291 -4.3840 -4.4449 -4.5099 -4.5773 -4.6463 -4.7156
 -4.7850 -4.8542 -4.9233 -4.9921 -5.0606 -5.2315 -5.4019 -5.5681 -5.7316 -5.8914
 -6.0441 -6.1890 -6.3270 -6.4590 -6.5857 -6.7077 -6.8256 -6.9398 -7.0509 -7.1592
 -7.2653
 -4.2784 -4.3100 -4.3441 -4.3848 -4.4313 -4.4842 -4.5425 -4.6047 -4.6698 -4.7363
 -4.8033 -4.8701 -4.9365 -5.0031 -5.0699 -5.2372 -5.4039 -5.5679 -5.7300 -5.8906
 -6.0453 -6.1916 -6.3303 -6.4625 -6.5891 -6.7108 -6.8281 -6.9414 -7.0514 -7.1584
 -7.2628
 -4.3507 -4.3808 -4.4134 -4.4525 -4.4906 -4.5353 -4.5857 -4.6409 -4.7003 -4.7625
 -4.8263 -4.8907 -4.9548 -5.0187 -5.0827 -5.2446 -5.4077 -5.5689 -5.7291 -5.8889
 -6.0455 -6.1943 -6.3345 -6.4676 -6.5946 -6.7163 -6.8335 -6.9466 -7.0561 -7.1622
 -7.2652
 -4.4222 -4.4518 -4.4845 -4.5198 -4.5575 -4.5972 -4.6395 -4.6867 -4.7385 -4.7945
 -4.8533 -4.9138 -4.9752 -5.0366 -5.0981 -5.2528 -5.4102 -5.5686 -5.7257 -5.8827
 -6.0390 -6.1900 -6.3328 -6.4675 -6.5954 -6.7176 -6.8349 -6.9477 -7.0566 -7.1620
 -7.2663
 -4.4907 -4.5238 -4.5582 -4.5937 -4.6302 -4.6675 -4.7056 -4.7451 -4.7889 -4.8370
 -4.8890 -4.9441 -5.0010 -5.0591 -5.1178 -5.2655 -5.4158 -5.5693 -5.7233 -5.8773
 -6.0312 -6.1824 -6.3276 -6.4649 -6.5946 -6.7179 -6.8358 -6.9489 -7.0576 -7.1627
 -7.2645
 -4.5544 -4.6077 -4.6511 -4.6876 -4.7203 -4.7514 -4.7830 -4.8166 -4.8530 -4.8928
 -4.9365 -4.9842 -5.0350 -5.0880 -5.1426 -5.2827 -5.4259 -5.5727 -5.7228
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F430M
 -3.8620 -3.9495 -4.0162 -4.0786 -4.1524 -4.2323 -4.3150 -4.3977 -4.4788 -4.5621
 -4.6453 -4.7273 -4.8078 -4.8868 -4.9644 -5.1525 -5.3326 -5.4990 -5.6592
 -3.8902 -3.9621 -4.0436 -4.1254 -4.1911 -4.2644 -4.3446 -4.4269 -4.5087 -4.5923
 -4.6758 -4.7584 -4.8393 -4.9186 -4.9962 -5.1832 -5.3605 -5.5273 -5.6854 -5.8417
 -3.9238 -3.9918 -4.0643 -4.1407 -4.2249 -4.3010 -4.3719 -4.4493 -4.5298 -4.6120
 -4.6950 -4.7776 -4.8588 -4.9383 -5.0162 -5.2031 -5.3794 -5.5451 -5.7030 -5.8586
 -6.0094
 -3.9599 -4.0230 -4.0921 -4.1643 -4.2398 -4.3198 -4.4017 -4.4761 -4.5498 -4.6276
 -4.7085 -4.7900 -4.8708 -4.9503 -5.0283 -5.2156 -5.3920 -5.5578 -5.7158 -5.8707
 -6.0211 -6.1655
 -4.0005 -4.0573 -4.1214 -4.1907 -4.2636 -4.3388 -4.4159 -4.4946 -4.5731 -4.6474
 -4.7226 -4.8003 -4.8792 -4.9579 -5.0355 -5.2228 -5.3996 -5.5662 -5.7247 -5.8793
 -6.0295 -6.1737 -6.3117 -6.4447
 -4.0481 -4.0973 -4.1548 -4.2188 -4.2877 -4.3600 -4.4342 -4.5094 -4.5856 -4.6630
 -4.7396 -4.8144 -4.8889 -4.9643 -5.0402 -5.2265 -5.4036 -5.5709 -5.7303 -5.8851
 -6.0354 -6.1797 -6.3176 -6.4499 -6.5774 -6.7006 -6.8200 -6.9359 -7.0487 -7.1583
 -4.1032 -4.1454 -4.1949 -4.2520 -4.3153 -4.3832 -4.4542 -4.5271 -4.6007 -4.6750
 -4.7500 -4.8255 -4.9000 -4.9734 -5.0462 -5.2283 -5.4048 -5.5726 -5.7328 -5.8882
 -6.0391 -6.1838 -6.3219 -6.4542 -6.5811 -6.7034 -6.8218 -6.9365 -7.0481 -7.1568
 -7.2627
 -4.1648 -4.2030 -4.2440 -4.2931 -4.3493 -4.4112 -4.4775 -4.5467 -4.6178 -4.6895
 -4.7617 -4.8346 -4.9076 -4.9803 -5.0524 -5.2299 -5.4044 -5.5720 -5.7324 -5.8884
 -6.0403 -6.1861 -6.3248 -6.4573 -6.5842 -6.7062 -6.8239 -6.9378 -7.0482 -7.1556
 -7.2602
 -4.2300 -4.2665 -4.3029 -4.3442 -4.3926 -4.4475 -4.5077 -4.5720 -4.6392 -4.7080
 -4.7776 -4.8478 -4.9182 -4.9886 -5.0589 -5.2337 -5.4054 -5.5721 -5.7323 -5.8882
 -6.0411 -6.1887 -6.3288 -6.4620 -6.5893 -6.7114 -6.8290 -6.9426 -7.0526 -7.1590
 -7.2623
 -4.2952 -4.3320 -4.3673 -4.4044 -4.4451 -4.4922 -4.5450 -4.6028 -4.6647 -4.7294
 -4.7956 -4.8629 -4.9306 -4.9984 -5.0660 -5.2356 -5.4041 -5.5688 -5.7282 -5.8832
 -6.0358 -6.1849 -6.3270 -6.4617 -6.5898 -6.7122 -6.8299 -6.9431 -7.0525 -7.1584
 -7.2632
 -4.3569 -4.3988 -4.4360 -4.4716 -4.5070 -4.5474 -4.5928 -4.6432 -4.6983 -4.7574
 -4.8192 -4.8828 -4.9473 -5.0124 -5.0774 -5.2404 -5.4040 -5.5661 -5.7241 -5.8777
 -6.0289 -6.1780 -6.3221 -6.4590 -6.5887 -6.7122 -6.8305 -6.9439 -7.0531 -7.1587
 -7.2609
 -4.4150 -4.4667 -4.5091 -4.5452 -4.5785 -4.6127 -4.6514 -4.6947 -4.7425 -4.7946
