 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -4.8861 -4.5451 -4.2983 -4.0267 -3.7270 -3.4816 -3.3394 -3.2542 -3.1589 -3.0311
 -2.8880 -2.7332 -2.5780 -2.4330 -2.2935 -1.9782 -1.7122 -1.5022 -1.3335
 -4.4996 -4.1036 -3.8091 -3.5685 -3.3722 -3.2158 -3.0900 -2.9832 -2.8839 -2.7842
 -2.6780 -2.5600 -2.4293 -2.2953 -2.1677 -1.8877 -1.6565 -1.4715 -1.3267 -1.2165
 -4.2392 -3.8218 -3.5032 -3.2709 -3.1124 -2.9921 -2.8814 -2.7780 -2.6840 -2.5974
 -2.5096 -2.4150 -2.3064 -2.1865 -2.0697 -1.8167 -1.6124 -1.4484 -1.3217 -1.2235
 -1.1447
 -4.1049 -3.6997 -3.3806 -3.1339 -2.9476 -2.8105 -2.7136 -2.6386 -2.5592 -2.4707
 -2.3828 -2.2982 -2.2093 -2.1066 -1.9995 -1.7652 -1.5799 -1.4329 -1.3185 -1.2289
 -1.1565 -1.0955
 -4.0095 -3.6284 -3.3224 -3.0786 -2.8856 -2.7342 -2.6163 -2.5235 -2.4489 -2.3805
 -2.3022 -2.2161 -2.1327 -2.0449 -1.9491 -1.7294 -1.5568 -1.4222 -1.3181 -1.2365
 -1.1700 -1.1137 -1.0644 -1.0205
 -3.9099 -3.5624 -3.2786 -3.0469 -2.8571 -2.7013 -2.5735 -2.4685 -2.3801 -2.3024
 -2.2301 -2.1558 -2.0771 -1.9979 -1.9113 -1.7050 -1.5406 -1.4142 -1.3180 -1.2436
 -1.1832 -1.1319 -1.0867 -1.0461 -1.0089 -0.9749 -0.9446 -0.9197 -0.9026 -0.8968
 -3.7932 -3.4832 -3.2270 -3.0139 -2.8345 -2.6819 -2.5512 -2.4392 -2.3430 -2.2581
 -2.1799 -2.1048 -2.0302 -1.9580 -1.8818 -1.6885 -1.5297 -1.4078 -1.3164 -1.2478
 -1.1935 -1.1479 -1.1077 -1.0712 -1.0373 -1.0058 -0.9771 -0.9512 -0.9314 -0.9211
 -0.9219
 -3.6663 -3.3911 -3.1621 -2.9698 -2.8050 -2.6609 -2.5332 -2.4196 -2.3187 -2.2292
 -2.1477 -2.0710 -1.9968 -1.9245 -1.8547 -1.6767 -1.5229 -1.4030 -1.3135 -1.2480
 -1.1988 -1.1591 -1.1246 -1.0933 -1.0641 -1.0362 -1.0101 -0.9862 -0.9654 -0.9504
 -0.9466
 -3.5337 -3.2907 -3.0856 -2.9122 -2.7625 -2.6295 -2.5089 -2.3983 -2.2972 -2.2054
 -2.1217 -2.0443 -1.9707 -1.8993 -1.8309 -1.6637 -1.5169 -1.3989 -1.3096 -1.2447
 -1.1983 -1.1635 -1.1351 -1.1099 -1.0863 -1.0635 -1.0416 -1.0206 -1.0013 -0.9853
 -0.9754
 -3.4106 -3.1968 -3.0098 -2.8503 -2.7128 -2.5905 -2.4784 -2.3737 -2.2756 -2.1843
 -2.0999 -2.0221 -1.9492 -1.8799 -1.8130 -1.6532 -1.5122 -1.3968 -1.3075 -1.2416
 -1.1951 -1.1626 -1.1389 -1.1198 -1.1025 -1.0858 -1.0694 -1.0532 -1.0374 -1.0229
 -1.0096
 -3.3009 -3.1101 -2.9390 -2.7888 -2.6584 -2.5439 -2.4395 -2.3416 -2.2486 -2.1604
 -2.0773 -1.9997 -1.9276 -1.8599 -1.7954 -1.6430 -1.5069 -1.3939 -1.3054 -1.2387
 -1.1910 -1.1585 -1.1369 -1.1222 -1.1109 -1.1007 -1.0907 -1.0803 -1.0696 -1.0590
 -1.0496
 -3.2046 -3.0306 -2.8745 -2.7320 -2.6059 -2.4946 -2.3947 -2.3025 -2.2150 -2.1314
 -2.0514 -1.9757 -1.9047 -1.8384 -1.7781 -1.6331 -1.5010 -1.3902 -1.3033
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -5.8202 -5.3089 -4.8654 -4.4858 -4.1636 -3.8827 -3.6277 -3.3889 -3.1724 -2.9839
 -2.8140 -2.6540 -2.5008 -2.3575 -2.2150 -1.9317 -1.6950 -1.4984 -1.3429
 -5.4210 -4.9085 -4.4639 -4.0891 -3.7779 -3.5193 -3.3001 -3.1035 -2.9295 -2.7768
 -2.6375 -2.5026 -2.3672 -2.2353 -2.1126 -1.8508 -1.6393 -1.4660 -1.3275 -1.2189
 -5.0128 -4.5028 -4.0851 -3.7925 -3.5116 -3.2742 -3.0741 -2.9020 -2.7525 -2.6218
 -2.5039 -2.3903 -2.2729 -2.1518 -2.0362 -1.7906 -1.5975 -1.4421 -1.3176 -1.2191
 -1.1389
 -4.7100 -4.2007 -3.8006 -3.4956 -3.2609 -3.0727 -2.9112 -2.7628 -2.6271 -2.5064
 -2.3995 -2.3009 -2.2019 -2.0945 -1.9858 -1.7511 -1.5696 -1.4267 -1.3132 -1.2231
 -1.1500 -1.0887
 -4.5926 -4.0792 -3.6647 -3.3440 -3.0989 -2.9100 -2.7615 -2.6399 -2.5338 -2.4328
 -2.3296 -2.2332 -2.1433 -2.0515 -1.9521 -1.7262 -1.5517 -1.4171 -1.3120 -1.2292
 -1.1620 -1.1054 -1.0561 -1.0124
 -4.5409 -4.0298 -3.6144 -3.2833 -3.0221 -2.8169 -2.6562 -2.5301 -2.4302 -2.3501
 -2.2741 -2.1893 -2.1020 -2.0159 -1.9268 -1.7106 -1.5405 -1.4108 -1.3117 -1.2351
 -1.1738 -1.1222 -1.0771 -1.0368 -1.0001 -0.9668 -0.9373 -0.9130 -0.8961 -0.8901
 -4.4939 -4.0043 -3.5980 -3.2702 -3.0077 -2.7978 -2.6294 -2.4936 -2.3833 -2.2908
 -2.2108 -2.1381 -2.0645 -1.9875 -1.9062 -1.7007 -1.5332 -1.4063 -1.3107 -1.2388
 -1.1830 -1.1370 -1.0969 -1.0607 -1.0274 -0.9966 -0.9687 -0.9438 -0.9246 -0.9142
 -0.9151
 -4.4303 -3.9707 -3.5848 -3.2682 -3.0104 -2.8006 -2.6283 -2.4856 -2.3668 -2.2664
 -2.1786 -2.0990 -2.0249 -1.9542 -1.8836 -1.6933 -1.5286 -1.4027 -1.3086 -1.2393
 -1.1879 -1.1474 -1.1129 -1.0819 -1.0531 -1.0260 -1.0008 -0.9778 -0.9580 -0.9435
 -0.9398
 -4.3376 -3.9135 -3.5561 -3.2571 -3.0102 -2.8056 -2.6342 -2.4886 -2.3639 -2.2564
 -2.1624 -2.0782 -2.0001 -1.9264 -1.8572 -1.6834 -1.5242 -1.3986 -1.3049 -1.2364
