 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.5681 -5.5024 -5.7027 -5.6322 -5.4386 -5.1844 -4.9062 -4.7157 -4.5451 -4.3696
 -4.2055 -4.0539 -3.9145 -3.7857 -3.6652 -3.4095 -3.1658 -2.9375 -2.8044
 -5.5613 -5.3373 -5.1575 -5.0370 -4.9692 -4.8687 -4.7042 -4.5224 -4.3528 -4.1925
 -4.0407 -3.8994 -3.7691 -3.6491 -3.5378 -3.2914 -3.0857 -2.9227 -2.8008 -2.7087
 -5.3521 -5.1313 -4.9339 -4.7666 -4.6319 -4.5423 -4.4714 -4.3601 -4.2162 -4.0647
 -3.9232 -3.7914 -3.6696 -3.5577 -3.4547 -3.2316 -3.0501 -2.9064 -2.7974 -2.7139
 -2.6478
 -5.1858 -4.9835 -4.7913 -4.6179 -4.4661 -4.3352 -4.2283 -4.1497 -4.0692 -3.9609
 -3.8357 -3.7125 -3.5985 -3.4932 -3.3964 -3.1888 -3.0242 -2.8963 -2.7979 -2.7220
 -2.6610 -2.6102
 -5.0435 -4.8626 -4.6848 -4.5165 -4.3639 -4.2277 -4.1068 -4.0003 -3.9143 -3.8361
 -3.7503 -3.6500 -3.5459 -3.4468 -3.3554 -3.1590 -3.0055 -2.8888 -2.8000 -2.7312
 -2.6753 -2.6283 -2.5878 -2.5528
 -4.9207 -4.7556 -4.5954 -4.4378 -4.2896 -4.1543 -4.0327 -3.9234 -3.8256 -3.7382
 -3.6593 -3.5820 -3.4984 -3.4108 -3.3251 -3.1382 -2.9919 -2.8822 -2.8007 -2.7391
 -2.6889 -2.6464 -2.6094 -2.5765 -2.5455 -2.5178 -2.4953 -2.4796 -2.4719 -2.4728
 -4.8174 -4.6620 -4.5142 -4.3701 -4.2295 -4.0980 -3.9776 -3.8689 -3.7717 -3.6831
 -3.6011 -3.5240 -3.4499 -3.3755 -3.2998 -3.1229 -2.9815 -2.8750 -2.7987 -2.7431
 -2.6993 -2.6622 -2.6297 -2.6004 -2.5737 -2.5478 -2.5246 -2.5066 -2.4955 -2.4930
 -2.5001
 -4.7339 -4.5832 -4.4416 -4.3069 -4.1765 -4.0506 -3.9329 -3.8253 -3.7287 -3.6417
 -3.5618 -3.4863 -3.4135 -3.3434 -3.2746 -3.1115 -2.9739 -2.8691 -2.7942 -2.7423
 -2.7042 -2.6733 -2.6464 -2.6219 -2.5993 -2.5778 -2.5562 -2.5370 -2.5232 -2.5173
 -2.5207
 -4.6703 -4.5203 -4.3804 -4.2460 -4.1244 -4.0062 -3.8928 -3.7869 -3.6907 -3.6041
 -3.5258 -3.4533 -3.3842 -3.3170 -3.2514 -3.0983 -2.9668 -2.8635 -2.7881 -2.7371
 -2.7027 -2.6775 -2.6569 -2.6385 -2.6212 -2.6043 -2.5880 -2.5727 -2.5604 -2.5512
 -2.5449
 -4.6267 -4.4746 -4.3333 -4.2016 -4.0790 -3.9645 -3.8570 -3.7544 -3.6589 -3.5721
 -3.4940 -3.4231 -3.3572 -3.2934 -3.2315 -3.0869 -2.9608 -2.8594 -2.7836 -2.7314
 -2.6974 -2.6755 -2.6604 -2.6484 -2.6374 -2.6263 -2.6153 -2.6041 -2.5934 -2.5840
 -2.5757
 -4.5991 -4.4423 -4.2977 -4.1641 -4.0407 -3.9265 -3.8209 -3.7226 -3.6295 -3.5429
 -3.4643 -3.3936 -3.3292 -3.2692 -3.2118 -3.0753 -2.9540 -2.8549 -2.7796 -2.7259
 -2.6909 -2.6695 -2.6574 -2.6506 -2.6458 -2.6414 -2.6365 -2.6309 -2.6249 -2.6189
 -2.6139
 -4.5708 -4.4038 -4.2550 -4.1215 -4.0003 -3.8890 -3.7857 -3.6889 -3.5984 -3.5143
 -3.4365 -3.3653 -3.3011 -3.2426 -3.1881 -3.0615 -2.9462 -2.8497 -2.7750
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.9364 -5.8458 -5.7111 -5.4652 -5.1896 -4.9297 -4.7104 -4.5259 -4.3579 -4.1997
 -4.0504 -3.9117 -3.7839 -3.6664 -3.5580 -3.3260 -3.1212 -2.9379 -2.8046
 -5.6110 -5.4015 -5.2828 -5.2084 -5.0357 -4.8034 -4.5814 -4.3933 -4.2287 -4.0757
 -3.9320 -3.7990 -3.6774 -3.5667 -3.4657 -3.2476 -3.0656 -2.9144 -2.7946 -2.7022
 -5.4331 -5.1974 -5.0008 -4.8529 -4.7711 -4.6724 -4.4946 -4.3042 -4.1381 -3.9904
 -3.8521 -3.7241 -3.6071 -3.5008 -3.4044 -3.1990 -3.0323 -2.8969 -2.7896 -2.7058
 -2.6390
 -5.3109 -5.0799 -4.8707 -4.6839 -4.5299 -4.4191 -4.3415 -4.2309 -4.0775 -3.9314
 -3.7976 -3.6742 -3.5611 -3.4582 -3.3648 -3.1674 -3.0103 -2.8858 -2.7883 -2.7119
 -2.6504 -2.5994
 -5.2174 -4.9984 -4.7920 -4.6045 -4.4377 -4.2894 -4.1649 -4.0673 -3.9867 -3.8824
 -3.7603 -3.6402 -3.5303 -3.4304 -3.3395 -3.1474 -2.9962 -2.8788 -2.7887 -2.7190
 -2.6628 -2.6157 -2.5753 -2.5407
 -5.1516 -4.9361 -4.7373 -4.5510 -4.3819 -4.2300 -4.0926 -3.9697 -3.8655 -3.7829
 -3.7036 -3.6102 -3.5090 -3.4113 -3.3224 -3.1343 -2.9868 -2.8736 -2.7888 -2.7250
 -2.6743 -2.6319 -2.5952 -2.5628 -2.5329 -2.5067 -2.4857 -2.4709 -2.4635 -2.4645
 -5.0959 -4.8871 -4.6960 -4.5140 -4.3450 -4.1920 -4.0540 -3.9287 -3.8151 -3.7151
 -3.6290 -3.5535 -3.4767 -3.3939 -3.3099 -3.1252 -2.9799 -2.8689 -2.7872 -2.7280
 -2.6830 -2.6460 -2.6139 -2.5852 -2.5593 -2.5344 -2.5123 -2.4955 -2.4860 -2.4849
 -2.4917
 -5.0561 -4.8494 -4.6649 -4.4876 -4.3206 -4.1664 -4.0274 -3.9021 -3.7885 -3.6853
 -3.5927 -3.5098 -3.4351 -3.3645 -3.2929 -3.1180 -2.9743 -2.8642 -2.7837 -2.7272
 -2.6871 -2.6558 -2.6292 -2.6054 -2.5835 -2.5612 -2.5403 -2.5233 -2.5120 -2.5079
 -2.5120
 -5.0380 -4.8259 -4.6409 -4.4677 -4.3032 -4.1490 -4.0082 -3.8812 -3.7671 -3.6640
 -3.5708 -3.4862 -3.4087 -3.3370 -3.2696 -3.1092 -2.9683 -2.8586 -2.7782 -2.7225
 -2.6853 -2.6593 -2.6387 -2.6208 -2.6042 -2.5884 -2.5734 -2.5606 -2.5502 -2.5420
 -2.5357
 -5.0457 -4.8198 -4.6294 -4.4584 -4.2963 -4.1431 -4.0003 -3.8703 -3.7537 -3.6492
 -3.5554 -3.4708 -3.3934 -3.3216 -3.2540 -3.1003 -2.9650 -2.8552 -2.7738 -2.7170
 -2.6803 -2.6572 -2.6418 -2.6301 -2.6196 -2.6095 -2.5996 -2.5897 -2.5804 -2.5725
 -2.5656
 -5.0740 -4.8319 -4.6321 -4.4580 -4.2965 -4.1443 -4.0012 -3.8681 -3.7474 -3.6395
 -3.5432 -3.4572 -3.3797 -3.3087 -3.2421 -3.0914 -2.9606 -2.8525 -2.7700 -2.7117
 -2.6737 -2.6511 -2.6386 -2.6319 -2.6276 -2.6239 -2.6201 -2.6157 -2.6109 -2.6063
 -2.6026
 -5.1173 -4.8620 -4.6490 -4.4657 -4.3025 -4.1510 -4.0082 -3.8741 -3.7495 -3.6366
 -3.5359 -3.4466 -3.3671 -3.2956 -3.2300 -3.0831 -2.9556 -2.8494 -2.7667
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -6.1369 -5.9412 -5.6227 -5.3013 -4.9992 -4.7417 -4.5435 -4.3713 -4.2123 -4.0655
 -3.9277 -3.7992 -3.6805 -3.5716 -3.4717 -3.2573 -3.0790 -2.9257 -2.7976
 -5.6877 -5.5937 -5.4809 -5.2200 -4.9361 -4.6744 -4.4577 -4.2807 -4.1223 -3.9777
 -3.8426 -3.7171 -3.6017 -3.4966 -3.4012 -3.1996 -3.0362 -2.8993 -2.7853 -2.6932
 -5.5069 -5.2766 -5.1450 -5.0758 -4.8882 -4.6418 -4.4135 -4.2241 -4.0643 -3.9216
 -3.7892 -3.6664 -3.5535 -3.4508 -3.3579 -3.1635 -3.0087 -2.8821 -2.7784 -2.6947
 -2.6272
 -5.4227 -5.1634 -4.9482 -4.7885 -4.6983 -4.5922 -4.3975 -4.1980 -4.0291 -3.8858
 -3.7559 -3.6355 -3.5247 -3.4238 -3.3325 -3.1421 -2.9922 -2.8719 -2.7755 -2.6984
 -2.6361 -2.5846
 -5.3743 -5.1124 -4.8794 -4.6782 -4.5114 -4.3846 -4.2976 -4.1785 -4.0156 -3.8640
