 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F150W2
 -1.4959 -1.4638 -1.4096 -1.3869 -1.4076 -1.4297 -1.4231 -1.4027 -1.3974 -1.4137
 -1.4430 -1.4812 -1.5218 -1.5640 -1.6091 -1.7294 -1.8568 -1.9861 -2.1131
 -1.5044 -1.5053 -1.4937 -1.4825 -1.4719 -1.4607 -1.4511 -1.4457 -1.4473 -1.4572
 -1.4766 -1.5064 -1.5448 -1.5882 -1.6338 -1.7526 -1.8764 -2.0032 -2.1291 -2.2532
 -1.5111 -1.5285 -1.5410 -1.5424 -1.5276 -1.5085 -1.4966 -1.4919 -1.4923 -1.4979
 -1.5115 -1.5348 -1.5689 -1.6110 -1.6563 -1.7739 -1.8948 -2.0187 -2.1429 -2.2648
 -2.3838
 -1.5160 -1.5334 -1.5515 -1.5666 -1.5747 -1.5731 -1.5596 -1.5413 -1.5324 -1.5358
 -1.5477 -1.5664 -1.5941 -1.6324 -1.6766 -1.7933 -1.9120 -2.0326 -2.1545 -2.2746
 -2.3916 -2.5057
 -1.5293 -1.5423 -1.5582 -1.5750 -1.5901 -1.6008 -1.6050 -1.6027 -1.5947 -1.5868
 -1.5889 -1.6026 -1.6239 -1.6552 -1.6960 -1.8108 -1.9280 -2.0457 -2.1648 -2.2832
 -2.3990 -2.5115 -2.6210 -2.7278
 -1.5552 -1.5615 -1.5720 -1.5853 -1.6002 -1.6148 -1.6268 -1.6346 -1.6392 -1.6419
 -1.6442 -1.6508 -1.6654 -1.6876 -1.7198 -1.8270 -1.9427 -2.0581 -2.1743 -2.2908
 -2.4055 -2.5173 -2.6256 -2.7311 -2.8339 -2.9344 -3.0331 -3.1313 -3.2291 -3.3239
 -1.5944 -1.5938 -1.5973 -1.6046 -1.6152 -1.6283 -1.6423 -1.6552 -1.6661 -1.6756
 -1.6855 -1.6970 -1.7114 -1.7294 -1.7542 -1.8454 -1.9563 -2.0697 -2.1832 -2.2973
 -2.4110 -2.5223 -2.6303 -2.7349 -2.8366 -2.9357 -3.0328 -3.1281 -3.2229 -3.3178
 -3.4105
 -1.6449 -1.6385 -1.6354 -1.6358 -1.6403 -1.6487 -1.6603 -1.6736 -1.6874 -1.7006
 -1.7138 -1.7285 -1.7462 -1.7666 -1.7896 -1.8692 -1.9708 -2.0806 -2.1917 -2.3032
 -2.4152 -2.5261 -2.6341 -2.7387 -2.8399 -2.9382 -3.0341 -3.1278 -3.2200 -3.3118
 -3.4043
 -1.7037 -1.6931 -1.6851 -1.6795 -1.6774 -1.6795 -1.6862 -1.6966 -1.7097 -1.7242
 -1.7391 -1.7549 -1.7730 -1.7943 -1.8184 -1.8941 -1.9881 -2.0928 -2.2012 -2.3104
 -2.4203 -2.5302 -2.6384 -2.7436 -2.8453 -2.9435 -3.0390 -3.1318 -3.2227 -3.3122
 -3.4015
 -1.7705 -1.7567 -1.7444 -1.7340 -1.7261 -1.7221 -1.7225 -1.7278 -1.7373 -1.7501
 -1.7649 -1.7809 -1.7984 -1.8183 -1.8414 -1.9147 -2.0037 -2.1034 -2.2086 -2.3156
 -2.4232 -2.5312 -2.6387 -2.7442 -2.8466 -2.9454 -3.0411 -3.1337 -3.2238 -3.3120
 -3.4001
 -1.8455 -1.8277 -1.8120 -1.7979 -1.7857 -1.7762 -1.7707 -1.7698 -1.7738 -1.7824
 -1.7946 -1.8094 -1.8259 -1.8442 -1.8650 -1.9325 -2.0184 -2.1136 -2.2155 -2.3203
 -2.4261 -2.5321 -2.6381 -2.7431 -2.8460 -2.9458 -3.0423 -3.1355 -3.2257 -3.3134
 -3.3992
 -1.9286 -1.9061 -1.8868 -1.8701 -1.8543 -1.8408 -1.8304 -1.8236 -1.8215 -1.8243
 -1.8317 -1.8430 -1.8572 -1.8737 -1.8892 -1.9475 -2.0322 -2.1234 -2.2219
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F150W2
 -1.4279 -1.4161 -1.4031 -1.3903 -1.3800 -1.3742 -1.3742 -1.3812 -1.3954 -1.4168
 -1.4459 -1.4821 -1.5233 -1.5673 -1.6142 -1.7327 -1.8561 -1.9839 -2.1119
 -1.4619 -1.4569 -1.4485 -1.4387 -1.4296 -1.4230 -1.4207 -1.4239 -1.4332 -1.4491
 -1.4729 -1.5054 -1.5452 -1.5892 -1.6352 -1.7540 -1.8761 -2.0009 -2.1265 -2.2505
 -1.4837 -1.4961 -1.4961 -1.4824 -1.4756 -1.4700 -1.4669 -1.4675 -1.4729 -1.4838
