 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F322W2
  1.3229  1.4797  1.3777  0.7407 -0.3006 -0.9370 -1.2115 -1.3031 -1.1660 -0.8237
 -1.1949 -1.6955 -1.3625 -0.5829 -0.0315 -0.2128
  0.7611  0.8773  0.9025  0.6888  0.2683 -0.0057 -0.1669 -0.2823 -0.3332 -0.3230
 -0.5454 -0.7676 -0.6253 -0.2732 -0.0339 -0.2255 -0.4092 -0.5751 -0.7466
  0.4646  0.5113  0.5574  0.5395  0.4523  0.3758  0.2919  0.1936  0.0866 -0.0254
 -0.1316 -0.1951 -0.1696 -0.0901 -0.0521 -0.2370 -0.4232 -0.5914 -0.7569 -0.9130
 -1.0628
  0.4334  0.3817  0.3424  0.2928  0.2513  0.2075  0.1649  0.1245  0.0935  0.0691
  0.0466  0.0219  0.0047 -0.0337 -0.0861 -0.2473 -0.4347 -0.6056 -0.7684 -0.9250
 -1.0756 -1.2199 -1.3594
  0.3226  0.2978  0.2756  0.2453  0.2122  0.1742  0.1338  0.0934  0.0551  0.0217
 -0.0060 -0.0329 -0.0578 -0.0901 -0.1344 -0.2743 -0.4429 -0.6141 -0.7788 -0.9355
 -1.0850 -1.2283 -1.3662 -1.4994 -1.6287
  0.2036  0.1977  0.1892  0.1751  0.1534  0.1247  0.0905  0.0537  0.0163 -0.0201
 -0.0535 -0.0834 -0.1123 -0.1396 -0.1794 -0.3035 -0.4555 -0.6219 -0.7864 -0.9434
 -1.0926 -1.2353 -1.3721 -1.5039 -1.6314 -1.7552
  0.0765  0.0814  0.0832  0.0822  0.0749  0.0590  0.0350  0.0054 -0.0275 -0.0618
 -0.0962 -0.1289 -0.1595 -0.1869 -0.2211 -0.3349 -0.4725 -0.6290 -0.7912 -0.9487
 -1.0984 -1.2409 -1.3771 -1.5081 -1.6343 -1.7565 -1.8753 -1.9910 -2.1038 -2.2135
 -0.0588 -0.0511 -0.0424 -0.0328 -0.0264 -0.0270 -0.0363 -0.0546 -0.0793 -0.1080
 -0.1390 -0.1710 -0.2026 -0.2319 -0.2625 -0.3633 -0.4928 -0.6382 -0.7943 -0.9511
 -1.1018 -1.2450 -1.3812 -1.5117 -1.6372 -1.7582 -1.8755 -1.9896 -2.1007 -2.2092
 -2.3152
 -0.1959 -0.1901 -0.1795 -0.1646 -0.1484 -0.1351 -0.1283 -0.1308 -0.1428 -0.1623
 -0.1863 -0.2138 -0.2435 -0.2738 -0.3030 -0.3919 -0.5118 -0.6501 -0.7982 -0.9513
 -1.1024 -1.2469 -1.3840 -1.5147 -1.6399 -1.7603 -1.8767 -1.9894 -2.0989 -2.2057
 -2.3103
 -0.3215 -0.3259 -0.3206 -0.3066 -0.2862 -0.2632 -0.2427 -0.2288 -0.2244 -0.2299
 -0.2434 -0.2628 -0.2868 -0.3141 -0.3422 -0.4232 -0.5318 -0.6636 -0.8062 -0.9538
 -1.1030 -1.2486 -1.3874 -1.5192 -1.6449 -1.7653 -1.8813 -1.9933 -2.1018 -2.2074
 -2.3102
 -0.4397 -0.4508 -0.4516 -0.4432 -0.4239 -0.3991 -0.3712 -0.3448 -0.3244 -0.3135
 -0.3133 -0.3219 -0.3371 -0.3570 -0.3803 -0.4540 -0.5525 -0.6754 -0.8125 -0.9551
 -1.1001 -1.2445 -1.3845 -1.5181 -1.6449 -1.7660 -1.8821 -1.9938 -2.1017 -2.2062
 -2.3098
 -0.5438 -0.5648 -0.5731 -0.5700 -0.5565 -0.5348 -0.5056 -0.4739 -0.4429 -0.4195
 -0.4049 -0.3985 -0.3998 -0.4083 -0.4235 -0.4864 -0.5770 -0.6891 -0.8195 -0.9577
 -1.0986 -1.2398 -1.3792 -1.5141 -1.6427 -1.7651 -1.8821 -1.9942 -2.1021 -2.2064
 -2.3073
 -0.6337 -0.6679 -0.6851 -0.6870 -0.6840 -0.6703 -0.6375 -0.6060 -0.5720 -0.5413
 -0.5150 -0.4928 -0.4743 -0.4680 -0.4719 -0.5203 -0.6053 -0.7047 -0.8272
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F322W2
  0.2889  0.2216  0.1536  0.0803  0.0116  0.0297  0.0936  0.1591  0.2012  0.1861
  0.0449 -0.1307 -0.1614 -0.0692 -0.0232 -0.2010
  0.3439  0.2805  0.2162  0.1489  0.0847  0.0666  0.0776  0.0991  0.1170  0.1143
  0.0612 -0.0114 -0.0386 -0.0264 -0.0401 -0.2202 -0.3990 -0.5712 -0.7370
  0.3749  0.3170  0.2579  0.1972  0.1381  0.0972  0.0727  0.0623  0.0599  0.0596
  0.0564  0.0462  0.0253 -0.0091 -0.0595 -0.2383 -0.4162 -0.5885 -0.7534 -0.9109
 -1.0623
  0.3819  0.3311  0.2787  0.2252  0.1719  0.1215  0.0789  0.0487  0.0297  0.0219
  0.0306  0.0422  0.0305 -0.0174 -0.0814 -0.2553 -0.4307 -0.6024 -0.7668 -0.9237
 -1.0739 -1.2184 -1.3578
  0.3649  0.3228  0.2786  0.2329  0.1860  0.1395  0.0962  0.0585  0.0265  0.0012
 -0.0163 -0.0234 -0.0231 -0.0513 -0.1058 -0.2712 -0.4425 -0.6129 -0.7772 -0.9338
 -1.0832 -1.2265 -1.3644 -1.4978 -1.6273
  0.3239  0.2921  0.2576  0.2203  0.1804  0.1389  0.0972  0.0583  0.0238 -0.0053
 -0.0337 -0.0612 -0.0753 -0.0947 -0.1380 -0.2882 -0.4534 -0.6205 -0.7846 -0.9414
 -1.0906 -1.2332 -1.3701 -1.5020 -1.6297 -1.7538
  0.2582  0.2373  0.2144  0.1877  0.1568  0.1219  0.0846  0.0466  0.0101 -0.0235
 -0.0547 -0.0856 -0.1163 -0.1350 -0.1742 -0.3094 -0.4652 -0.6269 -0.7893 -0.9465
 -1.0961 -1.2386 -1.3749 -1.5060 -1.6324 -1.7548 -1.8738 -1.9897 -2.1027 -2.2124
  0.1720  0.1596  0.1471  0.1326  0.1131  0.0877  0.0575  0.0237 -0.0116 -0.0466
 -0.0802 -0.1133 -0.1471 -0.1737 -0.2087 -0.3335 -0.4799 -0.6338 -0.7920 -0.9489
 -1.0994 -1.2425 -1.3788 -1.5095 -1.6351 -1.7564 -1.8740 -1.9882 -2.0994 -2.2080
 -2.3140
  0.1165  0.0790  0.0588  0.0542  0.0467  0.0332  0.0130 -0.0131 -0.0436 -0.0765
 -0.1101 -0.1440 -0.1784 -0.2116 -0.2430 -0.3578 -0.4958 -0.6430 -0.7940 -0.9490
 -1.0992 -1.2444 -1.3815 -1.5123 -1.6377 -1.7583 -1.8749 -1.9881 -2.0980 -2.2050
 -2.3091
 -0.0370 -0.0308 -0.0337 -0.0448 -0.0434 -0.0449 -0.0532 -0.0685 -0.0905 -0.1176
 -0.1478 -0.1800 -0.2135 -0.2475 -0.2792 -0.3845 -0.5133 -0.6550 -0.8015 -0.9510
 -1.1007 -1.2462 -1.3849 -1.5168 -1.6426 -1.7632 -1.8794 -1.9916 -2.1003 -2.2059
 -2.3090
 -0.1350 -0.1399 -0.1467 -0.1553 -0.1490 -0.1439 -0.1409 -0.1442 -0.1549 -0.1725
 -0.1958 -0.2231 -0.2531 -0.2850 -0.3170 -0.4126 -0.5308 -0.6650 -0.8069 -0.9516
 -1.0976 -1.2422 -1.3822 -1.5157 -1.6426 -1.7638 -1.8801 -1.9920 -2.1001 -2.2048
 -2.3085
 -0.2340 -0.2483 -0.2565 -0.2591 -0.2533 -0.2417 -0.2309 -0.2418 -0.2404 -0.2463
 -0.2591 -0.2781 -0.3018 -0.3289 -0.3584 -0.4441 -0.5517 -0.6768 -0.8129 -0.9536
 -1.0957 -1.2375 -1.3770 -1.5118 -1.6405 -1.7630 -1.8801 -1.9924 -2.1004 -2.2048
 -2.3059
 -0.3338 -0.3560 -0.3630 -0.3563 -0.3562 -0.3384 -0.3510 -0.3378 -0.3285 -0.3404
 -0.3413 -0.3491 -0.3632 -0.3827 -0.4034 -0.4790 -0.5760 -0.6904 -0.8195
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F322W2
  0.1940  0.1123  0.0608  0.0700  0.1355  0.2197  0.2971  0.3558  0.3724  0.3236
  0.2567  0.1693  0.0860  0.0364 -0.0259 -0.1995
  0.2721  0.1975  0.1366  0.1062  0.1066  0.1248  0.1511  0.1791  0.1961  0.1899
  0.1727  0.1351  0.0787  0.0203 -0.0468 -0.2228 -0.3978 -0.5694 -0.7342
  0.3284  0.2608  0.1959  0.1411  0.0993  0.0725  0.0609  0.0625  0.0724  0.0859
  0.0962  0.0915  0.0589  0.0013 -0.0665 -0.2427 -0.4166 -0.5872 -0.7515 -0.9092
 -1.0608
