 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F150W2
  0.7042 -0.1053 -1.0996 -1.0921  0.2723  1.9658  1.2514  0.2513 -0.2370 -0.1913
 -0.1187 -0.0273  0.1887  0.3784  0.4731  0.3263
  0.7123  0.3884 -0.0687 -0.1125  0.4173  1.1915  0.9379  0.5475  0.3124  0.2650
  0.2453  0.2594  0.3356  0.4042  0.4264  0.2962  0.1587  0.0285 -0.1177
  0.6386  0.5834  0.4568  0.4100  0.4842  0.6936  0.6790  0.6241  0.5577  0.4942
  0.4461  0.4225  0.4174  0.4109  0.3893  0.2715  0.1439  0.0129 -0.1214 -0.2505
 -0.3709
  0.4831  0.4797  0.4769  0.4754  0.4729  0.4720  0.4747  0.4811  0.4988  0.4963
  0.4838  0.4619  0.4341  0.3987  0.3618  0.2522  0.1267 -0.0029 -0.1320 -0.2574
 -0.3799 -0.5000 -0.6169
  0.3975  0.4089  0.4169  0.4211  0.4213  0.4197  0.4181  0.4177  0.4191  0.4199
  0.4147  0.4008  0.3795  0.3513  0.3169  0.2174  0.1044 -0.0175 -0.1431 -0.2673
 -0.3882 -0.5059 -0.6205 -0.7325 -0.8425
  0.2978  0.3219  0.3403  0.3526  0.3590  0.3609  0.3599  0.3576  0.3547  0.3518
  0.3479  0.3398  0.3243  0.3024  0.2737  0.1839  0.0805 -0.0337 -0.1545 -0.2764
 -0.3958 -0.5118 -0.6246 -0.7344 -0.8418 -0.9472
  0.1841  0.2187  0.2471  0.2699  0.2860  0.2956  0.3001  0.3008  0.2989  0.2952
  0.2902  0.2831  0.2722  0.2558  0.2322  0.1517  0.0550 -0.0515 -0.1662 -0.2847
 -0.4027 -0.5177 -0.6292 -0.7375 -0.8430 -0.9462 -1.0475 -1.1479 -1.2478 -1.3449
  0.0563  0.0993  0.1373  0.1708  0.1984  0.2190  0.2329  0.2407  0.2436  0.2429
  0.2395  0.2335  0.2247  0.2117  0.1935  0.1224  0.0311 -0.0702 -0.1786 -0.2927
 -0.4087 -0.5229 -0.6338 -0.7413 -0.8456 -0.9471 -1.0462 -1.1438 -1.2411 -1.3381
 -1.4327
 -0.0824 -0.0328  0.0135  0.0567  0.0955  0.1282  0.1540  0.1724  0.1838  0.1893
  0.1903  0.1875  0.1812  0.1713  0.1568  0.0961  0.0100 -0.0876 -0.1917 -0.3010
 -0.4138 -0.5270 -0.6377 -0.7449 -0.8487 -0.9494 -1.0475 -1.1432 -1.2376 -1.3316
 -1.4259
 -0.2259 -0.1723 -0.1205 -0.0704 -0.0219  0.0223  0.0605  0.0915  0.1144  0.1297
  0.1382  0.1410  0.1389  0.1325  0.1211  0.0701 -0.0090 -0.1036 -0.2053 -0.3111
 -0.4204 -0.5317 -0.6422 -0.7498 -0.8539 -0.9544 -1.0521 -1.1470 -1.2399 -1.3317
 -1.4225
 -0.3706 -0.3147 -0.2586 -0.2024 -0.1465 -0.0933 -0.0444 -0.0015  0.0338  0.0608
  0.0795  0.0906  0.0947  0.0926  0.0848  0.0430 -0.0263 -0.1164 -0.2157 -0.3191
 -0.4253 -0.5337 -0.6427 -0.7504 -0.8550 -0.9560 -1.0537 -1.1484 -1.2405 -1.3305
 -1.4204
 -0.5240 -0.4600 -0.3976 -0.3368 -0.2757 -0.2162 -0.1589 -0.1064 -0.0596 -0.0213
  0.0083  0.0295  0.0429  0.0487  0.0475  0.0176 -0.0438 -0.1283 -0.2245 -0.3261
 -0.4302 -0.5360 -0.6429 -0.7495 -0.8543 -0.9560 -1.0545 -1.1496 -1.2417 -1.3313
 -1.4188
 -0.6862 -0.6081 -0.5375 -0.4736 -0.4095 -0.3464 -0.2790 -0.2190 -0.1640 -0.1165
 -0.0765 -0.0436 -0.0171  0.0008  0.0092 -0.0059 -0.0615 -0.1393 -0.2317
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F150W2
  0.5073  0.4966  0.5069  0.5508  0.6443  0.8004  0.7009  0.6235  0.5813  0.5606
  0.5228  0.4858  0.4818  0.4808  0.4573  0.3250
  0.5225  0.5093  0.5083  0.5290  0.5828  0.6783  0.6491  0.6199  0.5976  0.5782
  0.5483  0.5153  0.4914  0.4661  0.4297  0.3014  0.1656  0.0308 -0.1025
  0.5226  0.5096  0.5018  0.5060  0.5299  0.5790  0.5909  0.5929  0.5859  0.5710
  0.5489  0.5203  0.4860  0.4465  0.4023  0.2777  0.1475  0.0150 -0.1163 -0.2449
 -0.3706
  0.5076  0.4975  0.4874  0.4818  0.4856  0.5025  0.5263  0.5423  0.5463  0.5389
  0.5244  0.5008  0.4657  0.4220  0.3751  0.2539  0.1288 -0.0001 -0.1289 -0.2551
 -0.3782 -0.4982 -0.6151
  0.4775  0.4730  0.4651  0.4564  0.4498  0.4488  0.4553  0.4682  0.4787  0.4820
  0.4749  0.4567  0.4304  0.3926  0.3481  0.2300  0.1095 -0.0145 -0.1404 -0.2646
 -0.3856 -0.5034 -0.6182 -0.7304 -0.8406
  0.4323  0.4361  0.4349  0.4298  0.4225  0.4159  0.4123  0.4128  0.4158  0.4183
  0.4152  0.4030  0.3836  0.3555  0.3182  0.2063  0.0895 -0.0292 -0.1512 -0.2733
 -0.3928 -0.5089 -0.6219 -0.7320 -0.8396 -0.9453
  0.3713  0.3840  0.3915  0.3936  0.3910  0.3852  0.3785  0.3731  0.3694  0.3659
  0.3598  0.3488  0.3320  0.3103  0.2802  0.1816  0.0696 -0.0446 -0.1618 -0.2812
 -0.3993 -0.5145 -0.6262 -0.7348 -0.8406 -0.9440 -1.0456 -1.1463 -1.2464 -1.3434
  0.2964  0.3168  0.3329  0.3438  0.3489  0.3482  0.3437  0.3372  0.3305  0.3240
  0.3159  0.3043  0.2877  0.2671  0.2411  0.1544  0.0498 -0.0602 -0.1729 -0.2885
 -0.4050 -0.5194 -0.6305 -0.7383 -0.8429 -0.9448 -1.0445 -1.1424 -1.2396 -1.3366
 -1.4312
  0.2280  0.2430  0.2602  0.2793  0.2930  0.3002  0.3016  0.2983  0.2920  0.2845
  0.2760  0.2651  0.2503  0.2306  0.2067  0.1275  0.0304 -0.0753 -0.1809 -0.2959
 -0.4082 -0.5233 -0.6342 -0.7418 -0.8458 -0.9468 -1.0452 -1.1420 -1.2375 -1.3316
 -1.4245
  0.1151  0.1530  0.1813  0.2008  0.2223  0.2382  0.2476  0.2507  0.2486  0.2431
