 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F098M
 -0.7516 -0.7828 -0.9618 -0.9945 -0.9672 -0.8939 -0.7829 -0.7200 -0.6684 -0.6162
 -0.5683 -0.5245 -0.4844 -0.4501 -0.4224 -0.3738 -0.3710 -0.4420 -0.5064
 -0.7856 -0.7636 -0.7500 -0.7571 -0.7865 -0.7942 -0.7624 -0.7139 -0.6652 -0.6201
 -0.5784 -0.5403 -0.5065 -0.4777 -0.4546 -0.4249 -0.4352 -0.4741 -0.5249 -0.5793
 -0.7118 -0.6925 -0.6718 -0.6557 -0.6489 -0.6619 -0.6838 -0.6834 -0.6584 -0.6226
 -0.5876 -0.5542 -0.5240 -0.4982 -0.4776 -0.4515 -0.4608 -0.4983 -0.5487 -0.6028
 -0.6575
 -0.6410 -0.6328 -0.6165 -0.5990 -0.5844 -0.5747 -0.5746 -0.5894 -0.6033 -0.6013
 -0.5843 -0.5601 -0.5348 -0.5121 -0.4939 -0.4714 -0.4807 -0.5169 -0.5673 -0.6215
 -0.6762 -0.7304
 -0.5632 -0.5713 -0.5658 -0.5536 -0.5404 -0.5292 -0.5212 -0.5177 -0.5232 -0.5336
 -0.5424 -0.5418 -0.5324 -0.5176 -0.5029 -0.4844 -0.4943 -0.5302 -0.5808 -0.6361
 -0.6916 -0.7465 -0.8004 -0.8536
 -0.4777 -0.5002 -0.5100 -0.5082 -0.5010 -0.4925 -0.4855 -0.4805 -0.4775 -0.4778
 -0.4835 -0.4921 -0.4984 -0.5004 -0.4987 -0.4903 -0.5015 -0.5372 -0.5884 -0.6462
 -0.7037 -0.7601 -0.8153 -0.8692 -0.9214 -0.9731 -1.0254 -1.0794 -1.1357 -1.1949
 -0.3872 -0.4206 -0.4442 -0.4555 -0.4582 -0.4562 -0.4526 -0.4497 -0.4479 -0.4467
 -0.4472 -0.4505 -0.4569 -0.4647 -0.4718 -0.4860 -0.5024 -0.5368 -0.5896 -0.6506
 -0.7117 -0.7707 -0.8280 -0.8836 -0.9376 -0.9889 -1.0393 -1.0912 -1.1463 -1.2054
 -1.2665
 -0.2939 -0.3355 -0.3689 -0.3921 -0.4065 -0.4141 -0.4173 -0.4186 -0.4197 -0.4209
 -0.4224 -0.4247 -0.4285 -0.4348 -0.4430 -0.4679 -0.4959 -0.5324 -0.5850 -0.6486
 -0.7139 -0.7770 -0.8375 -0.8957 -0.9519 -1.0060 -1.0574 -1.1082 -1.1605 -1.2163
 -1.2767
 -0.2003 -0.2478 -0.2877 -0.3192 -0.3445 -0.3624 -0.3747 -0.3830 -0.3891 -0.3939
 -0.3983 -0.4029 -0.4079 -0.4140 -0.4216 -0.4482 -0.4829 -0.5244 -0.5768 -0.6415
 -0.7106 -0.7785 -0.8433 -0.9052 -0.9645 -1.0214 -1.0763 -1.1294 -1.1825 -1.2359
 -1.2895
 -0.1090 -0.1607 -0.2050 -0.2428 -0.2746 -0.3010 -0.3223 -0.3389 -0.3523 -0.3627
 -0.3715 -0.3795 -0.3873 -0.3955 -0.4044 -0.4318 -0.4682 -0.5127 -0.5658 -0.6298
 -0.7005 -0.7722 -0.8417 -0.9082 -0.9714 -1.0318 -1.0898 -1.1456 -1.1996 -1.2526
 -1.3055
 -0.0229 -0.0761 -0.1233 -0.1650 -0.2017 -0.2338 -0.2618 -0.2860 -0.3068 -0.3243
 -0.3392 -0.3521 -0.3639 -0.3753 -0.3867 -0.4179 -0.4552 -0.5010 -0.5552 -0.6177
 -0.6877 -0.7609 -0.8339 -0.9048 -0.9726 -1.0373 -1.0991 -1.1583 -1.2152 -1.2704
 -1.3247
