 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F160W
  0.7096  0.7342  0.7905  0.7969  0.7692  0.7620  0.7711  0.7742  0.7640  0.7540
  0.7354  0.7065  0.6705  0.6308  0.5876  0.4732  0.3252  0.1539  0.0306
  0.7526  0.7223  0.7050  0.7129  0.7450  0.7644  0.7620  0.7524  0.7423  0.7283
  0.7067  0.6776  0.6429  0.6037  0.5609  0.4415  0.3111  0.1748  0.0371 -0.0999
  0.7540  0.7197  0.6912  0.6721  0.6673  0.6882  0.7197  0.7320  0.7257  0.7088
  0.6865  0.6572  0.6221  0.5825  0.5394  0.4211  0.2943  0.1623  0.0281 -0.1056
 -0.2378
  0.7516  0.7201  0.6888  0.6619  0.6416  0.6299  0.6331  0.6562  0.6782  0.6811
  0.6649  0.6370  0.6024  0.5628  0.5195  0.4014  0.2772  0.1495  0.0194 -0.1114
 -0.2407 -0.3684
  0.7378  0.7152  0.6869  0.6583  0.6325  0.6112  0.5954  0.5877  0.5954  0.6092
  0.6160  0.6052  0.5791  0.5427  0.5004  0.3828  0.2599  0.1360  0.0104 -0.1172
 -0.2441 -0.3693 -0.4925 -0.6139
  0.7109  0.6979  0.6782  0.6530  0.6265  0.6015  0.5794  0.5608  0.5468  0.5403
  0.5406  0.5407  0.5310  0.5086  0.4757  0.3647  0.2429  0.1218  0.0003 -0.1232
 -0.2475 -0.3707 -0.4919 -0.6110 -0.7289 -0.8452 -0.9594 -1.0710 -1.1796 -1.2850
  0.6711  0.6670  0.6581  0.6391  0.6167  0.5922  0.5679  0.5453  0.5246  0.5071
  0.4922  0.4799  0.4690  0.4544  0.4319  0.3425  0.2260  0.1066 -0.0115 -0.1305
 -0.2514 -0.3724 -0.4917 -0.6091 -0.7243 -0.8374 -0.9487 -1.0585 -1.1669 -1.2735
 -1.3758
  0.6184  0.6226  0.6223  0.6123  0.5965  0.5768  0.5543  0.5309  0.5079  0.4863
  0.4656  0.4453  0.4250  0.4049  0.3834  0.3094  0.2066  0.0912 -0.0243 -0.1395
 -0.2563 -0.3746 -0.4920 -0.6076 -0.7212 -0.8326 -0.9420 -1.0496 -1.1557 -1.2604
 -1.3638
  0.5532  0.5651  0.5712  0.5702  0.5617  0.5487  0.5317  0.5114  0.4891  0.4667
  0.4444  0.4216  0.3975  0.3723  0.3462  0.2736  0.1815  0.0741 -0.0390 -0.1514
 -0.2646 -0.3795 -0.4949 -0.6092 -0.7214 -0.8314 -0.9393 -1.0453 -1.1496 -1.2523
 -1.3534
  0.4755  0.4946  0.5065  0.5119  0.5115  0.5057  0.4953  0.4811  0.4632  0.4429
  0.4214  0.3989  0.3750  0.3490  0.3210  0.2439  0.1570  0.0565 -0.0521 -0.1623
 -0.2725 -0.3837 -0.4960 -0.6084 -0.7192 -0.8279 -0.9343 -1.0385 -1.1408 -1.2414
 -1.3423
  0.3873  0.4116  0.4290  0.4404  0.4463  0.4471  0.4435  0.4357  0.4240  0.4090
  0.3913  0.3713  0.3495  0.3254  0.2986  0.2212  0.1342  0.0394 -0.0643 -0.1725
 -0.2810 -0.3896 -0.4988 -0.6085 -0.7176 -0.8251 -0.9304 -1.0333 -1.1340 -1.2328
 -1.3299
  0.2956  0.3170  0.3362  0.3525  0.3651  0.3734  0.3771  0.3759  0.3705  0.3614
  0.3491  0.3341  0.3164  0.2962  0.2730  0.2012  0.1148  0.0221 -0.0768
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F160W
  0.7209  0.7378  0.7463  0.7364  0.7245  0.7188  0.7171  0.7136  0.7074  0.6976
  0.6822  0.6600  0.6314  0.5978  0.5602  0.4547  0.3275  0.1819  0.0448
  0.7139  0.6883  0.6972  0.7257  0.7302  0.7201  0.7103  0.7033  0.6957  0.6850
  0.6683  0.6449  0.6153  0.5807  0.5424  0.4335  0.3102  0.1771  0.0402 -0.0968
  0.7303  0.6896  0.6624  0.6582  0.6868  0.7123  0.7095  0.6966  0.6847  0.6728
  0.6556  0.6318  0.6017  0.5666  0.5277  0.4179  0.2956  0.1656  0.0319 -0.1018
 -0.2342
  0.7490  0.7063  0.6678  0.6380  0.6250  0.6365  0.6684  0.6849  0.6758  0.6611
  0.6433  0.6198  0.5899  0.5546  0.5152  0.4045  0.2826  0.1550  0.0243 -0.1068
 -0.2365 -0.3644
  0.7618  0.7235  0.6834  0.6466  0.6176  0.5986  0.5946  0.6083  0.6333  0.6411
  0.6299  0.6076  0.5785  0.5436  0.5042  0.3928  0.2709  0.1450  0.0171 -0.1115
 -0.2390 -0.3646 -0.4883 -0.6101
  0.7617  0.7341  0.6981  0.6605  0.6249  0.5948  0.5718  0.5572  0.5546  0.5678
  0.5827  0.5816  0.5627  0.5315  0.4934  0.3822  0.2602  0.1352  0.0097 -0.1161
 -0.2415 -0.3653 -0.4870 -0.6066 -0.7243 -0.8402 -0.9543 -1.0664 -1.1763 -1.2821
  0.7532  0.7340  0.7051  0.6718  0.6362  0.6014  0.5704  0.5445  0.5243  0.5120
  0.5093  0.5143  0.5144  0.5010  0.4747  0.3716  0.2501  0.1256  0.0018 -0.1213
 -0.2442 -0.3661 -0.4861 -0.6040 -0.7198 -0.8338 -0.9460 -1.0560 -1.1639 -1.2695
 -1.3729
  0.7318  0.7205  0.7003  0.6741  0.6432  0.6096  0.5755  0.5438  0.5157  0.4917
  0.4731  0.4600  0.4514  0.4436  0.4297  0.3542  0.2396  0.1162 -0.0066 -0.1275
 -0.2476 -0.3674 -0.4857 -0.6020 -0.7161 -0.8280 -0.9379 -1.0460 -1.1525 -1.2574
 -1.3609
  0.6968  0.6931  0.6814  0.6632  0.6395  0.6110  0.5792  0.5461  0.5139  0.4843
  0.4579  0.4350  0.4145  0.3960  0.3786  0.3192  0.2228  0.1046 -0.0169 -0.1362
 -0.2538 -0.3712 -0.4878 -0.6029 -0.7157 -0.8263 -0.9348 -1.0414 -1.1462 -1.2492
 -1.3505
  0.6481  0.6517  0.6476  0.6376  0.6218  0.6007  0.5748  0.5452  0.5132  0.4813
  0.4508  0.4225  0.3961  0.3705  0.3454  0.2815  0.1981  0.0916 -0.0258 -0.1436
 -0.2593 -0.3738 -0.4880 -0.6014 -0.7129 -0.8222 -0.9292 -1.0340 -1.1368 -1.2378
 -1.3393
  0.5877  0.5964  0.5989  0.5965  0.5885  0.5750  0.5564  0.5332  0.5058  0.4757
  0.4446  0.4138  0.3841  0.3551  0.3260  0.2519  0.1713  0.0744 -0.0360 -0.1512
 -0.2654 -0.3778 -0.4894 -0.6006 -0.7107 -0.8189 -0.9248 -1.0283 -1.1295 -1.2288
 -1.3264
  0.5190  0.5271  0.5352  0.5396  0.5393  0.5335  0.5222  0.5059  0.4850  0.4603
  0.4326  0.4029  0.3725  0.3420  0.3115  0.2319  0.1476  0.0556 -0.0477
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F160W
  0.7109  0.7102  0.6924  0.6739  0.6674  0.6652  0.6591  0.6522  0.6452  0.6363
  0.6227  0.6043  0.5807  0.5520  0.5192  0.4238  0.3134  0.1879  0.0510
  0.6744  0.6860  0.7012  0.6899  0.6730  0.6620  0.6548  0.6465  0.6386  0.6290
  0.6145  0.5950  0.5702  0.5404  0.5065  0.4092  0.2984  0.1753  0.0427 -0.0931
  0.6863  0.6535  0.6551  0.6846  0.6867  0.6708  0.6557  0.6441  0.6336  0.6228
  0.6078  0.5877  0.5625  0.5321  0.4975  0.3983  0.2865  0.1646  0.0352 -0.0973
 -0.2295
  0.7154  0.6688  0.6350  0.6252  0.6494  0.6731  0.6644  0.6460  0.6301  0.6170
  0.6017  0.5816  0.5564  0.5260  0.4911  0.3906  0.2775  0.1560  0.0286 -0.1013
 -0.2309 -0.3591
  0.7453  0.6974  0.6525  0.6178  0.5998  0.6041  0.6321  0.6455  0.6312  0.6121
  0.5954  0.5755  0.5508  0.5208  0.4861  0.3849  0.2707  0.1491  0.0232 -0.1047
 -0.2323 -0.3584 -0.4825 -0.6047
  0.7701  0.7258  0.6798  0.6360  0.5998  0.5754  0.5660  0.5745  0.5964  0.6023
  0.5886  0.5688  0.5446  0.5156  0.4815  0.3803  0.2653  0.1435  0.0185 -0.1076
 -0.2335 -0.3579 -0.4802 -0.6004 -0.7186 -0.8349 -0.9494 -1.0621 -1.1723 -1.2774
  0.7868  0.7483  0.7060  0.6618  0.6190  0.5820  0.5538  0.5347  0.5262  0.5324
  0.5457  0.5480  0.5342  0.5086  0.4762  0.3761  0.2606  0.1385  0.0141 -0.1106
 -0.2347 -0.3576 -0.4783 -0.5969 -0.7133 -0.8276 -0.9399 -1.0504 -1.1593 -1.2660
 -1.3680
  0.7928  0.7617  0.7254  0.6850  0.6425  0.6004  0.5623  0.5308  0.5059  0.4879
  0.4788  0.4810  0.4856  0.4802  0.4613  0.3713  0.2564  0.1339  0.0099 -0.1137
 -0.2362 -0.3574 -0.4768 -0.5939 -0.7087 -0.8214 -0.9320 -1.0407 -1.1476 -1.2527
 -1.3562
  0.7867  0.7636  0.7343  0.7001  0.6618  0.6208  0.5793  0.5404  0.5062  0.4773
  0.4535  0.4359  0.4258  0.4204  0.4132  0.3558  0.2500  0.1280  0.0041 -0.1188
 -0.2399 -0.3596 -0.4777 -0.5937 -0.7074 -0.8187 -0.9280 -1.0353 -1.1406 -1.2441
 -1.3457
  0.7678  0.7527  0.7313  0.7044  0.6726  0.6364  0.5971  0.5565  0.5170  0.4808
  0.4488  0.4210  0.3979  0.3791  0.3631  0.3189  0.2368  0.1229  0.0001 -0.1221
 -0.2421 -0.3600 -0.4764 -0.5911 -0.7037 -0.8138 -0.9216 -1.0271 -1.1306 -1.2323
 -1.3324
  0.7372  0.7286  0.7148  0.6955  0.6709  0.6414  0.6075  0.5702  0.5307  0.4912
  0.4537  0.4193  0.3884  0.3610  0.3360  0.2784  0.2093  0.1118 -0.0048 -0.1256
 -0.2447 -0.3614 -0.4760 -0.5890 -0.7004 -0.8095 -0.9163 -1.0206 -1.1226 -1.2226
 -1.3208
