 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.5669 -0.5533 -0.5466 -0.5451 -0.5366 -0.5185 -0.4699 -0.4491 -0.4212 -0.3797
 -0.3250 -0.2653 -0.2015 -0.1326 -0.0684  0.0516  0.1082  0.1200  0.1126
 -0.5472 -0.4641 -0.4135 -0.3921 -0.3931 -0.3920 -0.3809 -0.3638 -0.3430 -0.3183
 -0.2827 -0.2337 -0.1757 -0.1182 -0.0664  0.0289  0.0804  0.0975  0.0951  0.0812
 -0.5026 -0.4344 -0.3760 -0.3301 -0.3004 -0.2906 -0.2970 -0.2997 -0.2885 -0.2649
 -0.2378 -0.2048 -0.1603 -0.1110 -0.0651  0.0213  0.0658  0.0789  0.0745  0.0604
  0.0400
 -0.4559 -0.4013 -0.3500 -0.3034 -0.2642 -0.2355 -0.2186 -0.2138 -0.2158 -0.2111
 -0.1942 -0.1727 -0.1430 -0.1043 -0.0646  0.0136  0.0541  0.0637  0.0570  0.0422
  0.0223 -0.0015
 -0.3889 -0.3519 -0.3140 -0.2756 -0.2384 -0.2055 -0.1796 -0.1614 -0.1499 -0.1434
 -0.1369 -0.1256 -0.1111 -0.0881 -0.0591  0.0090  0.0468  0.0536  0.0437  0.0271
  0.0066 -0.0171 -0.0434 -0.0714
 -0.3023 -0.2830 -0.2612 -0.2358 -0.2071 -0.1776 -0.1503 -0.1278 -0.1107 -0.0972
 -0.0858 -0.0753 -0.0663 -0.0539 -0.0371  0.0109  0.0448  0.0502  0.0363  0.0160
 -0.0066 -0.0312 -0.0579 -0.0864 -0.1168 -0.1498 -0.1861 -0.2261 -0.2704 -0.3190
 -0.2034 -0.1971 -0.1906 -0.1796 -0.1633 -0.1425 -0.1196 -0.0976 -0.0790 -0.0639
 -0.0508 -0.0386 -0.0277 -0.0177 -0.0061  0.0245  0.0492  0.0534  0.0367  0.0113
 -0.0155 -0.0427 -0.0709 -0.1002 -0.1304 -0.1608 -0.1931 -0.2296 -0.2718 -0.3200
 -0.3709
 -0.0940 -0.1003 -0.1056 -0.1073 -0.1042 -0.0952 -0.0809 -0.0639 -0.0473 -0.0325
 -0.0202 -0.0092  0.0014  0.0111  0.0213  0.0446  0.0603  0.0621  0.0441  0.0145
 -0.0178 -0.0496 -0.0810 -0.1123 -0.1438 -0.1757 -0.2074 -0.2409 -0.2782 -0.3212
 -0.3709
  0.0172  0.0016 -0.0118 -0.0232 -0.0310 -0.0335 -0.0301 -0.0217 -0.0105  0.0012
  0.0118  0.0207  0.0288  0.0364  0.0445  0.0643  0.0752  0.0737  0.0559  0.0244
