 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  g   
 -5.9204 -5.5880 -5.3515 -5.0892 -4.7963 -4.5563 -4.4205 -4.3358 -4.2308 -4.0828
 -3.9150 -3.7336 -3.5515 -3.3806 -3.2169 -2.8476 -2.5369 -2.2941 -2.1003
 -5.5298 -5.1378 -4.8462 -4.6068 -4.4100 -4.2513 -4.1211 -4.0066 -3.8959 -3.7805
 -3.6546 -3.5136 -3.3586 -3.2015 -3.0533 -2.7311 -2.4668 -2.2572 -2.0946 -1.9722
 -5.2626 -4.8467 -4.5275 -4.2923 -4.1288 -4.0011 -3.8798 -3.7638 -3.6558 -3.5539
 -3.4485 -3.3338 -3.2036 -3.0629 -2.9280 -2.6409 -2.4121 -2.2300 -2.0906 -1.9830
 -1.8963
 -5.1188 -4.7147 -4.3954 -4.1457 -3.9527 -3.8057 -3.6966 -3.6074 -3.5105 -3.4030
 -3.2967 -3.1942 -3.0865 -2.9648 -2.8410 -2.5770 -2.3728 -2.2125 -2.0884 -1.9911
 -1.9116 -1.8438
 -5.0126 -4.6316 -4.3257 -4.0800 -3.8815 -3.7208 -3.5899 -3.4819 -3.3911 -3.3050
 -3.2072 -3.1014 -2.9998 -2.8945 -2.7824 -2.5345 -2.3457 -2.2009 -2.0895 -2.0014
 -1.9287 -1.8659 -1.8102 -1.7596
 -4.9035 -4.5547 -4.2702 -4.0368 -3.8429 -3.6797 -3.5409 -3.4215 -3.3167 -3.2220
 -3.1324 -3.0402 -2.9435 -2.8468 -2.7436 -2.5078 -2.3278 -2.1924 -2.0905 -2.0110
 -1.9452 -1.8881 -1.8367 -1.7896 -1.7458 -1.7055 -1.6691 -1.6394 -1.6192 -1.6111
 -4.7803 -4.4673 -4.2089 -3.9932 -3.8098 -3.6512 -3.5120 -3.3881 -3.2772 -3.1758
 -3.0808 -2.9892 -2.8982 -2.8101 -2.7181 -2.4932 -2.3169 -2.1860 -2.0894 -2.0169
 -1.9583 -1.9076 -1.8617 -1.8191 -1.7789 -1.7409 -1.7059 -1.6742 -1.6497 -1.6361
 -1.6350
 -4.6504 -4.3699 -4.1371 -3.9408 -3.7711 -3.6212 -3.4863 -3.3634 -3.2506 -3.1467
 -3.0493 -2.9564 -2.8666 -2.7794 -2.6950 -2.4860 -2.3122 -2.1818 -2.0869 -2.0180
 -1.9655 -1.9218 -1.8824 -1.8455 -1.8103 -1.7762 -1.7438 -1.7138 -1.6874 -1.6675
 -1.6604
 -4.5186 -4.2670 -4.0557 -3.8767 -3.7209 -3.5814 -3.4537 -3.3353 -3.2249 -3.1215
 -3.0240 -2.9315 -2.8426 -2.7567 -2.6743 -2.4770 -2.3095 -2.1792 -2.0834 -2.0150
 -1.9659 -1.9282 -1.8959 -1.8660 -1.8370 -1.8084 -1.7803 -1.7532 -1.7279 -1.7063
 -1.6916
 -4.4022 -4.1747 -3.9777 -3.8101 -3.6650 -3.5349 -3.4154 -3.3032 -3.1973 -3.0970
 -3.0017 -2.9109 -2.8240 -2.7404 -2.6599 -2.4702 -2.3080 -2.1792 -2.0823 -2.0122
 -1.9631 -1.9284 -1.9020 -1.8792 -1.8575 -1.8356 -1.8135 -1.7913 -1.7695 -1.7492
 -1.7301
 -4.3058 -4.0943 -3.9081 -3.7459 -3.6052 -3.4815 -3.3687 -3.2630 -3.1627 -3.0670
 -2.9755 -2.8880 -2.8041 -2.7235 -2.6457 -2.4634 -2.3054 -2.1782 -2.0812 -2.0098
 -1.9592 -1.9247 -1.9011 -1.8839 -1.8692 -1.8548 -1.8399 -1.8242 -1.8077 -1.7914
 -1.7761
 -4.2293 -4.0258 -3.8485 -3.6888 -3.5488 -3.4259 -3.3160 -3.2152 -3.1201 -3.0296
 -2.9428 -2.8596 -2.7798 -2.7031 -2.6317 -2.4566 -2.3017 -2.1762 -2.0801
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  g   
 -6.6990 -6.2190 -5.8060 -5.4525 -5.1505 -4.8843 -4.6389 -4.4049 -4.1871 -3.9898
 -3.8038 -3.6222 -3.4449 -3.2784 -3.1123 -2.7858 -2.5136 -2.2878 -2.1115
 -6.2929 -5.8019 -5.3801 -5.0262 -4.7318 -4.4852 -4.2729 -4.0789 -3.9023 -3.7410
 -3.5871 -3.4325 -3.2747 -3.1212 -2.9796 -2.6816 -2.4433 -2.2489 -2.0946 -1.9745
 -5.9008 -5.4044 -5.0000 -4.7134 -4.4414 -4.2115 -4.0163 -3.8457 -3.6934 -3.5553
 -3.4250 -3.2947 -3.1574 -3.0161 -2.8828 -2.6053 -2.3913 -2.2206 -2.0843 -1.9766
 -1.8885
 -5.6184 -5.1186 -4.7255 -4.4252 -4.1929 -4.0049 -3.8414 -3.6891 -3.5481 -3.4199
 -3.3024 -3.1898 -3.0737 -2.9477 -2.8219 -2.5569 -2.3576 -2.2029 -2.0806 -1.9831
 -1.9033 -1.8353
 -5.5095 -5.0054 -4.5980 -4.2822 -4.0392 -3.8498 -3.6978 -3.5695 -3.4536 -3.3401
 -3.2239 -3.1140 -3.0092 -2.9008 -2.7847 -2.5283 -2.3369 -2.1924 -2.0804 -1.9917
 -1.9187 -1.8559 -1.8004 -1.7503
 -5.4605 -4.9579 -4.5492 -4.2231 -3.9645 -3.7590 -3.5950 -3.4624 -3.3533 -3.2617
 -3.1716 -3.0708 -2.9675 -2.8655 -2.7605 -2.5126 -2.3249 -2.1858 -2.0810 -1.9998
 -1.9336 -1.8765 -1.8255 -1.7789 -1.7359 -1.6965 -1.6613 -1.6323 -1.6122 -1.6040
 -5.4172 -4.9330 -4.5318 -4.2082 -3.9486 -3.7392 -3.5683 -3.4270 -3.3078 -3.2041
 -3.1110 -3.0241 -2.9349 -2.8420 -2.7442 -2.5050 -2.3182 -2.1813 -2.0804 -2.0049
 -1.9453 -1.8947 -1.8492 -1.8072 -1.7678 -1.7307 -1.6968 -1.6661 -1.6423 -1.6289
 -1.6278
 -5.3611 -4.9033 -4.5192 -4.2046 -3.9483 -3.7386 -3.5645 -3.4174 -3.2913 -3.1808
 -3.0806 -2.9874 -2.8989 -2.8139 -2.7281 -2.5027 -2.3155 -2.1781 -2.0785 -2.0060
 -1.9519 -1.9079 -1.8689 -1.8326 -1.7981 -1.7649 -1.7336 -1.7047 -1.6793 -1.6601
 -1.6533
 -5.2816 -4.8539 -4.4942 -4.1942 -3.9464 -3.7402 -3.5662 -3.4166 -3.2860 -3.1703
 -3.0655 -2.9685 -2.8767 -2.7892 -2.7062 -2.4987 -2.3149 -2.1752 -2.0749 -2.0032
 -1.9522 -1.9138 -1.8817 -1.8523 -1.8239 -1.7961 -1.7691 -1.7431 -1.7190 -1.6984
 -1.6844
 -5.1904 -4.8048 -4.4695 -4.1845 -3.9452 -3.7435 -3.5709 -3.4206 -3.2877 -3.1687
 -3.0607 -2.9611 -2.8675 -2.7786 -2.6939 -2.4948 -2.3180 -2.1767 -2.0734 -2.0002
 -1.9494 -1.9140 -1.8875 -1.8650 -1.8438 -1.8227 -1.8015 -1.7804 -1.7597 -1.7406
 -1.7225
 -5.1021 -4.7539 -4.4434 -4.1731 -3.9418 -3.7440 -3.5730 -3.4227 -3.2887 -3.1678
 -3.0577 -2.9565 -2.8621 -2.7729 -2.6879 -2.4910 -2.3192 -2.1791 -2.0733 -1.9975
 -1.9452 -1.9101 -1.8865 -1.8696 -1.8553 -1.8415 -1.8274 -1.8126 -1.7972 -1.7821
 -1.7679
 -5.0195 -4.7048 -4.4216 -4.1674 -3.9417 -3.7443 -3.5734 -3.4227 -3.2875 -3.1653
 -3.0537 -2.9512 -2.8563 -2.7675 -2.6882 -2.4873 -2.3185 -2.1824 -2.0746
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =  g   
 -7.4975 -7.0686 -6.6723 -6.2972 -5.9404 -5.5724 -5.1619 -4.7145 -4.3284 -4.0153
 -3.7591 -3.5423 -3.3534 -3.1869 -3.0390 -2.7318 -2.4845 -2.2777 -2.1081
 -7.1148 -6.6372 -6.2037 -5.8090 -5.4452 -5.1006 -4.7485 -4.3858 -4.0713 -3.8094
 -3.5887 -3.3958 -3.2220 -3.0651 -2.9247 -2.6372 -2.4147 -2.2346 -2.0868 -1.9671
 -6.8258 -6.3291 -5.8743 -5.4648 -5.0997 -4.7723 -4.4665 -4.1634 -3.8941 -3.6657
 -3.4709 -3.2987 -3.1393 -2.9907 -2.8553 -2.5788 -2.3705 -2.2072 -2.0750 -1.9674
 -1.8795
 -6.4750 -5.9726 -5.5694 -5.1962 -4.8503 -4.5375 -4.2585 -3.9991 -3.7633 -3.5592
 -3.3837 -3.2289 -3.0853 -2.9468 -2.8162 -2.5456 -2.3448 -2.1914 -2.0700 -1.9718
 -1.8912 -1.8229
 -6.1821 -5.6631 -5.2321 -4.8732 -4.5717 -4.3151 -4.0887 -3.8706 -3.6645 -3.4794
 -3.3173 -3.1747 -3.0449 -2.9194 -2.7956 -2.5290 -2.3311 -2.1832 -2.0691 -1.9783
 -1.9042 -1.8413 -1.7860 -1.7366
 -6.0821 -5.5247 -5.0548 -4.6668 -4.3498 -4.0904 -3.8792 -3.7067 -3.5570 -3.4149
 -3.2720 -3.1367 -3.0130 -2.8978 -2.7840 -2.5226 -2.3248 -2.1793 -2.0697 -1.9847
 -1.9168 -1.8595 -1.8090 -1.7631 -1.7211 -1.6829 -1.6491 -1.6214 -1.6020 -1.5935
 -6.0773 -5.4943 -4.9975 -4.5880 -4.2554 -3.9863 -3.7678 -3.5883 -3.4387 -3.3142
 -3.2073 -3.1027 -2.9927 -2.8823 -2.7752 -2.5223 -2.3232 -2.1775 -2.0703 -1.9894
 -1.9267 -1.8754 -1.8304 -1.7893 -1.7510 -1.7153 -1.6829 -1.6543 -1.6313 -1.6179
 -1.6164
 -6.1069 -5.5171 -5.0051 -4.5778 -4.2306 -3.9509 -3.7246 -3.5396 -3.3863 -3.2563
 -3.1438 -3.0453 -2.9552 -2.8639 -2.7677 -2.5252 -2.3247 -2.1770 -2.0698 -1.9913
 -1.9303 -1.8870 -1.8482 -1.8128 -1.7795 -1.7477 -1.7180 -1.6896 -1.6655 -1.6488
 -1.6417
 -6.1154 -5.5425 -5.0301 -4.5974 -4.2406 -3.9516 -3.7177 -3.5261 -3.3670 -3.2324
 -3.1158 -3.0118 -2.9171 -2.8298 -2.7458 -2.5263 -2.3266 -2.1760 -2.0674 -1.9895
 -1.9334 -1.8924 -1.8597 -1.8309 -1.8037 -1.7772 -1.7518 -1.7275 -1.7051 -1.6862
 -1.6731
 -6.0925 -5.5513 -5.0617 -4.6339 -4.2747 -3.9795 -3.7384 -3.5397 -3.3739 -3.2329
 -3.1107 -3.0024 -2.9038 -2.8123 -2.7267 -2.5246 -2.3331 -2.1788 -2.0669 -1.9874
 -1.9315 -1.8928 -1.8650 -1.8427 -1.8224 -1.8025 -1.7828 -1.7632 -1.7443 -1.7270
 -1.7107
 -6.0416 -5.5422 -5.0846 -4.6706 -4.3165 -4.0192 -3.7726 -3.5675 -3.3949 -3.2474
 -3.1190 -3.0053 -2.9027 -2.8082 -2.7198 -2.5193 -2.3383 -2.1841 -2.0678 -1.9851
 -1.9279 -1.8894 -1.8642 -1.8470 -1.8333 -1.8204 -1.8076 -1.7942 -1.7804 -1.7669
 -1.7545
 -5.9653 -5.5161 -5.0963 -4.7076 -4.3637 -4.0675 -3.8167 -3.6050 -3.4252 -3.2707
 -3.1359 -3.0167 -2.9096 -2.8118 -2.7251 -2.5104 -2.3422 -2.1919 -2.0701
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value =  g   
 -8.1654 -7.8174 -7.5009 -7.2022 -6.9229 -6.5693 -6.0399 -5.3278 -4.6721 -4.1624
 -3.7899 -3.5149 -3.3027 -3.1291 -2.9808 -2.6825 -2.4525 -2.2609 -2.0987
 -7.7875 -7.3920 -7.0367 -6.7107 -6.3934 -6.0434 -5.5831 -4.9934 -4.4507 -4.0098
 -3.6707 -3.4115 -3.2072 -3.0392 -2.8955 -2.6083 -2.3911 -2.2185 -2.0762 -1.9577
 -7.5259 -7.0852 -6.6879 -6.3277 -5.9919 -5.6547 -5.2607 -4.7724 -4.3085 -3.9166
 -3.6026 -3.3546 -3.1554 -2.9901 -2.8483 -2.5658 -2.3562 -2.1941 -2.0637 -1.9559
 -1.8664
 -7.3114 -6.8520 -6.4272 -6.0376 -5.6798 -5.3438 -5.0029 -4.6011 -4.2014 -3.8506
 -3.5596 -3.3230 -3.1292 -2.9662 -2.8256 -2.5445 -2.3375 -2.1810 -2.0582 -1.9582
 -1.8755 -1.8059
 -6.9464 -6.5361 -6.1576 -5.7927 -5.4369 -5.0991 -4.7798 -4.4498 -4.1078 -3.7949
 -3.5265 -3.3026 -3.1157 -2.9566 -2.8176 -2.5365 -2.3292 -2.1751 -2.0568 -1.9626
 -1.8857 -1.8213 -1.7658 -1.7168
 -6.6464 -6.1717 -5.7709 -5.4283 -5.1250 -4.8442 -4.5691 -4.2932 -4.0101 -3.7379
 -3.4944 -3.2849 -3.1066 -2.9532 -2.8175 -2.5369 -2.3276 -2.1734 -2.0576 -1.9676
 -1.8955 -1.8362 -1.7855 -1.7404 -1.6996 -1.6631 -1.6313 -1.6051 -1.5871 -1.5792
 -6.5447 -6.0082 -5.5464 -5.1563 -4.8272 -4.5428 -4.2907 -4.0636 -3.8494 -3.6442
 -3.4470 -3.2628 -3.0968 -2.9505 -2.8198 -2.5424 -2.3303 -2.1742 -2.0590 -1.9717
 -1.9037 -1.8493 -1.8036 -1.7633 -1.7264 -1.6925 -1.6621 -1.6357 -1.6147 -1.6025
 -1.6006
 -6.5710 -5.9898 -5.4784 -5.0416 -4.6746 -4.3678 -4.1072 -3.8807 -3.6782 -3.4971
 -3.3401 -3.2022 -3.0717 -2.9437 -2.8212 -2.5508 -2.3362 -2.1768 -2.0604 -1.9742
 -1.9091 -1.8590 -1.8186 -1.7838 -1.7519 -1.7219 -1.6945 -1.6695 -1.6487 -1.6322
 -1.6249
 -6.6548 -6.0481 -5.5027 -5.0272 -4.6248 -4.2904 -4.0133 -3.7807 -3.5816 -3.4079
 -3.2554 -3.1232 -3.0096 -2.9077 -2.8074 -2.5577 -2.3423 -2.1792 -2.0603 -1.9740
 -1.9107 -1.8638 -1.8284 -1.7994 -1.7734 -1.7488 -1.7256 -1.7037 -1.6839 -1.6674
 -1.6562
 -6.7437 -6.1426 -5.5817 -5.0818 -4.6510 -4.2897 -3.9916 -3.7461 -3.5413 -3.3679
 -3.2183 -3.0876 -2.9725 -2.8705 -2.7786 -2.5616 -2.3527 -2.1855 -2.0626 -1.9740
 -1.9107 -1.8656 -1.8336 -1.8099 -1.7902 -1.7719 -1.7542 -1.7369 -1.7206 -1.7059
 -1.6939
 -6.7958 -6.2136 -5.6681 -5.1622 -4.7160 -4.3350 -4.0177 -3.7563 -3.5404 -3.3604
 -3.2074 -3.0753 -2.9591 -2.8552 -2.7608 -2.5545 -2.3623 -2.1939 -2.0663 -1.9741
 -1.9090 -1.8641 -1.8341 -1.8143 -1.8002 -1.7883 -1.7772 -1.7658 -1.7544 -1.7434
 -1.7336
 -6.8041 -6.2617 -5.7364 -5.2459 -4.7982 -4.4078 -4.0767 -3.8002 -3.5711 -3.3805
 -3.2196 -3.0817 -2.9613 -2.8544 -2.7540 -2.5364 -2.3711 -2.2044 -2.0714
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value =  g   
 -8.3762 -8.0718 -7.8022 -7.5575 -7.2728 -6.8941 -6.3808 -5.7005 -4.9085 -4.2849
 -3.8429 -3.5296 -3.2978 -3.1157 -2.9641 -2.6655 -2.4368 -2.2509 -2.0934
 -8.0090 -7.6591 -7.3534 -7.0821 -6.8207 -6.5147 -6.0572 -5.3815 -4.7123 -4.1603
 -3.7472 -3.4451 -3.2184 -3.0398 -2.8914 -2.6007 -2.3832 -2.2118 -2.0708 -1.9526
 -7.7540 -7.3565 -7.0061 -6.6969 -6.4131 -6.1158 -5.7254 -5.1670 -4.5941 -4.0968
 -3.7047 -3.4074 -3.1806 -3.0015 -2.8534 -2.5649 -2.3523 -2.1891 -2.0582 -1.9498
 -1.8592
 -7.5667 -7.1333 -6.7425 -6.3932 -6.0782 -5.7771 -5.4453 -4.9930 -4.5028 -4.0566
 -3.6870 -3.3956 -3.1680 -2.9870 -2.8374 -2.5480 -2.3365 -2.1771 -2.0525 -1.9510
 -1.8668 -1.7961
 -7.3204 -6.9114 -6.5212 -6.1551 -5.8148 -5.4970 -5.1884 -4.8286 -4.4152 -4.0195
 -3.6766 -3.3952 -3.1691 -2.9866 -2.8353 -2.5434 -2.3303 -2.1720 -2.0510 -1.9545
 -1.8756 -1.8098 -1.7536 -1.7040
 -6.9139 -6.5128 -6.1725 -5.8650 -5.5657 -5.2634 -4.9606 -4.6576 -4.3178 -3.9740
 -3.6620 -3.3957 -3.1750 -2.9934 -2.8414 -2.5464 -2.3306 -2.1712 -2.0518 -1.9588
 -1.8842 -1.8230 -1.7713 -1.7262 -1.6860 -1.6503 -1.6196 -1.5946 -1.5776 -1.5705
 -6.7124 -6.2316 -5.8259 -5.4884 -5.1988 -4.9370 -4.6885 -4.4392 -4.1763 -3.8996
 -3.6309 -3.3885 -3.1791 -3.0017 -2.8510 -2.5543 -2.3352 -2.1733 -2.0536 -1.9627
 -1.8916 -1.8345 -1.7875 -1.7470 -1.7107 -1.6778 -1.6488 -1.6236 -1.6039 -1.5927
 -1.5915
 -6.6875 -6.1484 -5.6783 -5.2788 -4.9437 -4.6580 -4.4049 -4.1721 -3.9490 -3.7330
 -3.5322 -3.3443 -3.1675 -3.0051 -2.8602 -2.5655 -2.3431 -2.1775 -2.0559 -1.9656
 -1.8968 -1.8434 -1.8010 -1.7655 -1.7341 -1.7053 -1.6791 -1.6556 -1.6353 -1.6211
 -1.6155
