 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = BX   
 -5.2546 -5.0828 -4.9227 -4.7739 -4.6360 -4.3373 -4.0856 -3.8572 -3.6419 -3.4396
 -3.2544
 -8.0063 -7.9232 -7.6416 -7.2264 -6.8133 -6.4482 -6.1303 -5.8613 -5.6259 -5.4166
 -5.2298 -5.0555 -4.8928 -4.7411 -4.5999 -4.2940 -4.0404 -3.8156 -3.6075 -3.4150
 -3.2407 -3.0853
 -7.8671 -7.5351 -7.4434 -7.2451 -6.8883 -6.5161 -6.1784 -5.8861 -5.6366 -5.4174
 -5.2249 -5.0479 -4.8823 -4.7274 -4.5827 -4.2673 -4.0091 -3.7858 -3.5831 -3.3981
 -3.2325 -3.0856 -2.9565 -2.8438
 -7.9174 -7.4516 -7.1292 -6.9891 -6.8702 -6.5822 -6.2525 -5.9440 -5.6732 -5.4407
 -5.2369 -5.0562 -4.8876 -4.7295 -4.5811 -4.2551 -3.9894 -3.7653 -3.5663 -3.3872
 -3.2285 -3.0889 -2.9663 -2.8593 -2.7668 -2.6844 -2.6087 -2.5417 -2.4875 -2.4519
 -8.0398 -7.5124 -7.0895 -6.7803 -6.5935 -6.4856 -6.2969 -6.0173 -5.7380 -5.4864
 -5.2688 -5.0787 -4.9067 -4.7454 -4.5935 -4.2565 -3.9805 -3.7528 -3.5556 -3.3809
 -3.2276 -3.0941 -2.9776 -2.8762 -2.7883 -2.7130 -2.6468 -2.5860 -2.5303 -2.4879
 -2.4627
 -8.2075 -7.6394 -7.1602 -6.7735 -6.4796 -6.2720 -6.1274 -5.9943 -5.7969 -5.5543
 -5.3216 -5.1175 -4.9381 -4.7736 -4.6186 -4.2710 -3.9832 -3.7484 -3.5504 -3.3785
 -3.2290 -3.1004 -2.9894 -2.8935 -2.8107 -2.7397 -2.6771 -2.6221 -2.5748 -2.5353
 -2.5034
 -8.4122 -7.8049 -7.2867 -6.8490 -6.4931 -6.2159 -6.0049 -5.8380 -5.6958 -5.5505
 -5.3726 -5.1704 -4.9797 -4.8097 -4.6518 -4.2951 -3.9951 -3.7506 -3.5488 -3.3774
 -3.2306 -3.1056 -2.9993 -2.9085 -2.8311 -2.7654 -2.7098 -2.6620 -2.6206 -2.5847
 -2.5535
 -8.5812 -7.9864 -7.4552 -6.9818 -6.5802 -6.2509 -5.9890 -5.7815 -5.6096 -5.4572
 -5.3159 -5.1742 -5.0201 -4.8556 -4.6971 -4.3339 -4.0221 -3.7661 -3.5573 -3.3835
 -3.2371 -3.1139 -3.0106 -2.9240 -2.8513 -2.7905 -2.7401 -2.6977 -2.6617 -2.6310
 -2.6049
 -8.7868 -8.1798 -7.6350 -7.1467 -6.7132 -6.3433 -6.0371 -5.7890 -5.5878 -5.4176
 -5.2648 -5.1231 -4.9888 -4.8572 -4.7225 -4.3795 -4.0597 -3.7915 -3.5735 -3.3947
 -3.2465 -3.1233 -3.0215 -2.9377 -2.8688 -2.8124 -2.7670 -2.7299 -2.6993 -2.6737
 -2.6517
 -9.0290 -8.3852 -7.8032 -7.3199 -6.8731 -6.4760 -6.1341 -5.8478 -5.6119 -5.4170
 -5.2506 -5.1016 -4.9629 -4.8323 -4.7280 -4.4319 -4.1079 -3.8268 -3.5974
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value = BX   
 -8.3255 -7.8171 -7.3930 -7.0450 -6.7119 -6.4323 -6.1857 -5.9580 -5.7481 -5.5565
 -5.3818 -5.2188 -5.0672 -4.9263 -4.7954 -4.5075 -4.2487 -4.0133 -3.7831
 -8.4838 -7.9128 -7.4305 -7.0283 -6.6838 -6.3810 -6.1217 -5.8871 -5.6677 -5.4785
 -5.3017 -5.1370 -4.9840 -4.8419 -4.7101 -4.4214 -4.1740 -3.9456 -3.7257 -3.5134
 -8.4780 -8.0217 -7.5264 -7.0794 -6.7058 -6.3741 -6.0943 -5.8516 -5.6260 -5.4332
 -5.2547 -5.0882 -4.9332 -4.7890 -4.6550 -4.3625 -4.1155 -3.8920 -3.6803 -3.4791
 -3.2920
 -8.0617 -8.0097 -7.6186 -7.1733 -6.7618 -6.4088 -6.1025 -5.8443 -5.6157 -5.4115
 -5.2306 -5.0621 -4.9048 -4.7581 -4.6214 -4.3224 -4.0732 -3.8525 -3.6469 -3.4540
 -3.2767 -3.1171
 -7.8762 -7.6788 -7.5717 -7.2471 -6.8515 -6.4754 -6.1473 -5.8649 -5.6240 -5.4103
 -5.2241 -5.0530 -4.8932 -4.7438 -4.6040 -4.2968 -4.0429 -3.8232 -3.6218 -3.4359
 -3.2662 -3.1145 -2.9803 -2.8625
 -7.8973 -7.4578 -7.2256 -7.1498 -6.9044 -6.5604 -6.2198 -5.9163 -5.6559 -5.4312
 -5.2331 -5.0585 -4.8959 -4.7436 -4.6006 -4.2842 -4.0230 -3.8020 -3.6044 -3.4233
 -3.2597 -3.1146 -2.9869 -2.8747 -2.7765 -2.6905 -2.6113 -2.5381 -2.4830 -2.4455
 -8.0258 -7.4946 -7.0909 -6.8362 -6.7318 -6.5810 -6.2973 -5.9936 -5.7155 -5.4716
 -5.2620 -5.0776 -4.9116 -4.7564 -4.6102 -4.2841 -4.0135 -3.7884 -3.5922 -3.4151
 -3.2565 -3.1169 -2.9949 -2.8883 -2.7952 -2.7142 -2.6434 -2.5797 -2.5210 -2.4784
 -2.4522
 -8.2256 -7.6265 -7.1439 -6.7705 -6.5100 -6.3563 -6.2455 -6.0512 -5.7924 -5.5380
 -5.3104 -5.1132 -4.9398 -4.7813 -4.6320 -4.2967 -4.0151 -3.7829 -3.5856 -3.4110
 -3.2562 -3.1209 -3.0039 -2.9024 -2.8144 -2.7384 -2.6731 -2.6169 -2.5666 -2.5216
 -2.4898
 -8.4726 -7.8174 -7.2748 -6.8338 -6.4876 -6.2316 -6.0510 -5.9180 -5.7837 -5.5970
 -5.3761 -5.1642 -4.9791 -4.8146 -4.6625 -4.3189 -4.0261 -3.7842 -3.5827 -3.4085
 -3.2562 -3.1242 -3.0114 -2.9149 -2.8319 -2.7608 -2.7007 -2.6497 -2.6062 -2.5689
 -2.5365
 -8.7459 -8.0555 -7.4678 -6.9729 -6.5668 -6.2440 -5.9961 -5.8072 -5.6555 -5.5213
 -5.3823 -5.2199 -5.0374 -4.8632 -4.7064 -4.3558 -4.0525 -3.7992 -3.5903 -3.4138
 -3.2619 -3.1317 -3.0216 -2.9287 -2.8501 -2.7836 -2.7282 -2.6822 -2.6439 -2.6128
 -2.5842
 -9.1173 -8.3408 -7.6930 -7.1614 -6.7079 -6.3324 -6.0300 -5.7915 -5.6028 -5.4455
 -5.3055 -5.1740 -5.0418 -4.9015 -4.7526 -4.4015 -4.0900 -3.8252 -3.6069 -3.4251
 -3.2715 -3.1413 -3.0323 -2.9418 -2.8666 -2.8042 -2.7532 -2.7120 -2.6787 -2.6518
 -2.6305
 -9.5868 -8.6733 -7.9125 -7.3722 -6.8912 -6.4749 -6.1263 -5.8417 -5.6123 -5.4262
 -5.2694 -5.1294 -4.9995 -4.8757 -4.8011 -4.4560 -4.1386 -3.8622 -3.6325
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value = BX   
 -8.1835 -7.7170 -7.3234 -6.9957 -6.6711 -6.4072 -6.1695 -5.9465 -5.7402 -5.5522
 -5.3818 -5.2227 -5.0746 -4.9367 -4.8083 -4.5246 -4.2706 -4.0406 -3.8180
 -8.3598 -7.8132 -7.3562 -6.9801 -6.6472 -6.3587 -6.1086 -5.8777 -5.6654 -5.4782
 -5.3083 -5.1480 -4.9989 -4.8603 -4.7315 -4.4478 -4.2041 -3.9802 -3.7655 -3.5561
 -8.4654 -7.9513 -7.4548 -7.0234 -6.6680 -6.3494 -6.0816 -5.8454 -5.6243 -5.4370
 -5.2632 -5.1014 -4.9509 -4.8109 -4.6804 -4.3938 -4.1508 -3.9313 -3.7232 -3.5232
 -3.3345
 -8.3361 -8.0296 -7.5754 -7.1201 -6.7200 -6.3816 -6.0859 -5.8363 -5.6139 -5.4142
 -5.2384 -5.0747 -4.9222 -4.7801 -4.6475 -4.3557 -4.1107 -3.8939 -3.6911 -3.4985
 -3.3185 -3.1543
 -7.9389 -7.8562 -7.6200 -7.2243 -6.8116 -6.4426 -6.1239 -5.8527 -5.6191 -5.4102
 -5.2294 -5.0635 -4.9087 -4.7641 -4.6289 -4.3302 -4.0809 -3.8648 -3.6664 -3.4797
 -3.3066 -3.1497 -3.0099 -2.8864
 -7.8778 -7.4986 -7.3942 -7.2340 -6.8999 -6.5311 -6.1927 -5.8977 -5.6457 -5.4280
 -5.2348 -5.0656 -4.9082 -4.7610 -4.6230 -4.3164 -4.0603 -3.8428 -3.6473 -3.4657
 -3.2981 -3.1473 -3.0137 -2.8960 -2.7924 -2.7004 -2.6158 -2.5381 -2.4812 -2.4407
 -7.9939 -7.4769 -7.1144 -6.9589 -6.8642 -6.6012 -6.2789 -5.9703 -5.6981 -5.4631
 -5.2598 -5.0806 -4.9201 -4.7702 -4.6292 -4.3141 -4.0496 -3.8277 -3.6335 -3.4557
 -3.2928 -3.1470 -3.0188 -2.9066 -2.8082 -2.7219 -2.6461 -2.5768 -2.5142 -2.4705
 -2.4423
 -8.2095 -7.5967 -7.1257 -6.7811 -6.5805 -6.4885 -6.3198 -6.0518 -5.7750 -5.5232
 -5.3031 -5.1123 -4.9442 -4.7912 -4.6474 -4.3240 -4.0496 -3.8208 -3.6250 -3.4498
 -3.2907 -3.1488 -3.0251 -2.9178 -2.8244 -2.7430 -2.6731 -2.6121 -2.5571 -2.5089
 -2.4769
 -8.4787 -7.7981 -7.2478 -6.8150 -6.4891 -6.2685 -6.1366 -6.0220 -5.8342 -5.5967
 -5.3648 -5.1590 -4.9797 -4.8208 -4.6741 -4.3431 -4.0589 -3.8208 -3.6207 -3.4456
 -3.2891 -3.1505 -3.0306 -2.9276 -2.8390 -2.7624 -2.6971 -2.6414 -2.5942 -2.5539
 -2.5192
 -8.8294 -8.0734 -7.4507 -6.9483 -6.5479 -6.2397 -6.0144 -5.8541 -5.7301 -5.5998
 -5.4295 -5.2301 -5.0371 -4.8668 -4.7149 -4.3771 -4.0834 -3.8346 -3.6271 -3.4496
 -3.2939 -3.1572 -3.0396 -2.9398 -2.8550 -2.7828 -2.7219 -2.6709 -2.6288 -2.5946
 -2.5666
 -9.3022 -8.4226 -7.7101 -7.1483 -6.6864 -6.3146 -6.0228 -5.7995 -5.6290 -5.4903
 -5.3652 -5.2357 -5.0893 -4.9254 -4.7656 -4.4207 -4.1194 -3.8600 -3.6431 -3.4603
 -3.3030 -3.1666 -3.0501 -2.9522 -2.8704 -2.8018 -2.7449 -2.6983 -2.6609 -2.6313
 -2.6085
 -9.8970 -8.8457 -7.9907 -7.3916 -6.8828 -6.4572 -6.1104 -5.8331 -5.6147 -5.4414
 -5.2974 -5.1694 -5.0486 -4.9274 -4.8262 -4.4739 -4.1669 -3.8970 -3.6687
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value = BX   
 -8.0503 -7.6463 -7.2846 -6.9613 -6.6523 -6.3749 -6.1299 -5.9121 -5.7168 -5.5401
 -5.3784 -5.2290 -5.0892 -4.9567 -4.8305 -4.5493 -4.2990 -4.0648 -3.8469
 -8.2619 -7.7304 -7.2967 -6.9512 -6.6279 -6.3496 -6.1071 -5.8820 -5.6745 -5.4934
 -5.3251 -5.1683 -5.0225 -4.8868 -4.7605 -4.4806 -4.2396 -4.0165 -3.8055 -3.5994
 -8.4507 -7.8756 -7.3896 -6.9841 -6.6449 -6.3370 -6.0791 -5.8481 -5.6328 -5.4501
 -5.2805 -5.1226 -4.9759 -4.8393 -4.7121 -4.4308 -4.1909 -3.9747 -3.7697 -3.5712
 -3.3814
 -8.4237 -8.0096 -7.5228 -7.0712 -6.6933 -6.3638 -6.0784 -5.8367 -5.6193 -5.4248
 -5.2535 -5.0941 -4.9458 -4.8077 -4.6788 -4.3939 -4.1529 -3.9394 -3.7395 -3.5477
 -3.3655 -3.1966
 -8.0991 -7.9711 -7.6244 -7.1900 -6.7749 -6.4231 -6.1107 -5.8479 -5.6211 -5.4158
 -5.2410 -5.0797 -4.9293 -4.7891 -4.6580 -4.3676 -4.1231 -3.9106 -3.7149 -3.5289
 -3.3531 -3.1911 -3.0451 -2.9152
 -7.8737 -7.6167 -7.5394 -7.2612 -6.8800 -6.5026 -6.1752 -5.8856 -5.6428 -5.4309
 -5.2421 -5.0779 -4.9251 -4.7824 -4.6489 -4.3516 -4.1013 -3.8874 -3.6948 -3.5137
 -3.3435 -3.1873 -3.0471 -2.9232 -2.8142 -2.7156 -2.6239 -2.5432 -2.4831 -2.4384
 -7.9568 -7.4689 -7.1878 -7.1198 -6.9199 -6.5958 -6.2575 -5.9542 -5.6878 -5.4606
 -5.2632 -5.0885 -4.9328 -4.7876 -4.6513 -4.3466 -4.0887 -3.8705 -3.6790 -3.5020
 -3.3365 -3.1851 -3.0502 -2.9314 -2.8272 -2.7355 -2.6538 -2.5777 -2.5116 -2.4655
 -2.4340
 -8.1599 -7.5615 -7.1140 -6.8208 -6.7112 -6.5940 -6.3353 -6.0388 -5.7601 -5.5138
 -5.3010 -5.1159 -4.9524 -4.8043 -4.6654 -4.3532 -4.0865 -3.8617 -3.6685 -3.4938
 -3.3324 -3.1851 -3.0543 -2.9403 -2.8409 -2.7541 -2.6783 -2.6116 -2.5509 -2.4991
 -2.4656
 -8.4420 -7.7572 -7.2146 -6.8002 -6.5080 -6.3470 -6.2564 -6.0852 -5.8376 -5.5849
 -5.3554 -5.1576 -4.9836 -4.8295 -4.6879 -4.3688 -4.0934 -3.8600 -3.6622 -3.4878
 -3.3291 -3.1851 -3.0579 -2.9478 -2.8529 -2.7707 -2.6998 -2.6388 -2.5866 -2.5411
 -2.5032
 -8.8427 -8.0515 -7.4147 -6.9171 -6.5310 -6.2457 -6.0551 -5.9358 -5.8225 -5.6502
 -5.4359 -5.2250 -5.0368 -4.8717 -4.7247 -4.3990 -4.1152 -3.8720 -3.6669 -3.4900
 -3.3323 -3.1904 -3.0657 -2.9584 -2.8669 -2.7887 -2.7221 -2.6656 -2.6186 -2.5800
 -2.5485
 -9.3895 -8.4444 -7.6934 -7.1174 -6.6582 -6.2969 -6.0212 -5.8198 -5.6750 -5.5591
 -5.4371 -5.2854 -5.1072 -4.9305 -4.7734 -4.4394 -4.1486 -3.8959 -3.6817 -3.4994
 -3.3403 -3.1992 -3.0757 -2.9700 -2.8809 -2.8059 -2.7431 -2.6907 -2.6478 -2.6141
 -2.5883
-10.0826 -8.9359 -8.0507 -7.3828 -6.8582 -6.4324 -6.0931 -5.8273 -5.6238 -5.4675
 -5.3404 -5.2254 -5.1074 -4.9771 -4.8340 -4.4900 -4.1936 -3.9317 -3.7066
