 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  B   
 -8.0791 -7.9957 -7.7146 -7.2996 -6.8854 -6.5181 -6.1976 -5.9262 -5.6885 -5.4775
 -5.2892 -5.1136 -4.9496 -4.7965 -4.6541 -4.3449 -4.0878 -3.8593 -3.6474 -3.4513
 -3.2735 -3.1147
 -7.9383 -7.6047 -7.5127 -7.3150 -6.9588 -6.5857 -6.2459 -5.9510 -5.6990 -5.4776
 -5.2834 -5.1050 -4.9380 -4.7818 -4.6357 -4.3171 -4.0554 -3.8285 -3.6220 -3.4335
 -3.2645 -3.1144 -2.9823 -2.8670
 -7.9887 -7.5199 -7.1960 -7.0556 -6.9372 -6.6500 -6.3197 -6.0092 -5.7359 -5.5009
 -5.2951 -5.1127 -4.9426 -4.7831 -4.6332 -4.3040 -4.0349 -3.8072 -3.6045 -3.4220
 -3.2600 -3.1173 -2.9919 -2.8824 -2.7878 -2.7035 -2.6260 -2.5574 -2.5017 -2.4648
 -8.1122 -7.5810 -7.1553 -6.8445 -6.6574 -6.5498 -6.3618 -6.0820 -5.8011 -5.5471
 -5.3271 -5.1349 -4.9613 -4.7985 -4.6452 -4.3047 -4.0254 -3.7942 -3.5934 -3.4153
 -3.2588 -3.1223 -3.0031 -2.8992 -2.8093 -2.7324 -2.6647 -2.6025 -2.5454 -2.5017
 -2.4754
 -8.2814 -7.7095 -7.2266 -6.8371 -6.5416 -6.3334 -6.1889 -6.0561 -5.8589 -5.6153
 -5.3805 -5.1740 -4.9927 -4.8266 -4.6701 -4.3190 -4.0278 -3.7896 -3.5881 -3.4127
 -3.2601 -3.1286 -3.0149 -2.9166 -2.8318 -2.7591 -2.6951 -2.6389 -2.5906 -2.5501
 -2.5171
 -8.4884 -7.8768 -7.3547 -6.9135 -6.5549 -6.2759 -6.0641 -5.8969 -5.7546 -5.6094
 -5.4311 -5.2276 -5.0347 -4.8628 -4.7033 -4.3430 -4.0397 -3.7918 -3.5865 -3.4117
 -3.2618 -3.1339 -3.0250 -2.9319 -2.8524 -2.7851 -2.7282 -2.6794 -2.6371 -2.6003
 -2.5682
 -8.6575 -8.0598 -7.5253 -7.0482 -6.6431 -6.3111 -6.0473 -5.8388 -5.6662 -5.5135
 -5.3718 -5.2297 -5.0750 -4.9091 -4.7489 -4.3821 -4.0669 -3.8075 -3.5953 -3.4181
 -3.2686 -3.1426 -3.0368 -2.9478 -2.8730 -2.8105 -2.7589 -2.7155 -2.6786 -2.6471
 -2.6204
 -8.8634 -8.2543 -7.7068 -7.2153 -6.7782 -6.4049 -6.0960 -5.8459 -5.6434 -5.4722
 -5.3189 -5.1765 -5.0417 -4.9095 -4.7740 -4.4280 -4.1049 -3.8334 -3.6121 -3.4300
 -3.2786 -3.1526 -3.0482 -2.9620 -2.8910 -2.8329 -2.7861 -2.7481 -2.7166 -2.6904
 -2.6678
 -9.1062 -8.4604 -7.8765 -7.3903 -6.9403 -6.5397 -6.1947 -5.9056 -5.6677 -5.4712
 -5.3037 -5.1538 -5.0144 -4.8831 -4.7786 -4.4807 -4.1537 -3.8695 -3.6369
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  B   
 -8.4077 -7.8970 -7.4706 -7.1203 -6.7849 -6.5034 -6.2551 -6.0259 -5.8149 -5.6221
 -5.4463 -5.2822 -5.1296 -4.9877 -4.8557 -4.5648 -4.3026 -4.0643 -3.8302
 -8.5656 -7.9923 -7.5077 -7.1032 -6.7563 -6.4513 -6.1900 -5.9537 -5.7328 -5.5425
 -5.3646 -5.1987 -5.0446 -4.9013 -4.7684 -4.4768 -4.2261 -3.9943 -3.7707 -3.5545
 -8.5555 -8.0994 -7.6031 -7.1541 -6.7781 -6.4439 -6.1619 -5.9173 -5.6898 -5.4958
 -5.3161 -5.1484 -4.9923 -4.8469 -4.7118 -4.4162 -4.1660 -3.9389 -3.7236 -3.5187
 -3.3280
 -8.1354 -8.0837 -7.6932 -7.2472 -6.8339 -6.4786 -6.1698 -5.9093 -5.6787 -5.4729
 -5.2908 -5.1210 -4.9626 -4.8147 -4.6768 -4.3747 -4.1223 -3.8981 -3.6889 -3.4924
 -3.3116 -3.1487
 -7.9478 -7.7494 -7.6424 -7.3187 -6.9228 -6.5451 -6.2147 -5.9298 -5.6866 -5.4710
 -5.2833 -5.1109 -4.9499 -4.7993 -4.6582 -4.3480 -4.0909 -3.8677 -3.6627 -3.4733
 -3.3003 -3.1455 -3.0082 -2.8876
 -7.9685 -7.5264 -7.2931 -7.2175 -6.9730 -6.6292 -6.2873 -5.9815 -5.7186 -5.4917
 -5.2917 -5.1157 -4.9517 -4.7981 -4.6539 -4.3344 -4.0701 -3.8457 -3.6445 -3.4600
 -3.2931 -3.1451 -3.0145 -2.8996 -2.7990 -2.7110 -2.6299 -2.5547 -2.4980 -2.4590
 -8.0979 -7.5631 -7.1568 -6.9011 -6.7967 -6.6467 -6.3635 -6.0588 -5.7786 -5.5323
 -5.3205 -5.1342 -4.9669 -4.8102 -4.6627 -4.3336 -4.0599 -3.8315 -3.6318 -3.4514
 -3.2896 -3.1470 -3.0223 -2.9131 -2.8177 -2.7348 -2.6623 -2.5971 -2.5368 -2.4928
 -2.4654
 -8.2993 -7.6962 -7.2100 -6.8342 -6.5725 -6.4186 -6.3083 -6.1146 -5.8554 -5.5993
 -5.3694 -5.1701 -4.9948 -4.8349 -4.6842 -4.3457 -4.0610 -3.8256 -3.6249 -3.4470
 -3.2890 -3.1509 -3.0312 -2.9272 -2.8370 -2.7591 -2.6923 -2.6349 -2.5833 -2.5370
 -2.5041
 -8.5487 -7.8890 -7.3424 -6.8979 -6.5493 -6.2919 -6.1108 -5.9780 -5.8441 -5.6575
 -5.4355 -5.2216 -5.0343 -4.8682 -4.7146 -4.3677 -4.0718 -3.8268 -3.6220 -3.4445
 -3.2890 -3.1542 -3.0388 -2.9398 -2.8547 -2.7818 -2.7202 -2.6679 -2.6233 -2.5850
 -2.5517
 -8.8227 -8.1290 -7.5376 -7.0387 -6.6292 -6.3040 -6.0546 -5.8649 -5.7129 -5.5787
 -5.4398 -5.2770 -5.0934 -4.9172 -4.7587 -4.4047 -4.0983 -3.8420 -3.6298 -3.4500
 -3.2950 -3.1620 -3.0492 -2.9540 -2.8732 -2.8049 -2.7480 -2.7008 -2.6614 -2.6295
 -2.6001
 -9.1963 -8.4162 -7.7648 -7.2296 -6.7723 -6.3936 -6.0886 -5.8484 -5.6586 -5.5008
 -5.3604 -5.2286 -5.0962 -4.9555 -4.8052 -4.4507 -4.1360 -3.8683 -3.6468 -3.4618
 -3.3051 -3.1721 -3.0604 -2.9675 -2.8902 -2.8259 -2.7734 -2.7309 -2.6967 -2.6691
 -2.6471
 -9.6693 -8.7506 -7.9858 -7.4423 -6.9580 -6.5381 -6.1864 -5.8992 -5.6679 -5.4805
 -5.3228 -5.1822 -5.0518 -4.9276 -4.8541 -4.5057 -4.1849 -3.9057 -3.6730
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  B   
 -8.2659 -7.7966 -7.4006 -7.0708 -6.7441 -6.4785 -6.2393 -6.0150 -5.8075 -5.6185
 -5.4471 -5.2869 -5.1378 -4.9989 -4.8695 -4.5831 -4.3262 -4.0927 -3.8666
 -8.4421 -7.8928 -7.4333 -7.0549 -6.7196 -6.4290 -6.1772 -5.9448 -5.7312 -5.5428
 -5.3719 -5.2106 -5.0605 -4.9209 -4.7910 -4.5045 -4.2578 -4.0305 -3.8123 -3.5994
 -8.5446 -8.0299 -7.5316 -7.0980 -6.7402 -6.4192 -6.1494 -5.9114 -5.6886 -5.5003
 -5.3254 -5.1626 -5.0110 -4.8699 -4.7384 -4.4490 -4.2029 -3.9801 -3.7685 -3.5650
 -3.3728
 -8.4114 -8.1054 -7.6510 -7.1944 -6.7921 -6.4513 -6.1532 -5.9015 -5.6774 -5.4763
 -5.2994 -5.1346 -4.9810 -4.8378 -4.7041 -4.4095 -4.1615 -3.9414 -3.7352 -3.5390
 -3.3557 -3.1882
 -8.0112 -7.9280 -7.6924 -7.2971 -6.8833 -6.5122 -6.1911 -5.9176 -5.6820 -5.4713
 -5.2893 -5.1222 -4.9663 -4.8207 -4.6844 -4.3828 -4.1306 -3.9112 -3.7094 -3.5193
 -3.3429 -3.1828 -3.0401 -2.9137
 -7.9490 -7.5677 -7.4628 -7.3033 -6.9699 -6.6004 -6.2601 -5.9627 -5.7085 -5.4887
 -5.2939 -5.1234 -4.9649 -4.8165 -4.6773 -4.3679 -4.1090 -3.8883 -3.6894 -3.5044
 -3.3336 -3.1798 -3.0434 -2.9230 -2.8168 -2.7225 -2.6357 -2.5559 -2.4971 -2.4549
 -8.0656 -7.5452 -7.1807 -7.0247 -6.9305 -6.6684 -6.3459 -6.0357 -5.7612 -5.5239
 -5.3186 -5.1378 -4.9760 -4.8249 -4.6828 -4.3648 -4.0974 -3.8725 -3.6750 -3.4939
 -3.3278 -3.1791 -3.0481 -2.9333 -2.8326 -2.7441 -2.6664 -2.5953 -2.5309 -2.4857
 -2.4560
 -8.2828 -7.6659 -7.1916 -6.8449 -6.6437 -6.5520 -6.3842 -6.1163 -5.8384 -5.5845
 -5.3623 -5.1694 -4.9997 -4.8454 -4.7004 -4.3741 -4.0969 -3.8650 -3.6662 -3.4876
 -3.3253 -3.1806 -3.0543 -2.9444 -2.8487 -2.7653 -2.6937 -2.6311 -2.5746 -2.5249
 -2.4917
 -8.5546 -7.8692 -7.3149 -6.8788 -6.5508 -6.3293 -6.1974 -6.0834 -5.8961 -5.6580
 -5.4245 -5.2166 -5.0353 -4.8748 -4.7268 -4.3928 -4.1057 -3.8648 -3.6617 -3.4834
 -3.3237 -3.1822 -3.0596 -2.9543 -2.8634 -2.7849 -2.7178 -2.6607 -2.6122 -2.5707
 -2.5349
 -8.9067 -8.1467 -7.5200 -7.0136 -6.6100 -6.2996 -6.0731 -5.9124 -5.7886 -5.6587
 -5.4885 -5.2882 -5.0933 -4.9211 -4.7676 -4.4267 -4.1301 -3.8785 -3.6681 -3.4875
 -3.3286 -3.1891 -3.0688 -2.9667 -2.8797 -2.8056 -2.7429 -2.6905 -2.6473 -2.6120
 -2.5832
 -9.3827 -8.4984 -7.7816 -7.2159 -6.7501 -6.3752 -6.0812 -5.8565 -5.6852 -5.5463
 -5.4212 -5.2919 -5.1453 -4.9804 -4.8187 -4.4704 -4.1662 -3.9041 -3.6844 -3.4985
 -3.3382 -3.1990 -3.0798 -2.9795 -2.8955 -2.8249 -2.7664 -2.7183 -2.6798 -2.6492
 -2.6257
 -9.9826 -8.9243 -8.0639 -7.4614 -6.9490 -6.5197 -6.1699 -5.8903 -5.6702 -5.4958
 -5.3513 -5.2230 -5.1020 -4.9807 -4.8801 -4.5239 -4.2140 -3.9416 -3.7106
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  B   
 -8.1323 -7.7256 -7.3616 -7.0363 -6.7254 -6.4463 -6.2000 -5.9810 -5.7846 -5.6069
 -5.4443 -5.2940 -5.1532 -5.0198 -4.8926 -4.6089 -4.3560 -4.1189 -3.8971
 -8.3446 -7.8099 -7.3735 -7.0258 -6.7002 -6.4201 -6.1760 -5.9495 -5.7408 -5.5587
 -5.3894 -5.2317 -5.0850 -4.9484 -4.8210 -4.5385 -4.2948 -4.0687 -3.8541 -3.6449
 -8.5320 -7.9548 -7.4665 -7.0585 -6.7169 -6.4068 -6.1471 -5.9145 -5.6977 -5.5140
 -5.3434 -5.1847 -5.0370 -4.8995 -4.7712 -4.4873 -4.2446 -4.0253 -3.8169 -3.6151
 -3.4218
 -8.5007 -8.0869 -7.5992 -7.1455 -6.7652 -6.4333 -6.1457 -5.9022 -5.6831 -5.4875
 -5.3151 -5.1548 -5.0055 -4.8665 -4.7366 -4.4491 -4.2054 -3.9887 -3.7855 -3.5903
 -3.4049 -3.2328
 -8.1725 -8.0445 -7.6985 -7.2635 -6.8466 -6.4926 -6.1778 -5.9129 -5.6843 -5.4773
 -5.3015 -5.1392 -4.9878 -4.8466 -4.7146 -4.4216 -4.1744 -3.9589 -3.7599 -3.5705
 -3.3916 -3.2264 -3.0775 -2.9448
 -7.9451 -7.6867 -7.6094 -7.3321 -6.9509 -6.5720 -6.2424 -5.9505 -5.7057 -5.4920
 -5.3017 -5.1364 -4.9825 -4.8389 -4.7043 -4.4045 -4.1516 -3.9347 -3.7389 -3.5545
 -3.3812 -3.2219 -3.0790 -2.9523 -2.8408 -2.7397 -2.6454 -2.5623 -2.5001 -2.4535
 -8.0282 -7.5373 -7.2547 -7.1867 -6.9878 -6.6641 -6.3246 -6.0194 -5.7508 -5.5215
 -5.3223 -5.1462 -4.9894 -4.8431 -4.7058 -4.3985 -4.1380 -3.9170 -3.7224 -3.5422
 -3.3736 -3.2192 -3.0815 -2.9602 -2.8536 -2.7595 -2.6757 -2.5975 -2.5294 -2.4815
 -2.4484
 -8.2328 -7.6304 -7.1799 -6.8851 -6.7753 -6.6589 -6.4009 -6.1038 -5.8235 -5.5751
 -5.3601 -5.1733 -5.0084 -4.8592 -4.7191 -4.4043 -4.1351 -3.9075 -3.7114 -3.5336
 -3.3690 -3.2188 -3.0854 -2.9688 -2.8671 -2.7781 -2.7003 -2.6318 -2.5695 -2.5160
 -2.4811
 -8.5177 -7.8278 -7.2812 -6.8638 -6.5700 -6.4086 -6.3183 -6.1480 -5.9004 -5.6465
 -5.4151 -5.2153 -5.0395 -4.8839 -4.7412 -4.4194 -4.1414 -3.9054 -3.7048 -3.5273
 -3.3655 -3.2186 -3.0888 -2.9763 -2.8791 -2.7948 -2.7221 -2.6594 -2.6057 -2.5589
 -2.5196
 -8.9198 -8.1243 -7.4834 -6.9819 -6.5928 -6.3057 -6.1143 -5.9951 -5.8824 -5.7105
 -5.4957 -5.2833 -5.0932 -4.9263 -4.7778 -4.4493 -4.1630 -3.9172 -3.7094 -3.5295
 -3.3688 -3.2241 -3.0967 -2.9869 -2.8933 -2.8130 -2.7446 -2.6864 -2.6381 -2.5984
 -2.5658
 -9.4699 -8.5199 -7.7645 -7.1845 -6.7214 -6.3572 -6.0795 -5.8770 -5.7319 -5.6161
 -5.4945 -5.3430 -5.1641 -4.9857 -4.8268 -4.4897 -4.1963 -3.9411 -3.7242 -3.5392
 -3.3771 -3.2331 -3.1070 -2.9989 -2.9076 -2.8306 -2.7660 -2.7120 -2.6677 -2.6329
 -2.6061
-10.1680 -9.0146 -8.1245 -7.4523 -6.9239 -6.4944 -6.1521 -5.8842 -5.6794 -5.5223
 -5.3950 -5.2800 -5.1622 -5.0319 -4.8882 -4.5406 -4.2413 -3.9771 -3.7492
