 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  R   
 -1.3334 -1.3471 -1.3619 -1.3765 -1.3907 -1.4049 -1.4196 -1.4363 -1.4551 -1.4759
 -1.4983
 -2.5786 -2.4723 -2.3797 -2.2927 -2.2065 -2.1187 -2.0311 -1.9459 -1.8653 -1.7910
 -1.7253 -1.6691 -1.6211 -1.5791 -1.5416 -1.4631 -1.4004 -1.3536 -1.3245 -1.3150
 -1.3229 -1.3403 -1.3607 -1.3810 -1.4003 -1.4185 -1.4362 -1.4536 -1.4712 -1.4901
 -1.5102
 -2.5642 -2.4366 -2.3348 -2.2478 -2.1676 -2.0865 -2.0056 -1.9256 -1.8487 -1.7762
 -1.7098 -1.6515 -1.6019 -1.5596 -1.5226 -1.4451 -1.3848 -1.3409 -1.3136 -1.3032
 -1.3097 -1.3281 -1.3524 -1.3782 -1.4033 -1.4268 -1.4491 -1.4701 -1.4903 -1.5103
 -1.5311
 -2.5744 -2.4156 -2.2975 -2.2057 -2.1278 -2.0531 -1.9784 -1.9038 -1.8307 -1.7609
 -1.6956 -1.6364 -1.5845 -1.5405 -1.5032 -1.4286 -1.3704 -1.3281 -1.3021
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  R   
 -3.6982 -3.5717 -3.3355 -3.0873 -2.8464 -2.6406 -2.4880 -2.3615 -2.2470 -2.1412
 -2.0417 -1.9476 -1.8591 -1.7765 -1.7000 -1.5388 -1.4190 -1.3351 -1.2824
 -3.3525 -3.3045 -3.2373 -3.0422 -2.8208 -2.6126 -2.4424 -2.3101 -2.1959 -2.0932
 -1.9974 -1.9075 -1.8233 -1.7452 -1.6734 -1.5243 -1.4155 -1.3406 -1.2935 -1.2669
 -3.2102 -3.0493 -2.9625 -2.9274 -2.7923 -2.6023 -2.4234 -2.2781 -2.1614 -2.0606
 -1.9683 -1.8822 -1.8019 -1.7277 -1.6596 -1.5190 -1.4169 -1.3472 -1.3038 -1.2800
 -1.2682
 -3.1353 -2.9564 -2.8000 -2.6848 -2.6288 -2.5614 -2.4177 -2.2655 -2.1390 -2.0367
 -1.9469 -1.8642 -1.7874 -1.7166 -1.6518 -1.5178 -1.4204 -1.3540 -1.3130 -1.2913
 -1.2812 -1.2778
 -3.0779 -2.9064 -2.7415 -2.5923 -2.4678 -2.3779 -2.3243 -2.2463 -2.1292 -2.0192
 -1.9293 -1.8491 -1.7754 -1.7076 -1.6457 -1.5174 -1.4239 -1.3597 -1.3205 -1.3006
 -1.2925 -1.2906 -1.2930 -1.2985
 -3.0269 -2.8672 -2.7084 -2.5563 -2.4160 -2.2931 -2.1926 -2.1189 -2.0662 -1.9977
 -1.9136 -1.8350 -1.7634 -1.6983 -1.6389 -1.5159 -1.4257 -1.3634 -1.3254 -1.3071
 -1.3016 -1.3022 -1.3060 -1.3129 -1.3217 -1.3341 -1.3518 -1.3765 -1.4075 -1.4401
 -2.9798 -2.8309 -2.6816 -2.5355 -2.3962 -2.2679 -2.1526 -2.0521 -1.9700 -1.9093
 -1.8607 -1.8085 -1.7484 -1.6871 -1.6301 -1.5121 -1.4251 -1.3644 -1.3274 -1.3103
 -1.3073 -1.3111 -1.3178 -1.3264 -1.3369 -1.3485 -1.3630 -1.3827 -1.4091 -1.4424
 -1.4786
 -2.9364 -2.7954 -2.6555 -2.5173 -2.3834 -2.2564 -2.1390 -2.0326 -1.9387 -1.8586
 -1.7939 -1.7452 -1.7040 -1.6613 -1.6150 -1.5052 -1.4214 -1.3624 -1.3259 -1.3094
 -1.3085 -1.3162 -1.3267 -1.3384 -1.3510 -1.3647 -1.3788 -1.3953 -1.4167 -1.4448
 -1.4808
 -2.9032 -2.7606 -2.6280 -2.4974 -2.3695 -2.2473 -2.1320 -2.0250 -1.9279 -1.8415
 -1.7671 -1.7056 -1.6567 -1.6165 -1.5801 -1.4907 -1.4133 -1.3565 -1.3206 -1.3044
 -1.3047 -1.3158 -1.3312 -1.3473 -1.3634 -1.3796 -1.3966 -1.4156 -1.4367 -1.4597
 -1.4843
 -2.8901 -2.7390 -2.6033 -2.4793 -2.3577 -2.2400 -2.1284 -2.0236 -1.9265 -1.8378
 -1.7590 -1.6913 -1.6349 -1.5884 -1.5490 -1.4688 -1.4006 -1.3479 -1.3129 -1.2961
 -1.2962 -1.3094 -1.3291 -1.3505 -1.3714 -1.3916 -1.4115 -1.4311 -1.4512 -1.4725
 -1.4965
 -2.9117 -2.7243 -2.5837 -2.4613 -2.3457 -2.2330 -2.1246 -2.0224 -1.9271 -1.8387
 -1.7580 -1.6865 -1.6252 -1.5740 -1.5310 -1.4477 -1.3844 -1.3355 -1.3026 -1.2857
 -1.2848 -1.2982 -1.3208 -1.3470 -1.3734 -1.3987 -1.4229 -1.4460 -1.4685 -1.4909
 -1.5140
 -2.9772 -2.7435 -2.5781 -2.4486 -2.3330 -2.2250 -2.1216 -2.0216 -1.9278 -1.8405
 -1.7599 -1.6867 -1.6218 -1.5663 -1.5197 -1.4318 -1.3686 -1.3217 -1.2904
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  R   
 -3.7507 -3.5507 -3.2840 -3.0336 -2.7974 -2.5934 -2.4413 -2.3195 -2.2116 -2.1090
 -2.0137 -1.9237 -1.8391 -1.7598 -1.6859 -1.5277 -1.4086 -1.3251 -1.2711
 -3.4428 -3.4165 -3.2469 -3.0096 -2.7822 -2.5724 -2.4067 -2.2776 -2.1682 -2.0683
 -1.9759 -1.8894 -1.8082 -1.7324 -1.6622 -1.5144 -1.4054 -1.3300 -1.2820 -1.2546
 -3.2455 -3.1169 -3.0893 -2.9809 -2.7770 -2.5749 -2.3945 -2.2529 -2.1395 -2.0406
 -1.9509 -1.8675 -1.7896 -1.7171 -1.6502 -1.5097 -1.4069 -1.3363 -1.2917 -1.2667
 -1.2549
 -3.1776 -2.9894 -2.8477 -2.7821 -2.7295 -2.5763 -2.4005 -2.2446 -2.1215 -2.0206
 -1.9325 -1.8518 -1.7769 -1.7074 -1.6433 -1.5089 -1.4104 -1.3428 -1.3004 -1.2771
 -1.2668 -1.2639
 -3.1370 -2.9459 -2.7707 -2.6263 -2.5247 -2.4704 -2.3888 -2.2504 -2.1158 -2.0066
 -1.9177 -1.8387 -1.7662 -1.6994 -1.6379 -1.5089 -1.4140 -1.3485 -1.3076 -1.2856
 -1.2770 -1.2755 -1.2785 -1.2848
 -3.1054 -2.9213 -2.7450 -2.5828 -2.4426 -2.3276 -2.2445 -2.1872 -2.1079 -2.0013
 -1.9057 -1.8268 -1.7559 -1.6912 -1.6320 -1.5079 -1.4162 -1.3525 -1.3128 -1.2919
 -1.2849 -1.2856 -1.2902 -1.2978 -1.3085 -1.3230 -1.3420 -1.3664 -1.3966 -1.4311
 -3.0783 -2.9026 -2.7319 -2.5698 -2.4207 -2.2883 -2.1737 -2.0788 -2.0079 -1.9526
 -1.8876 -1.8145 -1.7451 -1.6820 -1.6247 -1.5050 -1.4163 -1.3543 -1.3152 -1.2952
 -1.2899 -1.2933 -1.3005 -1.3099 -1.3214 -1.3354 -1.3521 -1.3728 -1.3991 -1.4331
 -1.4700
 -3.0550 -2.8860 -2.7222 -2.5647 -2.4164 -2.2800 -2.1570 -2.0483 -1.9546 -1.8771
 -1.8172 -1.7687 -1.7206 -1.6682 -1.6149 -1.4996 -1.4138 -1.3532 -1.3148 -1.2952
 -1.2910 -1.2971 -1.3080 -1.3205 -1.3342 -1.3491 -1.3647 -1.3829 -1.4058 -1.4350
 -1.4716
 -3.0418 -2.8700 -2.7117 -2.5597 -2.4149 -2.2798 -2.1553 -2.0421 -1.9411 -1.8525
 -1.7772 -1.7158 -1.6682 -1.6281 -1.5887 -1.4894 -1.4072 -1.3485 -1.3107 -1.2914
 -1.2881 -1.2966 -1.3114 -1.3282 -1.3454 -1.3629 -1.3812 -1.4004 -1.4213 -1.4460
 -1.4747
 -3.0473 -2.8632 -2.7051 -2.5578 -2.4172 -2.2845 -2.1613 -2.0476 -1.9439 -1.8506
 -1.7684 -1.6979 -1.6397 -1.5928 -1.5538 -1.4708 -1.3975 -1.3413 -1.3041 -1.2845
 -1.2811 -1.2908 -1.3091 -1.3306 -1.3524 -1.3737 -1.3949 -1.4160 -1.4375 -1.4603
 -1.4858
 -3.0858 -2.8706 -2.7039 -2.5571 -2.4203 -2.2906 -2.1689 -2.0562 -1.9524 -1.8573
 -1.7714 -1.6957 -1.6308 -1.5770 -1.5326 -1.4482 -1.3823 -1.3305 -1.2948 -1.2752
 -1.2710 -1.2808 -1.3011 -1.3268 -1.3537 -1.3799 -1.4053 -1.4297 -1.4536 -1.4775
 -1.5018
 -3.1742 -2.9059 -2.7153 -2.5612 -2.4245 -2.2975 -2.1780 -2.0661 -1.9627 -1.8675
 -1.7802 -1.7014 -1.6318 -1.5723 -1.5227 -1.4312 -1.3662 -1.3169 -1.2831
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  R   
 -3.7748 -3.5042 -3.2299 -2.9853 -2.7638 -2.5633 -2.4097 -2.2856 -2.1802 -2.0809
 -1.9887 -1.9022 -1.8207 -1.7443 -1.6729 -1.5175 -1.3984 -1.3135 -1.2583
 -3.5682 -3.4603 -3.2220 -2.9723 -2.7484 -2.5452 -2.3812 -2.2521 -2.1431 -2.0458
 -1.9560 -1.8722 -1.7937 -1.7201 -1.6515 -1.5049 -1.3948 -1.3182 -1.2690 -1.2407
 -3.2871 -3.2346 -3.1758 -2.9745 -2.7503 -2.5476 -2.3717 -2.2321 -2.1190 -2.0217
 -1.9341 -1.8530 -1.7772 -1.7065 -1.6407 -1.5004 -1.3960 -1.3239 -1.2781 -1.2518
 -1.2396
 -3.2062 -3.0234 -2.9319 -2.9009 -2.7552 -2.5596 -2.3793 -2.2259 -2.1042 -2.0045
 -1.9179 -1.8389 -1.7656 -1.6975 -1.6343 -1.4996 -1.3992 -1.3301 -1.2863 -1.2614
 -1.2504 -1.2478
 -3.1799 -2.9719 -2.7972 -2.6776 -2.6238 -2.5488 -2.3933 -2.2350 -2.1003 -1.9931
 -1.9050 -1.8271 -1.7559 -1.6901 -1.6293 -1.4996 -1.4027 -1.3356 -1.2932 -1.2694
 -1.2595 -1.2581 -1.2618 -1.2693
 -3.1683 -2.9596 -2.7684 -2.6035 -2.4735 -2.3838 -2.3264 -2.2372 -2.1092 -1.9903
 -1.8950 -1.8166 -1.7465 -1.6825 -1.6237 -1.4989 -1.4051 -1.3397 -1.2983 -1.2754
 -1.2665 -1.2668 -1.2719 -1.2803 -1.2914 -1.3066 -1.3272 -1.3543 -1.3870 -1.4204
 -3.1640 -2.9591 -2.7666 -2.5910 -2.4373 -2.3082 -2.2032 -2.1249 -2.0641 -1.9868
 -1.8911 -1.8076 -1.7373 -1.6744 -1.6171 -1.4964 -1.4057 -1.3418 -1.3011 -1.2789
 -1.2710 -1.2731 -1.2806 -1.2908 -1.3034 -1.3185 -1.3363 -1.3586 -1.3871 -1.4219
 -1.4584
 -3.1642 -2.9634 -2.7739 -2.5972 -2.4368 -2.2943 -2.1710 -2.0651 -1.9772 -1.9081
 -1.8512 -1.7902 -1.7265 -1.6651 -1.6091 -1.4919 -1.4038 -1.3415 -1.3012 -1.2793
 -1.2723 -1.2762 -1.2867 -1.2999 -1.3146 -1.3307 -1.3491 -1.3696 -1.3936 -1.4231
 -1.4603
 -3.1747 -2.9711 -2.7826 -2.6079 -2.4464 -2.2999 -2.1690 -2.0533 -1.9520 -1.8648
 -1.7919 -1.7332 -1.6850 -1.6401 -1.5939 -1.4838 -1.3985 -1.3377 -1.2981 -1.2764
 -1.2700 -1.2756 -1.2891 -1.3062 -1.3243 -1.3430 -1.3627 -1.3835 -1.4062 -1.4319
 -1.4629
 -3.2031 -2.9845 -2.7964 -2.6240 -2.4636 -2.3159 -2.1821 -2.0616 -1.9542 -1.8590
 -1.7761 -1.7053 -1.6467 -1.6001 -1.5608 -1.4706 -1.3911 -1.3318 -1.2926 -1.2708
 -1.2643 -1.2708 -1.2867 -1.3077 -1.3301 -1.3525 -1.3750 -1.3976 -1.4208 -1.4455
 -1.4726
 -3.2609 -3.0133 -2.8157 -2.6420 -2.4832 -2.3361 -2.2011 -2.0785 -1.9677 -1.8680
 -1.7793 -1.7016 -1.6349 -1.5796 -1.5345 -1.4486 -1.3784 -1.3230 -1.2846 -1.2626
 -1.2558 -1.2622 -1.2796 -1.3038 -1.3307 -1.3577 -1.3842 -1.4100 -1.4354 -1.4611
 -1.4868
 -3.3669 -3.0674 -2.8470 -2.6650 -2.5042 -2.3580 -2.2232 -2.0994 -1.9868 -1.8847
 -1.7923 -1.7098 -1.6375 -1.5755 -1.5239 -1.4299 -1.3630 -1.3105 -1.2741
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  R   
 -3.7655 -3.4654 -3.1893 -2.9507 -2.7357 -2.5411 -2.3882 -2.2590 -2.1523 -2.0569
 -1.9669 -1.8826 -1.8038 -1.7299 -1.6606 -1.5082 -1.3887 -1.3025 -1.2456
 -3.5636 -3.4633 -3.1936 -2.9413 -2.7187 -2.5212 -2.3610 -2.2304 -2.1215 -2.0260
 -1.9379 -1.8562 -1.7798 -1.7082 -1.6411 -1.4958 -1.3843 -1.3055 -1.2548 -1.2252
 -3.3761 -3.3613 -3.1939 -2.9536 -2.7252 -2.5209 -2.3512 -2.2130 -2.1007 -2.0047
 -1.9184 -1.8389 -1.7649 -1.6957 -1.6310 -1.4912 -1.3848 -1.3104 -1.2630 -1.2355
 -1.2224
 -3.2307 -3.0840 -3.0613 -2.9507 -2.7431 -2.5387 -2.3582 -2.2085 -2.0884 -1.9894
 -1.9038 -1.8260 -1.7542 -1.6874 -1.6250 -1.4902 -1.3874 -1.3159 -1.2705 -1.2443
 -1.2321 -1.2295
 -3.2072 -2.9909 -2.8361 -2.7740 -2.7200 -2.5573 -2.3779 -2.2178 -2.0858 -1.9797
 -1.8922 -1.8153 -1.7450 -1.6803 -1.6201 -1.4902 -1.3907 -1.3210 -1.2769 -1.2516
 -1.2402 -1.2385 -1.2426 -1.2507
 -3.2136 -2.9821 -2.7831 -2.6280 -2.5285 -2.4765 -2.3846 -2.2369 -2.0959 -1.9781
 -1.8836 -1.8057 -1.7363 -1.6730 -1.6147 -1.4895 -1.3932 -1.3252 -1.2819 -1.2573
 -1.2465 -1.2458 -1.2512 -1.2604 -1.2728 -1.2894 -1.3114 -1.3398 -1.3736 -1.4077
 -3.2326 -2.9974 -2.7861 -2.6031 -2.4531 -2.3378 -2.2563 -2.1941 -2.1039 -1.9874
 -1.8821 -1.7980 -1.7279 -1.6653 -1.6084 -1.4872 -1.3940 -1.3276 -1.2848 -1.2608
 -1.2507 -1.2511 -1.2583 -1.2692 -1.2827 -1.2990 -1.3185 -1.3427 -1.3728 -1.4086
 -1.4454
 -3.2618 -3.0239 -2.8082 -2.6153 -2.4473 -2.3050 -2.1876 -2.0917 -2.0168 -1.9534
 -1.8796 -1.7946 -1.7206 -1.6575 -1.6011 -1.4829 -1.3926 -1.3279 -1.2855 -1.2617
 -1.2522 -1.2539 -1.2632 -1.2766 -1.2921 -1.3094 -1.3292 -1.3514 -1.3774 -1.4089
 -1.4470
 -3.2984 -3.0543 -2.8373 -2.6401 -2.4639 -2.3097 -2.1769 -2.0633 -1.9660 -1.8840
 -1.8168 -1.7592 -1.7018 -1.6456 -1.5914 -1.4757 -1.3879 -1.3248 -1.2832 -1.2595
 -1.2507 -1.2535 -1.2651 -1.2816 -1.3003 -1.3199 -1.3410 -1.3632 -1.3876 -1.4158
 -1.4487
 -3.3536 -3.0949 -2.8736 -2.6752 -2.4949 -2.3339 -2.1924 -2.0686 -1.9610 -1.8670
 -1.7857 -1.7169 -1.6593 -1.6115 -1.5687 -1.4669 -1.3819 -1.3200 -1.2788 -1.2550
 -1.2462 -1.2497 -1.2630 -1.2825 -1.3049 -1.3280 -1.3516 -1.3758 -1.4009 -1.4269
 -1.4567
 -3.4361 -3.1489 -2.9160 -2.7137 -2.5320 -2.3677 -2.2203 -2.0899 -1.9750 -1.8736
 -1.7845 -1.7069 -1.6402 -1.5841 -1.5385 -1.4489 -1.3724 -1.3127 -1.2719 -1.2480
 -1.2388 -1.2425 -1.2568 -1.2788 -1.3048 -1.3320 -1.3594 -1.3865 -1.4137 -1.4412
 -1.4688
 -3.5608 -3.2252 -2.9700 -2.7575 -2.5719 -2.4057 -2.2556 -2.1206 -2.0002 -1.8932
 -1.7982 -1.7143 -1.6410 -1.5780 -1.5250 -1.4288 -1.3584 -1.3023 -1.2628
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  R   
 -3.6896 -3.3915 -3.1308 -2.9077 -2.6977 -2.5105 -2.3651 -2.2405 -2.1310 -2.0363
 -1.9480 -1.8653 -1.7884 -1.7163 -1.6490 -1.4994 -1.3819 -1.2941 -1.2318
 -3.6254 -3.4199 -3.1468 -2.9033 -2.6894 -2.4958 -2.3429 -2.2135 -2.1034 -2.0088
 -1.9219 -1.8415 -1.7667 -1.6967 -1.6310 -1.4871 -1.3741 -1.2926 -1.2395 -1.2081
 -3.4982 -3.4066 -3.1726 -2.9232 -2.6989 -2.4994 -2.3324 -2.1975 -2.0853 -1.9895
 -1.9042 -1.8257 -1.7530 -1.6851 -1.6216 -1.4824 -1.3738 -1.2964 -1.2466 -1.2176
 -1.2035
 -3.3283 -3.1943 -3.1454 -2.9463 -2.7223 -2.5187 -2.3400 -2.1932 -2.0745 -1.9757
 -1.8908 -1.8138 -1.7430 -1.6772 -1.6157 -1.4811 -1.3759 -1.3010 -1.2532 -1.2255
 -1.2121 -1.2092
 -3.2173 -3.0113 -2.9138 -2.8890 -2.7402 -2.5436 -2.3612 -2.2026 -2.0724 -1.9673
 -1.8802 -1.8038 -1.7343 -1.6703 -1.6108 -1.4810 -1.3787 -1.3057 -1.2590 -1.2321
 -1.2193 -1.2168 -1.2213 -1.2299
 -3.2354 -2.9913 -2.7978 -2.6738 -2.6267 -2.5465 -2.3849 -2.2235 -2.0822 -1.9663
 -1.8725 -1.7950 -1.7260 -1.6633 -1.6055 -1.4802 -1.3812 -1.3097 -1.2637 -1.2373
 -1.2250 -1.2231 -1.2284 -1.2383 -1.2518 -1.2692 -1.2926 -1.3231 -1.3578 -1.3930
 -3.2781 -3.0166 -2.7939 -2.6126 -2.4786 -2.3941 -2.3374 -2.2378 -2.1022 -1.9763
 -1.8718 -1.7880 -1.7182 -1.6558 -1.5991 -1.4778 -1.3822 -1.3124 -1.2668 -1.2408
 -1.2290 -1.2278 -1.2343 -1.2455 -1.2597 -1.2770 -1.2981 -1.3241 -1.3559 -1.3929
 -1.4305
 -3.3363 -3.0635 -2.8254 -2.6219 -2.4530 -2.3189 -2.2161 -2.1396 -2.0735 -1.9860
 -1.8811 -1.7870 -1.7118 -1.6486 -1.5921 -1.4735 -1.3811 -1.3131 -1.2681 -1.2422
 -1.2308 -1.2304 -1.2382 -1.2514 -1.2674 -1.2857 -1.3066 -1.3303 -1.3583 -1.3920
 -1.4312
 -3.4007 -3.1201 -2.8731 -2.6565 -2.4702 -2.3137 -2.1845 -2.0779 -1.9897 -1.9173
 -1.8525 -1.7825 -1.7069 -1.6410 -1.5838 -1.4665 -1.3766 -1.3107 -1.2665 -1.2408
 -1.2299 -1.2305 -1.2399 -1.2553 -1.2739 -1.2943 -1.3164 -1.3405 -1.3667 -1.3967
 -1.4319
 -3.4799 -3.1891 -2.9332 -2.7089 -2.5114 -2.3407 -2.1956 -2.0728 -1.9686 -1.8788
 -1.8018 -1.7365 -1.6789 -1.6242 -1.5731 -1.4595 -1.3713 -1.3067 -1.2630 -1.2373
 -1.2264 -1.2276 -1.2382 -1.2557 -1.2773 -1.3006 -1.3251 -1.3506 -1.3775 -1.4062
 -1.4377
 -3.5836 -3.2710 -3.0009 -2.7692 -2.5652 -2.3852 -2.2284 -2.0935 -1.9777 -1.8776
 -1.7904 -1.7146 -1.6492 -1.5931 -1.5457 -1.4473 -1.3639 -1.3005 -1.2572 -1.2313
 -1.2202 -1.2216 -1.2331 -1.2523 -1.2766 -1.3034 -1.3313 -1.3595 -1.3882 -1.4178
 -1.4477
 -3.7118 -3.3659 -3.0780 -2.8354 -2.6245 -2.4391 -2.2747 -2.1304 -2.0050 -1.8959
 -1.8007 -1.7174 -1.6446 -1.5816 -1.5016 -1.4299 -1.3544 -1.2921 -1.2491
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  R   
 -3.6394 -3.3419 -3.0902 -2.8799 -2.6708 -2.4902 -2.3437 -2.2219 -2.1129 -2.0195
 -1.9318 -1.8501 -1.7742 -1.7037 -1.6378 -1.4909 -1.3737 -1.2840 -1.2177
 -3.6724 -3.3801 -3.1092 -2.8729 -2.6666 -2.4778 -2.3236 -2.1982 -2.0877 -1.9943
 -1.9080 -1.8283 -1.7544 -1.6856 -1.6211 -1.4787 -1.3645 -1.2800 -1.2236 -1.1900
 -3.4795 -3.4096 -3.1387 -2.8958 -2.6778 -2.4822 -2.3168 -2.1841 -2.0718 -1.9768
 -1.8917 -1.8137 -1.7418 -1.6749 -1.6121 -1.4738 -1.3633 -1.2825 -1.2295 -1.1984
 -1.1831
