 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F150W2
 -1.5741 -1.5411 -1.4851 -1.4612 -1.4821 -1.5042 -1.4964 -1.4752 -1.4693 -1.4860
 -1.5157 -1.5545 -1.5957 -1.6387 -1.6844 -1.8064 -1.9350 -2.0654 -2.1935
 -1.5818 -1.5825 -1.5703 -1.5584 -1.5472 -1.5354 -1.5250 -1.5191 -1.5203 -1.5300
 -1.5495 -1.5796 -1.6185 -1.6626 -1.7088 -1.8292 -1.9543 -2.0822 -2.2091 -2.3341
 -1.5881 -1.6056 -1.6181 -1.6192 -1.6037 -1.5838 -1.5713 -1.5661 -1.5661 -1.5713
 -1.5848 -1.6082 -1.6426 -1.6853 -1.7312 -1.8503 -1.9725 -2.0975 -2.2226 -2.3454
 -2.4652
 -1.5930 -1.6104 -1.6285 -1.6436 -1.6516 -1.6494 -1.6353 -1.6162 -1.6067 -1.6099
 -1.6216 -1.6403 -1.6680 -1.7068 -1.7516 -1.8697 -1.9896 -2.1113 -2.2341 -2.3550
 -2.4729 -2.5878
 -1.6070 -1.6196 -1.6354 -1.6521 -1.6672 -1.6777 -1.6816 -1.6788 -1.6701 -1.6617
 -1.6635 -1.6770 -1.6983 -1.7298 -1.7711 -1.8872 -2.0056 -2.1244 -2.2443 -2.3636
 -2.4802 -2.5935 -2.7037 -2.8113
 -1.6341 -1.6398 -1.6498 -1.6629 -1.6776 -1.6920 -1.7038 -1.7114 -1.7156 -1.7179
 -1.7198 -1.7261 -1.7406 -1.7628 -1.7953 -1.9036 -2.0204 -2.1368 -2.2538 -2.3711
 -2.4866 -2.5991 -2.7082 -2.8144 -2.9178 -3.0191 -3.1185 -3.2172 -3.3154 -3.4107
 -1.6751 -1.6735 -1.6763 -1.6830 -1.6933 -1.7061 -1.7199 -1.7325 -1.7432 -1.7524
 -1.7620 -1.7733 -1.7875 -1.8054 -1.8303 -1.9222 -2.0342 -2.1486 -2.2628 -2.3777
 -2.4921 -2.6041 -2.7127 -2.8181 -2.9205 -3.0202 -3.1179 -3.2137 -3.3091 -3.4045
 -3.4975
 -1.7278 -1.7202 -1.7161 -1.7157 -1.7194 -1.7274 -1.7386 -1.7517 -1.7652 -1.7782
 -1.7910 -1.8056 -1.8231 -1.8435 -1.8665 -1.9465 -2.0489 -2.1596 -2.2715 -2.3836
 -2.4962 -2.6078 -2.7165 -2.8217 -2.9236 -3.0225 -3.1190 -3.2133 -3.3061 -3.3983
 -3.4913
 -1.7888 -1.7770 -1.7678 -1.7611 -1.7581 -1.7595 -1.7656 -1.7756 -1.7884 -1.8025
 -1.8171 -1.8328 -1.8507 -1.8719 -1.8959 -1.9719 -2.0666 -2.1721 -2.2811 -2.3910
 -2.5015 -2.6120 -2.7208 -2.8266 -2.9289 -3.0277 -3.1237 -3.2172 -3.3085 -3.3986
 -3.4883
 -1.8577 -1.8428 -1.8293 -1.8178 -1.8088 -1.8037 -1.8034 -1.8080 -1.8171 -1.8295
 -1.8439 -1.8596 -1.8768 -1.8966 -1.9196 -1.9931 -2.0826 -2.1829 -2.2888 -2.3964
 -2.5045 -2.6130 -2.7211 -2.8272 -2.9301 -3.0295 -3.1257 -3.2189 -3.3095 -3.3982
 -3.4867
 -1.9346 -1.9159 -1.8990 -1.8838 -1.8704 -1.8598 -1.8533 -1.8516 -1.8550 -1.8630
 -1.8748 -1.8892 -1.9054 -1.9234 -1.9439 -2.0113 -2.0977 -2.1934 -2.2959 -2.4013
