 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  r   
 -1.9172 -1.9194 -1.9263 -1.9344 -1.9428 -1.9513 -1.9607 -1.9723 -1.9861 -2.0019
 -2.0196
 -4.0566 -3.8353 -3.6360 -3.4542 -3.2802 -3.1175 -2.9689 -2.8339 -2.7115 -2.6013
 -2.5043 -2.4215 -2.3530 -2.2964 -2.2480 -2.1461 -2.0588 -1.9923 -1.9456 -1.9184
 -1.9090 -1.9134 -1.9250 -1.9387 -1.9524 -1.9654 -1.9783 -1.9909 -2.0040 -2.0185
 -2.0358
 -4.1171 -3.8524 -3.6495 -3.4705 -3.3016 -3.1395 -2.9884 -2.8508 -2.7265 -2.6139
 -2.5127 -2.4241 -2.3489 -2.2864 -2.2340 -2.1301 -2.0470 -1.9813 -1.9358 -1.9082
 -1.8980 -1.9027 -1.9173 -1.9361 -1.9556 -1.9742 -1.9919 -2.0085 -2.0246 -2.0406
 -2.0574
 -4.2262 -3.9045 -3.6749 -3.4903 -3.3223 -3.1647 -3.0155 -2.8746 -2.7466 -2.6312
 -2.5271 -2.4342 -2.3529 -2.2840 -2.2266 -2.1174 -2.0350 -1.9705 -1.9249
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  r   
 -4.8261 -4.5730 -4.2450 -3.9400 -3.6560 -3.4154 -3.2384 -3.0978 -2.9742 -2.8579
 -2.7494 -2.6474 -2.5522 -2.4642 -2.3832 -2.2125 -2.0832 -1.9868 -1.9164
 -4.4727 -4.4172 -4.2008 -3.9117 -3.6379 -3.3887 -3.1949 -3.0458 -2.9206 -2.8067
 -2.7010 -2.6024 -2.5109 -2.4267 -2.3499 -2.1907 -2.0721 -1.9849 -1.9226 -1.8802
 -4.2516 -4.0808 -4.0283 -3.8844 -3.6356 -3.3939 -3.1815 -3.0170 -2.8866 -2.7735
 -2.6704 -2.5749 -2.4865 -2.4057 -2.3322 -2.1807 -2.0685 -1.9867 -1.9291 -1.8906
 -1.8658
 -4.1863 -3.9449 -3.7642 -3.6712 -3.5926 -3.4024 -3.1926 -3.0101 -2.8673 -2.7512
 -2.6497 -2.5565 -2.4710 -2.3929 -2.3221 -2.1766 -2.0688 -1.9903 -1.9358 -1.9000
 -1.8776 -1.8633
 -4.1589 -3.9090 -3.6875 -3.5068 -3.3760 -3.2981 -3.1900 -3.0225 -2.8643 -2.7375
 -2.6346 -2.5430 -2.4594 -2.3836 -2.3152 -2.1748 -2.0703 -1.9941 -1.9416 -1.9080
 -1.8880 -1.8757 -1.8683 -1.8644
 -4.1488 -3.9004 -3.6724 -3.4689 -3.2952 -3.1517 -3.0445 -2.9662 -2.8645 -2.7363
 -2.6242 -2.5320 -2.4496 -2.3755 -2.3089 -2.1728 -2.0713 -1.9969 -1.9459 -1.9139
 -1.8962 -1.8867 -1.8814 -1.8795 -1.8809 -1.8863 -1.8964 -1.9124 -1.9349 -1.9626
 -4.1517 -3.9057 -3.6770 -3.4684 -3.2819 -3.1185 -2.9774 -2.8593 -2.7685 -2.6951
 -2.6119 -2.5232 -2.4408 -2.3674 -2.3021 -2.1694 -2.0707 -1.9978 -1.9477 -1.9170
 -1.9014 -1.8951 -1.8931 -1.8935 -1.8962 -1.9015 -1.9097 -1.9221 -1.9406 -1.9676
 -1.9985
 -4.1629 -3.9214 -3.6929 -3.4823 -3.2914 -3.1208 -2.9692 -2.8358 -2.7205 -2.6242
 -2.5480 -2.4848 -2.4227 -2.3576 -2.2942 -2.1640 -2.0677 -1.9962 -1.9468 -1.9168
 -1.9028 -1.8996 -1.9017 -1.9057 -1.9111 -1.9179 -1.9253 -1.9354 -1.9506 -1.9728
 -2.0031
 -4.1872 -3.9413 -3.7156 -3.5038 -3.3097 -3.1352 -2.9790 -2.8391 -2.7150 -2.6064
 -2.5138 -2.4377 -2.3775 -2.3258 -2.2753 -2.1547 -2.0609 -1.9909 -1.9422 -1.9126
 -1.8997 -1.8994 -1.9058 -1.9147 -1.9241 -1.9339 -1.9447 -1.9564 -1.9700 -1.9877
 -2.0095
 -4.2325 -3.9719 -3.7471 -3.5373 -3.3407 -3.1617 -3.0014 -2.8576 -2.7288 -2.6137
 -2.5128 -2.4265 -2.3551 -2.2971 -2.2481 -2.1424 -2.0519 -1.9838 -1.9355 -1.9057
 -1.8929 -1.8940 -1.9042 -1.9181 -1.9326 -1.9469 -1.9610 -1.9752 -1.9898 -2.0059
 -2.0247
 -4.3129 -4.0160 -3.7829 -3.5749 -3.3804 -3.1982 -3.0325 -2.8842 -2.7515 -2.6322
 -2.5257 -2.4323 -2.3527 -2.2870 -2.2325 -2.1266 -2.0411 -1.9738 -1.9265 -1.8965
 -1.8831 -1.8844 -1.8968 -1.9152 -1.9352 -1.9547 -1.9736 -1.9916 -2.0091 -2.0267
 -2.0447
 -4.4480 -4.0865 -3.8285 -3.6156 -3.4230 -3.2423 -3.0734 -2.9193 -2.7815 -2.6580
 -2.5472 -2.4485 -2.3621 -2.2887 -2.2277 -2.1142 -2.0302 -1.9633 -1.9157
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  r   
 -4.8489 -4.5128 -4.1783 -3.8806 -3.6133 -3.3764 -3.1976 -3.0546 -2.9338 -2.8215
 -2.7167 -2.6185 -2.5266 -2.4412 -2.3622 -2.1933 -2.0650 -1.9696 -1.9018
 -4.6089 -4.4604 -4.1685 -3.8671 -3.5971 -3.3549 -3.1628 -3.0137 -2.8891 -2.7784
 -2.6759 -2.5803 -2.4912 -2.4087 -2.3328 -2.1738 -2.0552 -1.9692 -1.9079 -1.8656
 -4.2919 -4.2094 -4.1214 -3.8740 -3.6042 -3.3616 -3.1537 -2.9914 -2.8615 -2.7506
 -2.6500 -2.5568 -2.4704 -2.3906 -2.3174 -2.1651 -2.0523 -1.9711 -1.9139 -1.8749
 -1.8500
 -4.2107 -3.9784 -3.8556 -3.8013 -3.6177 -3.3820 -3.1678 -2.9877 -2.8467 -2.7324
 -2.6326 -2.5412 -2.4570 -2.3795 -2.3088 -2.1618 -2.0530 -1.9747 -1.9201 -1.8835
 -1.8606 -1.8467
 -4.1990 -3.9321 -3.7135 -3.5617 -3.4839 -3.3813 -3.1916 -3.0040 -2.8462 -2.7218
 -2.6202 -2.5297 -2.4471 -2.3716 -2.3029 -2.1605 -2.0550 -1.9787 -1.9257 -1.8909
 -1.8698 -1.8577 -1.8510 -1.8484
 -4.2118 -3.9363 -3.6934 -3.4888 -3.3275 -3.2118 -3.1317 -3.0166 -2.8627 -2.7231
 -2.6122 -2.5208 -2.4389 -2.3647 -2.2975 -2.1591 -2.0565 -1.9817 -1.9300 -1.8965
 -1.8771 -1.8672 -1.8625 -1.8614 -1.8631 -1.8690 -1.8808 -1.8997 -1.9249 -1.9515
 -4.2416 -3.9615 -3.7095 -3.4877 -3.2976 -3.1388 -3.0082 -2.9075 -2.8265 -2.7281
 -2.6128 -2.5145 -2.4318 -2.3581 -2.2919 -2.1565 -2.0565 -1.9832 -1.9322 -1.8997
 -1.8817 -1.8742 -1.8725 -1.8737 -1.8775 -1.8840 -1.8932 -1.9072 -1.9281 -1.9560
 -1.9863
 -4.2810 -4.0011 -3.7437 -3.5127 -3.3100 -3.1341 -2.9831 -2.8529 -2.7435 -2.6556
 -2.5813 -2.5034 -2.4252 -2.3517 -2.2858 -2.1524 -2.0544 -1.9824 -1.9319 -1.8999
 -1.8832 -1.8779 -1.8796 -1.8844 -1.8908 -1.8989 -1.9092 -1.9217 -1.9381 -1.9605
 -1.9914
 -4.3337 -4.0484 -3.7879 -3.5508 -3.3392 -3.1536 -2.9916 -2.8498 -2.7258 -2.6184
 -2.5279 -2.4534 -2.3914 -2.3334 -2.2752 -2.1451 -2.0489 -1.9781 -1.9283 -1.8967
 -1.8808 -1.8776 -1.8828 -1.8919 -1.9022 -1.9133 -1.9255 -1.9389 -1.9543 -1.9729
 -1.9972
 -4.4058 -4.1040 -3.8432 -3.6043 -3.3858 -3.1912 -3.0206 -2.8706 -2.7384 -2.6217
 -2.5198 -2.4326 -2.3598 -2.3011 -2.2506 -2.1362 -2.0420 -1.9722 -1.9227 -1.8909
 -1.8752 -1.8731 -1.8810 -1.8945 -1.9096 -1.9249 -1.9404 -1.9561 -1.9725 -1.9904
 -2.0110
 -4.5079 -4.1731 -3.9036 -3.6642 -3.4438 -3.2425 -3.0629 -2.9049 -2.7657 -2.6421
 -2.5328 -2.4373 -2.3554 -2.2872 -2.2311 -2.1221 -2.0326 -1.9638 -1.9147 -1.8828
 -1.8668 -1.8648 -1.8744 -1.8914 -1.9114 -1.9317 -1.9517 -1.9711 -1.9902 -2.0096
 -2.0291
 -4.6618 -4.2654 -3.9728 -3.7273 -3.5066 -3.3035 -3.1177 -2.9512 -2.8042 -2.6741
 -2.5585 -2.4561 -2.3667 -2.2904 -2.2269 -2.1097 -2.0233 -1.9539 -1.9048
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  r   
 -4.8472 -4.4764 -4.1370 -3.8432 -3.5812 -3.3493 -3.1703 -3.0212 -2.8990 -2.7909
 -2.6888 -2.5933 -2.5042 -2.4211 -2.3439 -2.1768 -2.0480 -1.9537 -1.8862
 -4.6066 -4.4664 -4.1396 -3.8337 -3.5634 -3.3266 -3.1381 -2.9871 -2.8625 -2.7540
 -2.6536 -2.5604 -2.4735 -2.3927 -2.3178 -2.1587 -2.0386 -1.9520 -1.8913 -1.8492
 -4.3915 -4.3519 -4.1412 -3.8515 -3.5764 -3.3311 -3.1296 -2.9687 -2.8396 -2.7303
 -2.6314 -2.5401 -2.4554 -2.3768 -2.3042 -2.1507 -2.0359 -1.9538 -1.8968 -1.8576
 -1.8323
 -4.2331 -4.0444 -3.9992 -3.8548 -3.6038 -3.3588 -3.1436 -2.9674 -2.8281 -2.7148
 -2.6164 -2.5266 -2.4437 -2.3671 -2.2965 -2.1477 -2.0366 -1.9572 -1.9024 -1.8653
 -1.8417 -1.8278
 -4.2218 -3.9486 -3.7547 -3.6676 -3.5886 -3.3888 -3.1741 -2.9843 -2.8295 -2.7065
 -2.6059 -2.5167 -2.4350 -2.3601 -2.2913 -2.1467 -2.0386 -1.9611 -1.9077 -1.8720
 -1.8498 -1.8375 -1.8313 -1.8292
 -4.2541 -3.9546 -3.7055 -3.5140 -3.3871 -3.3125 -3.1927 -3.0143 -2.8475 -2.7093
 -2.5996 -2.5090 -2.4278 -2.3539 -2.2865 -2.1456 -2.0404 -1.9644 -1.9119 -1.8773
 -1.8563 -1.8455 -1.8411 -1.8408 -1.8438 -1.8513 -1.8646 -1.8847 -1.9110 -1.9384
 -4.3108 -3.9963 -3.7250 -3.4969 -3.3129 -3.1702 -3.0651 -2.9808 -2.8663 -2.7265
 -2.6024 -2.5041 -2.4218 -2.3482 -2.2816 -2.1435 -2.0408 -1.9662 -1.9143 -1.8805
 -1.8606 -1.8514 -1.8495 -1.8513 -1.8560 -1.8637 -1.8748 -1.8908 -1.9132 -1.9421
 -1.9729
 -4.3851 -4.0605 -3.7742 -3.5270 -3.3180 -3.1439 -3.0001 -2.8809 -2.7850 -2.7020
 -2.6085 -2.5057 -2.4180 -2.3432 -2.2765 -2.1400 -2.0393 -1.9661 -1.9146 -1.8812
 -1.8622 -1.8548 -1.8554 -1.8603 -1.8676 -1.8768 -1.8885 -1.9027 -1.9211 -1.9456
 -1.9775
 -4.4687 -4.1353 -3.8407 -3.5792 -3.3530 -3.1608 -2.9983 -2.8596 -2.7401 -2.6381
 -2.5530 -2.4787 -2.4057 -2.3358 -2.2700 -2.1340 -2.0347 -1.9626 -1.9118 -1.8787
 -1.8606 -1.8547 -1.8579 -1.8665 -1.8774 -1.8894 -1.9030 -1.9177 -1.9349 -1.9561
 -1.9824
 -4.5720 -4.2221 -3.9218 -3.6531 -3.4134 -3.2057 -3.0282 -2.8761 -2.7445 -2.6295
 -2.5293 -2.4436 -2.3710 -2.3099 -2.2547 -2.1279 -2.0293 -1.9579 -1.9072 -1.8740
 -1.8561 -1.8511 -1.8564 -1.8684 -1.8834 -1.8995 -1.9162 -1.9334 -1.9517 -1.9710
 -1.9944
 -4.7020 -4.3210 -4.0093 -3.7362 -3.4900 -3.2703 -3.0787 -2.9138 -2.7713 -2.6468
 -2.5376 -2.4421 -2.3596 -2.2899 -2.2324 -2.1172 -2.0219 -1.9510 -1.9004 -1.8669
 -1.8489 -1.8442 -1.8507 -1.8654 -1.8845 -1.9051 -1.9260 -1.9468 -1.9676 -1.9890
 -2.0103
 -4.8761 -4.4385 -4.1053 -3.8238 -3.5741 -3.3487 -3.1467 -2.9691 -2.8150 -2.6809
 -2.5631 -2.4598 -2.3695 -2.2916 -2.2260 -2.1049 -2.0142 -1.9423 -1.8918
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  r   
 -4.7423 -4.3781 -4.0603 -3.7876 -3.5337 -3.3119 -3.1416 -2.9974 -2.8723 -2.7650
 -2.6651 -2.5717 -2.4848 -2.4037 -2.3283 -2.1632 -2.0341 -1.9375 -1.8688
 -4.6663 -4.4098 -4.0817 -3.7874 -3.5282 -3.2966 -3.1164 -2.9665 -2.8406 -2.7331
 -2.6343 -2.5428 -2.4577 -2.3785 -2.3048 -2.1459 -2.0233 -1.9345 -1.8730 -1.8308
 -4.5236 -4.3971 -4.1148 -3.8166 -3.5464 -3.3064 -3.1080 -2.9506 -2.8214 -2.7125
 -2.6149 -2.5250 -2.4417 -2.3643 -2.2925 -2.1382 -2.0203 -1.9358 -1.8778 -1.8385
 -1.8127
 -4.3375 -4.1651 -4.0905 -3.8493 -3.5815 -3.3369 -3.1231 -2.9499 -2.8122 -2.6992
 -2.6017 -2.5130 -2.4313 -2.3556 -2.2855 -2.1352 -2.0207 -1.9388 -1.8828 -1.8452
 -1.8210 -1.8069
 -4.2255 -3.9675 -3.8399 -3.7943 -3.6100 -3.3743 -3.1560 -2.9673 -2.8144 -2.6926
 -2.5927 -2.5042 -2.4235 -2.3492 -2.2806 -2.1343 -2.0225 -1.9423 -1.8876 -1.8512
 -1.8281 -1.8151 -1.8094 -1.8079
 -4.2696 -3.9585 -3.7188 -3.5638 -3.4951 -3.3881 -3.1924 -2.9997 -2.8322 -2.6961
 -2.5875 -2.4975 -2.4170 -2.3436 -2.2762 -2.1333 -2.0244 -1.9456 -1.8916 -1.8560
 -1.8339 -1.8221 -1.8177 -1.8181 -1.8223 -1.8306 -1.8451 -1.8673 -1.8946 -1.9231
 -4.3523 -4.0091 -3.7280 -3.5046 -3.3401 -3.2316 -3.1528 -3.0263 -2.8633 -2.7141
 -2.5912 -2.4936 -2.4117 -2.3382 -2.2716 -2.1314 -2.0251 -1.9478 -1.8943 -1.8592
 -1.8380 -1.8273 -1.8246 -1.8269 -1.8323 -1.8410 -1.8537 -1.8715 -1.8957 -1.9258
 -1.9574
 -4.4614 -4.0947 -3.7852 -3.5290 -3.3213 -3.1580 -3.0307 -2.9323 -2.8448 -2.7346
 -2.6085 -2.4972 -2.4089 -2.3341 -2.2670 -2.1281 -2.0240 -1.9481 -1.8951 -1.8604
 -1.8398 -1.8305 -1.8296 -1.8342 -1.8420 -1.8522 -1.8651 -1.8809 -1.9014 -1.9281
 -1.9611
 -4.5802 -4.1990 -3.8705 -3.5897 -3.3550 -3.1623 -3.0052 -2.8749 -2.7652 -2.6730
 -2.5894 -2.5010 -2.4090 -2.3302 -2.2618 -2.1227 -2.0199 -1.9454 -1.8931 -1.8587
 -1.8389 -1.8308 -1.8318 -1.8392 -1.8501 -1.8628 -1.8775 -1.8942 -1.9131 -1.9362
 -1.9650
 -4.7113 -4.3196 -3.9777 -3.6809 -3.4243 -3.2082 -3.0288 -2.8791 -2.7520 -2.6416
 -2.5460 -2.4635 -2.3898 -2.3205 -2.2566 -2.1183 -2.0155 -1.9416 -1.8895 -1.8550
 -1.8354 -1.8282 -1.8308 -1.8407 -1.8549 -1.8711 -1.8887 -1.9073 -1.9274 -1.9495
 -1.9746
 -4.8673 -4.4526 -4.0945 -3.7877 -3.5176 -3.2825 -3.0825 -2.9145 -2.7724 -2.6502
 -2.5433 -2.4497 -2.3682 -2.2977 -2.2375 -2.1115 -2.0098 -1.9358 -1.8837 -1.8489
 -1.8292 -1.8223 -1.8260 -1.8380 -1.8553 -1.8755 -1.8969 -1.9188 -1.9413 -1.9646
 -1.9884
 -5.0482 -4.5979 -4.2198 -3.9013 -3.6227 -3.3770 -3.1607 -2.9747 -2.8167 -2.6816
 -2.5646 -2.4623 -2.3726 -2.2944 -2.2045 -2.1023 -2.0028 -1.9280 -1.8757
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  r   
 -4.6839 -4.3209 -4.0131 -3.7552 -3.5030 -3.2889 -3.1173 -2.9755 -2.8507 -2.7446
 -2.6454 -2.5533 -2.4677 -2.3884 -2.3145 -2.1516 -2.0224 -1.9235 -1.8508
 -4.7187 -4.3656 -4.0396 -3.7529 -3.5024 -3.2767 -3.0952 -2.9490 -2.8226 -2.7161
 -2.6181 -2.5275 -2.4437 -2.3658 -2.2932 -2.1349 -2.0099 -1.9177 -1.8540 -1.8109
 -4.5011 -4.4002 -4.0782 -3.7868 -3.5231 -3.2875 -3.0910 -2.9357 -2.8062 -2.6980
 -2.6008 -2.5116 -2.4294 -2.3530 -2.2819 -2.1274 -2.0064 -1.9182 -1.8579 -1.8177
 -1.7915
