 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  o   
 -3.0069 -3.0352 -2.9413 -2.7812 -2.6306 -2.5035 -2.3936 -2.3041 -2.2298 -2.1635
 -2.1065 -2.0545 -2.0065 -1.9617 -1.9198 -1.8270 -1.7517 -1.6960 -1.6606 -1.6427
 -1.6386 -1.6446
 -2.9206 -2.8272 -2.8410 -2.7862 -2.6499 -2.5159 -2.4011 -2.3045 -2.2255 -2.1586
 -2.0999 -2.0489 -2.0021 -1.9588 -1.9182 -1.8285 -1.7550 -1.7003 -1.6658 -1.6489
 -1.6454 -1.6517 -1.6650 -1.6826
 -2.9046 -2.7682 -2.6680 -2.6467 -2.6337 -2.5299 -2.4133 -2.3113 -2.2255 -2.1548
 -2.0944 -2.0430 -1.9972 -1.9551 -1.9159 -1.8294 -1.7580 -1.7043 -1.6701 -1.6537
 -1.6507 -1.6575 -1.6713 -1.6895 -1.7103 -1.7344 -1.7628 -1.7953 -1.8308 -1.8676
 -2.8972 -2.7584 -2.6316 -2.5310 -2.4780 -2.4673 -2.4164 -2.3215 -2.2314 -2.1548
 -2.0912 -2.0374 -1.9916 -1.9504 -1.9124 -1.8290 -1.7601 -1.7075 -1.6736 -1.6572
 -1.6546 -1.6618 -1.6763 -1.6956 -1.7175 -1.7414 -1.7682 -1.7990 -1.8341 -1.8718
 -1.9110
 -2.8865 -2.7545 -2.6269 -2.5109 -2.4142 -2.3468 -2.3110 -2.2870 -2.2342 -2.1595
 -2.0910 -2.0340 -1.9860 -1.9449 -1.9077 -1.8271 -1.7607 -1.7095 -1.6759 -1.6594
 -1.6568 -1.6646 -1.6798 -1.7004 -1.7237 -1.7490 -1.7764 -1.8063 -1.8394 -1.8759
 -1.9161
 -2.8759 -2.7463 -2.6240 -2.5084 -2.4033 -2.3134 -2.2430 -2.1922 -2.1580 -2.1281
 -2.0859 -2.0313 -1.9809 -1.9381 -1.9012 -1.8227 -1.7588 -1.7093 -1.6764 -1.6598
 -1.6574 -1.6656 -1.6818 -1.7036 -1.7288 -1.7560 -1.7848 -1.8153 -1.8476 -1.8828
 -1.9217
 -2.8573 -2.7348 -2.6184 -2.5075 -2.4038 -2.3096 -2.2273 -2.1590 -2.1046 -2.0618
 -2.0284 -1.9991 -1.9670 -1.9300 -1.8943 -1.8180 -1.7561 -1.7081 -1.6756 -1.6588
 -1.6560 -1.6644 -1.6812 -1.7042 -1.7312 -1.7606 -1.7915 -1.8235 -1.8568 -1.8919
 -1.9287
 -2.8414 -2.7212 -2.6083 -2.5021 -2.4024 -2.3102 -2.2263 -2.1519 -2.0882 -2.0347
 -1.9902 -1.9535 -1.9231 -1.8968 -1.8712 -1.8098 -1.7517 -1.7051 -1.6731 -1.6560
 -1.6527 -1.6608 -1.6780 -1.7018 -1.7305 -1.7622 -1.7957 -1.8301 -1.8652 -1.9012
 -1.9379
 -2.8283 -2.7054 -2.5910 -2.4925 -2.3964 -2.3075 -2.2260 -2.1516 -2.0851 -2.0266
 -1.9761 -1.9330 -1.8964 -1.8654 -1.8319 -1.7981 -1.7456 -1.7003 -1.6689
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  o   
 -3.1411 -2.9759 -2.8328 -2.7097 -2.5789 -2.4735 -2.3873 -2.3113 -2.2426 -2.1795
 -2.1206 -2.0652 -2.0137 -1.9658 -1.9213 -1.8232 -1.7414 -1.6785 -1.6334
 -3.2147 -3.0189 -2.8516 -2.7101 -2.5836 -2.4701 -2.3783 -2.3017 -2.2294 -2.1671
 -2.1092 -2.0553 -2.0052 -1.9585 -1.9149 -1.8191 -1.7412 -1.6812 -1.6395 -1.6148
 -3.2373 -3.0685 -2.8858 -2.7260 -2.5947 -2.4734 -2.3737 -2.2933 -2.2204 -2.1573
 -2.1007 -2.0483 -1.9996 -1.9543 -1.9120 -1.8185 -1.7424 -1.6844 -1.6451 -1.6229
 -1.6152
 -3.0379 -3.0730 -2.9215 -2.7532 -2.6060 -2.4830 -2.3753 -2.2885 -2.2157 -2.1496
 -2.0936 -2.0425 -1.9952 -1.9514 -1.9104 -1.8196 -1.7450 -1.6881 -1.6502 -1.6294
 -1.6227 -1.6268
 -2.9334 -2.9040 -2.9042 -2.7778 -2.6277 -2.4950 -2.3837 -2.2888 -2.2115 -2.1453
 -2.0872 -2.0370 -1.9909 -1.9484 -1.9088 -1.8210 -1.7481 -1.6921 -1.6550 -1.6348
 -1.6288 -1.6332 -1.6454 -1.6629
 -2.9099 -2.7776 -2.7185 -2.7311 -2.6422 -2.5128 -2.3948 -2.2947 -2.2113 -2.1420
 -2.0820 -2.0313 -1.9862 -1.9448 -1.9065 -1.8219 -1.7512 -1.6960 -1.6590 -1.6393
 -1.6337 -1.6386 -1.6511 -1.6689 -1.6903 -1.7145 -1.7433 -1.7775 -1.8136 -1.8515
 -2.9108 -2.7628 -2.6375 -2.5588 -2.5497 -2.5125 -2.4089 -2.3052 -2.2166 -2.1413
 -2.0793 -2.0259 -1.9807 -1.9403 -1.9031 -1.8215 -1.7534 -1.6994 -1.6625 -1.6428
 -1.6374 -1.6427 -1.6556 -1.6741 -1.6959 -1.7204 -1.7478 -1.7791 -1.8155 -1.8541
 -1.8943
 -2.9172 -2.7672 -2.6309 -2.5141 -2.4283 -2.3871 -2.3699 -2.3116 -2.2255 -2.1461
 -2.0787 -2.0227 -1.9753 -1.9348 -1.8983 -1.8195 -1.7541 -1.7018 -1.6653 -1.6453
 -1.6398 -1.6454 -1.6589 -1.6781 -1.7009 -1.7261 -1.7537 -1.7839 -1.8181 -1.8567
 -1.8978
 -2.9257 -2.7733 -2.6360 -2.5124 -2.4052 -2.3200 -2.2620 -2.2284 -2.1990 -2.1473
 -2.0809 -2.0207 -1.9706 -1.9283 -1.8919 -1.8151 -1.7523 -1.7019 -1.6663 -1.6462
 -1.6407 -1.6465 -1.6607 -1.6808 -1.7048 -1.7314 -1.7602 -1.7911 -1.8245 -1.8611
 -1.9019
 -2.9311 -2.7807 -2.6440 -2.5198 -2.4083 -2.3111 -2.2303 -2.1677 -2.1217 -2.0876
 -2.0556 -2.0161 -1.9684 -1.9241 -1.8863 -1.8104 -1.7496 -1.7011 -1.6663 -1.6461
 -1.6400 -1.6457 -1.6602 -1.6811 -1.7064 -1.7346 -1.7651 -1.7972 -1.8313 -1.8672
 -1.9070
 -2.9447 -2.7894 -2.6507 -2.5271 -2.4154 -2.3157 -2.2281 -2.1534 -2.0920 -2.0425
 -2.0028 -1.9700 -1.9402 -1.9096 -1.8767 -1.8044 -1.7454 -1.6985 -1.6645 -1.6444
 -1.6377 -1.6430 -1.6575 -1.6790 -1.7054 -1.7354 -1.7679 -1.8020 -1.8376 -1.8747
 -1.9134
 -2.9665 -2.7994 -2.6507 -2.5323 -2.4213 -2.3216 -2.2328 -2.1544 -2.0863 -2.0283
 -1.9797 -1.9390 -1.9047 -1.8753 -1.8631 -1.7971 -1.7397 -1.6941 -1.6609
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  o   
 -3.0837 -2.9316 -2.7984 -2.6823 -2.5529 -2.4552 -2.3725 -2.2968 -2.2275 -2.1643
 -2.1063 -2.0520 -2.0013 -1.9542 -1.9105 -1.8147 -1.7348 -1.6728 -1.6265
 -3.1506 -2.9699 -2.8150 -2.6834 -2.5591 -2.4507 -2.3624 -2.2856 -2.2146 -2.1521
 -2.0957 -2.0425 -1.9931 -1.9472 -1.9045 -1.8106 -1.7340 -1.6742 -1.6311 -1.6042
 -3.2144 -3.0255 -2.8485 -2.6968 -2.5715 -2.4533 -2.3574 -2.2787 -2.2055 -2.1436
 -2.0877 -2.0359 -1.9879 -1.9433 -1.9017 -1.8100 -1.7348 -1.6765 -1.6355 -1.6107
 -1.6003
 -3.1739 -3.0670 -2.8910 -2.7241 -2.5830 -2.4644 -2.3584 -2.2736 -2.2025 -2.1362
 -2.0809 -2.0304 -1.9837 -1.9405 -1.9001 -1.8110 -1.7372 -1.6797 -1.6397 -1.6161
 -1.6068 -1.6088
 -2.9683 -2.9944 -2.9138 -2.7562 -2.6041 -2.4759 -2.3663 -2.2739 -2.1980 -2.1326
 -2.0748 -2.0251 -1.9796 -1.9377 -1.8987 -1.8124 -1.7404 -1.6836 -1.6439 -1.6209
 -1.6122 -1.6146 -1.6254 -1.6426
 -2.9122 -2.8007 -2.8063 -2.7624 -2.6282 -2.4929 -2.3779 -2.2798 -2.1977 -2.1297
 -2.0699 -2.0196 -1.9750 -1.9342 -1.8964 -1.8134 -1.7435 -1.6876 -1.6480 -1.6251
 -1.6167 -1.6194 -1.6304 -1.6476 -1.6690 -1.6940 -1.7236 -1.7585 -1.7950 -1.8339
 -2.9143 -2.7646 -2.6513 -2.6210 -2.6126 -2.5099 -2.3923 -2.2894 -2.2023 -2.1287
 -2.0677 -2.0145 -1.9698 -1.9298 -1.8932 -1.8130 -1.7458 -1.6912 -1.6518 -1.6287
 -1.6202 -1.6232 -1.6345 -1.6520 -1.6736 -1.6982 -1.7259 -1.7583 -1.7956 -1.8347
 -1.8760
 -2.9327 -2.7704 -2.6318 -2.5213 -2.4612 -2.4519 -2.3987 -2.3020 -2.2108 -2.1330
 -2.0668 -2.0117 -1.9645 -1.9245 -1.8886 -1.8112 -1.7467 -1.6939 -1.6550 -1.6315
 -1.6228 -1.6259 -1.6375 -1.6554 -1.6775 -1.7025 -1.7299 -1.7606 -1.7959 -1.8358
 -1.8776
 -2.9545 -2.7864 -2.6398 -2.5127 -2.4081 -2.3352 -2.3003 -2.2752 -2.2159 -2.1385
 -2.0684 -2.0094 -1.9600 -1.9180 -1.8821 -1.8067 -1.7449 -1.6943 -1.6564 -1.6329
 -1.6239 -1.6270 -1.6392 -1.6576 -1.6805 -1.7065 -1.7350 -1.7659 -1.7998 -1.8377
 -1.8800
 -2.9831 -2.8094 -2.6571 -2.5242 -2.4087 -2.3117 -2.2365 -2.1851 -2.1518 -2.1189
 -2.0706 -2.0123 -1.9592 -1.9145 -1.8767 -1.8020 -1.7422 -1.6937 -1.6570 -1.6336
 -1.6239 -1.6266 -1.6388 -1.6578 -1.6815 -1.7086 -1.7383 -1.7701 -1.8044 -1.8415
 -1.8818
 -3.0270 -2.8394 -2.6781 -2.5406 -2.4207 -2.3167 -2.2280 -2.1554 -2.0993 -2.0568
 -2.0227 -1.9900 -1.9530 -1.9111 -1.8720 -1.7963 -1.7380 -1.6913 -1.6559 -1.6327
 -1.6225 -1.6245 -1.6365 -1.6558 -1.6803 -1.7086 -1.7398 -1.7732 -1.8086 -1.8462
 -1.8862
 -3.0862 -2.8764 -2.7005 -2.5592 -2.4356 -2.3280 -2.2348 -2.1544 -2.0868 -2.0311
 -1.9858 -1.9487 -1.9168 -1.8872 -1.8680 -1.7896 -1.7323 -1.6871 -1.6531
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  o   
 -3.0226 -2.8962 -2.7739 -2.6554 -2.5327 -2.4248 -2.3339 -2.2566 -2.1901 -2.1317
 -2.0794 -2.0314 -1.9861 -1.9421 -1.8991 -1.8050 -1.7264 -1.6647 -1.6193
 -3.1016 -2.9265 -2.7806 -2.6611 -2.5382 -2.4333 -2.3473 -2.2717 -2.2004 -2.1388
 -2.0822 -2.0296 -1.9808 -1.9355 -1.8934 -1.8011 -1.7255 -1.6658 -1.6223 -1.5939
 -3.1768 -2.9794 -2.8120 -2.6717 -2.5509 -2.4348 -2.3422 -2.2643 -2.1917 -2.1304
 -2.0748 -2.0234 -1.9758 -1.9318 -1.8908 -1.8005 -1.7262 -1.6678 -1.6256 -1.5987
 -1.5859
 -3.1981 -3.0378 -2.8562 -2.6955 -2.5642 -2.4461 -2.3421 -2.2593 -2.1893 -2.1233
 -2.0684 -2.0182 -1.9719 -1.9291 -1.8894 -1.8015 -1.7285 -1.6707 -1.6292 -1.6032
 -1.5913 -1.5912
 -3.0485 -3.0383 -2.8975 -2.7302 -2.5813 -2.4607 -2.3504 -2.2591 -2.1848 -2.1190
 -2.0625 -2.0132 -1.9681 -1.9265 -1.8880 -1.8030 -1.7317 -1.6745 -1.6331 -1.6074
 -1.5959 -1.5961 -1.6054 -1.6219
 -2.9181 -2.8607 -2.8723 -2.7575 -2.6081 -2.4736 -2.3635 -2.2648 -2.1844 -2.1177
 -2.0578 -2.0081 -1.9638 -1.9233 -1.8859 -1.8039 -1.7349 -1.6787 -1.6372 -1.6113
 -1.5999 -1.6003 -1.6097 -1.6259 -1.6469 -1.6728 -1.7037 -1.7386 -1.7753 -1.8152
 -2.9129 -2.7681 -2.6877 -2.7006 -2.6232 -2.4948 -2.3753 -2.2757 -2.1888 -2.1165
 -2.0565 -2.0032 -1.9588 -1.9191 -1.8828 -1.8037 -1.7374 -1.6825 -1.6413 -1.6151
 -1.6033 -1.6037 -1.6132 -1.6296 -1.6507 -1.6756 -1.7041 -1.7372 -1.7747 -1.8141
 -1.8564
 -2.9330 -2.7689 -2.6331 -2.5400 -2.5249 -2.4938 -2.3915 -2.2870 -2.1973 -2.1204
 -2.0553 -2.0010 -1.9536 -1.9140 -1.8784 -1.8019 -1.7383 -1.6855 -1.6449 -1.6182
 -1.6060 -1.6062 -1.6159 -1.6324 -1.6537 -1.6786 -1.7065 -1.7377 -1.7733 -1.8136
 -1.8559
 -2.9669 -2.7891 -2.6384 -2.5122 -2.4166 -2.3697 -2.3534 -2.2934 -2.2060 -2.1251
 -2.0558 -1.9985 -1.9496 -1.9076 -1.8721 -1.7976 -1.7366 -1.6861 -1.6467 -1.6202
 -1.6076 -1.6075 -1.6173 -1.6342 -1.6560 -1.6814 -1.7096 -1.7406 -1.7748 -1.8134
 -1.8566
 -3.0143 -2.8234 -2.6606 -2.5232 -2.4073 -2.3146 -2.2515 -2.2181 -2.1875 -2.1316
 -2.0632 -2.0012 -1.9488 -1.9044 -1.8668 -1.7928 -1.7340 -1.6857 -1.6478 -1.6216
 -1.6083 -1.6076 -1.6171 -1.6342 -1.6565 -1.6825 -1.7115 -1.7430 -1.7771 -1.8146
 -1.8559
 -3.0875 -2.8718 -2.6922 -2.5452 -2.4207 -2.3152 -2.2281 -2.1611 -2.1142 -2.0804
 -2.0457 -2.0015 -1.9503 -1.9032 -1.8632 -1.7873 -1.7298 -1.6834 -1.6470 -1.6214
 -1.6078 -1.6063 -1.6153 -1.6324 -1.6551 -1.6819 -1.7120 -1.7445 -1.7794 -1.8170
 -1.8576
 -3.1865 -2.9343 -2.7332 -2.5740 -2.4415 -2.3292 -2.2339 -2.1535 -2.0882 -2.0369
 -1.9970 -1.9634 -1.9308 -1.8959 -1.8613 -1.7811 -1.7240 -1.6792 -1.6443
