 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -3.8957 -3.8244 -4.0248 -3.9538 -3.7568 -3.4950 -3.2065 -3.0099 -2.8319 -2.6494
 -2.4770 -2.3182 -2.1708 -2.0338 -1.9047 -1.6244 -1.3513 -1.0872 -0.9274
 -3.8857 -3.6529 -3.4663 -3.3407 -3.2692 -3.1645 -2.9940 -2.8047 -2.6268 -2.4576
 -2.2968 -2.1466 -2.0076 -1.8788 -1.7586 -1.4881 -1.2543 -1.0619 -0.9139 -0.7999
 -3.6698 -3.4392 -3.2339 -3.0600 -2.9197 -2.8252 -2.7496 -2.6321 -2.4801 -2.3193
 -2.1679 -2.0261 -1.8946 -1.7732 -1.6610 -1.4145 -1.2072 -1.0361 -0.9026 -0.7988
 -0.7157
 -3.4984 -3.2860 -3.0852 -2.9046 -2.7463 -2.6091 -2.4958 -2.4112 -2.3236 -2.2065
 -2.0713 -1.9378 -1.8132 -1.6978 -1.5912 -1.3605 -1.1721 -1.0190 -0.8972 -0.8022
 -0.7255 -0.6613
 -3.3518 -3.1610 -2.9742 -2.7983 -2.6388 -2.4961 -2.3682 -2.2543 -2.1607 -2.0743
 -1.9794 -1.8688 -1.7540 -1.6442 -1.5424 -1.3226 -1.1466 -1.0061 -0.8951 -0.8079
 -0.7372 -0.6778 -0.6262 -0.5810
 -3.2252 -3.0505 -2.8815 -2.7158 -2.5606 -2.4188 -2.2904 -2.1736 -2.0675 -1.9713
 -1.8835 -1.7968 -1.7031 -1.6049 -1.5084 -1.2971 -1.1290 -0.9968 -0.8938 -0.8137
 -0.7490 -0.6945 -0.6471 -0.6048 -0.5645 -0.5277 -0.4963 -0.4721 -0.4563 -0.4496
 -3.1184 -2.9538 -2.7975 -2.6454 -2.4974 -2.3593 -2.2324 -2.1167 -2.0115 -1.9141
 -1.8226 -1.7361 -1.6525 -1.5683 -1.4824 -1.2804 -1.1170 -0.9893 -0.8916 -0.8171
 -0.7583 -0.7093 -0.6668 -0.6286 -0.5936 -0.5601 -0.5296 -0.5041 -0.4849 -0.4739
 -0.4739
 -3.0314 -2.8720 -2.7224 -2.5801 -2.4422 -2.3094 -2.1852 -2.0711 -1.9673 -1.8720
 -1.7828 -1.6977 -1.6153 -1.5356 -1.4573 -1.2701 -1.1099 -0.9843 -0.8886 -0.8172
 -0.7632 -0.7198 -0.6828 -0.6497 -0.6193 -0.5906 -0.5622 -0.5364 -0.5160 -0.5029
 -0.4986
 -2.9642 -2.8062 -2.6587 -2.5171 -2.3885 -2.2633 -2.1432 -2.0308 -1.9280 -1.8340
 -1.7471 -1.6653 -1.5864 -1.5096 -1.4345 -1.2582 -1.1045 -0.9804 -0.8848 -0.8142
 -0.7628 -0.7240 -0.6928 -0.6656 -0.6406 -0.6168 -0.5943 -0.5729 -0.5545 -0.5393
 -0.5270
 -2.9167 -2.7575 -2.6092 -2.4708 -2.3414 -2.2204 -2.1064 -1.9971 -1.8950 -1.8015
 -1.7158 -1.6364 -1.5611 -1.4878 -1.4163 -1.2486 -1.1007 -0.9787 -0.8831 -0.8117
 -0.7601 -0.7235 -0.6966 -0.6752 -0.6563 -0.6385 -0.6213 -0.6045 -0.5885 -0.5739
 -0.5606
 -2.8847 -2.7218 -2.5709 -2.4312 -2.3015 -2.1811 -2.0692 -1.9646 -1.8650 -1.7718
 -1.6863 -1.6079 -1.5350 -1.4658 -1.3987 -1.2390 -1.0961 -0.9765 -0.8816 -0.8093
 -0.7567 -0.7200 -0.6950 -0.6778 -0.6646 -0.6530 -0.6420 -0.6310 -0.6199 -0.6093
 -0.5997
 -2.8513 -2.6787 -2.5243 -2.3851 -2.2581 -2.1412 -2.0321 -1.9295 -1.8330 -1.7427
 -1.6584 -1.5802 -1.5083 -1.4413 -1.3777 -1.2276 -1.0904 -0.9737 -0.8796
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.2664 -4.1703 -4.0303 -3.7780 -3.4949 -3.2266 -2.9989 -2.8065 -2.6306 -2.4645
 -2.3074 -2.1612 -2.0263 -1.9019 -1.7864 -1.5346 -1.3057 -1.0931 -0.9328
 -3.9300 -3.7121 -3.5880 -3.5098 -3.3317 -3.0921 -2.8617 -2.6648 -2.4915 -2.3295
 -2.1770 -2.0355 -1.9057 -1.7873 -1.6787 -1.4404 -1.2355 -1.0583 -0.9128 -0.7978
 -3.7459 -3.5003 -3.2962 -3.1427 -3.0568 -2.9533 -2.7682 -2.5690 -2.3937 -2.2364
 -2.0883 -1.9507 -1.8245 -1.7096 -1.6048 -1.3789 -1.1906 -1.0313 -0.9001 -0.7952
 -0.7107
 -3.6199 -3.3783 -3.1605 -2.9668 -2.8070 -2.6911 -2.6084 -2.4908 -2.3284 -2.1726
 -2.0284 -1.8946 -1.7713 -1.6588 -1.5564 -1.3376 -1.1596 -1.0131 -0.8932 -0.7969
 -0.7187 -0.6535
 -3.5242 -3.2942 -3.0785 -2.8836 -2.7105 -2.5561 -2.4254 -2.3216 -2.2341 -2.1208
 -1.9885 -1.8578 -1.7370 -1.6266 -1.5257 -1.3110 -1.1392 -1.0010 -0.8898 -0.8008
 -0.7285 -0.6681 -0.6161 -0.5706
 -3.4575 -3.2306 -3.0221 -2.8276 -2.6517 -2.4938 -2.3501 -2.2204 -2.1090 -2.0188
 -1.9307 -1.8270 -1.7148 -1.6063 -1.5068 -1.2946 -1.1261 -0.9928 -0.8878 -0.8050
 -0.7385 -0.6830 -0.6353 -0.5930 -0.5540 -0.5191 -0.4894 -0.4656 -0.4489 -0.4416
 -3.4012 -3.1811 -2.9801 -2.7893 -2.6128 -2.4535 -2.3095 -2.1778 -2.0570 -1.9490
 -1.8544 -1.7699 -1.6832 -1.5899 -1.4950 -1.2848 -1.1179 -0.9871 -0.8857 -0.8075
 -0.7464 -0.6962 -0.6533 -0.6153 -0.5807 -0.5475 -0.5176 -0.4931 -0.4758 -0.4668
 -0.4657
 -3.3609 -3.1434 -2.9490 -2.7626 -2.5875 -2.4263 -2.2812 -2.1499 -2.0297 -1.9189
 -1.8178 -1.7257 -1.6418 -1.5616 -1.4800 -1.2794 -1.1128 -0.9829 -0.8831 -0.8076
 -0.7507 -0.7057 -0.6681 -0.6351 -0.6050 -0.5753 -0.5473 -0.5234 -0.5050 -0.4937
 -0.4901
 -3.3419 -3.1196 -2.9251 -2.7429 -2.5700 -2.4082 -2.2606 -2.1275 -2.0074 -1.8976
 -1.7964 -1.7029 -1.6159 -1.5347 -1.4578 -1.2734 -1.1090 -0.9787 -0.8792 -0.8047
 -0.7501 -0.7095 -0.6773 -0.6500 -0.6253 -0.6022 -0.5806 -0.5614 -0.5448 -0.5304
 -0.5180
 -3.3478 -3.1125 -2.9132 -2.7340 -2.5635 -2.4026 -2.2525 -2.1158 -1.9931 -1.8824
 -1.7817 -1.6890 -1.6025 -1.5210 -1.4439 -1.2671 -1.1090 -0.9780 -0.8774 -0.8022
 -0.7477 -0.7090 -0.6810 -0.6591 -0.6403 -0.6230 -0.6067 -0.5909 -0.5760 -0.5627
 -0.5507
 -3.3724 -3.1225 -2.9149 -2.7333 -2.5637 -2.4041 -2.2537 -2.1135 -1.9863 -1.8721
 -1.7694 -1.6764 -1.5908 -1.5106 -1.4346 -1.2605 -1.1077 -0.9785 -0.8765 -0.7999
 -0.7443 -0.7055 -0.6794 -0.6615 -0.6482 -0.6370 -0.6268 -0.6166 -0.6066 -0.5971
 -0.5887
 -3.4103 -3.1497 -2.9302 -2.7398 -2.5692 -2.4105 -2.2607 -2.1198 -1.9885 -1.8690
 -1.7620 -1.6661 -1.5795 -1.5000 -1.4254 -1.2551 -1.1054 -0.9785 -0.8762
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.4652 -4.2615 -3.9337 -3.6031 -3.2921 -3.0262 -2.8201 -2.6400 -2.4730 -2.3183
 -2.1729 -2.0371 -1.9118 -1.7967 -1.6909 -1.4608 -1.2633 -1.0864 -0.9326
 -4.0022 -3.9023 -3.7842 -3.5157 -3.2235 -2.9529 -2.7275 -2.5421 -2.3750 -2.2218
 -2.0782 -1.9445 -1.8216 -1.7095 -1.6074 -1.3894 -1.2072 -1.0485 -0.9108 -0.7958
 -3.8154 -3.5758 -3.4385 -3.3653 -3.1714 -2.9167 -2.6794 -2.4810 -2.3122 -2.1604
