 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -1.3258  0.4500  1.6381  0.6668 -2.3551 -6.8735 -5.7550 -3.8359 -2.7292 -2.6268
 -2.4665 -2.3392 -2.7040 -3.1725 -3.2943 -2.7769
 -4.3755 -3.4830 -2.6644 -2.7793 -3.7866 -5.7385 -5.2187 -4.3081 -3.6306 -3.3387
 -3.0972 -2.9510 -3.0449 -3.1939 -3.1869 -2.7325 -2.4327 -2.2458 -2.1911
 -5.4880 -5.1231 -4.6421 -4.3673 -4.3171 -4.7181 -4.5335 -4.2314 -3.9055 -3.6176
 -3.3952 -3.2536 -3.1884 -3.1398 -3.0502 -2.6709 -2.3954 -2.2207 -2.1221 -2.0399
 -1.9145
 -4.6632 -4.4703 -4.2950 -4.0972 -3.9468 -3.8123 -3.6994 -3.6059 -3.5539 -3.4634
 -3.3606 -3.2470 -3.1345 -3.0102 -2.8842 -2.5921 -2.3685 -2.2057 -2.0871 -1.9983
 -1.9280 -1.8694 -1.8184
 -4.3238 -4.1827 -4.0473 -3.9010 -3.7680 -3.6410 -3.5248 -3.4216 -3.3303 -3.2459
 -3.1603 -3.0681 -2.9729 -2.8744 -2.7730 -2.5322 -2.3393 -2.1972 -2.0918 -2.0106
 -1.9452 -1.8902 -1.8420 -1.7996 -1.7625
 -4.0009 -3.9017 -3.8011 -3.6960 -3.5866 -3.4762 -3.3682 -3.2667 -3.1738 -3.0888
 -3.0095 -2.9316 -2.8509 -2.7699 -2.6852 -2.4837 -2.3153 -2.1893 -2.0952 -2.0217
 -1.9617 -1.9108 -1.8659 -1.8255 -1.7889 -1.7565
 -3.6944 -3.6273 -3.5564 -3.4822 -3.4027 -3.3179 -3.2296 -3.1412 -3.0560 -2.9757
 -2.9007 -2.8297 -2.7607 -2.6923 -2.6208 -2.4466 -2.2965 -2.1820 -2.0973 -2.0316
 -1.9775 -1.9312 -1.8901 -1.8526 -1.8179 -1.7862 -1.7580 -1.7357 -1.7220 -1.7190
 -3.4044 -3.3595 -3.3132 -3.2657 -3.2145 -3.1576 -3.0945 -3.0268 -2.9566 -2.8867
 -2.8191 -2.7543 -2.6923 -2.6320 -2.5718 -2.4197 -2.2835 -2.1754 -2.0963 -2.0372
 -1.9896 -1.9488 -1.9124 -1.8789 -1.8474 -1.8178 -1.7898 -1.7660 -1.7492 -1.7418
 -1.7452
 -3.1433 -3.1132 -3.0845 -3.0572 -3.0283 -2.9959 -2.9579 -2.9133 -2.8626 -2.8079
