 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F350LP
 -2.9234 -1.6853 -0.3441 -0.1575 -1.4871 -3.9533 -3.1512 -1.7856 -0.9647 -0.9209
 -0.8454 -0.8348 -1.2249 -1.7127 -1.9498 -1.7295
 -2.9320 -2.4004 -1.7618 -1.6143 -2.0881 -3.1942 -2.8642 -2.2634 -1.8126 -1.6475
 -1.5160 -1.4667 -1.6088 -1.8049 -1.8881 -1.6950 -1.5524 -1.4616 -1.4529
 -2.7837 -2.6430 -2.4311 -2.3176 -2.3290 -2.5959 -2.5190 -2.3619 -2.1815 -2.0198
 -1.8995 -1.8373 -1.8331 -1.8473 -1.8316 -1.6674 -1.5476 -1.4641 -1.4233 -1.3910
 -1.3334
 -2.4785 -2.4131 -2.3520 -2.2674 -2.2100 -2.1585 -2.1156 -2.0809 -2.0713 -2.0377
 -1.9959 -1.9467 -1.8978 -1.8397 -1.7803 -1.6467 -1.5402 -1.4649 -1.4127 -1.3764
 -1.3500 -1.3297 -1.3132
 -2.2706 -2.2385 -2.2041 -2.1564 -2.1130 -2.0691 -2.0276 -1.9901 -1.9572 -1.9270
 -1.8951 -1.8582 -1.8190 -1.7760 -1.7292 -1.6201 -1.5338 -1.4705 -1.4251 -1.3922
 -1.3677 -1.3488 -1.3335 -1.3215 -1.3128
 -2.0752 -2.0687 -2.0563 -2.0365 -2.0096 -1.9778 -1.9436 -1.9094 -1.8766 -1.8458
 -1.8166 -1.7874 -1.7554 -1.7228 -1.6860 -1.5965 -1.5250 -1.4721 -1.4338 -1.4054
 -1.3839 -1.3672 -1.3537 -1.3426 -1.3335 -1.3271
 -1.8923 -1.9037 -1.9086 -1.9077 -1.8997 -1.8846 -1.8636 -1.8388 -1.8123 -1.7853
 -1.7586 -1.7324 -1.7062 -1.6800 -1.6507 -1.5759 -1.5138 -1.4697 -1.4388 -1.4160
 -1.3986 -1.3849 -1.3738 -1.3644 -1.3564 -1.3500 -1.3458 -1.3462 -1.3534 -1.3677
 -1.7220 -1.7435 -1.7610 -1.7749 -1.7836 -1.7855 -1.7803 -1.7689 -1.7527 -1.7334
 -1.7121 -1.6899 -1.6674 -1.6447 -1.6213 -1.5585 -1.5029 -1.4632 -1.4379 -1.4213
 -1.4092 -1.3997 -1.3920 -1.3855 -1.3796 -1.3744 -1.3699 -1.3684 -1.3726 -1.3842
 -1.4034
 -1.5722 -1.5973 -1.6216 -1.6452 -1.6657 -1.6818 -1.6919 -1.6950 -1.6915 -1.6825
 -1.6691 -1.6529 -1.6350 -1.6160 -1.5959 -1.5431 -1.4929 -1.4552 -1.4321 -1.4199
 -1.4134 -1.4094 -1.4064 -1.4038 -1.4013 -1.3987 -1.3967 -1.3948 -1.3959 -1.4034
 -1.4195
 -1.4405 -1.4685 -1.4971 -1.5262 -1.5541 -1.5796 -1.6012 -1.6172 -1.6265 -1.6288
 -1.6249 -1.6162 -1.6041 -1.5895 -1.5731 -1.5278 -1.4827 -1.4465 -1.4238 -1.4130
 -1.4104 -1.4119 -1.4146 -1.4173 -1.4193 -1.4206 -1.4216 -1.4226 -1.4245 -1.4297
 -1.4386
 -1.3292 -1.3584 -1.3884 -1.4191 -1.4505 -1.4813 -1.5101 -1.5355 -1.5560 -1.5696
 -1.5761 -1.5765 -1.5719 -1.5632 -1.5513 -1.5135 -1.4731 -1.4386 -1.4155 -1.4040
 -1.4023 -1.4072 -1.4151 -1.4236 -1.4312 -1.4376 -1.4430 -1.4476 -1.4520 -1.4570
 -1.4628
 -1.2407 -1.2670 -1.2955 -1.3260 -1.3583 -1.3909 -1.4235 -1.4544 -1.4822 -1.5042
 -1.5202 -1.5302 -1.5347 -1.5339 -1.5282 -1.4998 -1.4637 -1.4310 -1.4076 -1.3952
 -1.3926 -1.3980 -1.4089 -1.4222 -1.4356 -1.4478 -1.4586 -1.4681 -1.4764 -1.4843
 -1.4926
 -1.1749 -1.1942 -1.2184 -1.2469 -1.2775 -1.3084 -1.3440 -1.3775 -1.4092 -1.4367
 -1.4597 -1.4786 -1.4936 -1.5016 -1.5036 -1.4867 -1.4545 -1.4237 -1.4001
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F350LP
 -2.4434 -2.3439 -2.2872 -2.2833 -2.3371 -2.5841 -2.4631 -2.3390 -2.2435 -2.1692
 -2.0573 -1.9472 -1.9200 -1.9322 -1.9090 -1.7120
 -2.4586 -2.3562 -2.2840 -2.2497 -2.2582 -2.3784 -2.3232 -2.2588 -2.1991 -2.1427
 -2.0687 -1.9924 -1.9443 -1.9100 -1.8609 -1.6851 -1.5525 -1.4598 -1.3954
 -2.4503 -2.3505 -2.2704 -2.2156 -2.1907 -2.2202 -2.2020 -2.1749 -2.1401 -2.0986
 -2.0513 -1.9990 -1.9424 -1.8822 -1.8188 -1.6617 -1.5445 -1.4613 -1.4031 -1.3621
 -1.3323
 -2.4185 -2.3268 -2.2464 -2.1810 -2.1346 -2.1095 -2.0995 -2.0874 -2.0666 -2.0369
 -2.0052 -1.9671 -1.9143 -1.8487 -1.7827 -1.6418 -1.5376 -1.4635 -1.4114 -1.3743
 -1.3470 -1.3263 -1.3092
 -2.3632 -2.2851 -2.2120 -2.1459 -2.0899 -2.0463 -2.0157 -1.9962 -1.9785 -1.9576
 -1.9304 -1.8967 -1.8600 -1.8096 -1.7526 -1.6254 -1.5318 -1.4664 -1.4203 -1.3870
 -1.3623 -1.3433 -1.3283 -1.3167 -1.3085
 -2.2844 -2.2254 -2.1672 -2.1103 -2.0566 -2.0088 -1.9690 -1.9374 -1.9120 -1.8896
 -1.8647 -1.8345 -1.8040 -1.7681 -1.7231 -1.6110 -1.5257 -1.4679 -1.4282 -1.3993
 -1.3776 -1.3608 -1.3475 -1.3368 -1.3284 -1.3224
 -2.1833 -2.1438 -2.1038 -2.0617 -2.0178 -1.9741 -1.9332 -1.8973 -1.8663 -1.8387
 -1.8117 -1.7835 -1.7531 -1.7253 -1.6899 -1.5963 -1.5184 -1.4661 -1.4326 -1.4092
 -1.3915 -1.3777 -1.3668 -1.3579 -1.3505 -1.3448 -1.3413 -1.3422 -1.3497 -1.3642
 -2.0675 -2.0442 -2.0209 -1.9953 -1.9655 -1.9319 -1.8962 -1.8614 -1.8293 -1.8001
 -1.7725 -1.7446 -1.7154 -1.6880 -1.6584 -1.5791 -1.5096 -1.4609 -1.4318 -1.4141
 -1.4016 -1.3921 -1.3846 -1.3785 -1.3732 -1.3687 -1.3657 -1.3645 -1.3686 -1.3806
 -1.3999
 -1.9586 -1.9393 -1.9241 -1.9125 -1.8971 -1.8766 -1.8509 -1.8219 -1.7926 -1.7646
 -1.7379 -1.7119 -1.6853 -1.6582 -1.6318 -1.5616 -1.4996 -1.4534 -1.4258 -1.4127
 -1.4031 -1.4015 -1.3986 -1.3965 -1.3945 -1.3925 -1.3912 -1.3929 -1.3978 -1.4056
 -1.4160
 -1.8216 -1.8269 -1.8259 -1.8192 -1.8151 -1.8069 -1.7932 -1.7741 -1.7512 -1.7269
 -1.7028 -1.6793 -1.6558 -1.6319 -1.6081 -1.5446 -1.4880 -1.4449 -1.4182 -1.4060
 -1.4029 -1.4042 -1.4069 -1.4099 -1.4124 -1.4143 -1.4159 -1.4175 -1.4200 -1.4249
 -1.4351
 -1.7039 -1.7164 -1.7219 -1.7211 -1.7254 -1.7263 -1.7235 -1.7154 -1.7021 -1.6848
 -1.6653 -1.6455 -1.6255 -1.6054 -1.5849 -1.5296 -1.4774 -1.4365 -1.4100 -1.3971
 -1.3951 -1.3998 -1.4077 -1.4164 -1.4244 -1.4313 -1.4372 -1.4424 -1.4472 -1.4528
 -1.4593
 -1.5914 -1.6076 -1.6209 -1.6315 -1.6425 -1.6522 -1.6585 -1.6462 -1.6430 -1.6349
 -1.6227 -1.6081 -1.5925 -1.5764 -1.5597 -1.5146 -1.4668 -1.4282 -1.4020 -1.3884
 -1.3856 -1.3910 -1.4020 -1.4154 -1.4290 -1.4416 -1.4530 -1.4629 -1.4716 -1.4800
 -1.4889
 -1.4841 -1.5007 -1.5231 -1.5505 -1.5662 -1.5845 -1.5755 -1.5843 -1.5885 -1.5764
 -1.5729 -1.5656 -1.5556 -1.5441 -1.5325 -1.4996 -1.4562 -1.4200 -1.3942
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F350LP
 -2.5283 -2.5776 -2.6786 -2.6815 -2.5537 -2.4224 -2.4036 -2.4473 -2.4497 -2.3739
 -2.2684 -2.1528 -2.0511 -1.9681 -1.8867 -1.7026
 -2.4961 -2.4652 -2.4734 -2.4501 -2.3818 -2.3170 -2.2972 -2.3004 -2.2856 -2.2367
 -2.1691 -2.0879 -2.0029 -1.9223 -1.8452 -1.6776 -1.5497 -1.4574 -1.3859
 -2.4708 -2.3868 -2.3309 -2.2846 -2.2468 -2.2188 -2.1980 -2.1787 -2.1553 -2.1239
 -2.0817 -2.0261 -1.9573 -1.8826 -1.8106 -1.6572 -1.5416 -1.4584 -1.3977 -1.3553
 -1.3286
 -2.4524 -2.3424 -2.2511 -2.1850 -2.1487 -2.1278 -2.1060 -2.0822 -2.0588 -2.0355
 -2.0062 -1.9674 -1.9143 -1.8490 -1.7829 -1.6414 -1.5357 -1.4603 -1.4077 -1.3702
 -1.3425 -1.3218 -1.3061
 -2.4409 -2.3320 -2.2340 -2.1513 -2.0875 -2.0440 -2.0212 -2.0109 -1.9961 -1.9715
 -1.9426 -1.9118 -1.8739 -1.8215 -1.7621 -1.6302 -1.5320 -1.4631 -1.4158 -1.3821
 -1.3571 -1.3381 -1.3233 -1.3115 -1.3033
 -2.4144 -2.3166 -2.2247 -2.1420 -2.0712 -2.0144 -1.9723 -1.9432 -1.9251 -1.9114
 -1.8907 -1.8622 -1.8321 -1.7937 -1.7438 -1.6217 -1.5290 -1.4652 -1.4230 -1.3935
 -1.3716 -1.3549 -1.3417 -1.3313 -1.3234 -1.3179
 -2.3635 -2.2824 -2.2038 -2.1297 -2.0618 -2.0019 -1.9518 -1.9119 -1.8808 -1.8558
 -1.8343 -1.8116 -1.7856 -1.7578 -1.7204 -1.6132 -1.5254 -1.4649 -1.4272 -1.4025
 -1.3847 -1.3711 -1.3603 -1.3518 -1.3449 -1.3397 -1.3367 -1.3382 -1.3460 -1.3605
 -2.2877 -2.2248 -2.1628 -2.1024 -2.0441 -1.9888 -1.9379 -1.8930 -1.8553 -1.8235
 -1.7952 -1.7684 -1.7414 -1.7167 -1.6882 -1.6007 -1.5200 -1.4620 -1.4270 -1.4071
 -1.3942 -1.3848 -1.3775 -1.3717 -1.3669 -1.3630 -1.3607 -1.3602 -1.3647 -1.3769
 -1.3962
 -2.1932 -2.1466 -2.1007 -2.0555 -2.0103 -1.9648 -1.9194 -1.8755 -1.8351 -1.7997
 -1.7682 -1.7389 -1.7103 -1.6824 -1.6566 -1.5819 -1.5113 -1.4563 -1.4227 -1.4058
 -1.3980 -1.3938 -1.3911 -1.3892 -1.3877 -1.3863 -1.3856 -1.3860 -1.3885 -1.3958
 -1.4124
 -2.0865 -2.0540 -2.0217 -1.9900 -1.9580 -1.9244 -1.8884 -1.8507 -1.8128 -1.7768
 -1.7440 -1.7139 -1.6853 -1.6571 -1.6308 -1.5618 -1.4988 -1.4483 -1.4153 -1.3997
 -1.3954 -1.3964 -1.3992 -1.4023 -1.4052 -1.4076 -1.4098 -1.4122 -1.4153 -1.4208
 -1.4314
 -1.9761 -1.9549 -1.9333 -1.9121 -1.8913 -1.8689 -1.8439 -1.8153 -1.7840 -1.7515
 -1.7196 -1.6898 -1.6620 -1.6354 -1.6097 -1.5452 -1.4863 -1.4396 -1.4075 -1.3913
 -1.3880 -1.3923 -1.4001 -1.4088 -1.4171 -1.4244 -1.4309 -1.4367 -1.4422 -1.4484
 -1.4553
 -1.8639 -1.8526 -1.8400 -1.8269 -1.8139 -1.8007 -1.7854 -1.7666 -1.7441 -1.7185
 -1.6909 -1.6633 -1.6369 -1.6121 -1.5884 -1.5302 -1.4746 -1.4303 -1.3997 -1.3828
