 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F850LP
 -2.4351 -1.7402 -0.7410 -0.3421 -0.9556 -2.3786 -1.7064 -0.6227  0.0222  0.0395
  0.0711  0.0014 -0.4175 -0.8911 -1.2035 -1.2155
 -2.0118 -1.7179 -1.2441 -1.0290 -1.2211 -1.8518 -1.5690 -1.1017 -0.7716 -0.6745
 -0.6105 -0.6306 -0.8142 -1.0327 -1.1794 -1.1922 -1.1995 -1.2202 -1.3098
 -1.6224 -1.5577 -1.4154 -1.3239 -1.3090 -1.4634 -1.4041 -1.2989 -1.1899 -1.0997
 -1.0461 -1.0415 -1.0845 -1.1426 -1.1830 -1.1944 -1.2272 -1.2514 -1.3033 -1.3530
 -1.3746
 -1.2669 -1.2596 -1.2549 -1.2268 -1.2193 -1.2135 -1.2117 -1.2141 -1.2327 -1.2364
 -1.2357 -1.2313 -1.2284 -1.2208 -1.2143 -1.2221 -1.2391 -1.2707 -1.3103 -1.3554
 -1.4015 -1.4471 -1.4907
 -1.1213 -1.1400 -1.1565 -1.1606 -1.1673 -1.1716 -1.1754 -1.1799 -1.1862 -1.1940
 -1.2010 -1.2056 -1.2096 -1.2117 -1.2119 -1.2264 -1.2558 -1.2924 -1.3333 -1.3772
 -1.4225 -1.4681 -1.5128 -1.5570 -1.6014
 -0.9904 -1.0280 -1.0609 -1.0877 -1.1084 -1.1241 -1.1360 -1.1457 -1.1545 -1.1632
 -1.1725 -1.1821 -1.1905 -1.1992 -1.2057 -1.2266 -1.2634 -1.3054 -1.3494 -1.3943
 -1.4401 -1.4863 -1.5322 -1.5773 -1.6216 -1.6659
 -0.8741 -0.9236 -0.9681 -1.0081 -1.0426 -1.0710 -1.0935 -1.1115 -1.1264 -1.1392
 -1.1509 -1.1622 -1.1734 -1.1854 -1.1957 -1.2227 -1.2619 -1.3097 -1.3586 -1.4067
 -1.4543 -1.5017 -1.5489 -1.5954 -1.6410 -1.6859 -1.7307 -1.7783 -1.8305 -1.8847
 -0.7726 -0.8268 -0.8781 -0.9267 -0.9715 -1.0112 -1.0449 -1.0728 -1.0955 -1.1145
 -1.1307 -1.1451 -1.1584 -1.1713 -1.1841 -1.2156 -1.2548 -1.3051 -1.3592 -1.4124
 -1.4637 -1.5136 -1.5627 -1.6111 -1.6584 -1.7048 -1.7500 -1.7964 -1.8463 -1.9009
 -1.9581
 -0.6923 -0.7448 -0.7972 -0.8493 -0.8997 -0.9473 -0.9905 -1.0280 -1.0595 -1.0859
 -1.1079 -1.1268 -1.1435 -1.1586 -1.1724 -1.2069 -1.2458 -1.2947 -1.3514 -1.4096
 -1.4662 -1.5204 -1.5726 -1.6234 -1.6730 -1.7215 -1.7693 -1.8161 -1.8641 -1.9158
 -1.9728
 -0.6312 -0.6803 -0.7308 -0.7825 -0.8342 -0.8853 -0.9341 -0.9791 -1.0190 -1.0529
 -1.0815 -1.1057 -1.1266 -1.1449 -1.1611 -1.1976 -1.2369 -1.2835 -1.3393 -1.4001
 -1.4615 -1.5210 -1.5778 -1.6324 -1.6850 -1.7361 -1.7861 -1.8354 -1.8845 -1.9353
 -1.9879
 -0.5905 -0.6340 -0.6795 -0.7267 -0.7762 -0.8268 -0.8774 -0.9266 -0.9727 -1.0138
 -1.0493 -1.0798 -1.1059 -1.1283 -1.1476 -1.1883 -1.2274 -1.2727 -1.3259 -1.3857
 -1.4492 -1.5129 -1.5747 -1.6339 -1.6905 -1.7449 -1.7978 -1.8493 -1.9002 -1.9510
 -2.0028
 -0.5700 -0.6059 -0.6445 -0.6854 -0.7298 -0.7767 -0.8259 -0.8756 -0.9245 -0.9699
 -1.0111 -1.0479 -1.0804 -1.1083 -1.1320 -1.1788 -1.2192 -1.2630 -1.3140 -1.3717
 -1.4343 -1.4994 -1.5648 -1.6285 -1.6896 -1.7480 -1.8043 -1.8589 -1.9121 -1.9646
 -2.0171
 -0.5699 -0.5961 -0.6258 -0.6586 -0.6950 -0.7350 -0.7827 -0.8302 -0.8786 -0.9252
 -0.9695 -1.0116 -1.0517 -1.0849 -1.1140 -1.1690 -1.2123 -1.2544 -1.3036
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F850LP
 -1.1255 -1.1035 -1.1062 -1.1407 -1.2146 -1.4128 -1.3640 -1.2971 -1.2442 -1.2068
 -1.1466 -1.0963 -1.1169 -1.1684 -1.1928 -1.1536
 -1.1794 -1.1597 -1.1559 -1.1730 -1.2168 -1.3318 -1.3289 -1.3110 -1.2921 -1.2745
 -1.2450 -1.2171 -1.2141 -1.2230 -1.2216 -1.1851 -1.1883 -1.2154 -1.2536
 -1.2073 -1.1929 -1.1870 -1.1929 -1.2149 -1.2704 -1.2931 -1.3058 -1.3104 -1.3084
 -1.3013 -1.2905 -1.2768 -1.2613 -1.2448 -1.2118 -1.2173 -1.2451 -1.2835 -1.3271
 -1.3726
 -1.2092 -1.2031 -1.1995 -1.2004 -1.2090 -1.2286 -1.2566 -1.2816 -1.2990 -1.3086
 -1.3155 -1.3164 -1.3049 -1.2835 -1.2624 -1.2337 -1.2408 -1.2697 -1.3085 -1.3518
 -1.3969 -1.4423 -1.4872
 -1.1851 -1.1903 -1.1934 -1.1955 -1.1990 -1.2064 -1.2194 -1.2383 -1.2579 -1.2751
 -1.2875 -1.2949 -1.2984 -1.2895 -1.2744 -1.2508 -1.2588 -1.2892 -1.3287 -1.3721
 -1.4172 -1.4628 -1.5080 -1.5527 -1.5976
 -1.1350 -1.1545 -1.1687 -1.1782 -1.1849 -1.1912 -1.1990 -1.2097 -1.2231 -1.2382
 -1.2516 -1.2616 -1.2719 -1.2776 -1.2747 -1.2612 -1.2702 -1.3023 -1.3440 -1.3885
 -1.4342 -1.4804 -1.5265 -1.5721 -1.6170 -1.6617
 -1.0625 -1.0965 -1.1239 -1.1441 -1.1586 -1.1694 -1.1785 -1.1876 -1.1977 -1.2087
 -1.2197 -1.2298 -1.2387 -1.2503 -1.2560 -1.2617 -1.2743 -1.3078 -1.3529 -1.4002
 -1.4477 -1.4953 -1.5427 -1.5897 -1.6359 -1.6815 -1.7269 -1.7751 -1.8277 -1.8820
 -0.9752 -1.0207 -1.0601 -1.0924 -1.1171 -1.1359 -1.1504 -1.1624 -1.1733 -1.1841
 -1.1947 -1.2045 -1.2131 -1.2233 -1.2323 -1.2497 -1.2706 -1.3056 -1.3538 -1.4056
 -1.4567 -1.5067 -1.5562 -1.6050 -1.6529 -1.7001 -1.7468 -1.7936 -1.8434 -1.8982
 -1.9555
 -0.9108 -0.9444 -0.9826 -1.0249 -1.0603 -1.0888 -1.1113 -1.1293 -1.1445 -1.1578
 -1.1700 -1.1814 -1.1916 -1.2013 -1.2115 -1.2334 -1.2602 -1.2971 -1.3473 -1.4031
 -1.4569 -1.5134 -1.5658 -1.6171 -1.6674 -1.7165 -1.7649 -1.8144 -1.8652 -1.9173
