 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  r   
 -2.9479 -2.8964 -3.0950 -3.0283 -2.8444 -2.6110 -2.3610 -2.1893 -2.0376 -1.8825
 -1.7378 -1.6049 -1.4845 -1.3759 -1.2771 -1.0717 -0.8953 -0.7384 -0.6717
 -2.9535 -2.7520 -2.5895 -2.4820 -2.4244 -2.3362 -2.1887 -2.0277 -1.8805 -1.7430
 -1.6136 -1.4938 -1.3843 -1.2846 -1.1934 -0.9999 -0.8528 -0.7500 -0.6825 -0.6380
 -2.7651 -2.5686 -2.3911 -2.2402 -2.1205 -2.0440 -1.9862 -1.8922 -1.7698 -1.6420
 -1.5245 -1.4161 -1.3167 -1.2260 -1.1434 -0.9701 -0.8411 -0.7518 -0.6927 -0.6529
 -0.6256
 -2.6144 -2.4373 -2.2663 -2.1106 -1.9749 -1.8603 -1.7697 -1.7068 -1.6443 -1.5585
 -1.4576 -1.3589 -1.2686 -1.1859 -1.1102 -0.9510 -0.8340 -0.7551 -0.7030 -0.6674
 -0.6422 -0.6246
 -2.4831 -2.3287 -2.1729 -2.0231 -1.8867 -1.7666 -1.6629 -1.5745 -1.5069 -1.4484
 -1.3849 -1.3092 -1.2298 -1.1545 -1.0854 -0.9378 -0.8287 -0.7571 -0.7113 -0.6805
 -0.6582 -0.6419 -0.6308 -0.6243
 -2.3675 -2.2299 -2.0930 -1.9547 -1.8231 -1.7032 -1.5978 -1.5062 -1.4276 -1.3607
 -1.3026 -1.2470 -1.1869 -1.1236 -1.0616 -0.9263 -0.8231 -0.7558 -0.7151 -0.6902
 -0.6721 -0.6586 -0.6490 -0.6428 -0.6393 -0.6396 -0.6448 -0.6558 -0.6734 -0.6978
 -2.2684 -2.1410 -2.0183 -1.8942 -1.7710 -1.6548 -1.5494 -1.4570 -1.3779 -1.3095
 -1.2486 -1.1927 -1.1399 -1.0877 -1.0349 -0.9126 -0.8157 -0.7496 -0.7131 -0.6941
 -0.6818 -0.6727 -0.6661 -0.6619 -0.6597 -0.6578 -0.6586 -0.6653 -0.6802 -0.7039
 -0.7326
 -2.1869 -2.0644 -1.9487 -1.8354 -1.7231 -1.6134 -1.5104 -1.4176 -1.3373 -1.2689
 -1.2095 -1.1553 -1.1037 -1.0545 -1.0070 -0.8967 -0.8063 -0.7419 -0.7059 -0.6908
 -0.6849 -0.6818 -0.6799 -0.6791 -0.6795 -0.6808 -0.6818 -0.6853 -0.6943 -0.7115
 -0.7384
 -2.1239 -2.0021 -1.8879 -1.7763 -1.6739 -1.5726 -1.4746 -1.3832 -1.3017 -1.2317
 -1.1722 -1.1204 -1.0724 -1.0262 -0.9813 -0.8786 -0.7945 -0.7328 -0.6957 -0.6817
 -0.6804 -0.6837 -0.6880 -0.6925 -0.6969 -0.7013 -0.7061 -0.7116 -0.7202 -0.7321
 -0.7470
 -2.0804 -1.9564 -1.8402 -1.7312 -1.6286 -1.5321 -1.4407 -1.3531 -1.2720 -1.2001
 -1.1387 -1.0867 -1.0411 -0.9980 -0.9568 -0.8623 -0.7825 -0.7233 -0.6858 -0.6701
