 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.0376 -2.0187 -2.2042 -2.1996 -2.1055 -1.9515 -1.7636 -1.6434 -1.5329 -1.4167
 -1.3052 -1.2000 -1.1018 -1.0112 -0.9295 -0.7559 -0.6233 -0.5200 -0.4567
 -2.0396 -1.9419 -1.8603 -1.8120 -1.7978 -1.7563 -1.6625 -1.5497 -1.4405 -1.3344
 -1.2316 -1.1339 -1.0432 -0.9603 -0.8849 -0.7269 -0.6070 -0.5202 -0.4592 -0.4157
 -1.9056 -1.8118 -1.7188 -1.6354 -1.5687 -1.5326 -1.5100 -1.4560 -1.3710 -1.2737
 -1.1788 -1.0877 -1.0027 -0.9248 -0.8542 -0.7079 -0.5989 -0.5210 -0.4665 -0.4274
 -0.3983
 -1.7860 -1.7081 -1.6218 -1.5356 -1.4559 -1.3862 -1.3323 -1.2996 -1.2656 -1.2084
 -1.1319 -1.0502 -0.9715 -0.8984 -0.8320 -0.6944 -0.5933 -0.5230 -0.4743 -0.4394
 -0.4131 -0.3928
 -1.6679 -1.6099 -1.5388 -1.4605 -1.3822 -1.3087 -1.2424 -1.1845 -1.1410 -1.1037
 -1.0614 -1.0056 -0.9414 -0.8759 -0.8140 -0.6840 -0.5886 -0.5242 -0.4811 -0.4508
 -0.4278 -0.4098 -0.3955 -0.3845
 -1.5500 -1.5083 -1.4558 -1.3916 -1.3216 -1.2512 -1.1848 -1.1239 -1.0688 -1.0202
 -0.9785 -0.9391 -0.8949 -0.8454 -0.7939 -0.6746 -0.5837 -0.5231 -0.4846 -0.4597
 -0.4411 -0.4263 -0.4145 -0.4049 -0.3960 -0.3891 -0.3859 -0.3878 -0.3957 -0.4103
 -1.4348 -1.4049 -1.3676 -1.3190 -1.2617 -1.1997 -1.1372 -1.0778 -1.0234 -0.9730
 -0.9264 -0.8836 -0.8440 -0.8047 -0.7638 -0.6626 -0.5774 -0.5181 -0.4835 -0.4640
 -0.4508 -0.4405 -0.4322 -0.4254 -0.4196 -0.4137 -0.4094 -0.4090 -0.4142 -0.4262
 -0.4456
 -1.3250 -1.3030 -1.2755 -1.2397 -1.1960 -1.1456 -1.0913 -1.0363 -0.9841 -0.9357
 -0.8907 -0.8482 -0.8077 -0.7697 -0.7330 -0.6454 -0.5688 -0.5118 -0.4783 -0.4623
 -0.4547 -0.4501 -0.4466 -0.4437 -0.4412 -0.4388 -0.4356 -0.4339 -0.4364 -0.4452
 -0.4617
 -1.2228 -1.2059 -1.1840 -1.1552 -1.1229 -1.0841 -1.0402 -0.9930 -0.9453 -0.8996
 -0.8571 -0.8174 -0.7795 -0.7429 -0.7076 -0.6263 -0.5570 -0.5038 -0.4701 -0.4556
 -0.4521 -0.4532 -0.4556 -0.4580 -0.4600 -0.4613 -0.4625 -0.4638 -0.4672 -0.4730
 -0.4809
 -1.1310 -1.1168 -1.0978 -1.0746 -1.0475 -1.0170 -0.9831 -0.9452 -0.9048 -0.8636
 -0.8241 -0.7872 -0.7526 -0.7190 -0.6863 -0.6103 -0.5452 -0.4951 -0.4619 -0.4465
 -0.4443 -0.4493 -0.4573 -0.4657 -0.4733 -0.4797 -0.4852 -0.4899 -0.4944 -0.4997
 -0.5058
 -1.0499 -1.0352 -1.0173 -0.9965 -0.9732 -0.9477 -0.9201 -0.8905 -0.8583 -0.8240
 -0.7890 -0.7552 -0.7235 -0.6936 -0.6649 -0.5956 -0.5339 -0.4861 -0.4540 -0.4373
 -0.4344 -0.4406 -0.4522 -0.4659 -0.4795 -0.4919 -0.5029 -0.5123 -0.5207 -0.5286
 -0.5370
 -0.9734 -0.9483 -0.9276 -0.9094 -0.8919 -0.8736 -0.8534 -0.8305 -0.8052 -0.7781
 -0.7496 -0.7204 -0.6920 -0.6652 -0.6398 -0.5795 -0.5229 -0.4770 -0.4458
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  G   
 -2.3341 -2.3259 -2.2788 -2.1444 -1.9791 -1.8156 -1.6751 -1.5575 -1.4494 -1.3456
 -1.2460 -1.1513 -1.0623 -0.9791 -0.9022 -0.7387 -0.6117 -0.5143 -0.4487
 -2.1365 -2.0431 -2.0026 -1.9895 -1.9010 -1.7608 -1.6194 -1.4980 -1.3913 -1.2907
 -1.1947 -1.1036 -1.0182 -0.9393 -0.8670 -0.7153 -0.5992 -0.5134 -0.4521 -0.4080
 -2.0181 -1.9082 -1.8104 -1.7395 -1.7147 -1.6766 -1.5752 -1.4555 -1.3480 -1.2509
 -1.1586 -1.0711 -0.9891 -0.9134 -0.8443 -0.7006 -0.5923 -0.5134 -0.4579 -0.4182
 -0.3888
 -1.9214 -1.8204 -1.7165 -1.6169 -1.5348 -1.4823 -1.4552 -1.4033 -1.3130 -1.2196
 -1.1313 -1.0476 -0.9689 -0.8960 -0.8295 -0.6916 -0.5887 -0.5147 -0.4639 -0.4283
 -0.4019 -0.3815
 -1.8288 -1.7444 -1.6497 -1.5531 -1.4620 -1.3790 -1.3114 -1.2641 -1.2309 -1.1781
 -1.1056 -1.0279 -0.9530 -0.8831 -0.8190 -0.6857 -0.5866 -0.5162 -0.4692 -0.4377
 -0.4147 -0.3969 -0.3830 -0.3728
 -1.7379 -1.6677 -1.5881 -1.5005 -1.4120 -1.3276 -1.2491 -1.1788 -1.1218 -1.0812
 -1.0438 -0.9946 -0.9343 -0.8706 -0.8096 -0.6807 -0.5844 -0.5164 -0.4723 -0.4449
 -0.4261 -0.4117 -0.4004 -0.3915 -0.3838 -0.3783 -0.3764 -0.3793 -0.3878 -0.4025
 -1.6419 -1.5863 -1.5224 -1.4485 -1.3686 -1.2883 -1.2113 -1.1391 -1.0730 -1.0153
 -0.9675 -0.9285 -0.8892 -0.8442 -0.7946 -0.6749 -0.5812 -0.5146 -0.4722 -0.4482
 -0.4342 -0.4243 -0.4167 -0.4106 -0.4057 -0.4009 -0.3979 -0.3988 -0.4053 -0.4184
 -0.4378
 -1.5468 -1.5003 -1.4508 -1.3905 -1.3230 -1.2508 -1.1786 -1.1090 -1.0436 -0.9830
 -0.9284 -0.8804 -0.8389 -0.8013 -0.7633 -0.6644 -0.5761 -0.5107 -0.4690 -0.4470
 -0.4374 -0.4327 -0.4298 -0.4277 -0.4260 -0.4231 -0.4207 -0.4210 -0.4258 -0.4364
 -0.4537
 -1.4577 -1.4155 -1.3738 -1.3253 -1.2695 -1.2082 -1.1438 -1.0790 -1.0165 -0.9576
 -0.9031 -0.8534 -0.8080 -0.7672 -0.7303 -0.6447 -0.5667 -0.5043 -0.4628 -0.4415
 -0.4348 -0.4352 -0.4379 -0.4409 -0.4437 -0.4461 -0.4486 -0.4524 -0.4578 -0.4645
 -0.4724
 -1.3800 -1.3381 -1.2988 -1.2567 -1.2110 -1.1599 -1.1049 -1.0474 -0.9899 -0.9341
 -0.8815 -0.8330 -0.7882 -0.7468 -0.7086 -0.6257 -0.5547 -0.4966 -0.4558 -0.4337
 -0.4277 -0.4313 -0.4392 -0.4480 -0.4563 -0.4636 -0.4703 -0.4763 -0.4822 -0.4888
 -0.4964
 -1.3188 -1.2693 -1.2279 -1.1885 -1.1497 -1.1061 -1.0595 -1.0102 -0.9594 -0.9083
 -0.8588 -0.8123 -0.7692 -0.7293 -0.6921 -0.6101 -0.5421 -0.4875 -0.4482 -0.4253
 -0.4182 -0.4228 -0.4339 -0.4478 -0.4620 -0.4751 -0.4872 -0.4978 -0.5075 -0.5167
 -0.5264
 -1.2704 -1.2091 -1.1610 -1.1216 -1.0858 -1.0491 -1.0096 -0.9673 -0.9233 -0.8782
 -0.8332 -0.7896 -0.7486 -0.7106 -0.6753 -0.5969 -0.5307 -0.4781 -0.4402
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.5207 -2.4396 -2.2605 -2.0667 -1.8752 -1.7096 -1.5851 -1.4784 -1.3783 -1.2830
 -1.1924 -1.1062 -1.0248 -0.9483 -0.8768 -0.7223 -0.6001 -0.5063 -0.4383
 -2.2341 -2.2170 -2.1812 -2.0329 -1.8577 -1.6897 -1.5499 -1.4379 -1.3368 -1.2430
 -1.1542 -1.0700 -0.9908 -0.9168 -0.8482 -0.7020 -0.5890 -0.5038 -0.4418 -0.3971
 -2.1099 -1.9955 -1.9409 -1.9302 -1.8315 -1.6803 -1.5334 -1.4110 -1.3084 -1.2156
 -1.1289 -1.0469 -0.9697 -0.8978 -0.8313 -0.6906 -0.5832 -0.5035 -0.4460 -0.4053
 -0.3755
 -2.0356 -1.9086 -1.7937 -1.7115 -1.6802 -1.6382 -1.5252 -1.3986 -1.2892 -1.1960
 -1.1111 -1.0313 -0.9563 -0.8862 -0.8214 -0.6846 -0.5809 -0.5047 -0.4507 -0.4132
 -0.3863 -0.3660
 -1.9691 -1.8532 -1.7338 -1.6223 -1.5297 -1.4659 -1.4328 -1.3758 -1.2785 -1.1815
 -1.0974 -1.0197 -0.9467 -0.8784 -0.8152 -0.6814 -0.5803 -0.5065 -0.4550 -0.4204
 -0.3967 -0.3790 -0.3655 -0.3549
 -1.9011 -1.8009 -1.6915 -1.5802 -1.4748 -1.3815 -1.3054 -1.2510 -1.2135 -1.1586
 -1.0839 -1.0093 -0.9385 -0.8721 -0.8104 -0.6793 -0.5800 -0.5078 -0.4581 -0.4260
 -0.4056 -0.3913 -0.3804 -0.3723 -0.3660 -0.3622 -0.3619 -0.3661 -0.3753 -0.3904
 -1.8302 -1.7447 -1.6491 -1.5475 -1.4454 -1.3488 -1.2604 -1.1820 -1.1171 -1.0692
 -1.0300 -0.9835 -0.9262 -0.8648 -0.8054 -0.6770 -0.5791 -0.5079 -0.4594 -0.4292
 -0.4118 -0.4014 -0.3942 -0.3891 -0.3854 -0.3824 -0.3816 -0.3843 -0.3919 -0.4053
 -0.4252
 -1.7581 -1.6834 -1.6012 -1.5120 -1.4188 -1.3259 -1.2375 -1.1555 -1.0811 -1.0157
 -0.9615 -0.9190 -0.8813 -0.8400 -0.7931 -0.6736 -0.5770 -0.5065 -0.4584 -0.4293
 -0.4144 -0.4081 -0.4052 -0.4040 -0.4036 -0.4039 -0.4040 -0.4058 -0.4115 -0.4228
 -0.4408
 -1.6897 -1.6191 -1.5469 -1.4691 -1.3865 -1.3019 -1.2180 -1.1376 -1.0625 -0.9934
 -0.9314 -0.8777 -0.8327 -0.7942 -0.7581 -0.6631 -0.5723 -0.5025 -0.4547 -0.4259
 -0.4126 -0.4097 -0.4117 -0.4154 -0.4193 -0.4233 -0.4276 -0.4333 -0.4405 -0.4491
 -0.4589
 -1.6311 -1.5605 -1.4913 -1.4224 -1.3497 -1.2741 -1.1975 -1.1220 -1.0494 -0.9810
 -0.9176 -0.8603 -0.8097 -0.7654 -0.7265 -0.6428 -0.5644 -0.4977 -0.4498 -0.4204
 -0.4071 -0.4062 -0.4124 -0.4212 -0.4304 -0.4391 -0.4475 -0.4554 -0.4634 -0.4722
 -0.4831
 -1.5889 -1.5061 -1.4378 -1.3734 -1.3082 -1.2407 -1.1718 -1.1026 -1.0348 -0.9693
 -0.9073 -0.8498 -0.7975 -0.7507 -0.7088 -0.6226 -0.5517 -0.4903 -0.4436 -0.4135
 -0.3993 -0.3987 -0.4074 -0.4207 -0.4353 -0.4495 -0.4630 -0.4754 -0.4869 -0.4983
 -0.5100
 -1.5650 -1.4679 -1.3919 -1.3266 -1.2645 -1.2030 -1.1411 -1.0782 -1.0159 -0.9549
