 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -3.9329 -3.8621 -4.0618 -3.9906 -3.7939 -3.5326 -3.2438 -3.0472 -2.8698 -2.6865
 -2.5145 -2.3550 -2.2084 -2.0713 -1.9420 -1.6627 -1.3862 -1.1239 -0.9638
 -3.9230 -3.6902 -3.5036 -3.3781 -3.3065 -3.2018 -3.0314 -2.8420 -2.6642 -2.4950
 -2.3342 -2.1840 -2.0450 -1.9162 -1.7959 -1.5254 -1.2916 -1.0992 -0.9512 -0.8372
 -3.7072 -3.4766 -3.2712 -3.0974 -2.9571 -2.8626 -2.7869 -2.6694 -2.5174 -2.3566
 -2.2052 -2.0634 -1.9319 -1.8106 -1.6984 -1.4519 -1.2446 -1.0735 -0.9399 -0.8362
 -0.7531
 -3.5357 -3.3233 -3.1225 -2.9419 -2.7837 -2.6464 -2.5332 -2.4485 -2.3610 -2.2439
 -2.1087 -1.9751 -1.8505 -1.7351 -1.6285 -1.3978 -1.2094 -1.0563 -0.9345 -0.8395
 -0.7628 -0.6986
 -3.3891 -3.1983 -3.0115 -2.8356 -2.6762 -2.5334 -2.4055 -2.2917 -2.1981 -2.1117
 -2.0168 -1.9062 -1.7913 -1.6816 -1.5798 -1.3600 -1.1840 -1.0435 -0.9325 -0.8453
 -0.7746 -0.7151 -0.6636 -0.6183
 -3.2625 -3.0878 -2.9188 -2.7532 -2.5980 -2.4561 -2.3278 -2.2109 -2.1048 -2.0086
 -1.9208 -1.8341 -1.7404 -1.6422 -1.5457 -1.3344 -1.1663 -1.0341 -0.9311 -0.8510
 -0.7863 -0.7318 -0.6845 -0.6421 -0.6018 -0.5649 -0.5336 -0.5095 -0.4937 -0.4870
 -3.1557 -2.9912 -2.8349 -2.6827 -2.5348 -2.3967 -2.2698 -2.1541 -2.0489 -1.9514
 -1.8600 -1.7734 -1.6898 -1.6056 -1.5197 -1.3178 -1.1544 -1.0267 -0.9289 -0.8544
 -0.7956 -0.7466 -0.7041 -0.6659 -0.6310 -0.5976 -0.5671 -0.5414 -0.5222 -0.5112
 -0.5113
 -3.0688 -2.9094 -2.7598 -2.6174 -2.4796 -2.3468 -2.2226 -2.1085 -2.0047 -1.9093
 -1.8201 -1.7350 -1.6526 -1.5729 -1.4946 -1.3074 -1.1472 -1.0217 -0.9260 -0.8546
 -0.8005 -0.7572 -0.7202 -0.6870 -0.6566 -0.6279 -0.5995 -0.5737 -0.5532 -0.5402
 -0.5360
 -3.0016 -2.8437 -2.6962 -2.5545 -2.4258 -2.3006 -2.1806 -2.0681 -1.9653 -1.8714
 -1.7845 -1.7026 -1.6238 -1.5469 -1.4718 -1.2956 -1.1418 -1.0176 -0.9221 -0.8516
 -0.8001 -0.7614 -0.7301 -0.7029 -0.6780 -0.6542 -0.6316 -0.6102 -0.5918 -0.5766
 -0.5644
 -2.9541 -2.7950 -2.6467 -2.5083 -2.3789 -2.2578 -2.1437 -2.0344 -1.9324 -1.8388
 -1.7532 -1.6737 -1.5984 -1.5251 -1.4537 -1.2859 -1.1380 -1.0160 -0.9205 -0.8490
 -0.7975 -0.7609 -0.7340 -0.7126 -0.6937 -0.6758 -0.6587 -0.6419 -0.6258 -0.6113
 -0.5979
 -2.9220 -2.7592 -2.6085 -2.4688 -2.3391 -2.2186 -2.1066 -2.0019 -1.9024 -1.8092
 -1.7236 -1.6453 -1.5724 -1.5031 -1.4361 -1.2763 -1.1335 -1.0139 -0.9189 -0.8466
