 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  g   
 -5.6190 -5.4246 -5.6228 -5.5471 -5.3060 -4.9592 -4.5486 -4.2906 -4.0388 -3.7742
 -3.5214 -3.2879 -3.0731 -2.8729 -2.6822 -2.2597 -1.8379 -1.4573 -1.1875
 -5.4925 -5.1577 -4.8926 -4.7121 -4.6016 -4.4560 -4.2291 -3.9686 -3.7127 -3.4603
 -3.2180 -2.9929 -2.7870 -2.5980 -2.4221 -2.0232 -1.6706 -1.3767 -1.1507 -0.9767
 -5.1845 -4.8544 -4.5641 -4.3220 -4.1263 -3.9869 -3.8696 -3.6983 -3.4770 -3.2375
 -3.0048 -2.7864 -2.5872 -2.4069 -2.2428 -1.8857 -1.5813 -1.3252 -1.1244 -0.9681
 -0.8419
 -4.9316 -4.6328 -4.3506 -4.0996 -3.8802 -3.6862 -3.5192 -3.3846 -3.2419 -3.0566
 -2.8471 -2.6401 -2.4475 -2.2727 -2.1155 -1.7848 -1.5152 -1.2911 -1.1101 -0.9683
 -0.8527 -0.7542
 -4.7016 -4.4442 -4.1878 -3.9457 -3.7261 -3.5260 -3.3402 -3.1676 -3.0163 -2.8706
 -2.7121 -2.5343 -2.3546 -2.1858 -2.0325 -1.7163 -1.4688 -1.2669 -1.1037 -0.9740
 -0.8677 -0.7764 -0.6954 -0.6224
 -4.4871 -4.2657 -4.0443 -3.8227 -3.6125 -3.4171 -3.2336 -3.0585 -2.8915 -2.7332
 -2.5859 -2.4411 -2.2888 -2.1337 -1.9852 -1.6744 -1.4390 -1.2516 -1.1013 -0.9817
 -0.8838 -0.7998 -0.7249 -0.6563 -0.5898 -0.5272 -0.4717 -0.4254 -0.3902 -0.3671
 -4.2890 -4.0959 -3.9050 -3.7107 -3.5167 -3.3313 -3.1549 -2.9860 -2.8231 -2.6642
 -2.5116 -2.3680 -2.2311 -2.0956 -1.9605 -1.6551 -1.4224 -1.2428 -1.1005 -0.9883
 -0.8980 -0.8214 -0.7531 -0.6903 -0.6316 -0.5756 -0.5234 -0.4765 -0.4360 -0.4047
 -0.3898
 -4.1083 -3.9371 -3.7685 -3.5987 -3.4266 -3.2545 -3.0878 -2.9276 -2.7726 -2.6207
 -2.4720 -2.3288 -2.1930 -2.0643 -1.9401 -1.6525 -1.4179 -1.2399 -1.1010 -0.9927
 -0.9081 -0.8385 -0.7774 -0.7213 -0.6686 -0.6182 -0.5689 -0.5229 -0.4830 -0.4512
 -0.4288
 -3.9456 -3.7912 -3.6385 -3.4831 -3.3323 -3.1781 -3.0232 -2.8717 -2.7254 -2.5822
 -2.4408 -2.3026 -2.1696 -2.0430 -1.9225 -1.6491 -1.4196 -1.2401 -1.1017 -0.9945
 -0.9126 -0.8485 -0.7946 -0.7461 -0.7004 -0.6564 -0.6140 -0.5734 -0.5366 -0.5037
 -0.4744
 -3.8020 -3.6602 -3.5189 -3.3783 -3.2384 -3.0993 -2.9604 -2.8200 -2.6817 -2.5470
 -2.4146 -2.2839 -2.1559 -2.0326 -1.9150 -1.6484 -1.4247 -1.2454 -1.1059 -0.9980
 -0.9159 -0.8539 -0.8052 -0.7639 -0.7260 -0.6895 -0.6540 -0.6192 -0.5857 -0.5543
 -0.5251
 -3.6741 -3.5385 -3.4048 -3.2730 -3.1429 -3.0147 -2.8883 -2.7628 -2.6358 -2.5092
 -2.3849 -2.2626 -2.1418 -2.0236 -1.9093 -1.6482 -1.4283 -1.2500 -1.1098 -1.0012
 -0.9182 -0.8561 -0.8098 -0.7736 -0.7428 -0.7142 -0.6865 -0.6590 -0.6317 -0.6053
 -0.5804
 -3.5459 -3.3968 -3.2630 -3.1402 -3.0245 -2.9125 -2.8015 -2.6896 -2.5767 -2.4631
 -2.3490 -2.2349 -2.1222 -2.0110 -1.9018 -1.6477 -1.4303 -1.2534 -1.1130
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  g   
 -5.9186 -5.7604 -5.5606 -5.2358 -4.8680 -4.5108 -4.2043 -3.9433 -3.7001 -3.4655
 -3.2410 -3.0317 -2.8396 -2.6629 -2.4984 -2.1313 -1.7831 -1.4615 -1.2037
 -5.4516 -5.1426 -4.9608 -4.8414 -4.6093 -4.2981 -3.9890 -3.7186 -3.4755 -3.2423
 -3.0195 -2.8122 -2.6234 -2.4528 -2.2973 -1.9543 -1.6516 -1.3828 -1.1592 -0.9819
 -5.1879 -4.8465 -4.5665 -4.3570 -4.2317 -4.0852 -3.8374 -3.5658 -3.3193 -3.0904
 -2.8704 -2.6645 -2.4767 -2.3081 -2.1566 -1.8338 -1.5630 -1.3282 -1.1306 -0.9710
 -0.8415
 -4.9991 -4.6711 -4.3765 -4.1183 -3.9050 -3.7445 -3.6204 -3.4484 -3.2184 -2.9928
 -2.7773 -2.5733 -2.3855 -2.2167 -2.0658 -1.7525 -1.5014 -1.2910 -1.1139 -0.9689
 -0.8499 -0.7490
 -4.8416 -4.5426 -4.2577 -4.0002 -3.7722 -3.5670 -3.3876 -3.2364 -3.0992 -2.9236
 -2.7226 -2.5228 -2.3360 -2.1659 -2.0137 -1.7019 -1.4613 -1.2666 -1.1052 -0.9721
 -0.8623 -0.7688 -0.6866 -0.6125
 -4.7083 -4.4315 -4.1683 -3.9176 -3.6894 -3.4826 -3.2900 -3.1096 -2.9468 -2.8049
 -2.6591 -2.4905 -2.3133 -2.1441 -1.9901 -1.6744 -1.4371 -1.2513 -1.1009 -0.9777
 -0.8761 -0.7898 -0.7139 -0.6450 -0.5807 -0.5216 -0.4684 -0.4221 -0.3840 -0.3591
 -4.5763 -4.3268 -4.0886 -3.8531 -3.6300 -3.4254 -3.2365 -3.0573 -2.8852 -2.7231
 -2.5732 -2.4329 -2.2883 -2.1365 -1.9862 -1.6645 -1.4248 -1.2425 -1.0986 -0.9828
 -0.8886 -0.8095 -0.7401 -0.6771 -0.6186 -0.5622 -0.5097 -0.4639 -0.4267 -0.3994
 -0.3814
 -4.4524 -4.2242 -4.0099 -3.7939 -3.5819 -3.3809 -3.1955 -3.0219 -2.8553 -2.6932
 -2.5368 -2.3881 -2.2498 -2.1175 -1.9847 -1.6696 -1.4221 -1.2387 -1.0976 -0.9862
 -0.8977 -0.8252 -0.7628 -0.7065 -0.6540 -0.6026 -0.5538 -0.5097 -0.4719 -0.4417
 -0.4199
 -4.3427 -4.1268 -3.9277 -3.7307 -3.5339 -3.3411 -3.1587 -2.9887 -2.8283 -2.6731
 -2.5208 -2.3719 -2.2296 -2.0966 -1.9716 -1.6782 -1.4271 -1.2380 -1.0965 -0.9869
