 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  r   
 -4.2574 -4.1921 -4.3823 -4.3119 -4.1320 -3.8903 -3.6308 -3.4599 -3.3124 -3.1621
 -3.0226 -2.8940 -2.7771 -2.6707 -2.5735 -2.3712 -2.2001 -2.0493 -1.9828
 -4.2619 -4.0557 -3.8866 -3.7731 -3.7112 -3.6197 -3.4704 -3.3097 -3.1648 -3.0306
 -2.9045 -2.7877 -2.6807 -2.5832 -2.4940 -2.3046 -2.1606 -2.0599 -1.9936 -1.9500
 -4.0830 -3.8829 -3.6983 -3.5393 -3.4131 -3.3333 -3.2745 -3.1814 -3.0608 -2.9353
 -2.8201 -2.7138 -2.6163 -2.5273 -2.4463 -2.2761 -2.1495 -2.0619 -2.0039 -1.9648
 -1.9379
 -3.9384 -3.7603 -3.5840 -3.4200 -3.2759 -3.1555 -3.0626 -2.9998 -2.9387 -2.8550
 -2.7563 -2.6593 -2.5704 -2.4890 -2.4145 -2.2579 -2.1428 -2.0654 -2.0142 -1.9792
 -1.9544 -1.9370
 -3.8077 -3.6566 -3.4989 -3.3430 -3.1979 -3.0698 -2.9611 -2.8710 -2.8035 -2.7463
 -2.6847 -2.6108 -2.5330 -2.4588 -2.3906 -2.2452 -2.1377 -2.0672 -2.0224 -1.9923
 -1.9703 -1.9544 -1.9433 -1.9368
 -3.6874 -3.5572 -3.4231 -3.2825 -3.1444 -3.0160 -2.9031 -2.8070 -2.7268 -2.6600
 -2.6029 -2.5487 -2.4902 -2.4284 -2.3676 -2.2341 -2.1323 -2.0661 -2.0262 -2.0019
 -1.9842 -1.9710 -1.9616 -1.9553 -1.9516 -1.9517 -1.9566 -1.9673 -1.9845 -2.0085
 -3.5795 -3.4630 -3.3475 -3.2254 -3.0997 -2.9770 -2.8635 -2.7639 -2.6807 -2.6108
 -2.5499 -2.4948 -2.4432 -2.3923 -2.3408 -2.2207 -2.1251 -2.0600 -2.0242 -2.0057
 -1.9939 -1.9850 -1.9786 -1.9744 -1.9722 -1.9702 -1.9708 -1.9771 -1.9915 -2.0147
 -2.0430
 -3.4860 -3.3773 -3.2721 -3.1649 -3.0546 -2.9426 -2.8335 -2.7327 -2.6457 -2.5734
 -2.5125 -2.4583 -2.4074 -2.3592 -2.3127 -2.2047 -2.1159 -2.0524 -2.0172 -2.0025
 -1.9970 -1.9941 -1.9924 -1.9917 -1.9920 -1.9931 -1.9938 -1.9969 -2.0056 -2.0224
 -2.0489
 -3.4089 -3.3034 -3.2020 -3.0995 -3.0030 -2.9038 -2.8039 -2.7068 -2.6178 -2.5415
 -2.4785 -2.4252 -2.3771 -2.3314 -2.2872 -2.1866 -2.1040 -2.0434 -2.0070 -1.9935
 -1.9925 -1.9960 -2.0005 -2.0050 -2.0093 -2.0136 -2.0182 -2.0234 -2.0316 -2.0431
 -2.0575
 -3.3502 -3.2448 -3.1433 -3.0455 -2.9512 -2.8601 -2.7712 -2.6822 -2.5962 -2.5175
 -2.4501 -2.3946 -2.3476 -2.3042 -2.2632 -2.1705 -2.0921 -2.0340 -1.9972 -1.9820
 -1.9821 -1.9901 -2.0008 -2.0115 -2.0215 -2.0304 -2.0388 -2.0467 -2.0548 -2.0642
 -2.0746
 -3.3064 -3.1967 -3.0931 -2.9952 -2.9026 -2.8148 -2.7314 -2.6515 -2.5727 -2.4967
 -2.4271 -2.3674 -2.3182 -2.2767 -2.2395 -2.1542 -2.0801 -2.0242 -1.9881 -1.9708
 -1.9698 -1.9789 -1.9936 -2.0102 -2.0264 -2.0413 -2.0549 -2.0671 -2.0784 -2.0896
 -2.1017
 -3.2570 -3.1300 -3.0214 -2.9267 -2.8417 -2.7630 -2.6875 -2.6135 -2.5413 -2.4719
 -2.4060 -2.3449 -2.2920 -2.2483 -2.2119 -2.1354 -2.0678 -2.0141 -1.9786
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  r   
 -4.6205 -4.5427 -4.4198 -4.1872 -3.9236 -3.6750 -3.4715 -3.3098 -3.1675 -3.0346
 -2.9094 -2.7930 -2.6859 -2.5879 -2.4985 -2.3129 -2.1649 -2.0450 -1.9731
 -4.3347 -4.1435 -4.0348 -3.9674 -3.8051 -3.5860 -3.3792 -3.2112 -3.0716 -2.9446
 -2.8263 -2.7170 -2.6172 -2.5267 -2.4449 -2.2739 -2.1424 -2.0462 -1.9805 -1.9369
 -4.1817 -3.9679 -3.7845 -3.6452 -3.5704 -3.4816 -3.3198 -3.1487 -3.0053 -2.8833
 -2.7710 -2.6679 -2.5741 -2.4893 -2.4129 -2.2541 -2.1337 -2.0473 -1.9891 -1.9502
 -1.9237
 -4.0743 -3.8698 -3.6770 -3.5009 -3.3550 -3.2525 -3.1859 -3.0924 -2.9615 -2.8398
 -2.7318 -2.6341 -2.5454 -2.4654 -2.3933 -2.2433 -2.1302 -2.0500 -1.9973 -1.9627
 -1.9387 -1.9219
 -3.9858 -3.7992 -3.6144 -3.4398 -3.2811 -3.1407 -3.0270 -2.9432 -2.8796 -2.7981
 -2.7021 -2.6080 -2.5234 -2.4476 -2.3792 -2.2366 -2.1286 -2.0525 -2.0039 -1.9735
 -1.9526 -1.9377 -1.9275 -1.9227
 -3.9123 -3.7388 -3.5679 -3.4001 -3.2418 -3.0971 -2.9678 -2.8568 -2.7681 -2.7034
 -2.6459 -2.5783 -2.5036 -2.4312 -2.3661 -2.2303 -2.1264 -2.0530 -2.0073 -1.9812
 -1.9645 -1.9526 -1.9443 -1.9393 -1.9362 -1.9365 -1.9421 -1.9546 -1.9745 -1.9999
 -3.8413 -3.6818 -3.5260 -3.3693 -3.2167 -3.0734 -2.9423 -2.8254 -2.7243 -2.6407
 -2.5737 -2.5195 -2.4664 -2.4092 -2.3506 -2.2222 -2.1223 -2.0507 -2.0067 -1.9840
 -1.9725 -1.9650 -1.9600 -1.9570 -1.9560 -1.9560 -1.9589 -1.9669 -1.9817 -2.0044
 -2.0346
 -3.7785 -3.6262 -3.4850 -3.3402 -3.1965 -3.0577 -2.9280 -2.8096 -2.7047 -2.6142
 -2.5385 -2.4756 -2.4222 -2.3738 -2.3258 -2.2099 -2.1154 -2.0456 -2.0020 -1.9814
 -1.9746 -1.9727 -1.9724 -1.9730 -1.9746 -1.9753 -1.9771 -1.9826 -1.9940 -2.0130
 -2.0405
 -3.7310 -3.5783 -3.4423 -3.3087 -3.1747 -3.0428 -2.9168 -2.7992 -2.6924 -2.5983
 -2.5182 -2.4513 -2.3939 -2.3432 -2.2973 -2.1927 -2.1041 -2.0372 -1.9939 -1.9736
 -1.9701 -1.9739 -1.9795 -1.9852 -1.9909 -1.9966 -2.0027 -2.0109 -2.0214 -2.0340
 -2.0485
 -3.7072 -3.5451 -3.4060 -3.2783 -3.1538 -3.0301 -2.9092 -2.7942 -2.6876 -2.5909
 -2.5066 -2.4355 -2.3757 -2.3238 -2.2771 -2.1760 -2.0921 -2.0278 -1.9849 -1.9634
 -1.9603 -1.9678 -1.9792 -1.9911 -2.0022 -2.0125 -2.0223 -2.0318 -2.0416 -2.0526
 -2.0647
 -3.7149 -3.5281 -3.3786 -3.2505 -3.1322 -3.0154 -2.9012 -2.7901 -2.6852 -2.5881
 -2.5005 -2.4246 -2.3608 -2.3071 -2.2602 -2.1606 -2.0797 -2.0176 -1.9754 -1.9526
 -1.9480 -1.9565 -1.9717 -1.9893 -2.0066 -2.0227 -2.0376 -2.0513 -2.0641 -2.0769
 -2.0905
 -3.7479 -3.5272 -3.3599 -3.2255 -3.1093 -2.9988 -2.8909 -2.7853 -2.6833 -2.5871
 -2.4985 -2.4190 -2.3500 -2.2922 -2.2435 -2.1460 -2.0676 -2.0072 -1.9657
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  r   
 -4.8296 -4.6566 -4.3624 -4.0580 -3.7644 -3.5152 -3.3329 -3.1850 -3.0533 -2.9323
 -2.8185 -2.7120 -2.6131 -2.5220 -2.4386 -2.2638 -2.1297 -2.0278 -1.9550
