 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  z   
 -1.3465 -1.3893 -1.3219 -1.2001 -1.0908 -1.0051 -0.9362 -0.8851 -0.8454 -0.8102
 -0.7821 -0.7583 -0.7379 -0.7207 -0.7059 -0.6781 -0.6611 -0.6570 -0.6674 -0.6908
 -0.7250 -0.7675
 -1.2729 -1.2117 -1.2409 -1.2093 -1.1098 -1.0168 -0.9433 -0.8870 -0.8448 -0.8108
 -0.7815 -0.7585 -0.7391 -0.7228 -0.7090 -0.6836 -0.6681 -0.6646 -0.6757 -0.6999
 -0.7348 -0.7779 -0.8262 -0.8768
 -1.2512 -1.1615 -1.0938 -1.0922 -1.0988 -1.0295 -0.9529 -0.8914 -0.8447 -0.8094
 -0.7803 -0.7571 -0.7385 -0.7231 -0.7103 -0.6873 -0.6736 -0.6708 -0.6819 -0.7065
 -0.7418 -0.7853 -0.8344 -0.8864 -0.9391 -0.9934 -1.0505 -1.1101 -1.1711 -1.2309
 -1.2241 -1.1450 -1.0627 -0.9954 -0.9670 -0.9766 -0.9547 -0.8978 -0.8468 -0.8078
 -0.7784 -0.7545 -0.7361 -0.7215 -0.7095 -0.6888 -0.6773 -0.6755 -0.6866 -0.7110
 -0.7465 -0.7902 -0.8400 -0.8933 -0.9479 -1.0029 -1.0594 -1.1185 -1.1806 -1.2434
 -1.3049
 -1.1791 -1.1206 -1.0496 -0.9770 -0.9144 -0.8750 -0.8640 -0.8655 -0.8454 -0.8077
 -0.7755 -0.7513 -0.7322 -0.7179 -0.7067 -0.6882 -0.6790 -0.6786 -0.6898 -0.7138
 -0.7491 -0.7930 -0.8432 -0.8976 -0.9538 -1.0107 -1.0687 -1.1282 -1.1893 -1.2521
 -1.3167
 -1.1206 -1.0777 -1.0252 -0.9642 -0.9020 -0.8470 -0.8066 -0.7839 -0.7770 -0.7757
 -0.7658 -0.7454 -0.7268 -0.7121 -0.7015 -0.6850 -0.6782 -0.6794 -0.6913 -0.7152
 -0.7503 -0.7944 -0.8450 -0.9002 -0.9579 -1.0167 -1.0763 -1.1367 -1.1980 -1.2609
 -1.3260
 -1.0479 -1.0195 -0.9829 -0.9390 -0.8887 -0.8376 -0.7910 -0.7540 -0.7289 -0.7150
 -0.7102 -0.7101 -0.7085 -0.7017 -0.6936 -0.6800 -0.6752 -0.6781 -0.6907 -0.7143
 -0.7488 -0.7926 -0.8434 -0.8991 -0.9579 -1.0183 -1.0795 -1.1412 -1.2036 -1.2670
 -1.3313
 -0.9644 -0.9477 -0.9244 -0.8951 -0.8604 -0.8210 -0.7805 -0.7427 -0.7112 -0.6878
 -0.6727 -0.6648 -0.6628 -0.6646 -0.6668 -0.6699 -0.6698 -0.6746 -0.6879 -0.7113
 -0.7452 -0.7885 -0.8391 -0.8951 -0.9547 -1.0165 -1.0795 -1.1428 -1.2065 -1.2707
 -1.3350
 -0.8700 -0.8623 -0.8487 -0.8347 -0.8137 -0.7882 -0.7591 -0.7288 -0.6998 -0.6745
 -0.6548 -0.6412 -0.6332 -0.6300 -0.6211 -0.6547 -0.6620 -0.6689 -0.6829
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  z   
 -1.4168 -1.2969 -1.1946 -1.1082 -1.0162 -0.9488 -0.8990 -0.8571 -0.8203 -0.7876
 -0.7579 -0.7312 -0.7077 -0.6874 -0.6701 -0.6388 -0.6206 -0.6134 -0.6174
 -1.4935 -1.3448 -1.2209 -1.1194 -1.0316 -0.9573 -0.9032 -0.8617 -0.8221 -0.7897
 -0.7611 -0.7358 -0.7139 -0.6951 -0.6792 -0.6498 -0.6325 -0.6270 -0.6337 -0.6518
 -1.5297 -1.3979 -1.2575 -1.1395 -1.0481 -0.9672 -0.9067 -0.8626 -0.8236 -0.7904
 -0.7629 -0.7389 -0.7183 -0.7007 -0.6859 -0.6585 -0.6425 -0.6382 -0.6467 -0.6668
 -0.6973
 -1.3675 -1.4134 -1.2952 -1.1671 -1.0612 -0.9790 -0.9121 -0.8633 -0.8253 -0.7904
 -0.7635 -0.7406 -0.7211 -0.7046 -0.6907 -0.6654 -0.6506 -0.6470 -0.6564 -0.6780
 -0.7097 -0.7498
 -1.2803 -1.2735 -1.2889 -1.1932 -1.0821 -0.9906 -0.9201 -0.8653 -0.8247 -0.7917
 -0.7630 -0.7409 -0.7223 -0.7068 -0.6939 -0.6708 -0.6574 -0.6543 -0.6642 -0.6863
 -0.7190 -0.7599 -0.8069 -0.8573
 -1.2552 -1.1664 -1.1324 -1.1594 -1.0982 -1.0065 -0.9289 -0.8693 -0.8248 -0.7908
 -0.7621 -0.7398 -0.7220 -0.7073 -0.6954 -0.6746 -0.6629 -0.6604 -0.6701 -0.6925
 -0.7257 -0.7673 -0.8151 -0.8668 -0.9202 -0.9747 -1.0324 -1.0942 -1.1558 -1.2168
 -1.2382 -1.1486 -1.0649 -1.0144 -1.0229 -1.0086 -0.9405 -0.8760 -0.8266 -0.7891
 -0.7610 -0.7375 -0.7199 -0.7061 -0.6949 -0.6764 -0.6669 -0.6654 -0.6750 -0.6971
 -0.7304 -0.7724 -0.8208 -0.8734 -0.9282 -0.9840 -1.0412 -1.1011 -1.1647 -1.2283
 -1.2910
 -1.2087 -1.1341 -1.0531 -0.9773 -0.9220 -0.9037 -0.9078 -0.8798 -0.8306 -0.7892
 -0.7582 -0.7351 -0.7165 -0.7029 -0.6924 -0.6760 -0.6688 -0.6689 -0.6787 -0.7003
 -0.7333 -0.7754 -0.8241 -0.8775 -0.9334 -0.9906 -1.0489 -1.1085 -1.1708 -1.2362
 -1.3017
 -1.1660 -1.1044 -1.0382 -0.9680 -0.9019 -0.8489 -0.8177 -0.8086 -0.8054 -0.7859
 -0.7553 -0.7301 -0.7120 -0.6977 -0.6877 -0.6732 -0.6682 -0.6702 -0.6808 -0.7023
 -0.7349 -0.7770 -0.8260 -0.8800 -0.9370 -0.9956 -1.0554 -1.1163 -1.1788 -1.2431
 -1.3101
 -1.1034 -1.0590 -1.0084 -0.9523 -0.8936 -0.8378 -0.7906 -0.7571 -0.7383 -0.7312
 -0.7278 -0.7196 -0.7049 -0.6916 -0.6814 -0.6684 -0.6654 -0.6694 -0.6810 -0.7023
 -0.7342 -0.7757 -0.8247 -0.8789 -0.9366 -0.9963 -1.0575 -1.1196 -1.1828 -1.2477
 -1.3148
 -1.0281 -0.9979 -0.9616 -0.9199 -0.8744 -0.8271 -0.7818 -0.7420 -0.7111 -0.6903
 -0.6786 -0.6740 -0.6729 -0.6719 -0.6685 -0.6610 -0.6604 -0.6661 -0.6789 -0.7004
 -0.7316 -0.7725 -0.8210 -0.8753 -0.9334 -0.9940 -1.0565 -1.1199 -1.1843 -1.2495
 -1.3156
 -0.9402 -0.9211 -0.8991 -0.8714 -0.8382 -0.8032 -0.7669 -0.7316 -0.6999 -0.6737
 -0.6546 -0.6424 -0.6362 -0.6346 -0.6490 -0.6510 -0.6532 -0.6603 -0.6745
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  z   
 -1.3554 -1.2474 -1.1542 -1.0744 -0.9844 -0.9243 -0.8774 -0.8358 -0.7992 -0.7668
 -0.7382 -0.7126 -0.6901 -0.6708 -0.6544 -0.6254 -0.6103 -0.6053 -0.6095
 -1.4231 -1.2902 -1.1786 -1.0862 -1.0006 -0.9311 -0.8803 -0.8391 -0.8006 -0.7684
 -0.7412 -0.7168 -0.6956 -0.6774 -0.6623 -0.6353 -0.6206 -0.6168 -0.6235 -0.6405
 -1.4944 -1.3476 -1.2144 -1.1044 -1.0183 -0.9401 -0.8831 -0.8408 -0.8015 -0.7697
 -0.7430 -0.7198 -0.6998 -0.6828 -0.6686 -0.6433 -0.6296 -0.6266 -0.6349 -0.6538
 -0.6822
 -1.4768 -1.3953 -1.2576 -1.1322 -1.0321 -0.9535 -0.8880 -0.8410 -0.8048 -0.7699
 -0.7437 -0.7216 -0.7026 -0.6867 -0.6734 -0.6500 -0.6373 -0.6348 -0.6437 -0.6638
 -0.6936 -0.7315
 -1.3049 -1.3453 -1.2864 -1.1643 -1.0525 -0.9650 -0.8960 -0.8433 -0.8040 -0.7719
 -0.7435 -0.7221 -0.7041 -0.6891 -0.6768 -0.6555 -0.6441 -0.6418 -0.6509 -0.6715
 -0.7022 -0.7412 -0.7867 -0.8368
 -1.2555 -1.1813 -1.2026 -1.1772 -1.0763 -0.9802 -0.9055 -0.8478 -0.8043 -0.7715
 -0.7432 -0.7213 -0.7041 -0.6900 -0.6785 -0.6594 -0.6497 -0.6481 -0.6569 -0.6775
 -0.7087 -0.7485 -0.7948 -0.8458 -0.8995 -0.9551 -1.0139 -1.0767 -1.1388 -1.2012
 -1.2433 -1.1486 -1.0722 -1.0619 -1.0694 -0.9970 -0.9172 -0.8538 -0.8061 -0.7700
 -0.7427 -0.7196 -0.7025 -0.6892 -0.6786 -0.6615 -0.6539 -0.6533 -0.6621 -0.6823
 -0.7134 -0.7536 -0.8005 -0.8523 -0.9070 -0.9633 -1.0211 -1.0824 -1.1473 -1.2114
 -1.2754
 -1.2264 -1.1392 -1.0528 -0.9796 -0.9443 -0.9521 -0.9241 -0.8627 -0.8096 -0.7700
 -0.7402 -0.7178 -0.6995 -0.6865 -0.6766 -0.6617 -0.6562 -0.6572 -0.6663 -0.6859
 -0.7166 -0.7567 -0.8040 -0.8564 -0.9119 -0.9692 -1.0276 -1.0881 -1.1518 -1.2186
 -1.2849
 -1.1982 -1.1207 -1.0439 -0.9678 -0.9013 -0.8566 -0.8435 -0.8406 -0.8118 -0.7704
 -0.7370 -0.7132 -0.6956 -0.6817 -0.6722 -0.6592 -0.6560 -0.6590 -0.6691 -0.6885
 -0.7186 -0.7586 -0.8060 -0.8589 -0.9152 -0.9736 -1.0335 -1.0949 -1.1581 -1.2238
 -1.2923
 -1.1490 -1.0882 -1.0247 -0.9589 -0.8941 -0.8363 -0.7918 -0.7660 -0.7569 -0.7503
 -0.7333 -0.7093 -0.6903 -0.6767 -0.6665 -0.6548 -0.6535 -0.6586 -0.6700 -0.6894
 -0.7187 -0.7578 -0.8049 -0.8578 -0.9145 -0.9737 -1.0346 -1.0969 -1.1606 -1.2262
 -1.2937
 -1.0923 -1.0417 -0.9897 -0.9365 -0.8822 -0.8290 -0.7806 -0.7407 -0.7127 -0.6966
 -0.6890 -0.6844 -0.6776 -0.6675 -0.6589 -0.6483 -0.6487 -0.6558 -0.6686 -0.6884
 -0.7171 -0.7552 -0.8017 -0.8544 -0.9113 -0.9711 -1.0329 -1.0961 -1.1606 -1.2266
 -1.2939
 -1.0279 -0.9812 -0.9434 -0.8991 -0.8554 -0.8124 -0.7704 -0.7316 -0.6984 -0.6726
 -0.6553 -0.6453 -0.6408 -0.6392 -0.6494 -0.6397 -0.6416 -0.6506 -0.6649
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  z   
 -1.2899 -1.2046 -1.1213 -1.0399 -0.9566 -0.8867 -0.8315 -0.7880 -0.7537 -0.7263
 -0.7039 -0.6850 -0.6681 -0.6520 -0.6365 -0.6094 -0.5965 -0.5958 -0.6019
 -1.3647 -1.2393 -1.1370 -1.0555 -0.9714 -0.9056 -0.8572 -0.8174 -0.7785 -0.7471
 -0.7200 -0.6962 -0.6756 -0.6580 -0.6434 -0.6182 -0.6056 -0.6043 -0.6120 -0.6288
 -1.4414 -1.2931 -1.1707 -1.0717 -0.9895 -0.9134 -0.8595 -0.8182 -0.7794 -0.7482
 -0.7220 -0.6993 -0.6797 -0.6631 -0.6493 -0.6255 -0.6138 -0.6123 -0.6210 -0.6393
 -0.6664
 -1.4822 -1.3547 -1.2150 -1.0967 -1.0054 -0.9272 -0.8634 -0.8184 -0.7834 -0.7486
 -0.7229 -0.7013 -0.6827 -0.6671 -0.6542 -0.6320 -0.6211 -0.6198 -0.6289 -0.6481
 -0.6765 -0.7128
 -1.3667 -1.3713 -1.2592 -1.1307 -1.0227 -0.9418 -0.8722 -0.8204 -0.7826 -0.7502
 -0.7230 -0.7021 -0.6845 -0.6699 -0.6578 -0.6375 -0.6278 -0.6268 -0.6357 -0.6552
 -0.6844 -0.7218 -0.7659 -0.8153
 -1.2568 -1.2268 -1.2506 -1.1611 -1.0484 -0.9537 -0.8834 -0.8251 -0.7831 -0.7513
 -0.7230 -0.7017 -0.6849 -0.6712 -0.6600 -0.6418 -0.6336 -0.6332 -0.6419 -0.6611
 -0.6906 -0.7287 -0.7736 -0.8238 -0.8774 -0.9343 -0.9948 -1.0581 -1.1207 -1.1844
 -1.2427 -1.1486 -1.0976 -1.1231 -1.0675 -0.9735 -0.8928 -0.8325 -0.7851 -0.7500
 -0.7237 -0.7005 -0.6837 -0.6708 -0.6605 -0.6444 -0.6382 -0.6388 -0.6475 -0.6662
 -0.6953 -0.7337 -0.7792 -0.8301 -0.8847 -0.9416 -1.0007 -1.0632 -1.1287 -1.1933
 -1.2586
 -1.2321 -1.1389 -1.0515 -0.9903 -0.9917 -0.9785 -0.9075 -0.8401 -0.7888 -0.7503
 -0.7213 -0.6996 -0.6812 -0.6686 -0.6591 -0.6450 -0.6409 -0.6432 -0.6523 -0.6703
 -0.6988 -0.7369 -0.7826 -0.8340 -0.8892 -0.9468 -1.0062 -1.0676 -1.1322 -1.1998
 -1.2665
 -1.2179 -1.1282 -1.0443 -0.9657 -0.9040 -0.8791 -0.8802 -0.8464 -0.7935 -0.7499
 -0.7178 -0.6954 -0.6782 -0.6644 -0.6552 -0.6432 -0.6412 -0.6455 -0.6557 -0.6737
 -0.7014 -0.7390 -0.7848 -0.8365 -0.8922 -0.9506 -1.0109 -1.0727 -1.1365 -1.2034
 -1.2731
 -1.1811 -1.1067 -1.0331 -0.9603 -0.8922 -0.8352 -0.7985 -0.7863 -0.7782 -0.7519
 -0.7180 -0.6917 -0.6735 -0.6601 -0.6501 -0.6393 -0.6392 -0.6456 -0.6573 -0.6755
 -0.7024 -0.7390 -0.7840 -0.8355 -0.8914 -0.9502 -1.0111 -1.0735 -1.1376 -1.2038
 -1.2725
 -1.1449 -1.0744 -1.0082 -0.9459 -0.8850 -0.8279 -0.7784 -0.7409 -0.7189 -0.7087
 -0.7000 -0.6856 -0.6673 -0.6534 -0.6440 -0.6333 -0.6349 -0.6431 -0.6565 -0.6754
 -0.7019 -0.7374 -0.7815 -0.8325 -0.8883 -0.9473 -1.0086 -1.0716 -1.1362 -1.2025
 -1.2707
 -1.1092 -1.0313 -0.9696 -0.9170 -0.8659 -0.8168 -0.7707 -0.7297 -0.6964 -0.6726
 -0.6583 -0.6505 -0.6449 -0.6390 -0.6369 -0.6252 -0.6283 -0.6380 -0.6533
