 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  i   
 -1.2036 -1.2328 -1.2666 -1.3038 -1.3444 -1.3889 -1.4378 -1.4916 -1.5490 -1.6054
 -2.1759 -2.0709 -1.9709 -1.8763 -1.7918 -1.7219 -1.6704 -1.6402 -1.6246 -1.5961
 -1.5486 -1.5012 -1.4585 -1.4189 -1.3815 -1.2981 -1.2340 -1.1957 -1.1820 -1.1877
 -1.2075 -1.2370 -1.2715 -1.3087 -1.3483 -1.3908 -1.4364 -1.4857 -1.5395 -1.5971
 -1.6546
 -2.1312 -2.0267 -1.9330 -1.8450 -1.7626 -1.6872 -1.6225 -1.5701 -1.5309 -1.5058
 -1.4900 -1.4696 -1.4399 -1.4060 -1.3718 -1.2938 -1.2331 -1.1967 -1.1835 -1.1889
 -1.2086 -1.2386 -1.2745 -1.3129 -1.3528 -1.3945 -1.4386 -1.4849 -1.5342 -1.5877
 -1.6459
 -2.0979 -1.9863 -1.8906 -1.8078 -1.7315 -1.6603 -1.5945 -1.5365 -1.4877 -1.4479
 -1.4175 -1.3967 -1.3818 -1.3668 -1.3479 -1.2851 -1.2287 -1.1944 -1.1820 -1.1874
 -1.2070 -1.2376 -1.2752 -1.3158 -1.3575 -1.3998 -1.4435 -1.4884 -1.5352 -1.5847
 -1.6381
 -2.0825 -1.9571 -1.8540 -1.7689 -1.6964 -1.6307 -1.5696 -1.5129 -1.4622 -1.4183
 -1.3813 -1.3509 -1.3272 -1.3096 -1.2962 -1.2637 -1.2213 -1.1894 -1.1776 -1.1827
 -1.2018 -1.2324 -1.2714 -1.3146 -1.3589 -1.4032 -1.4477 -1.4926 -1.5383 -1.5853
 -1.6346
 -2.0904 -1.9466 -1.8306 -1.7356 -1.6591 -1.5957 -1.5395 -1.4875 -1.4394 -1.3957
 -1.3572 -1.3242 -1.2962 -1.2730 -1.2543 -1.2238 -1.2018 -1.1806 -1.1704 -1.1754
 -1.1938 -1.2240 -1.2636 -1.3091 -1.3565 -1.4037 -1.4505 -1.4967 -1.5427 -1.5891
 -1.6358
 -2.1281 -1.9590 -1.8258 -1.7171 -1.6293 -1.5600 -1.5042 -1.4561 -1.4125 -1.3721
 -1.3352 -1.3024 -1.2738 -1.2491 -1.2281 -1.1907 -1.1721 -1.1630 -1.1597
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  i   
 -2.7746 -2.5664 -2.3814 -2.2318 -2.1043 -1.9900 -1.8982 -1.8156 -1.7449 -1.6781
 -1.6146 -1.5550 -1.4994 -1.4473 -1.3983 -1.2889 -1.2010 -1.1387 -1.1077
 -2.6243 -2.5765 -2.3902 -2.2238 -2.0877 -1.9730 -1.8799 -1.7995 -1.7279 -1.6618
 -1.6009 -1.5443 -1.4913 -1.4415 -1.3946 -1.2905 -1.2082 -1.1523 -1.1266 -1.1289
 -2.4748 -2.4957 -2.3917 -2.2295 -2.0828 -1.9611 -1.8648 -1.7838 -1.7132 -1.6480
 -1.5897 -1.5358 -1.4855 -1.4382 -1.3935 -1.2940 -1.2157 -1.1640 -1.1411 -1.1434
 -1.1637
 -2.3477 -2.2654 -2.2781 -2.2208 -2.0863 -1.9588 -1.8540 -1.7700 -1.6992 -1.6353
 -1.5788 -1.5274 -1.4797 -1.4349 -1.3924 -1.2975 -1.2224 -1.1736 -1.1526 -1.1547
 -1.1737 -1.2034
 -2.3044 -2.1759 -2.0860 -2.0662 -2.0547 -1.9586 -1.8503 -1.7589 -1.6858 -1.6233
 -1.5672 -1.5179 -1.4725 -1.4302 -1.3901 -1.3000 -1.2280 -1.1813 -1.1615 -1.1635
 -1.1814 -1.2100 -1.2446 -1.2834
 -2.2722 -2.1410 -2.0254 -1.9351 -1.8856 -1.8754 -1.8367 -1.7536 -1.6746 -1.6104
 -1.5552 -1.5069 -1.4636 -1.4234 -1.3856 -1.3006 -1.2319 -1.1870 -1.1681 -1.1701
 -1.1873 -1.2150 -1.2490 -1.2869 -1.3284 -1.3740 -1.4245 -1.4799 -1.5382 -1.5951
 -2.2419 -2.1135 -1.9971 -1.8940 -1.8082 -1.7467 -1.7128 -1.6961 -1.6589 -1.5984
 -1.5424 -1.4944 -1.4525 -1.4144 -1.3788 -1.2988 -1.2337 -1.1907 -1.1724 -1.1744
 -1.1911 -1.2184 -1.2525 -1.2903 -1.3309 -1.3745 -1.4215 -1.4725 -1.5279 -1.5864
 -1.6440
 -2.2188 -2.0866 -1.9723 -1.8703 -1.7788 -1.7004 -1.6379 -1.5922 -1.5638 -1.5453
 -1.5186 -1.4790 -1.4391 -1.4030 -1.3694 -1.2943 -1.2330 -1.1921 -1.1743 -1.1761
 -1.1926 -1.2199 -1.2545 -1.2931 -1.3338 -1.3766 -1.4220 -1.4701 -1.5213 -1.5762
 -1.6351
 -2.2060 -2.0640 -1.9461 -1.8454 -1.7563 -1.6765 -1.6063 -1.5476 -1.5008 -1.4654
 -1.4412 -1.4243 -1.4057 -1.3820 -1.3548 -1.2862 -1.2289 -1.1902 -1.1734 -1.1753
 -1.1917 -1.2192 -1.2548 -1.2949 -1.3370 -1.3803 -1.4253 -1.4717 -1.5202 -1.5716
 -1.6265
 -2.2117 -2.0555 -1.9270 -1.8217 -1.7333 -1.6558 -1.5865 -1.5246 -1.4717 -1.4277
 -1.3920 -1.3645 -1.3445 -1.3295 -1.3158 -1.2732 -1.2225 -1.1862 -1.1701 -1.1717
 -1.1878 -1.2152 -1.2514 -1.2932 -1.3374 -1.3824 -1.4280 -1.4743 -1.5217 -1.5707
 -1.6217
 -2.2405 -2.0647 -1.9215 -1.8044 -1.7100 -1.6324 -1.5654 -1.5055 -1.4519 -1.4051
 -1.3653 -1.3322 -1.3052 -1.2838 -1.2673 -1.2388 -1.2095 -1.1791 -1.1641 -1.1657
 -1.1812 -1.2083 -1.2448 -1.2879 -1.3344 -1.3819 -1.4294 -1.4769 -1.5245 -1.5726
 -1.6211
 -2.2970 -2.0961 -1.9344 -1.8019 -1.6946 -1.6095 -1.5411 -1.4831 -1.4319 -1.3860
 -1.3454 -1.3104 -1.2808 -1.2560 -1.2355 -1.2008 -1.1810 -1.1657 -1.1552
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  i   
 -2.7298 -2.5221 -2.3470 -2.2072 -2.0813 -1.9706 -1.8836 -1.8052 -1.7325 -1.6671
 -1.6055 -1.5474 -1.4934 -1.4430 -1.3960 -1.2915 -1.2096 -1.1488 -1.1061
 -2.6844 -2.5479 -2.3570 -2.1970 -2.0671 -1.9547 -1.8667 -1.7878 -1.7157 -1.6512
 -1.5918 -1.5365 -1.4850 -1.4370 -1.3917 -1.2917 -1.2112 -1.1533 -1.1219 -1.1178
 -2.5806 -2.5375 -2.3745 -2.2033 -2.0607 -1.9437 -1.8497 -1.7716 -1.7018 -1.6373
 -1.5803 -1.5277 -1.4788 -1.4331 -1.3900 -1.2941 -1.2168 -1.1624 -1.1343 -1.1315
 -1.1485
 -2.4341 -2.3580 -2.3477 -2.2143 -2.0651 -1.9399 -1.8385 -1.7571 -1.6878 -1.6245
 -1.5692 -1.5190 -1.4726 -1.4293 -1.3884 -1.2970 -1.2224 -1.1703 -1.1442 -1.1419
 -1.1577 -1.1861
 -2.3232 -2.1980 -2.1498 -2.1587 -2.0684 -1.9424 -1.8334 -1.7455 -1.6743 -1.6130
 -1.5575 -1.5093 -1.4652 -1.4242 -1.3857 -1.2991 -1.2273 -1.1770 -1.1521 -1.1499
 -1.1648 -1.1917 -1.2265 -1.2659
 -2.3022 -2.1586 -2.0424 -1.9727 -1.9632 -1.9300 -1.8334 -1.7392 -1.6624 -1.6002
 -1.5457 -1.4982 -1.4560 -1.4173 -1.3810 -1.2994 -1.2311 -1.1823 -1.1582 -1.1561
 -1.1702 -1.1960 -1.2297 -1.2683 -1.3107 -1.3573 -1.4090 -1.4661 -1.5253 -1.5830
 -2.2907 -2.1418 -2.0134 -1.9071 -1.8300 -1.7907 -1.7760 -1.7301 -1.6554 -1.5879
 -1.5336 -1.4860 -1.4450 -1.4081 -1.3739 -1.2974 -1.2329 -1.1861 -1.1625 -1.1602
 -1.1739 -1.1990 -1.2321 -1.2702 -1.3115 -1.3562 -1.4048 -1.4575 -1.5141 -1.5736
 -1.6317
 -2.2885 -2.1319 -1.9990 -1.8857 -1.7899 -1.7139 -1.6606 -1.6295 -1.6088 -1.5726
 -1.5204 -1.4732 -1.4322 -1.3968 -1.3644 -1.2927 -1.2323 -1.1878 -1.1649 -1.1624
 -1.1757 -1.2004 -1.2334 -1.2716 -1.3129 -1.3566 -1.4032 -1.4525 -1.5054 -1.5624
 -1.6222
 -2.2960 -2.1292 -1.9885 -1.8714 -1.7718 -1.6866 -1.6159 -1.5604 -1.5198 -1.4924
 -1.4719 -1.4473 -1.4149 -1.3819 -1.3514 -1.2845 -1.2282 -1.1864 -1.1647 -1.1623
 -1.1756 -1.2003 -1.2336 -1.2725 -1.3146 -1.3586 -1.4046 -1.4526 -1.5027 -1.5559
 -1.6128
 -2.3272 -2.1420 -1.9880 -1.8622 -1.7590 -1.6718 -1.5968 -1.5328 -1.4803 -1.4384
 -1.4063 -1.3829 -1.3654 -1.3483 -1.3290 -1.2740 -1.2221 -1.1830 -1.1623 -1.1598
 -1.1727 -1.1974 -1.2308 -1.2706 -1.3140 -1.3592 -1.4056 -1.4532 -1.5022 -1.5530
 -1.6060
 -2.3739 -2.1715 -2.0019 -1.8620 -1.7495 -1.6586 -1.5824 -1.5166 -1.4600 -1.4121
 -1.3726 -1.3408 -1.3158 -1.2969 -1.2820 -1.2506 -1.2123 -1.1767 -1.1573 -1.1549
 -1.1674 -1.1917 -1.2253 -1.2657 -1.3106 -1.3576 -1.4056 -1.4540 -1.5031 -1.5531
 -1.6036
 -2.4360 -2.2176 -2.0305 -1.8765 -1.7494 -1.6485 -1.5681 -1.5015 -1.4445 -1.3948
 -1.3522 -1.3165 -1.2870 -1.2630 -1.2104 -1.2143 -1.1988 -1.1675 -1.1497
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  i   
 -2.6843 -2.4786 -2.3134 -2.1847 -2.0604 -1.9546 -1.8666 -1.7911 -1.7196 -1.6563
 -1.5959 -1.5389 -1.4859 -1.4368 -1.3913 -1.2906 -1.2108 -1.1500 -1.1056
 -2.7177 -2.5098 -2.3227 -2.1705 -2.0478 -1.9393 -1.8502 -1.7747 -1.7029 -1.6405
 -1.5822 -1.5278 -1.4773 -1.4304 -1.3865 -1.2898 -1.2116 -1.1533 -1.1179 -1.1075
 -2.5641 -2.5353 -2.3404 -2.1768 -2.0410 -1.9281 -1.8355 -1.7592 -1.6900 -1.6266
 -1.5705 -1.5187 -1.4708 -1.4262 -1.3843 -1.2915 -1.2159 -1.1603 -1.1280 -1.1197
 -1.1326
