 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F150W2
  0.9509  0.9553  0.9630  0.9691  0.9780  0.9893  1.0319  1.0304  1.0198  0.9988
  0.9688  0.9470  0.9023  0.8555  0.8069  0.6839  0.5524  0.4200  0.2900
  0.9513  0.9339  0.9338  0.9492  0.9741  0.9905  0.9953  0.9919  0.9820  0.9654
  0.9397  0.9048  0.8638  0.8197  0.7740  0.6552  0.5311  0.4036  0.2769  0.1526
  0.9212  0.9111  0.9013  0.8956  0.8979  0.9120  0.9337  0.9465  0.9443  0.9294
  0.9069  0.8766  0.8380  0.7946  0.7493  0.6329  0.5125  0.3882  0.2637  0.1417
  0.0227
  0.8959  0.8891  0.8797  0.8697  0.8617  0.8584  0.8612  0.8708  0.8817  0.8820
  0.8682  0.8443  0.8112  0.7704  0.7261  0.6113  0.4943  0.3740  0.2520  0.1319
  0.0148 -0.0992
  0.8621  0.8607  0.8552  0.8468  0.8368  0.8273  0.8206  0.8170  0.8158  0.8158
  0.8118  0.7981  0.7751  0.7425  0.7028  0.5911  0.4765  0.3603  0.2415  0.1231
  0.0074 -0.1052 -0.2146 -0.3211
  0.8185  0.8230  0.8233  0.8192  0.8115  0.8014  0.7909  0.7817  0.7736  0.7657
  0.7565  0.7445  0.7277  0.7034  0.6718  0.5713  0.4596  0.3467  0.2316  0.1154
  0.0007 -0.1109 -0.2193 -0.3247 -0.4279 -0.5291 -0.6285 -0.7264 -0.8227 -0.9176
  0.7661  0.7756  0.7819  0.7836  0.7805  0.7732  0.7630  0.7518  0.7407  0.7296
  0.7173  0.7022  0.6841  0.6624  0.6356  0.5483  0.4434  0.3336  0.2220  0.1086
 -0.0048 -0.1160 -0.2239 -0.3286 -0.4302 -0.5289 -0.6255 -0.7211 -0.8164 -0.9114
 -1.0041
  0.7051  0.7194  0.7307  0.7383  0.7410  0.7384  0.7317  0.7216  0.7097  0.6974
  0.6843  0.6692  0.6508  0.6288  0.6031  0.5236  0.4267  0.3211  0.2127  0.1023
 -0.0092 -0.1199 -0.2278 -0.3324 -0.4336 -0.5318 -0.6272 -0.7206 -0.8130 -0.9053
 -0.9979
  0.6367  0.6552  0.6705  0.6829  0.6914  0.6948  0.6931  0.6868  0.6769  0.6650
  0.6519  0.6374  0.6207  0.6005  0.5761  0.5002  0.4091  0.3080  0.2024  0.0946
 -0.0145 -0.1241 -0.2322 -0.3374 -0.4390 -0.5372 -0.6326 -0.7259 -0.8174 -0.9070
 -0.9950
  0.5608  0.5830  0.6025  0.6188  0.6319  0.6409  0.6451  0.6442  0.6388  0.6296
  0.6180  0.6046  0.5896  0.5721  0.5511  0.4804  0.3939  0.2972  0.1945  0.0891
 -0.0177 -0.1253 -0.2326 -0.3380 -0.4403 -0.5391 -0.6347 -0.7273 -0.8203 -0.9085
 -0.9934
  0.4775  0.5028  0.5267  0.5474  0.5634  0.5768  0.5864  0.5916  0.5919  0.5877
  0.5797  0.5688  0.5558  0.5408  0.5232  0.4620  0.3794  0.2871  0.1874  0.0840
 -0.0209 -0.1264 -0.2321 -0.3370 -0.4398 -0.5396 -0.6360 -0.7291 -0.8192 -0.9069
 -0.9927
  0.3867  0.4146  0.4431  0.4689  0.4874  0.5039  0.5177  0.5280  0.5343  0.5363
  0.5338  0.5274  0.5179  0.5058  0.4924  0.4450  0.3656  0.2777  0.1811
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F150W2
  0.9906  0.9970  1.0057  1.0136  1.0211  1.0270  1.0401  1.0344  1.0210  0.9989
  0.9681  0.9355  0.8926  0.8474  0.8005  0.6800  0.5535  0.4242  0.2941
  0.9567  0.9596  0.9755  0.9870  0.9932  0.9972  0.9987  0.9959  0.9865  0.9691
  0.9425  0.9070  0.8653  0.8206  0.7744  0.6554  0.5325  0.4065  0.2801  0.1559
  0.9422  0.9271  0.9173  0.9182  0.9353  0.9553  0.9636  0.9615  0.9526  0.9379
  0.9159  0.8849  0.8452  0.8008  0.7545  0.6359  0.5150  0.3916  0.2674  0.1454
  0.0263
  0.9334  0.9170  0.9003  0.8867  0.8794  0.8808  0.8947  0.9132  0.9190  0.9089
  0.8887  0.8615  0.8261  0.7833  0.7376  0.6189  0.4994  0.3785  0.2564  0.1361
  0.0189 -0.0953
  0.9192  0.9061  0.8903  0.8740  0.8593  0.8483  0.8423  0.8422  0.8500  0.8581
  0.8532  0.8343  0.8048  0.7662  0.7219  0.6042  0.4855  0.3667  0.2470  0.1280
  0.0120 -0.1008 -0.2105 -0.3176
  0.8958  0.8880  0.8764  0.8622  0.8467  0.8315  0.8181  0.8076  0.7994  0.7942
  0.7924  0.7863  0.7698  0.7421  0.7048  0.5911  0.4733  0.3561  0.2386  0.1212
  0.0059 -0.1061 -0.2147 -0.3205 -0.4236 -0.5245 -0.6238 -0.7221 -0.8201 -0.9151
  0.8623  0.8604  0.8543  0.8446  0.8319  0.8171  0.8014  0.7863  0.7722  0.7588
  0.7454  0.7330  0.7200  0.7017  0.6747  0.5775  0.4623  0.3464  0.2310  0.1154
  0.0010 -0.1107 -0.2189 -0.3239 -0.4260 -0.5254 -0.6229 -0.7187 -0.8137 -0.9089
 -1.0016
  0.8204  0.8234  0.8227  0.8184  0.8104  0.7987  0.7842  0.7682  0.7515  0.7349
  0.7180  0.6996  0.6806  0.6602  0.6370  0.5562  0.4508  0.3376  0.2239  0.1105
 -0.0026 -0.1141 -0.2224 -0.3274 -0.4289 -0.5276 -0.6238 -0.7179 -0.8105 -0.9027
 -0.9955
  0.7719  0.7786  0.7826  0.7834  0.7803  0.7731  0.7619  0.7476  0.7311  0.7134
  0.6950  0.6754  0.6539  0.6306  0.6053  0.5302  0.4348  0.3271  0.2158  0.1043
 -0.0071 -0.1179 -0.2265 -0.3320 -0.4340 -0.5326 -0.6284 -0.7216 -0.8129 -0.9028
 -0.9924
  0.7177  0.7271  0.7347  0.7397  0.7415  0.7392  0.7325  0.7218  0.7075  0.6907
  0.6724  0.6529  0.6319  0.6087  0.5829  0.5077  0.4186  0.3172  0.2095  0.1002
 -0.0092 -0.1184 -0.2265 -0.3324 -0.4351 -0.5342 -0.6302 -0.7232 -0.8137 -0.9023
 -0.9907
  0.6597  0.6708  0.6805  0.6886  0.6942  0.6965  0.6945  0.6883  0.6778  0.6638
  0.6470  0.6284  0.6083  0.5867  0.5626  0.4897  0.4031  0.3068  0.2031  0.0962
 -0.0114 -0.1187 -0.2255 -0.3311 -0.4343 -0.5344 -0.6312 -0.7248 -0.8153 -0.9035
 -0.9896
  0.5991  0.6107  0.6214  0.6312  0.6394  0.6452  0.6476  0.6460  0.6401  0.6301
  0.6166  0.6002  0.5823  0.5610  0.5444  0.4762  0.3883  0.2959  0.1966
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value =F150W2
  1.0401  1.0481  1.0571  1.0651  1.0703  1.0707  1.0645  1.0507  1.0294  1.0009
  0.9656  0.9254  0.8825  0.8379  0.7921  0.6743  0.5524  0.4270  0.2988
  1.0129  1.0165  1.0213  1.0268  1.0310  1.0320  1.0279  1.0177  1.0007  0.9767
  0.9452  0.9065  0.8635  0.8182  0.7718  0.6535  0.5329  0.4097  0.2848  0.1609
  0.9725  0.9708  0.9815  0.9912  0.9952  0.9956  0.9923  0.9844  0.9710  0.9514
  0.9248  0.8901  0.8485  0.8033  0.7564  0.6371  0.5169  0.3956  0.2729  0.1511
  0.0319
  0.9631  0.9453  0.9322  0.9271  0.9338  0.9499  0.9582  0.9548  0.9433  0.9260
  0.9029  0.8731  0.8353  0.7913  0.7445  0.6245  0.5042  0.3839  0.2629  0.1427
  0.0252 -0.0893
  0.9610  0.9405  0.9196  0.9012  0.8872  0.8813  0.8858  0.8967  0.9062  0.9004
  0.8815  0.8546  0.8212  0.7804  0.7347  0.6146  0.4941  0.3744  0.2547  0.1357
  0.0192 -0.0941 -0.2042 -0.3119
  0.9554  0.9370  0.9158  0.8939  0.8736  0.8565  0.8434  0.8350  0.8331  0.8390
  0.8413  0.8292  0.8035  0.7680  0.7253  0.6066  0.4860  0.3666  0.2480  0.1300
  0.0141 -0.0986 -0.2078 -0.3140 -0.4177 -0.5191 -0.6189 -0.7180 -0.8162 -0.9110
  0.9417  0.9279  0.9098  0.8892  0.8677  0.8467  0.8273  0.8105  0.7959  0.7839
  0.7765  0.7731  0.7642  0.7435  0.7111  0.5996  0.4794  0.3603  0.2425  0.1256
  0.0101 -0.1024 -0.2112 -0.3168 -0.4194 -0.5195 -0.6176 -0.7141 -0.8096 -0.9049
 -0.9976
  0.9176  0.9095  0.8965  0.8797  0.8606  0.8400  0.8189  0.7982  0.7783  0.7593
  0.7410  0.7243  0.7105  0.6971  0.6772  0.5899  0.4735  0.3550  0.2380  0.1222
  0.0075 -0.1050 -0.2140 -0.3196 -0.4218 -0.5211 -0.6180 -0.7128 -0.8060 -0.8986
 -0.9915
  0.8852  0.8822  0.8742  0.8623  0.8472  0.8294  0.8097  0.7887  0.7669  0.7447
  0.7224  0.6996  0.6770  0.6556  0.6350  0.5662  0.4646  0.3487  0.2326  0.1178
  0.0042 -0.1079 -0.2175 -0.3237 -0.4262 -0.5254 -0.6219 -0.7159 -0.8078 -0.8985
 -0.9883
  0.8460  0.8466  0.8433  0.8364  0.8260  0.8123  0.7958  0.7768  0.7556  0.7330
  0.7094  0.6846  0.6590  0.6326  0.6063  0.5378  0.4497  0.3428  0.2292  0.1158
  0.0036 -0.1075 -0.2168 -0.3235 -0.4268 -0.5266 -0.6232 -0.7169 -0.8081 -0.8973
 -0.9863
  0.8022  0.8054  0.8055  0.8026  0.7967  0.7875  0.7749  0.7592  0.7404  0.7193
  0.6962  0.6714  0.6453  0.6178  0.5892  0.5143  0.4313  0.3333  0.2250  0.1138
  0.0030 -0.1066 -0.2150 -0.3216 -0.4256 -0.5263 -0.6238 -0.7179 -0.8092 -0.8980
 -0.9848
  0.7558  0.7604  0.7626  0.7626  0.7602  0.7550  0.7466  0.7347  0.7193  0.7008
  0.6796  0.6562  0.6295  0.6018  0.5837  0.4957  0.4094  0.3202  0.2200
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value =F150W2
