 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.7744 -0.7643 -0.7615 -0.7646 -0.7606 -0.7449 -0.6886 -0.6691 -0.6419 -0.6017
 -0.5479 -0.4887 -0.4265 -0.3588 -0.2961 -0.1775 -0.1238 -0.1154 -0.1216
 -0.7569 -0.6767 -0.6284 -0.6088 -0.6112 -0.6114 -0.6016 -0.5856 -0.5659 -0.5421
 -0.5076 -0.4595 -0.4024 -0.3459 -0.2950 -0.2018 -0.1522 -0.1366 -0.1403 -0.1553
 -0.7138 -0.6484 -0.5924 -0.5485 -0.5204 -0.5118 -0.5192 -0.5229 -0.5127 -0.4901
 -0.4638 -0.4317 -0.3881 -0.3396 -0.2945 -0.2100 -0.1671 -0.1555 -0.1611 -0.1763
 -0.1975
 -0.6680 -0.6161 -0.5671 -0.5225 -0.4850 -0.4577 -0.4420 -0.4380 -0.4408 -0.4370
 -0.4211 -0.4004 -0.3715 -0.3336 -0.2946 -0.2182 -0.1791 -0.1708 -0.1787 -0.1944
 -0.2152 -0.2398
 -0.6019 -0.5673 -0.5316 -0.4951 -0.4595 -0.4281 -0.4035 -0.3863 -0.3757 -0.3700
 -0.3642 -0.3537 -0.3401 -0.3178 -0.2895 -0.2230 -0.1867 -0.1810 -0.1920 -0.2096
 -0.2309 -0.2554 -0.2824 -0.3111
 -0.5160 -0.4989 -0.4791 -0.4554 -0.4283 -0.4004 -0.3744 -0.3530 -0.3368 -0.3241
 -0.3135 -0.3037 -0.2954 -0.2838 -0.2677 -0.2213 -0.1887 -0.1845 -0.1994 -0.2206
 -0.2441 -0.2695 -0.2968 -0.3260 -0.3570 -0.3906 -0.4274 -0.4679 -0.5126 -0.5616
 -0.4178 -0.4136 -0.4089 -0.3995 -0.3846 -0.3652 -0.3437 -0.3229 -0.3053 -0.2910
 -0.2787 -0.2672 -0.2570 -0.2477 -0.2368 -0.2078 -0.1844 -0.1813 -0.1991 -0.2253
 -0.2530 -0.2810 -0.3099 -0.3398 -0.3707 -0.4017 -0.4347 -0.4716 -0.5142 -0.5627
 -0.6140
 -0.3092 -0.3174 -0.3243 -0.3275 -0.3256 -0.3179 -0.3049 -0.2892 -0.2736 -0.2598
 -0.2483 -0.2380 -0.2281 -0.2190 -0.2095 -0.1877 -0.1734 -0.1727 -0.1917 -0.2221
 -0.2553 -0.2878 -0.3199 -0.3519 -0.3840 -0.4165 -0.4488 -0.4828 -0.5207 -0.5641
 -0.6142
 -0.1988 -0.2160 -0.2309 -0.2437 -0.2527 -0.2563 -0.2542 -0.2469 -0.2369 -0.2261
 -0.2165 -0.2082 -0.2009 -0.1939 -0.1863 -0.1680 -0.1584 -0.1611 -0.1799 -0.2123
 -0.2503 -0.2886 -0.3256 -0.3612 -0.3960 -0.4302 -0.4644 -0.5001 -0.5375 -0.5763
 -0.6164
 -0.0865 -0.1094 -0.1332 -0.1528 -0.1696 -0.1829 -0.1911 -0.1940 -0.1924 -0.1876
 -0.1817 -0.1763 -0.1717 -0.1678 -0.1637 -0.1509 -0.1438 -0.1484 -0.1666 -0.1982
 -0.2381 -0.2810 -0.3234 -0.3641 -0.4030 -0.4403 -0.4766 -0.5124 -0.5522 -0.5889
 -0.6236
  0.0276  0.0024 -0.0312 -0.0596 -0.0810 -0.1008 -0.1174 -0.1298 -0.1375 -0.1411
 -0.1416 -0.1405 -0.1394 -0.1387 -0.1382 -0.1344 -0.1300 -0.1359 -0.1541 -0.1841
 -0.2233 -0.2677 -0.3141 -0.3599 -0.4038 -0.4454 -0.4854 -0.5238 -0.5613 -0.5986
 -0.6366
  0.1435  0.1194  0.0751  0.0350  0.0096 -0.0148 -0.0372 -0.0568 -0.0729 -0.0853
 -0.0939 -0.0995 -0.1032 -0.1063 -0.1098 -0.1185 -0.1170 -0.1236 -0.1424
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.8178 -0.7787 -0.7540 -0.7401 -0.7288 -0.7155 -0.6883 -0.6702 -0.6418 -0.6014
 -0.5489 -0.4887 -0.4253 -0.3626 -0.3056 -0.1937 -0.1308 -0.1086 -0.1125
 -0.7554 -0.6938 -0.6651 -0.6428 -0.6229 -0.6087 -0.5986 -0.5883 -0.5728 -0.5487
 -0.5134 -0.4662 -0.4112 -0.3564 -0.3063 -0.2088 -0.1522 -0.1317 -0.1339 -0.1478
 -0.7416 -0.6581 -0.5956 -0.5571 -0.5469 -0.5498 -0.5460 -0.5343 -0.5194 -0.5024
 -0.4796 -0.4475 -0.4039 -0.3559 -0.3105 -0.2215 -0.1693 -0.1504 -0.1538 -0.1684
 -0.1895
 -0.7344 -0.6543 -0.5867 -0.5326 -0.4938 -0.4713 -0.4684 -0.4777 -0.4797 -0.4676
 -0.4482 -0.4251 -0.3943 -0.3547 -0.3150 -0.2326 -0.1837 -0.1658 -0.1702 -0.1855
 -0.2064 -0.2311
 -0.7116 -0.6428 -0.5814 -0.5273 -0.4816 -0.4460 -0.4213 -0.4077 -0.4067 -0.4118
 -0.4089 -0.3969 -0.3770 -0.3482 -0.3142 -0.2400 -0.1940 -0.1769 -0.1826 -0.1995
 -0.2211 -0.2459 -0.2734 -0.3036
 -0.6663 -0.6130 -0.5631 -0.5164 -0.4731 -0.4345 -0.4024 -0.3779 -0.3605 -0.3502
 -0.3469 -0.3447 -0.3395 -0.3264 -0.3050 -0.2421 -0.1992 -0.1828 -0.1898 -0.2094
 -0.2332 -0.2592 -0.2871 -0.3169 -0.3486 -0.3823 -0.4190 -0.4601 -0.5075 -0.5569
 -0.5985 -0.5614 -0.5258 -0.4906 -0.4553 -0.4205 -0.3879 -0.3594 -0.3362 -0.3180
 -0.3039 -0.2940 -0.2886 -0.2836 -0.2740 -0.2361 -0.1987 -0.1830 -0.1907 -0.2135
 -0.2412 -0.2699 -0.2994 -0.3300 -0.3617 -0.3946 -0.4295 -0.4669 -0.5088 -0.5578
 -0.6093
 -0.5130 -0.4904 -0.4689 -0.4466 -0.4222 -0.3958 -0.3682 -0.3408 -0.3161 -0.2951
 -0.2776 -0.2630 -0.2519 -0.2434 -0.2362 -0.2147 -0.1913 -0.1780 -0.1858 -0.2108
 -0.2432 -0.2762 -0.3088 -0.3415 -0.3744 -0.4076 -0.4420 -0.4777 -0.5156 -0.5588
 -0.6095
 -0.4161 -0.4049 -0.3951 -0.3847 -0.3721 -0.3561 -0.3368 -0.3152 -0.2931 -0.2723
 -0.2543 -0.2390 -0.2261 -0.2154 -0.2062 -0.1878 -0.1748 -0.1682 -0.1766 -0.2024
 -0.2384 -0.2767 -0.3141 -0.3503 -0.3858 -0.4207 -0.4558 -0.4914 -0.5281 -0.5674
 -0.6115
 -0.3158 -0.3122 -0.3108 -0.3098 -0.3073 -0.3017 -0.2924 -0.2792 -0.2632 -0.2461
 -0.2297 -0.2152 -0.2030 -0.1927 -0.1836 -0.1652 -0.1555 -0.1547 -0.1646 -0.1897
 -0.2269 -0.2692 -0.3118 -0.3529 -0.3923 -0.4303 -0.4675 -0.5042 -0.5410 -0.5788
 -0.6184
 -0.2164 -0.2173 -0.2206 -0.2260 -0.2311 -0.2344 -0.2343 -0.2304 -0.2228 -0.2123
 -0.2002 -0.1883 -0.1777 -0.1690 -0.1617 -0.1466 -0.1380 -0.1399 -0.1520 -0.1762
 -0.2126 -0.2563 -0.3026 -0.3486 -0.3929 -0.4352 -0.4759 -0.5151 -0.5535 -0.5918
 -0.6307
 -0.1218 -0.1244 -0.1301 -0.1383 -0.1480 -0.1576 -0.1651 -0.1694 -0.1704 -0.1681
 -0.1629 -0.1560 -0.1514 -0.1438 -0.1405 -0.1320 -0.1223 -0.1238 -0.1388
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.9980 -0.9363 -0.8910 -0.8568 -0.8281 -0.7986 -0.7627 -0.7176 -0.6664 -0.6105
 -0.5498 -0.4857 -0.4215 -0.3626 -0.3099 -0.2043 -0.1360 -0.1033 -0.1016
 -0.9085 -0.8368 -0.7842 -0.7466 -0.7186 -0.6951 -0.6708 -0.6413 -0.6072 -0.5682
 -0.5230 -0.4712 -0.4156 -0.3623 -0.3140 -0.2176 -0.1555 -0.1266 -0.1243 -0.1374
 -0.8289 -0.7492 -0.7041 -0.6717 -0.6429 -0.6195 -0.5995 -0.5787 -0.5554 -0.5287
 -0.4969 -0.4579 -0.4117 -0.3638 -0.3192 -0.2303 -0.1728 -0.1454 -0.1432 -0.1563
 -0.1772
 -0.8167 -0.7154 -0.6380 -0.5852 -0.5581 -0.5521 -0.5462 -0.5323 -0.5135 -0.4923
 -0.4684 -0.4405 -0.4053 -0.3640 -0.3234 -0.2407 -0.1870 -0.1608 -0.1585 -0.1719
 -0.1928 -0.2180
 -0.8173 -0.7152 -0.6301 -0.5623 -0.5111 -0.4777 -0.4626 -0.4613 -0.4655 -0.4590
 -0.4416 -0.4190 -0.3927 -0.3602 -0.3243 -0.2477 -0.1973 -0.1724 -0.1702 -0.1842
 -0.2060 -0.2315 -0.2598 -0.2909
 -0.8083 -0.7134 -0.6310 -0.5612 -0.5037 -0.4584 -0.4244 -0.4010 -0.3892 -0.3897
 -0.3928 -0.3876 -0.3722 -0.3489 -0.3200 -0.2504 -0.2033 -0.1797 -0.1779 -0.1929
 -0.2165 -0.2434 -0.2723 -0.3031 -0.3359 -0.3705 -0.4084 -0.4515 -0.4996 -0.5488
