 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F150W2
  0.9853  0.2594 -0.6091 -0.5789  0.6635  2.2184  1.5965  0.6966  0.2420  0.2756
  0.3507  0.4352  0.6138  0.7672  0.8321  0.6978
  1.0488  0.7541  0.3496  0.3181  0.8006  1.5093  1.2884  0.9379  0.7211  0.6756
  0.6610  0.6730  0.7333  0.7861  0.7952  0.6719  0.5430  0.4175  0.2777
  1.0099  0.9556  0.8391  0.7970  0.8641  1.0537  1.0403  0.9911  0.9306  0.8725
  0.8285  0.8052  0.7969  0.7872  0.7630  0.6490  0.5252  0.3998  0.2706  0.1456
  0.0292
  0.8686  0.8639  0.8594  0.8578  0.8540  0.8517  0.8522  0.8565  0.8704  0.8664
  0.8533  0.8318  0.8047  0.7706  0.7355  0.6291  0.5087  0.3836  0.2586  0.1373
  0.0186 -0.0973 -0.2106
  0.7961  0.8034  0.8077  0.8095  0.8075  0.8041  0.8006  0.7983  0.7972  0.7957
  0.7888  0.7742  0.7529  0.7254  0.6921  0.5957  0.4863  0.3683  0.2468  0.1268
  0.0098 -0.1041 -0.2150 -0.3234 -0.4299
  0.7090  0.7271  0.7403  0.7484  0.7515  0.7509  0.7478  0.7435  0.7385  0.7334
  0.7273  0.7175  0.7011  0.6790  0.6509  0.5637  0.4630  0.3521  0.2351  0.1172
  0.0017 -0.1107 -0.2198 -0.3261 -0.4301 -0.5323
  0.6074  0.6350  0.6572  0.6745  0.6861  0.6921  0.6938  0.6921  0.6879  0.6820
  0.6748  0.6657  0.6531  0.6357  0.6119  0.5331  0.4388  0.3350  0.2235  0.1085
 -0.0057 -0.1171 -0.2251 -0.3300 -0.4322 -0.5321 -0.6303 -0.7280 -0.8255 -0.9204
  0.4912  0.5271  0.5584  0.5855  0.6075  0.6232  0.6332  0.6378  0.6381  0.6348
  0.6290  0.6208  0.6099  0.5953  0.5761  0.5056  0.4164  0.3174  0.2116  0.1006
 -0.0119 -0.1227 -0.2302 -0.3344 -0.4355 -0.5339 -0.6299 -0.7247 -0.8194 -0.9142
 -1.0069
  0.3618  0.4055  0.4456  0.4823  0.5147  0.5415  0.5621  0.5762  0.5842  0.5866
  0.5849  0.5794  0.5708  0.5588  0.5428  0.4812  0.3968  0.3014  0.1995  0.0929
 -0.0170 -0.1270 -0.2345 -0.3386 -0.4393 -0.5369 -0.6321 -0.7250 -0.8167 -0.9083
 -1.0006
  0.2258  0.2750  0.3216  0.3658  0.4079  0.4457  0.4778  0.5032  0.5215  0.5329
  0.5380  0.5377  0.5329  0.5241  0.5107  0.4574  0.3792  0.2868  0.1873  0.0837
 -0.0231 -0.1316 -0.2391 -0.3438 -0.4449 -0.5425 -0.6373 -0.7296 -0.8199 -0.9092
 -0.9978
  0.0872  0.1398  0.1918  0.2432  0.2933  0.3403  0.3827  0.4194  0.4490  0.4710
  0.4853  0.4926  0.4935  0.4887  0.4786  0.4333  0.3635  0.2752  0.1781  0.0768
 -0.0271 -0.1331 -0.2396 -0.3445 -0.4463 -0.5446 -0.6397 -0.7317 -0.8213 -0.9089
 -0.9965
 -0.0622 -0.0001  0.0594  0.1164  0.1727  0.2269  0.2780  0.3243  0.3646  0.3969
  0.4212  0.4378  0.4472  0.4496  0.4455  0.4108  0.3478  0.2644  0.1704  0.0709
 -0.0311 -0.1347 -0.2393 -0.3435 -0.4458 -0.5450 -0.6410 -0.7336 -0.8233 -0.9105
 -0.9959
 -0.2223 -0.1446 -0.0756 -0.0146  0.0461  0.1055  0.1669  0.2209  0.2697  0.3112
  0.3453  0.3726  0.3937  0.4068  0.4114  0.3899  0.3321  0.2544  0.1642
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F150W2
  0.8887  0.8793  0.8879  0.9283  1.0122  1.1529  1.0615  0.9886  0.9482  0.9289
  0.8957  0.8633  0.8578  0.8529  0.8284  0.7025
  0.9001  0.8878  0.8861  0.9048  0.9527  1.0382  1.0106  0.9824  0.9606  0.9420
  0.9145  0.8841  0.8608  0.8353  0.8000  0.6783  0.5488  0.4187  0.2901
  0.8992  0.8864  0.8783  0.8814  0.9021  0.9453  0.9549  0.9555  0.9479  0.9330
  0.9116  0.8842  0.8515  0.8140  0.7722  0.6542  0.5296  0.4019  0.2752  0.1509
  0.0293
  0.8860  0.8751  0.8645  0.8581  0.8603  0.8742  0.8944  0.9076  0.9100  0.9018
  0.8869  0.8636  0.8301  0.7891  0.7450  0.6302  0.5103  0.3861  0.2617  0.1397
  0.0207 -0.0954 -0.2087
  0.8605  0.8539  0.8447  0.8349  0.8273  0.8249  0.8291  0.8390  0.8470  0.8484
  0.8405  0.8223  0.7965  0.7605  0.7184  0.6063  0.4909  0.3713  0.2496  0.1295
  0.0125 -0.1014 -0.2125 -0.3212 -0.4281
  0.8227  0.8228  0.8189  0.8118  0.8031  0.7952  0.7901  0.7886  0.7893  0.7896
  0.7850  0.7723  0.7529  0.7255  0.6897  0.5831  0.4712  0.3566  0.2385  0.1204
  0.0048 -0.1076 -0.2169 -0.3235 -0.4278 -0.5302
  0.7715  0.7789  0.7822  0.7811  0.7760  0.7683  0.7601  0.7531  0.7476  0.7421
  0.7344  0.7224  0.7052  0.6835  0.6543  0.5596  0.4520  0.3417  0.2279  0.1123
 -0.0022 -0.1137 -0.2219 -0.3271 -0.4296 -0.5299 -0.6284 -0.7263 -0.8239 -0.9188
  0.7078  0.7220  0.7325  0.7387  0.7401  0.7366  0.7300  0.7216  0.7132  0.7048
  0.6950  0.6821  0.6648  0.6440  0.6182  0.5342  0.4334  0.3269  0.2173  0.1049
 -0.0081 -0.1190 -0.2268 -0.3312 -0.4326 -0.5314 -0.6282 -0.7232 -0.8178 -0.9127
 -1.0054
