 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F1000W
 -1.1339 -1.2423 -1.3482 -1.4537 -1.5503 -1.6324 -1.6895 -1.7341 -1.7771 -1.8244
 -1.8789 -1.9427 -2.0133 -2.0914 -2.1697 -2.3542 -2.5481 -2.7243 -2.8973
 -1.0706 -1.1804 -1.2900 -1.3993 -1.5068 -1.6077 -1.6991 -1.7788 -1.8451 -1.8968
 -1.9423 -1.9935 -2.0587 -2.1328 -2.2091 -2.3996 -2.5861 -2.7654 -2.9354 -3.0966
 -1.0652 -1.1720 -1.2760 -1.3780 -1.4787 -1.5791 -1.6787 -1.7734 -1.8595 -1.9336
 -1.9890 -2.0348 -2.0914 -2.1622 -2.2376 -2.4259 -2.6102 -2.7888 -2.9593 -3.1210
 -3.2743
 -1.0670 -1.1695 -1.2698 -1.3675 -1.4633 -1.5573 -1.6498 -1.7414 -1.8327 -1.9207
 -2.0020 -2.0628 -2.1177 -2.1840 -2.2575 -2.4447 -2.6274 -2.8051 -2.9755 -3.1374
 -3.2910 -3.4370
 -1.0784 -1.1744 -1.2699 -1.3639 -1.4563 -1.5471 -1.6359 -1.7227 -1.8080 -1.8932
 -1.9787 -2.0591 -2.1253 -2.1970 -2.2715 -2.4576 -2.6395 -2.8162 -2.9865 -3.1486
 -3.3023 -3.4485 -3.5877 -3.7208
 -1.1038 -1.1902 -1.2782 -1.3669 -1.4555 -1.5434 -1.6300 -1.7148 -1.7977 -1.8790
 -1.9600 -2.0419 -2.1146 -2.1901 -2.2704 -2.4650 -2.6472 -2.8235 -2.9937 -3.1560
 -3.3099 -3.4563 -3.5957 -3.7290 -3.8566 -3.9793 -4.0979 -4.2131 -4.3255 -4.4355
 -1.1449 -1.2209 -1.2986 -1.3792 -1.4619 -1.5457 -1.6295 -1.7125 -1.7942 -1.8743
 -1.9530 -2.0315 -2.1063 -2.1797 -2.2593 -2.4611 -2.6496 -2.8270 -2.9976 -3.1605
 -3.3149 -3.4617 -3.6014 -3.7348 -3.8624 -3.9849 -4.1029 -4.2171 -4.3280 -4.4362
 -4.5427
 -1.2018 -1.2676 -1.3348 -1.4050 -1.4790 -1.5563 -1.6356 -1.7156 -1.7955 -1.8743
 -1.9520 -2.0290 -2.1039 -2.1757 -2.2516 -2.4499 -2.6432 -2.8253 -2.9984 -3.1624
 -3.3177 -3.4650 -3.6052 -3.7390 -3.8669 -3.9894 -4.1071 -4.2205 -4.3305 -4.4375
 -4.5419
 -1.2714 -1.3291 -1.3881 -1.4482 -1.5117 -1.5799 -1.6521 -1.7271 -1.8036 -1.8803
 -1.9565 -2.0321 -2.1065 -2.1787 -2.2517 -2.4428 -2.6346 -2.8194 -2.9966 -3.1641
 -3.3210 -3.4694 -3.6103 -3.7447 -3.8732 -3.9961 -4.1139 -4.2275 -4.3372 -4.4434
 -4.5462
 -1.3537 -1.4054 -1.4529 -1.5055 -1.5597 -1.6176 -1.6805 -1.7478 -1.8184 -1.8910
 -1.9643 -2.0378 -2.1107 -2.1828 -2.2541 -2.4376 -2.6242 -2.8079 -2.9865 -3.1579
 -3.3184 -3.4683 -3.6103 -3.7455 -3.8746 -3.9981 -4.1164 -4.2300 -4.3417 -4.4474
 -4.5494
 -1.4487 -1.4965 -1.5292 -1.5721 -1.6226 -1.6721 -1.7252 -1.7828 -1.8451 -1.9111
 -1.9795 -2.0494 -2.1197 -2.1900 -2.2599 -2.4373 -2.6171 -2.7974 -2.9751 -3.1478
 -3.3120 -3.4652 -3.6087 -3.7449 -3.8749 -3.9991 -4.1182 -4.2324 -4.3420 -4.4477
 -4.5500
 -1.5564 -1.6024 -1.6170 -1.6471 -1.6947 -1.7401 -1.7858 -1.8342 -1.8869 -1.9440
 -2.0050 -2.0691 -2.1350 -2.2019 -2.2691 -2.4419 -2.6133 -2.7879 -2.9624
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F1000W
 -1.1252 -1.2281 -1.3249 -1.4167 -1.5006 -1.5773 -1.6462 -1.7122 -1.7751 -1.8345
