 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  r   
 -3.6030 -3.2171 -2.9275 -2.6151 -2.2819 -2.0121 -1.8528 -1.7598 -1.6704 -1.5606
 -1.4406 -1.3124 -1.1862 -1.0708 -0.9619 -0.7295 -0.5537 -0.4328 -0.3434
 -3.1841 -2.7487 -2.4239 -2.1605 -1.9482 -1.7821 -1.6528 -1.5484 -1.4578 -1.3726
 -1.2866 -1.1943 -1.0936 -0.9908 -0.8937 -0.6897 -0.5386 -0.4342 -0.3619 -0.3152
 -2.9049 -2.4529 -2.1120 -1.8674 -1.7036 -1.5834 -1.4781 -1.3842 -1.3031 -1.2324
 -1.1648 -1.0953 -1.0165 -0.9286 -0.8425 -0.6611 -0.5285 -0.4373 -0.3769 -0.3361
 -0.3080
 -2.7654 -2.3297 -1.9918 -1.7358 -1.5481 -1.4160 -1.3287 -1.2672 -1.2063 -1.1400
 -1.0752 -1.0154 -0.9549 -0.8842 -0.8083 -0.6437 -0.5234 -0.4421 -0.3885 -0.3517
 -0.3257 -0.3073
 -2.6711 -2.2630 -1.9414 -1.6906 -1.4971 -1.3513 -1.2447 -1.1678 -1.1121 -1.0658
 -1.0139 -0.9564 -0.9022 -0.8458 -0.7819 -0.6321 -0.5202 -0.4456 -0.3983 -0.3661
 -0.3427 -0.3257 -0.3135 -0.3053
 -2.5721 -2.2011 -1.9049 -1.6690 -1.4805 -1.3302 -1.2127 -1.1231 -1.0543 -0.9991
 -0.9515 -0.9044 -0.8554 -0.8078 -0.7546 -0.6215 -0.5164 -0.4458 -0.4038 -0.3771
 -0.3577 -0.3433 -0.3328 -0.3254 -0.3207 -0.3188 -0.3203 -0.3294 -0.3481 -0.3714
 -2.4520 -2.1221 -1.8567 -1.6427 -1.4672 -1.3215 -1.2005 -1.1017 -1.0236 -0.9608
 -0.9072 -0.8584 -0.8113 -0.7683 -0.7241 -0.6076 -0.5103 -0.4424 -0.4033 -0.3821
 -0.3684 -0.3582 -0.3507 -0.3454 -0.3418 -0.3400 -0.3408 -0.3445 -0.3559 -0.3779
 -0.4055
 -2.3160 -2.0254 -1.7907 -1.6002 -1.4424 -1.3078 -1.1909 -1.0897 -1.0043 -0.9346
 -0.8767 -0.8258 -0.7786 -0.7339 -0.6934 -0.5896 -0.5011 -0.4357 -0.3975 -0.3799
