 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F150W2
 -1.3480 -2.0607 -2.9079 -2.8690 -1.6546 -0.1290 -0.7405 -1.6199 -2.0675 -2.0386
 -1.9747 -1.8833 -1.7087 -1.5664 -1.4999 -1.6294
 -1.2825 -1.5730 -1.9666 -1.9950 -1.5237 -0.8294 -1.0473 -1.3898 -1.6031 -1.6487
 -1.6668 -1.6522 -1.5935 -1.5452 -1.5358 -1.6564 -1.7844 -1.9097 -2.0535
 -1.3189 -1.3740 -1.4870 -1.5288 -1.4637 -1.2789 -1.2929 -1.3410 -1.4006 -1.4574
 -1.5011 -1.5241 -1.5326 -1.5430 -1.5673 -1.6800 -1.8026 -1.9274 -2.0569 -2.1812
 -2.2959
 -1.4572 -1.4637 -1.4691 -1.4704 -1.4747 -1.4774 -1.4773 -1.4735 -1.4601 -1.4645
 -1.4776 -1.4991 -1.5261 -1.5598 -1.5944 -1.7002 -1.8198 -1.9441 -2.0677 -2.1883
 -2.3059 -2.4213 -2.5336
 -1.5281 -1.5222 -1.5189 -1.5175 -1.5200 -1.5238 -1.5276 -1.5304 -1.5319 -1.5339
 -1.5412 -1.5560 -1.5772 -1.6046 -1.6376 -1.7333 -1.8421 -1.9592 -2.0798 -2.1990
 -2.3151 -2.4282 -2.5383 -2.6459 -2.7517
 -1.6133 -1.5964 -1.5843 -1.5771 -1.5746 -1.5757 -1.5792 -1.5840 -1.5894 -1.5950
 -1.6015 -1.6117 -1.6283 -1.6504 -1.6784 -1.7650 -1.8652 -1.9753 -2.0916 -2.2087
 -2.3234 -2.4349 -2.5433 -2.6489 -2.7521 -2.8536
 -1.7127 -1.6863 -1.6653 -1.6492 -1.6385 -1.6331 -1.6321 -1.6343 -1.6389 -1.6453
 -1.6529 -1.6625 -1.6754 -1.6930 -1.7168 -1.7953 -1.8891 -1.9924 -2.1031 -2.2174
 -2.3308 -2.4414 -2.5487 -2.6529 -2.7544 -2.8537 -2.9512 -3.0483 -3.1453 -3.2397
 -1.8264 -1.7919 -1.7619 -1.7360 -1.7153 -1.7005 -1.6913 -1.6873 -1.6877 -1.6914
 -1.6977 -1.7064 -1.7177 -1.7326 -1.7520 -1.8224 -1.9112 -2.0096 -2.1149 -2.2253
 -2.3371 -2.4472 -2.5539 -2.6574 -2.7578 -2.8556 -2.9510 -3.0452 -3.1393 -3.2336
 -3.3259
 -1.9538 -1.9113 -1.8725 -1.8371 -1.8059 -1.7803 -1.7608 -1.7475 -1.7403 -1.7385
 -1.7408 -1.7468 -1.7559 -1.7683 -1.7846 -1.8464 -1.9304 -2.0254 -2.1268 -2.2329
 -2.3422 -2.4515 -2.5583 -2.6617 -2.7618 -2.8588 -2.9534 -3.0457 -3.1368 -3.2279
 -3.3198
 -2.0884 -2.0400 -1.9944 -1.9514 -1.9106 -1.8741 -1.8432 -1.8189 -1.8016 -1.7909
 -1.7866 -1.7876 -1.7929 -1.8022 -1.8159 -1.8697 -1.9477 -2.0397 -2.1388 -2.2418
 -2.3481 -2.4560 -2.5629 -2.6670 -2.7674 -2.8645 -2.9587 -3.0504 -3.1401 -3.2289
 -3.3171
 -2.2258 -2.1738 -2.1226 -2.0722 -2.0232 -1.9775 -1.9363 -1.9009 -1.8724 -1.8515
 -1.8381 -1.8316 -1.8313 -1.8367 -1.8472 -1.8932 -1.9631 -2.0510 -2.1477 -2.2485
 -2.3520 -2.4575 -2.5634 -2.6677 -2.7690 -2.8667 -2.9612 -3.0527 -3.1417 -3.2289
 -3.3160
 -2.3746 -2.3127 -2.2537 -2.1974 -2.1420 -2.0890 -2.0390 -1.9940 -1.9549 -1.9237
 -1.9005 -1.8848 -1.8764 -1.8747 -1.8794 -1.9152 -1.9785 -2.0615 -2.1552 -2.2541
 -2.3557 -2.4589 -2.5630 -2.6668 -2.7685 -2.8672 -2.9626 -3.0548 -3.1439 -3.2307
 -3.3156
 -2.5348 -2.4567 -2.3877 -2.3270 -2.2670 -2.2086 -2.1484 -2.0955 -2.0479 -2.0076
 -1.9747 -1.9485 -1.9286 -1.9162 -1.9126 -1.9358 -1.9939 -2.0712 -2.1613
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F150W2
