 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F322W2
  1.3185  1.4798  1.3662  0.7233 -0.2984 -0.9111 -1.1801 -1.2815 -1.1580 -0.8192
 -1.1885 -1.6700 -1.3478 -0.5727 -0.0358 -0.2174
  0.7599  0.8785  0.8979  0.6808  0.2679  0.0032 -0.1552 -0.2737 -0.3295 -0.3195
 -0.5403 -0.7555 -0.6172 -0.2683 -0.0357 -0.2276 -0.4082 -0.5713 -0.7445
  0.4658  0.5130  0.5570  0.5375  0.4514  0.3763  0.2934  0.1951  0.0879 -0.0231
 -0.1284 -0.1914 -0.1663 -0.0887 -0.0525 -0.2376 -0.4236 -0.5906 -0.7562 -0.9125
 -1.0629
  0.4362  0.3833  0.3435  0.2934  0.2520  0.2082  0.1657  0.1249  0.0943  0.0698
  0.0472  0.0223  0.0047 -0.0338 -0.0862 -0.2474 -0.4348 -0.6054 -0.7687 -0.9250
 -1.0755 -1.2201 -1.3597
  0.3235  0.2984  0.2761  0.2456  0.2125  0.1745  0.1341  0.0937  0.0554  0.0221
 -0.0057 -0.0326 -0.0577 -0.0901 -0.1345 -0.2744 -0.4430 -0.6141 -0.7789 -0.9355
 -1.0850 -1.2284 -1.3663 -1.4995 -1.6287
  0.2034  0.1976  0.1892  0.1751  0.1534  0.1247  0.0905  0.0538  0.0163 -0.0200
 -0.0533 -0.0833 -0.1122 -0.1396 -0.1795 -0.3036 -0.4556 -0.6220 -0.7864 -0.9434
 -1.0926 -1.2353 -1.3721 -1.5039 -1.6314 -1.7553
  0.0759  0.0809  0.0828  0.0819  0.0747  0.0588  0.0349  0.0052 -0.0277 -0.0619
 -0.0962 -0.1289 -0.1595 -0.1869 -0.2212 -0.3350 -0.4726 -0.6291 -0.7912 -0.9487
 -1.0983 -1.2408 -1.3771 -1.5080 -1.6342 -1.7565 -1.8753 -1.9910 -2.1038 -2.2135
 -0.0591 -0.0517 -0.0431 -0.0334 -0.0269 -0.0274 -0.0367 -0.0549 -0.0795 -0.1082
 -0.1392 -0.1712 -0.2027 -0.2320 -0.2625 -0.3634 -0.4929 -0.6383 -0.7944 -0.9511
 -1.1018 -1.2449 -1.3812 -1.5117 -1.6371 -1.7582 -1.8755 -1.9895 -2.1006 -2.2092
 -2.3151
 -0.1961 -0.1907 -0.1803 -0.1653 -0.1491 -0.1357 -0.1288 -0.1312 -0.1432 -0.1627
