 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -3.9256 -3.8543 -4.0543 -3.9837 -3.7873 -3.5263 -3.2381 -3.0418 -2.8640 -2.6811
 -2.5093 -2.3507 -2.2034 -2.0666 -1.9374 -1.6585 -1.3829 -1.1187 -0.9595
 -3.9145 -3.6828 -3.4968 -3.3717 -3.3004 -3.1961 -3.0259 -2.8367 -2.6590 -2.4900
 -2.3294 -2.1793 -2.0404 -1.9117 -1.7915 -1.5210 -1.2869 -1.0942 -0.9458 -0.8314
 -3.6985 -3.4691 -3.2646 -3.0913 -2.9514 -2.8571 -2.7816 -2.6643 -2.5124 -2.3517
 -2.2005 -2.0588 -1.9275 -1.8061 -1.6939 -1.4474 -1.2399 -1.0684 -0.9345 -0.8304
 -0.7469
 -3.5266 -3.3155 -3.1157 -2.9358 -2.7780 -2.6410 -2.5280 -2.4434 -2.3560 -2.2390
 -2.1039 -1.9705 -1.8460 -1.7307 -1.6241 -1.3933 -1.2047 -1.0513 -0.9292 -0.8338
 -0.7568 -0.6922
 -3.3794 -3.1899 -3.0042 -2.8292 -2.6703 -2.5279 -2.4003 -2.2866 -2.1931 -2.1068
 -2.0120 -1.9015 -1.7867 -1.6770 -1.5753 -1.3554 -1.1792 -1.0385 -0.9272 -0.8398
 -0.7688 -0.7089 -0.6570 -0.6114
 -3.2519 -3.0787 -2.9108 -2.7462 -2.5918 -2.4505 -2.3224 -2.2058 -2.0998 -2.0037
 -1.9160 -1.8294 -1.7358 -1.6376 -1.5412 -1.3298 -1.1616 -1.0292 -0.9260 -0.8457
 -0.7807 -0.7260 -0.6783 -0.6356 -0.5950 -0.5577 -0.5260 -0.5015 -0.4854 -0.4784
 -3.1442 -2.9811 -2.8260 -2.6750 -2.5280 -2.3906 -2.2642 -2.1488 -2.0438 -1.9465
 -1.8551 -1.7687 -1.6851 -1.6009 -1.5151 -1.3131 -1.1496 -1.0218 -0.9239 -0.8492
 -0.7902 -0.7410 -0.6982 -0.6598 -0.6245 -0.5907 -0.5599 -0.5340 -0.5145 -0.5032
 -0.5031
 -3.0563 -2.8984 -2.7500 -2.6089 -2.4720 -2.3401 -2.2166 -2.1029 -1.9994 -1.9043
 -1.8152 -1.7302 -1.6479 -1.5682 -1.4900 -1.3028 -1.1425 -1.0169 -0.9210 -0.8495
 -0.7953 -0.7518 -0.7146 -0.6812 -0.6505 -0.6215 -0.5928 -0.5668 -0.5461 -0.5328
 -0.5283
 -2.9880 -2.8317 -2.6856 -2.5450 -2.4174 -2.2932 -2.1740 -2.0622 -1.9598 -1.8662
 -1.7794 -1.6977 -1.6190 -1.5422 -1.4671 -1.2909 -1.1371 -1.0129 -0.9172 -0.8465
 -0.7950 -0.7562 -0.7248 -0.6974 -0.6723 -0.6482 -0.6254 -0.6038 -0.5852 -0.5698
 -0.5573
 -2.9394 -2.7819 -2.6351 -2.4979 -2.3696 -2.2495 -2.1363 -2.0279 -1.9264 -1.8333
 -1.7480 -1.6687 -1.5936 -1.5204 -1.4490 -1.2812 -1.1333 -1.0112 -0.9156 -0.8440
 -0.7925 -0.7558 -0.7289 -0.7073 -0.6883 -0.6703 -0.6529 -0.6359 -0.6197 -0.6049
 -0.5914
 -2.9063 -2.7451 -2.5957 -2.4573 -2.3287 -2.2093 -2.0983 -1.9945 -1.8958 -1.8032
 -1.7181 -1.6400 -1.5673 -1.4982 -1.4313 -1.2716 -1.1287 -1.0091 -0.9141 -0.8417
 -0.7891 -0.7523 -0.7274 -0.7101 -0.6968 -0.6851 -0.6740 -0.6628 -0.6516 -0.6408
 -0.6310
 -2.8721 -2.7009 -2.5479 -2.4099 -2.2842 -2.1684 -2.0604 -1.9588 -1.8631 -1.7735
 -1.6897 -1.6119 -1.5404 -1.4736 -1.4101 -1.2602 -1.1230 -1.0062 -0.9121
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.2941 -4.1988 -4.0594 -3.8079 -3.5255 -3.2579 -3.0307 -2.8386 -2.6629 -2.4969
 -2.3399 -2.1939 -2.0591 -1.9347 -1.8193 -1.5680 -1.3382 -1.1255 -0.9651
 -3.9584 -3.7416 -3.6181 -3.5403 -3.3626 -3.1236 -2.8936 -2.6970 -2.5239 -2.3620
 -2.2096 -2.0682 -1.9386 -1.8203 -1.7116 -1.4734 -1.2684 -1.0908 -0.9449 -0.8294
 -3.7742 -3.5299 -3.3266 -3.1737 -3.0881 -2.9849 -2.8002 -2.6013 -2.4262 -2.2689
 -2.1210 -1.9835 -1.8574 -1.7425 -1.6378 -1.4119 -1.2233 -1.0638 -0.9322 -0.8269
 -0.7420
 -3.6477 -3.4076 -3.1908 -2.9979 -2.8386 -2.7230 -2.6404 -2.5230 -2.3609 -2.2051
